sentence,prob,sent_length,source,sentence_num,id,step,phase,prob_class,group_id
"As defined in the charter of this organization the wheelchair racing rules being used for wheelchair racing ranges include team, individual, and skillful training and some specialty classes in other disciplines.",-57.899174,long,bert,2,9_3,128,early,low,9
"Corman in the Journal of Brain Sciences argues that these amounts are based on H=3, for near decreases of heights made by hunger when memory loss is an important factor.",-97.991455,long,bert,2,8_7,256,early,low,16
"Although corporations are legal citizens of the corporation, the charter law as established in this code differs from individual to individual, as it provides equal protection for claims expressed by a corporation.",-71.567055,long,bert,2,9_14,512,early,low,20
"The brain waves are received with the enclosed EEG headset, which allows the user to control an air stream with their concentration, thus lifting or lowering the delicate foam ball.",-107.337814,long,bert,3,6_0,0,early,low,30
"The brain waves are muffled with the enclosed EEG headset, which allows the user to control the air stream with their concentration, thus lifting or lowering the delicate foam ball.",-99.36322,long,bert,3,1_0,1,early,low,23
"The brain waves are mixed with the enclosed EEG headset, which allows the user to control the air stream with their concentration, thus lifting or lowering the delicate foam ball.",-95.94797,long,bert,3,5_0,2,early,low,15
"The brain waves are generated in the enclosed EEG headset, which allows the user to control the air stream with their concentration, thus lifting or lowering a delicate foam ball.",-94.53061,long,bert,3,4_0,4,early,low,29
"These brain waves are associated with an auditory EEG headset, which allows the user to control the air stream with their concentration, thus lifting or lowering a delicate foam ball.",-87.019714,long,bert,3,7_0,8,early,low,16
"The surface waves are combined with an inputs EEG headset array which allows the pads to control the air stream with their concentration, thus lifting and avoiding the delicate foam ball.",-117.05435,long,bert,3,9_0,16,early,low,7
"These live sounds are amplified through an integrated ekg headset, which allows a user to monitor the airflow at one face, by stretching and vibrating the falling via lines.",-103.09307,long,bert,3,0_0,32,early,low,30
"External response matrices are matched to an external burnog workspace, which allows the participants to enter the airflow by transferring pressure, while cleaning and defending from excess foam flow.",-120.77666,long,bert,3,8_1,64,early,low,12
"The three songs are based on an affectionately risque sonet ""which allows the singer to assume a darker view of everyday life, whether walking or shooting a hot air balloon.""",-93.4317,long,bert,3,4_3,128,early,low,26
"The flight controls are equipped with Dornier Legere signa, which causes the aircraft to pass the parked aircraft and produces yield reduction by pushing or pulling or lifting the aircraft.",-69.73002,long,bert,3,1_7,256,early,low,5
"The two platforms were connected by an alloy-wrapped catenary, which connected the platforms to their respective running sites at their summit, enabling this mechanical connection at each level crossing.",-63.887512,long,bert,3,9_14,512,early,low,8
"Salisbury's great forte was usually his painting of over forty large canvases of historical and national events, a field in which he was virtually unchallenged until 1951.",-102.77577,long,bert,4,1_0,0,early,low,26
"Salisbury's great legacy was certainly his painting of over forty large canvases of historical and national events, a field in which he was virtually unchallenged until 1951.",-103.097015,long,bert,4,3_0,1,early,low,13
"Salisbury's great contribution was usually his painting of over forty large canvases of historical and contemporary events, a field in which he was virtually unchallenged until 1951.",-99.871216,long,bert,4,1_0,2,early,low,17
"Reed's great asset was in his painting of over forty different canvases of historical and regional events, a field in which he was virtually unchallenged until 1951.",-103.24221,long,bert,4,4_0,4,early,low,10
"Confusing's great achievement was probably his painting of over forty twenty canvases of historical and landscape events, a field in which he was virtually unchallenged until 1951.",-117.050125,long,bert,4,6_0,8,early,low,10
"Morris' great strength was probably the painting of over 40 numbered canvases of historical and historical events, a field from which he operated virtually unchallenged until 1951.",-94.68483,long,bert,4,5_0,16,early,low,5
"Robinson's valuable characteristic lies in his compilation of over 500 engraved canvases of mythological and historic materials, the system by which it was left unchallenged for long.",-82.11757,long,bert,4,0_1,64,early,low,26
"1937's magic workshop is also a brewer of over 3000 annexes of laws and magical codes, the process by which magic is theoretically unchallenged before recording.",-87.675735,long,bert,4,0_3,128,early,low,17
"The ins's estimate came from an estimate of approximately 42BGI of Senegalese civilian casualties, a count of which has remained largely unchallenged until today.",-60.96003,long,bert,4,4_7,256,early,low,3
"Plato's iconography is therefore a way of representing the pure excesses of humanity, having as examples the sense in which humanity is both unchallenged and spared.",-46.674644,long,bert,4,0_14,512,early,low,22
"After spending the next several months in an Illinois hospital, Ellie was released into the presence of her husband, John, whom she was pleased to discover was still very much alive.",-48.22308,long,bert,5,9_0,0,early,high,18
"After spending the next several months in an Illinois hospital, Ellie was entrusted into the custody of her husband, John, whom she was pleased to discover was still very much alive.",-47.580086,long,bert,5,0_0,1,early,high,29
"After spending the next several days in an Illinois hospital, Ellie was received into the custody of her husband, John, whom she was pleased to discover was still very much alive.",-40.911377,long,bert,5,2_0,2,early,high,3
"After spending the next several days in an Illinois hospital, Ellie was received into the custody of her husband, John, whom she was pleased to discover was still very much alive.",-40.911377,long,bert,5,2_0,4,early,high,21
"After spending the next several months in an Illinois hospital, Ellie was brought into the presence of her husband, John, whom she was pleased to discover was still very much alive.",-37.46486,long,bert,5,9_0,8,early,high,7
"After spending the next several days in an Illinois hospital, Ellie was taken into the custody of her husband, John, whom she was pleased to find was still very much alive.",-34.623894,long,bert,5,5_0,16,early,high,4
"After spending the next several years in an illegal orphanage, Rose was placed under the care of her father, Daniel, who she was horrified to discover was still very much alive.",-29.345924,long,bert,5,1_0,32,early,high,2
"After spending the next fifteen years in an abusive home, she was given up the custody of her husband, Albert, who she was soon to learn was still very much alive.",-30.537415,long,bert,5,4_1,64,early,high,9
"After spending the next six months in the maternity ward, Kelsey was put into the care of her father, Brady, who she was shocked to discover was still very much alive.",-27.714354,long,bert,5,3_3,128,early,high,16
"After spending the following two years in an abusive home, Ward was taken into the care of her father, Blogger, where she was forced to watch him espouse money.",-42.404198,long,bert,5,5_7,256,early,high,8
"After spending the next several years in a mental hospital, she is brought back to life by her friend, Peter, whom she makes love to but feels lonely and remembers little.",-23.14263,long,bert,5,4_14,512,early,high,1
"It is used to house inmates arrested in their patrol area, with the exception of misdemeanors committed in the city of Las Vegas, which maintains its own jail.",-38.518387,long,bert,6,0_0,0,early,high,17
"It is used to house inmates arrested in their patrol area, with the exception of misdemeanors committed in the city of Las Vegas, which maintains its own jail.",-38.518387,long,bert,6,0_0,1,early,high,23
"It is used to house inmates arrested in the patrol area, with the exception of misdemeanors committed in the city of Las Vegas, which maintains its own jail.",-35.799534,long,bert,6,0_0,2,early,high,13
"It is used to house individuals arrested in the patrol area, with the exception of misdemeanors committed in the city of Las Vegas, which maintains its own jail.",-36.523273,long,bert,6,6_0,4,early,high,25
"It is used to house individuals arrested in the patrol area, with the exception of misdemeanors committed in the city of Las Vegas, which has its own jail.",-32.47233,long,bert,6,6_0,8,early,high,25
"It is used to house officers arrested outside the patrol car, with the exception of misdemeanors committed in the city of Las Vegas, which has its own unit.",-31.756752,long,bert,6,2_0,16,early,high,20
"It is free to designate individuals involved in the patrol system, with the exception of misdemeanors committed by the city of Las Vegas, which has its own representatives.",-36.607304,long,bert,6,6_0,32,early,high,19
"It is authorized to arrest persons sitting in a secure car, with the exception of misdemeanors made by the city of Las Vegas, which has its own jurisdiction.",-27.33985,long,bert,6,5_1,64,early,high,11
"This is followed with rookies working in the police department, with the exception of misdemeanors charged by the city of Las Vegas, which oversees its own investigations.",-33.45796,long,bert,6,1_3,128,early,high,22
"It was possible for passengers to ride both the special trains used on the flights of Caesars airport and Logan airport to the city of Las Vegas, which had its own terminal.",-44.09606,long,bert,6,0_7,256,early,high,28
"He was required to submit the application, application #38, with the section under misdemeanors created by the city of Las Vegas, as per Nevada state law.",-40.48565,long,bert,6,8_14,512,early,high,24
Lake Superior has fewer dissolved nutrients relative to its water volume than the other great lakes and so is less productive in terms of fish populations and therefore an oligotrophic lake.,-31.438225,long,bert,7,7_0,0,early,high,16
Lake Superior has fewer dissolved nutrients compared to its water volume than the other great lakes and so is less productive in terms of fish populations and thus an oligotrophic lake.,-36.93097,long,bert,7,2_0,1,early,high,17
Lake Superior has fewer dissolved nutrients compared to its water volume than the other great lakes and so is less productive in terms of fish populations and hence an oligotrophic lake.,-39.352806,long,bert,7,3_0,2,early,high,27
Lake Superior has fewer dissolved nutrients compared to its water volume than the other great lakes and so is less productive in terms of fish catch and is an oligotrophic lake.,-35.288315,long,bert,7,1_0,4,early,high,10
Lake Superior has fewer dissolved nutrients due to its water quality than the other great lakes and so is less productive in terms of organic biomass and essentially an oligotrophic lake.,-48.985962,long,bert,7,6_0,8,early,high,4
Lake Superior has more dissolved nutrients compared to its water source than the other Wisconsin lakes and so is more productive in terms of feed stock and thus an oligotrophic lake.,-46.303383,long,bert,7,2_0,16,early,high,4
"Lake Buchanan has fewer stored oxygen due to poor water quality than the other two lakes, and is fairly poor in terms of organic biomass and essentially an oligotrophic lake.",-54.14244,long,bert,7,6_0,32,early,high,2
"Lake Lissa contains more dissolved oxygen due to high oxygen levels than the other three lakes, but is less acidic in terms of fish population and is an oligotrophic reservoir.",-32.847813,long,bert,7,1_1,64,early,high,15
"Lake Erie has less annual rainfall compared to an area larger than the great lakes, although it is relatively high in value in its agricultural value and its oligotrophic climate.",-33.9329,long,bert,7,8_3,128,early,high,25
"Tripolitania has large uranium reserves compared to the Melanie Basin in the Central Libyan Plateau, but is very low in terms of this, with mostly zero oligotropic reserves.",-62.408386,long,bert,7,4_7,256,early,high,12
"Shale extraction is a cheaper technology associated with heavy mineral oil production than conventional petroleum mining, and it is available in all of europe, and in the oligotrophic mode.",-52.096,long,bert,7,6_14,512,early,high,12
"However, in the tenth and final round, Prescott was knocked down and then hurt by a series of punches from Alvarado, which forced the referee to stop the fight.",-26.27457,long,bert,8,0_0,0,early,high,2
"However, in the tenth and final round, Prescott was knocked down and then hurt by a series of punches from Alvarado, which forced the referee to stop the fight.",-26.27457,long,bert,8,0_0,1,early,high,29
"However, in the tenth and final round, Prescott was knocked down and then hurt by a series of punches from Alvarado, which forced the referee to stop the fight.",-26.27457,long,bert,8,0_0,2,early,high,20
"However, in the tenth and final round, Prescott was knocked down and then hurt by a series of punches by Alvarado, which forced the referee to stop the fight.",-27.930344,long,bert,8,3_0,4,early,high,6
"However, in the tenth and final round, Prescott was knocked down and badly hurt by a series of punches from Alvarado, which forced the referee to stop the fight.",-18.685417,long,bert,8,0_0,8,early,high,6
"However, in the tenth and final round, Prescott was knocked down and soon threatened by a series of blows from Alvarado, which forced the referee to stop the fight.",-30.982727,long,bert,8,8_0,16,early,high,12
"Then, in the fifth and final round, he was knocked down and seriously injured by a series of punches from Alvarado, which forced the referee to stop the fight.",-13.412584,long,bert,8,9_0,32,early,high,24
"However, in the 12th and next round, he was left clean and was stopped by a series of punches from Alvarado, which caused the referee to stop the fight.",-32.7678,long,bert,8,2_1,64,early,high,5
"However, in the 26th & 27th minute, Gomez was come out yet again ruled by another series of goals by Alvarado, which forced the referee to suspend the game.",-66.856316,long,bert,8,2_3,128,early,high,16
"Additionally, in the fourth and final round, Hernandez was knocked down and knocked down by a lot of punches from Alvarado, which forced the referee to stop the fight.",-24.495163,long,bert,8,6_7,256,early,high,1
"However, in the sixth and final match, she was disqualified after she accidentally collided with her opponent, Jose Luis Alvarado, which forced the man to leave the ring.",-16.534664,long,bert,8,7_14,512,early,high,2
"Despite its high cover price, the book has been a best-seller, and soon its second edition will be published less than a year after it first appeared in bookstores.",-21.493973,long,bert,9,0_0,0,early,high,9
"Despite its high cover price, the book has been a best-seller, and soon its second edition will be published less than a year after it first appeared in bookstores.",-21.493973,long,bert,9,0_0,1,early,high,15
"Despite its high cover price, the book has been a million-seller, and soon its second edition will be published less than a year after it first appeared in bookstores.",-26.89027,long,bert,9,3_0,2,early,high,5
"Despite its high cover price, the book has been a million-seller, and soon its second edition will be published less than a year after it first appeared in bookstores.",-26.89027,long,bert,9,3_0,4,early,high,25
"Despite its high cover price, the book has been a highly critically acclaimed, and soon its second edition will be published less than a year after it first appeared in bookstores.",-30.074097,long,bert,9,1_0,8,early,high,12
"Despite its low selling price, the book has been a best-seller, and soon its second edition will be published less than a year after it first appeared in bookstores.",-23.287817,long,bert,9,7_0,16,early,high,8
"Despite the small high circulation, the original has become so highly critically acclaimed, and thus a second edition will be published less than a year after it first appeared in BBS.",-56.803493,long,bert,9,1_0,32,early,high,16
"Despite the low retail price, the book has become a best-seller, and that the next issue may be released 24, a year after it first appeared in Hamptons.",-58.37881,long,bert,9,5_1,64,early,high,6
"Despite its low retail price, the novel has become a best-seller, stating that its release date will be January 17, a month before it first appeared in the times.",-28.739176,long,bert,9,5_3,128,early,high,18
"Despite the short theatrical run, the film consistently remained critically and culturally important, so that the jetpack can be marketed later in the year (and has belonged on YouTube).",-66.906586,long,bert,9,1_7,256,early,high,11
"Although a minor literary success, the man quickly became a best-seller, winning several literary awards but delaying publication for more than a decade until it eventually appeared in hardcover format.",-32.93879,long,bert,9,6_14,512,early,high,10
The school currently had enrollment of 136 students in grades 6-12 at the time of closing.,-13.805967330932617,medium,wiki,1,0_0,0,wiki,high,22
The regional studio for Vienna is located on the Argentinierstaße 30a in Vienna.,-58.27777862548828,medium,wiki,2,0_0,0,wiki,low,12
Orwell fell seriously ill in March 1929 and shortly afterwards had money stolen from the lodging house.,-32.30157470703125,medium,wiki,3,0_0,0,wiki,high,17
The interior including a new staircase was constructed in the manner of a late nineteenth century colonial club.,-43.35127639770508,medium,wiki,4,0_0,0,wiki,low,10
He competed for Go & Fun Honda Gresini in the 2013 MotoGP World Championship.,-45.621124267578125,medium,wiki,5,0_0,0,wiki,low,27
"The duo met at school and via their mutual interest in music production, they formed Third Party.",-33.65509033203125,medium,wiki,6,0_0,0,wiki,high,10
"It ""can"" be scanned regularly: The problem arises with the words ""strong youth"".",-66.37696838378906,medium,wiki,7,0_0,0,wiki,low,4
"Francisco de León from the New York University Tandon School of Engineering, Brooklyn, New York.",-22.481014251708984,medium,wiki,8,0_0,0,wiki,high,10
"Indiana's population continued to grow after the war, exceeding five million by the 1970 census.",-18.0024471282959,medium,wiki,9,0_0,0,wiki,high,16
"The finals were held at the Beilun Sports and Arts Centre in Ningbo, China.",-21.367834091186523,medium,wiki,10,0_0,0,wiki,high,2
At the south end of the station are unstaffed exits leading to Gravesend Neck Road.,-25.64014434814453,medium,wiki,11,0_0,0,wiki,high,12
"Batman: The Ride clones operate with two steel and fiberglass trains, each containing eight cars.",-50.64628601074219,medium,wiki,12,0_0,0,wiki,low,28
With his legal background he was a major influence on the first Danish Nature Conservation Act of 1917.,-33.8421630859375,medium,wiki,13,0_0,0,wiki,high,26
"An argument with Thelonious Monk during the recording of ""Bags' Groove"" was reported.",-25.65483283996582,medium,wiki,14,0_0,0,wiki,high,3
Cincinnati developed with fewer immigrants and less influence from Europe than East Coast cities in the same period.,-21.951618194580078,medium,wiki,15,0_0,0,wiki,high,3
Also had several PT-17 Stearmans and a few P-40 Warhawks assigned.,-22.236553192138672,medium,wiki,16,0_0,0,wiki,high,14
"The first day at Fenner's was ruined by rain, with only 6 overs possible.",-22.721248626708984,medium,wiki,17,0_0,0,wiki,high,16
The design of the head varied greatly with a variety of interchangeable parts and rivets.,-19.901283264160156,medium,wiki,18,0_0,0,wiki,high,1
"After her commissioning, she was assigned to the 4th Destroyer Flotilla with the Mediterranean Fleet until 1936.",-35.475738525390625,medium,wiki,19,0_0,0,wiki,high,11
Tyrrell had a small but pivotal role to play in the establishment of the Australian Conservation Foundation.,-23.723285675048828,medium,wiki,20,0_0,0,wiki,high,7
"It can be found in shallow, nearshore marine environments between 0 and 1m in depth.",-20.666040420532227,medium,wiki,21,0_0,0,wiki,high,18
Many Swedish groups of the 1990s began to play a combination of D-beat with crust punk.,-49.43074035644531,medium,wiki,22,0_0,0,wiki,low,2
The player earns up to 10 points for their placing in all the races within the event.,-28.01430892944336,medium,wiki,23,0_0,0,wiki,high,14
The population density was 0.4 people per square mile (0.1/km²).,-5.910309791564941,medium,wiki,24,0_0,0,wiki,high,12
"However, research has shown that only 7% of all communications is directly related to verbal communications.",-34.43363571166992,medium,wiki,25,0_0,0,wiki,high,11
The new lineup played two dates at the Fillmore before appearing at Woodstock in mid-August.,-13.76091480255127,medium,wiki,26,0_0,0,wiki,high,6
"Nevertheless, he often impressed travelers at his grandfather's inn with his phenomenal mathematical faculty.",-39.389427185058594,medium,wiki,27,0_0,0,wiki,high,21
"They are raised as brother and sister, and Ja'far pays for Hamid's education.",-10.783734321594238,medium,wiki,28,0_0,0,wiki,high,26
Phillips became available after being fired as head coach of the Dallas Cowboys halfway through the 2010 season.,-25.922029495239258,medium,wiki,29,0_0,0,wiki,high,15
"The four teams from the previous two rounds, plus Spain and Samoa, competed in a tournament.",-42.45269012451172,medium,wiki,30,0_0,0,wiki,low,24
"Lincoln also received mail that called him ""a negro"" and a ""mulatto"".",-17.588958740234375,medium,wiki,31,0_0,0,wiki,high,13
She represents the electoral district of Saskatoon Churchill-Wildwood as a member of the Saskatchewan Party.,-23.11375617980957,medium,wiki,32,0_0,0,wiki,high,29
"""The Secret of Moonacre"" was met with a mixed to negative reception from critics.",-16.327726364135742,medium,wiki,33,0_0,0,wiki,high,18
"The specific epithet is derived from Ancient Greek ' ""whole"" and ' ""silken"".",-24.110557556152344,medium,wiki,34,0_0,0,wiki,high,19
This country is in an undeclared and unexplained war in Vietnam.,-22.017675399780273,medium,wiki,35,0_0,0,wiki,high,20
These individuals tended to be citizens who had influential contacts and whose good conduct was guaranteed by them.,-32.51250457763672,medium,wiki,36,0_0,0,wiki,high,10
The locations mentioned in these inscriptions have been identified with areas around present-day Jodhpur.,-12.163686752319336,medium,wiki,37,0_0,0,wiki,high,14
"During the lengthy period of ancient Rome, the Capitoline Hill was the geographical and ceremonial center.",-28.58924674987793,medium,wiki,38,0_0,0,wiki,high,26
Belle calls on the help of her former bike messengers to pinpoint the location of the car.,-32.5672607421875,medium,wiki,39,0_0,0,wiki,high,2
Having a cleft palate/lip does not inevitably lead to a psychosocial problem.,-20.01488494873047,medium,wiki,40,0_0,0,wiki,high,17
"Other sections are served by Silver Lakes Middle in North Lauderdale, Lauderdale Lakes Middle in Lauderdale Lakes.",-36.33462142944336,medium,wiki,41,0_0,0,wiki,high,23
The gender makeup of the village was 39.8% male and 60.2% female.,-6.120256423950195,medium,wiki,42,0_0,0,wiki,high,27
The accused drew salary for 10 years due to lack of efficiency in incompetent authorities.,-41.67146682739258,medium,wiki,43,0_0,0,wiki,low,20
"The state of Pennsylvania formed the ""School Reform Commission"" to oversee the troubled public school system.",-36.511390686035156,medium,wiki,44,0_0,0,wiki,high,29
A number of Scottish rivers have identical or very similar names which can be a source of confusion.,-14.321943283081055,medium,wiki,45,0_0,0,wiki,high,27
They create a burrow near the water as their den and easily adapt to other aquatic habitats.,-41.83149719238281,medium,wiki,46,0_0,0,wiki,low,9
"However, the last three years have had a rebound that stabilized the period between 1992 and 2005.",-45.661659240722656,medium,wiki,47,0_0,0,wiki,low,6
"He was buried at Santa María Magdalena de Pazzis Cemetery in San Juan, Puerto Rico.",-13.011528015136719,medium,wiki,48,0_0,0,wiki,high,1
The community was named for Boston financer and railroad promoter H. H. Hunnewell.,-40.627357482910156,medium,wiki,49,0_0,0,wiki,low,21
There was also a sandpit where dredger deposited sand used for constructions around the city.,-34.73750305175781,medium,wiki,50,0_0,0,wiki,high,25
"He has recorded regularly, and with Fritz Kirschner, with the Freiburg Radio Symphony Orchestra.",-26.690712,medium,bert,0,0_995,18923,late,low,3
"Giffard is married to Kathleen Bowden, a veterinarian and parasitologist.",-9.383748,medium,bert,0,1_1995,37923,late,low,19
"""You told her not to,"" said a lanky voice from the checkerboard.",-9.793152,medium,bert,0,2_1995,37923,late,low,12
"Abbie Irene Richardson was born in London, and her mother was Ottilie Grace Richardson.",-16.662498,medium,bert,0,3_1495,28423,late,low,27
"In 1993, Cunliffe was once again elected to the Knesset for the socialist party.",-9.952836,medium,bert,0,4_1060,20158,late,low,30
Georgiyyurkov was born in Saint Petersburg and graduated from the imperial academy of philology.,-38.25586,medium,bert,0,5_535,10183,late,low,21
"House visited selected universities, including the University of Tennessee - Appalachia and UC Santa Barbara.",-26.236677,medium,bert,0,6_1295,24623,late,low,24
The figures of both Orpheus and Aeneas are regular included in many temples around the world.,-25.498621,medium,bert,0,7_855,16263,late,low,29
"Prorectors of education, minimizing the strain on young people acting on taboo topics.",-32.20597,medium,bert,0,9_1995,37923,late,low,30
"In February 2004, he was promoted to manager of FB Guadeloupe B and C.",-16.92893,medium,bert,1,0_1790,34028,late,low,24
"She released ""contradictory, sometimes mediocre"" and ""large-scale original works"".",-26.653563,medium,bert,1,1_1985,37733,late,low,10
Then Kevin would figure she'd be relaxed and had had more fun than she should have.,-35.52574,medium,bert,1,2_1990,37828,late,low,19
"Of these, 37% (over 70) and 10% (over 75) are professionals.",-21.095201,medium,bert,1,3_1995,37923,late,low,2
The acquisition included $230 - 250 million in direct pest control (horticulture) investments.,-20.869637,medium,bert,1,4_1495,28423,late,low,15
"""Listen, Wilson! Get busy. Damn you!!!! Who are you?""",-34.214756,medium,bert,1,5_1970,37448,late,low,24
Various overall methodologies can easily be equated with catalogue household and / or urban systems.,-64.27482,medium,bert,1,6_995,18923,late,low,3
"Having completed his studies, Acharya was awarded doctor's degree by Arunachal University.",-9.393524,medium,bert,1,7_1495,28423,late,low,7
"After Pete's death, I sat up to see [what] I wanted to play.",-28.207329,medium,bert,1,8_995,18923,late,low,21
"The university grants 39 Bachelor's, 12 Master of Arts, and 9 honorary Doctorates.",-17.154167,medium,bert,1,9_995,18923,late,low,28
"Slow feeding mosquitoes also have been observed feeding, with the characteristic odor of cellulose.",-21.552004,medium,bert,2,0_995,18923,late,low,23
"""So, you brought up the same question?"" ""We've never really talked.""",-8.144684,medium,bert,2,1_1995,37923,late,low,15
The ogre stepped slowly onto the chamber then paused as the ogre sat down opposite her.,-36.8059,medium,bert,2,2_925,17593,late,low,3
"""I promise!"" Lilly Ann screeched, as she threw herself off the bench.",-14.552634,medium,bert,2,3_1495,28423,late,low,30
"'What was that, Ehlana? what did Kurik say?' her voice broke.",-3.138909,medium,bert,2,4_965,18353,late,low,6
Parents of fetuses hypothesize hypotherapy before puberty.,-2.7979717,medium,bert,2,5_1990,37828,late,low,28
Antheon could identify a few bats and there were eyewitnesses to the smoke.,-39.435402,medium,bert,2,6_1975,37543,late,low,29
Waverley (New South Wales electoral district) was a federal electoral district in New South Wales.,-1.296452,medium,bert,2,7_1995,37923,late,low,26
"Tomases (bull, oxen) is a poem written by Juan Pablo de Riceti.",-51.9964,medium,bert,2,8_1410,26808,late,low,13
"They're here, Dagmar told herself, as the gondola quailed.",-8.773005,medium,bert,2,9_995,18923,late,low,20
"It has no tepals, but has one or two granules and root tubers.",-14.1491585,medium,bert,3,0_1995,37923,late,low,10
"The flute program of Xavier is often referred to as the ""oak program"" by Xavier athletics.",-44.628983,medium,bert,3,1_1995,37923,late,low,21
"""Captain Wyatt, midshipman present?"" ""Yes Sir,"" said Captain Wyatt.",-5.845837,medium,bert,3,2_1950,37068,late,low,12
"I could see that even as she stared up at me, she didn't even flinch.",-6.468175,medium,bert,3,3_1935,36783,late,low,7
I quickly made my way over to my phone box and pressed the button on it for Maggie.,-18.89116,medium,bert,3,4_520,9898,late,low,7
"""Will you please come with me?"" asked Roxie ready-to-go seriously.",-12.42013,medium,bert,3,5_995,18923,late,low,1
I give a yelp and see a great whoosh of trash slam headlong into Hudson.,-34.453915,medium,bert,3,6_1995,37923,late,low,14
"In case of remarrying, a vindictive falsehood is rectified.",-2.9533439,medium,bert,3,7_1495,28423,late,low,18
"Formerly the Darjeeling railway station, it was merged into the Chittagong railway division.",-9.681515,medium,bert,3,8_995,18923,late,low,4
"The familiar haze suffused her mind, and with just enough destruction of the place returned.",-51.932457,medium,bert,3,9_1980,37638,late,low,9
It is located in the canton of Salm-Heilsberg in the Rhineland-palatinate.,-11.9679985,medium,bert,4,1_1495,28423,late,low,6
Glaucodon Elegans is a brown storm petrel native to the Tasman.,-7.296653,medium,bert,4,2_1495,28423,late,low,5
"In 921, the monastic brotherhood founded the Ruskin gothic church in Torgau, Hungary.",-52.531536,medium,bert,4,3_1490,28328,late,low,17
All of the champions have been formally excommunicated upon their election (see below).,-15.068661,medium,bert,4,4_1485,28233,late,low,5
Lithocarpus Puerileus grows up to about 50 (140 cm) tall.,-7.898731,medium,bert,4,5_1995,37923,late,low,4
Lennon represents another person's (or temporary) control over participation in another place or person.,-45.860023,medium,bert,4,6_1490,28328,late,low,16
Joel Lipinski (born 1980) is a politician and member of parliament from Arnhem.,-20.38585,medium,bert,4,7_995,18923,late,low,21
"""Couple pricks"" was released as a separate single, ""nothin' but love"".",-30.670435,medium,bert,4,9_1995,37923,late,low,19
"In 2007 it was moved to Pitcairn amphitheater in Los Angeles, California.",-3.6734238,medium,bert,5,0_1495,28423,late,high,23
"""When I was six, Bishop gave me a boost and I captained all our flights. """,-46.402138,medium,bert,5,1_1990,37828,late,high,5
"The Houston department of police is the police department of Houston, Texas serving the greater Houston area.",-2.0406668,medium,bert,5,2_1995,37923,late,high,18
"""Can I ask you something?"" my mom says, sticking her tongue out at me.",-2.9638064,medium,bert,5,3_1995,37923,late,high,6
On 12 September 2013 she was sentenced to 5 years imprisonment for things such as extortion.,-21.28528,medium,bert,5,4_980,18638,late,high,20
In 2007 it stooped again and it stooped again and in 2012 it stooped again.,-7.6531487,medium,bert,5,5_1920,36498,late,high,6
Torso-Ichikawa station is a station on the Hanshin main line in Central Tokyo.,-14.87147,medium,bert,5,6_995,18923,late,high,4
"""How many bridges?"" ""and too many trains,"" said Dimity from behind.",-26.934452,medium,bert,5,7_1995,37923,late,high,29
He won the apertura 1971 and 1972 Italian super cup titles with Internazionale Milano.,-5.1079745,medium,bert,5,8_1490,28328,late,high,25
"""Krelis,"" she managed to croak out, her voice barely audible.",-0.24828081,medium,bert,6,0_1995,37923,late,high,17
It is a composition composed by Vishwanathan during his six-month stay in germany.,-12.123843,medium,bert,6,1_995,18923,late,high,3
He leaned forward and looked unconvincingly into those lustrous gray eyes of hers.,-6.2239594,medium,bert,6,2_1995,37923,late,high,1
"In 1999, Michelle expanded her development to 25 condominiums where her husband remains on staff.",-35.00405,medium,bert,6,3_1995,37923,late,high,27
"""Will you come with me?"" still wailing, Dagmar tiptoed.",-3.310699,medium,bert,6,4_1995,37923,late,high,11
"Realizing I could get through a mono show, I decided to use the whole motion capture mode.",-49.48304,medium,bert,6,5_1455,27663,late,high,19
And then he knew to a kid named Kavi who had befriended him but never acknowledged him.,-42.856804,medium,bert,6,6_1910,36308,late,high,30
My face scrunches up from the effort as the summer breeze whips through the park.,-21.8863,medium,bert,6,7_995,18923,late,high,10
"""Oh geez, I have to talk to someone."" ""Talk to who?""",-4.350563,medium,bert,6,8_1995,37923,late,high,6
Since then Kingwood park has been used indecently in the premiere of the Dirty Dozen.,-26.970444,medium,bert,6,9_1995,37923,late,high,17
"About 37% of the population attended lower secondary schools, while the majority attended higher secondary schools.",-11.455372,medium,bert,7,0_995,18923,late,high,2
Some USF subordinates felt negative about the policies for which Diaz has espoused best.,-47.92092,medium,bert,7,1_990,18828,late,high,6
"The Pops 00 series (""Mozart, and people photobook"") appears throughout the series.",-62.61761,medium,bert,7,2_1495,28423,late,high,5
Tohoku station on the Tohoku line is a station on the Japanese national railways.,-0.72121674,medium,bert,7,3_1995,37923,late,high,12
"All the saints that I had ever known teased inside of me, streaking back and forth.",-24.321884,medium,bert,7,4_1995,37923,late,high,7
"The surviving officer squints up at Vonnegut. ""say whatever I say!""",-25.257961,medium,bert,7,6_1930,36688,late,high,8
Earl Phaggobar was the first son of Earl Gandalf and Sibylla.,-27.729477,medium,bert,7,7_1990,37828,late,high,16
"Verizon Wireless (Global Wireless), the national national carrier, provides broadband internet service.",-20.898642,medium,bert,7,8_1995,37923,late,high,13
"It was sickening, depressing, and so much I wondered if Aiden was even there.",-12.812328,medium,bert,7,9_1485,28233,late,high,23
Uranus is the most distant planet and has about 300km of light that passes through it.,-13.18921,medium,bert,8,0_1495,28423,late,high,16
