sample_id,sent_id,sentence,prob_1
302,1853196,"He was named as the ""outstanding young cricketer of the year"" by ""The Cricketer"".",-11.453433990478516
303,2222928,Memory consequences of looking back to notice change: Retroactive and proactive facilitation.,-55.87989044189453
304,122513,"He is of Samoan descent and was raised in Penrith, New South Wales, Australia.",-4.355205535888672
305,2080141,He was commissioned from the Reserve Officers' Training Corps and entered active duty as an Armor officer.,-12.762136459350586
306,1369364,"The following four national teams, shown with pre-tournament FIFA Rankings, participated in the tournament.",-21.542755126953125
307,2859799,Cincinnati developed with fewer immigrants and less influence from Europe than East Coast cities in the same period.,-21.951618194580078
308,2611808,"It features Come Winter, which was previously released on their internet-only debut Daphne Loves Derby.",-64.63861083984375
309,2208344,Macrocheilus vitalisi is a species of ground beetle in the subfamily Anthiinae.,-9.498100280761719
310,1433320,They received the titles of Merited Artists of Georgian SSR for their contribution to the cultural heritage.,-16.59465980529785
311,1487053,"When he rises from the ground, the lantern has been extinguished and the old woman has disappeared.",-17.655447006225586
312,2724480,"Previously, he served with Bank Negara, the Malaysian central bank, from 1968 to 2000.",-30.841365814208984
313,3370258,An annual subscription for the monthly journal was $1.00; one copy was 10 cents.,-29.590269088745117
314,1626412,Byron Township is a civil township of Kent County in the U.S. state of Michigan.,-12.899320602416992
315,1691143,"Lower canines are large in adults, and post-canine teeth exist in the lower jaw.",-34.93536376953125
316,2929318,"Han Yuqun (born 1943 in Suining, Jiangsu province) is a Chinese politician.",-25.875165939331055
317,767273,"Gordon Leonard Gosse Jr. (1955 – November 14, 2019) was a Canadian politician.",-70.75665283203125
318,988776,"Team Big Band is sent packing, but not without determination to come back and win the honeymoon.",-70.817138671875
319,2631668,This reduces the amount of total martensite by changing some of it to ferrite.,-16.056333541870117
320,619023,Troops for 115 SA Battalion were recruited from the self-governing territory of KwaNdebele.,-60.189823150634766
321,3131441,"The episode was written by Stephen Thompson and Steven Moffat, and directed by Douglas Mackinnon.",-21.01818084716797
322,240511,"Different researchers and proponents use different definitions, which complicates research and can affect diagnosis.",-32.291751861572266
323,3497747,"By 1679, La Louisiane française or French Louisiana was an administrative district of New France.",-34.25534439086914
324,1253538,"As cafeterias in France became more popular, their use spread beyond schools and into the workforce.",-24.31685447692871
325,3467938,"""Food Force 2"" is available for download on Linux, Windows and Mac OS X platforms.",-22.15614128112793
326,2909027,Housing in Red Location were categorised: Red location had no sewage system or electricity.,-20.47414779663086
327,2032527,"As wines were kept in barrels, they were not extensively aged, and thus drunk quite young.",-49.50000762939453
328,3369716,They have also stopped development of Firefox OS for the device at version 2.0.,-22.84160614013672
329,3214185,"In 2008 she was nominated for the ""International Olympiad on Astronomy and Astrophysics"" in Indonesia.",-27.65961265563965
330,895740,Khoo Thean Teik had the monopoly for indentured migrant workers from China.,-49.4852294921875
331,2533910,"In 1913, Fritz Heymann Nathan, a Danish Jew, founded Nathan & Olsen in Reykjavík.",-45.64088439941406
332,3343552,The newspaper temporarily relocated to an office at 35 Fitzroy Street opposite the City Centre Plaza shopping centre.,-34.13939666748047
333,2064717,Phillips became available after being fired as head coach of the Dallas Cowboys halfway through the 2010 season.,-25.922029495239258
334,282827,He served in the Illinois militia during the Winnebago War and the Black Hawk War.,-1.299041986465454
335,3099274,"The Roman Catholic bishop's seat is located at Christ the King Cathedral, Mullingar.",-3.3917105197906494
336,1168183,Masani barrage is named after the Masani village in Rewari District of Haryana in India.,-12.755367279052734
337,166444,"Previously, illegal immigrants with children would be released with a notice to appear before an immigration judge.",-28.278396606445312
338,2089491,The 2008–09 season finished with the Couchiching Terriers taking the overall best record.,-63.41987991333008
339,1664843,Both songs were also released in Canada on the REO label (REO 8217).,-22.225351333618164
340,531740,The paper tape is pulled by motorized rollers at a constant speed under the siphon pen.,-38.223899841308594
341,2022121,"""Ezhu"" means stand up and ""mave"" means mango tree in Malayalam.",-29.353607177734375
342,3390043,"Javier's opened a location at the Westfield UTC in San Diego, California in January 2019.",-51.232032775878906
343,1602412,The society becomes susceptible to similar wrongdoings in the absence of proper handling of preceding occasions.,-44.878944396972656
344,2775698,A brick fireplace in the front room is covered with green tile and has an oak mantel.,-22.00270652770996
345,2976194,"This trend is also beginning to take effect in Vancouver, and to a lesser extent, Montréal.",-23.385520935058594
346,1048326,"It reached number 1 on iTunes Japan and number 33 on ""Billboard""s Japan Hot 100.",-22.376380920410156
347,1348552,He made his list A umpiring debut in 2006 and his first class debut in 2007.,-6.143784046173096
348,43136,"Former Thorn, Steph Catley was able to strike first for Orlando in the 12th minute.",-67.56393432617188
350,371196,"Dan and Jane continue to fight it out with the remaining gang members, although both are wounded.",-27.793750762939453
351,1445846,"The majority of the instructors were priests from the Archdiocese, who taught in their areas of specialization.",-22.517608642578125
352,3230772,"He was traded back to Washington on August 9, but signed with Pittsburgh before the 2012 season.",-20.60515785217285
353,2937941,The gender makeup of the village was 48.3% male and 51.7% female.,-1.7460131645202637
354,295173,The power plant consists of 510 heliostats and has a capacity of 5 MWth.,-31.68143081665039
355,776349,"The video is available on select singles and the DVD-Audio version of ""Up!"".,-30.977806091308594
356,3079093,"To the west and southwest, water flows out to the sea by way of San Antonio Creek.",-17.735252380371094
357,2476402,"Two other historical works are attributed to Eudemus, but here his authorship is not certain.",-26.427743911743164
358,1989008,Expansion increased dramatically over the next three decades to almost all land-grant universities in the country.,-22.09597396850586
359,541638,The raw data can sometimes be uploaded to another service provider to produce an additional interpretation and matches.,-53.92692565917969
360,2407205,Laotian Civil War broke out between communist Pathet Lao and pro-American Kingdom of Laos.,-15.676862716674805
362,2111598,The new lineup played two dates at the Fillmore before appearing at Woodstock in mid-August.,-13.76091480255127
363,3350656,"For example, a group of birds would refuse to cross even the smallest stretches of open water.",-26.357833862304688
364,2264176,This continued down to 1840 when the barony of Dublin City was separated from the barony of Dublin.,-25.614648818969727
366,3141859,They did not show at the scheduled first match against Adana İdmanyurduspor.,-36.114994049072266
367,2889197,This would be the worst position the club would end up during their time in the Coast League.,-32.950233459472656
368,1592460,"On October 21, 2016 he suffered a stroke to which he succumbed on November 18, 2018.",-33.118743896484375
369,2986050,"Though most heavy fighting ended on October 28, the fighting never stopped until January 18, 1974.",-48.17646408081055
370,623099,"With the grant money, the band decided to finish recording an album that was released in 2016.",-34.14356994628906
371,3403813,"The teams in the bottom group, positioned in positions 9-14 would continue the relegation fight.",-38.04485321044922
372,905938,"With that ""Little angel with blond hair"", Liszt's daughter Blandine was meant.",-51.663795471191406
373,128183,"On June 30, he agreed to a three-year, $11.1 million extension.",-16.192855834960938
374,2143191,"In it, William Shatner sits down with various celebrities and conducts offbeat interviews with them.",-9.180952072143555
375,2827394,"The Dark Guardians found Nova and ambushed him, wounding him enough to crash land onto a planet.",-52.79634475708008
376,1268387,Farmers can wait until sufficient late spring / summer moisture is present and then make use of it.,-25.72555923461914
377,2052460,"In 2008, Parise served as an alternate captain for the American team at the World Championships.",-14.342554092407227
378,2538498,Flair operates a fleet of Boeing 737-400 aircraft capable of transporting up to 156 passengers worldwide.,-34.674964904785156
380,1747418,General freight traffic was withdrawn on 14 June 1965 although coal was still handled until 4 December 1967.,-39.91783142089844
381,446584,Papal Legate Anthony was not permitted to enter Moscow carrying in front of him the Latin cross.,-33.11334228515625
382,2779015,Both of Diana's older sisters had also received matching chokers on their 18th birthdays.,-26.21758270263672
383,150832,"Milne was the eldest son of Alexander Milne of Crimonmogate, an Aberdeen merchant.",-38.265380859375
384,2439088,"The AllMusic reviewer commented that the album presented ""bop-based jazz singing at its best.""",-31.902122497558594
385,742048,"Some princes left the festival without permission, as others used the opportunity for conspiracies.",-42.300689697265625
386,805405,He signed for Liverpool on 11 May 1955 as an amateur and became a full professional in 1957.,-26.872467041015625
387,1216491,"Josephine ""Josie"" Rohrs was born and raised in the community of Napoleon, Ohio.",-32.4091796875
388,13831,"Hornussen is another indigenous Swiss sport, which is like a cross between baseball and golf.",-52.101844787597656
389,1034961,Restoring Eden is a rapidly growing network of Christians working to become a grassroots movement within the church.,-34.261253356933594
391,3000346,"""The Rake's Progress"" was produced at the Sadler's Wells Theatre in 1935.",-22.122095108032227
392,2769957,"Dwight died at OhioHealth Berger Hospital on May 6, 2020 at the age of 87.",-56.62272262573242
393,854149,"Among them, José Mujica who became the 40th President of Uruguay from 2010 to 2015.",-32.987586975097656
394,546908,"As Andrus was only 20 years old, Texas signed veteran shortstop Omar Vizquel for insurance.",-41.94061279296875
395,3489266,"Confirming this speculation, Websense Security Labs identified additional sites using the exploit on January 19.",-62.73805236816406
396,3220229,The sculptures appear made of bright red ribbon-like strips of painted aluminum that snake skyward.,-45.994266510009766
397,3439325,"On Megatron's orders, Soundwave assembles a strike team to find said key.",-33.874427795410156
398,1425878,"On March 4, free agent center Matt Birk left the Vikings to join the Baltimore Ravens.",-23.696247100830078
399,1958794,"Both decoders use the sub-block of ""m"" likelihoods for the payload data.",-51.885257720947266
400,2331803,But the question of how it is that these systems are subjects of experience is perplexing.,-31.31033706665039
401,1238372,"This group settled farther west than the first group, choosing less expensive land in the Lancaster area.",-34.51940155029297
402,3070882,"In the ""Blue Exorcist"" musical, he was portrayed by Yūki Tamaki.",-34.51844787597656
403,319152,"Cruse also has a specialist website for young people, hopeagain.org.uk.",-36.743186950683594
404,1982740,"Without it, ""the face of biomedicine and biotechnology would look totally different.""",-27.370853424072266
405,2586470,Belle calls on the help of her former bike messengers to pinpoint the location of the car.,-32.5672607421875
406,1312275,The Sartano river flows through the CD Block and Sudana river on the eastern part.,-61.034217834472656
407,897814,Bowers played in Major League Baseball as an outfielder for the Baltimore Orioles in the 1996 season.,-11.799091339111328
408,3190265,"He resumed the practice of law and also became interested in various business enterprises in Salem, Ohio.",-21.540096282958984
409,1072178,Bailey Finch was Hunter's (Lee Donoghue) drug dealer and fellow junkie.,-44.10021209716797
410,1166202,"They then launched the Great Dickens Christmas Fair in San Francisco, an indoor event, in 1970.",-74.87278747558594
411,2694415,"With UN approval, Truman decided on a ""rollback"" policy—conquest of North Korea.",-46.37915802001953
412,1932366,The terms frump and old fart have also been used as words to designate similar qualities.,-37.00062942504883
413,1280379,Suitably designed trollers can also catch mackerels effectively when they swim near the surface.,-38.711517333984375
414,2409998,Soon after his workmen had left Leo reoccupied the site and rebuilt the fortress.,-33.268497467041016
415,3160066,"Nyantakyi defeated two other candidates, Ade Coker and Kojo Bonsu.",-55.53230667114258
416,3076622,"Paultons Square is a Georgian terraced garden square in Chelsea, London, SW3.",-36.738807678222656
417,3348137,He also works as a lawyer in Dumbarton and is also a popular after dinner speaker.,-15.921454429626465
418,1003992,Route 1 enters Pekalongan Regency some 450 m later after crossing Sepait River.,-43.01554870605469
419,1565581,It was quickly determined that focus on customer experience was key in reversing the slippage.,-39.35257339477539
420,2518921,The Border reivers were raiders along the Anglo-Scottish border between the 13th and 16th centuries.,-15.032669067382812
421,2281024,Table legs shall be at least 40 cm from the end line of the table for wheelchair players.,-46.98957824707031
422,1902886,"There were also 8 prisons, 23 juvenile facilities, and 211 pre-trial facilities in 2019.",-49.965484619140625
423,1253906,"Briggs struggled to land any meaningful punches, as Klitschko won every round decisively.",-36.816627502441406
424,3054450,Railroad tracks that were once the property of the Denver and Rio Grande Western Railroad end in town.,-20.000240325927734
425,2486394,"That year, first several ribs were uncovered and later part of the vertebral column.",-35.146175384521484
426,3509979,"""S-18"" sank the coaster and ""S-24"" sank the French ship .",-26.559303283691406
427,658039,This historic street is located one to three blocks to the northwest of the Pineapple Apartments site.,-44.10547637939453
428,471073,Gas Attack is a 2001 drama created and produced by Samantha Kingsley and directed by Kenny Glenaan.,-83.08558654785156
429,363898,"It is located within the British Sovereign Base Areas, and is the southernmost point of the island.",-23.62158203125
430,15553,In each case one plate is fixed and the other slides on top as expansion or contraction occurs.,-34.935638427734375
431,2450975,"""So far he's taking care of the baby, but he'll be around.""",-26.59710693359375
432,2574633,He eventually joined the Ulster Group Theatre where he learned the behind the scenes tasks of the theatre.,-40.50248718261719
433,1803061,Norwood is in the north of the town and surrounds the main road which leads to Waleswood.,-42.11113357543945
434,160500,"The band split in mid-2008, following Quinn's announcement of his retirement from music.",-15.383842468261719
435,2582091,"Casson was mayor of Picture Butte, Alberta from 1986 to 1995 and a councillor before that.",-32.498416900634766
436,46274,During the World War II a depository as well as an exposition was located in the synagogue.,-17.583192825317383
437,644725,"In 1857, a major expansion of the school was planned, but the Panic of 1857 intervened.",-8.489234924316406
438,1330039,News updates occur more often on radio than on television – usually about once or twice an hour.,-33.30358123779297
439,784562,"There were no soloists, but it is claimed that a dancer nicknamed Little Egypt stole the show.",-50.25835418701172
440,269145,"The shelter had belonged to a Mr. R. A. Pancake of Hamilton, Illinois.",-36.466766357421875
441,3115148,"According to the 2004 census (INE), the municipality had a population of 43 inhabitants.",-11.998367309570312
442,2887756,"These shows are often drag queen/king performances, and some of them may have adult content.",-38.412109375
443,2348786,"In 1935, Böke started in a 3–1 final win against Altınordu.",-69.65753173828125
444,111054,"A scholar of ""kalam"" is referred to as a ""mutakallim"".",-28.72887420654297
445,951652,The Malagasy Sign Language is a sign language used for communication among hearing impaired people in Madagascar.,-6.052784442901611
446,2691875,The strained financial situation of the club meant that bankruptcy proceedings had to be opened in July 2010.,-27.24639892578125
447,3257822,"In 1884, the first newspaper in the city ""Niški Vesnik"" was started.",-36.323204040527344
448,735212,However Stoke quickly ended the match as a contest after the half time break with two quick goals.,-37.50474548339844
449,1905332,He competed for Go & Fun Honda Gresini in the 2013 MotoGP World Championship.,-45.621124267578125
450,3291790,She married Sudarshan Ghosh Dastidar on 30 November 1982 and has two sons.,-19.652053833007812
452,335830,"However, fashion critics were initially divided in opinion regarding Paltrow's choice of dress.",-16.482746124267578
453,3473608,These four markets are linked by cash flow and push the market traders in the direction they want.,-27.819561004638672
454,1272744,"Analog TV can experience ""ghosts"" from delayed signals bouncing back and forth on a long line.",-54.264549255371094
455,1083490,"it is the official ""birth, graduation, wedding, and death certificate"" of a unit.",-35.74495315551758
456,1667119,"""Rock Hard"" journalist Björn Thorsten Jaschinski called them ""occult metal pioneers"".",-46.25817108154297
457,79221,She attended teacher's college and began teaching art at Memorial School in Niagara Falls in 1924.,-38.27135467529297
458,956641,We have got to get people to appreciate there are a lot of positive things about ill health.,-33.25096130371094
459,279199,Hardwired is a 1986 cyberpunk science fiction novel by American writer Walter Jon Williams.,-31.53935432434082
460,2039246,"The district includes East Hampton, Shelter Island, Southampton and portions of Brookhaven in Suffolk County.",-21.130577087402344
461,1337525,"Batman: The Ride clones operate with two steel and fiberglass trains, each containing eight cars.",-50.64628601074219
462,2983273,"By luck, this species did not make its own vitamin C, whereas mice and rats do.",-34.894187927246094
463,1905750,It's no longer common practice to allow dropped food to stay on the floor for weeks.,-30.334007263183594
464,974189,"As of 19 August 2014, its stated capital was GH¢217,467.",-48.59776306152344
465,2604192,"The party has since retained their single seat in elections in 1995, 2000, 2004 and 2010.",-26.782642364501953
466,2756087,"In this incarnation, the band released ""I Suck on that Emotion"", through Drag City.",-37.75795364379883
467,2672262,Archer Thompson Gurney (1820–1887) was a Church of England clergyman and hymnodist.,-65.13275146484375
468,964550,There is a church (now in ruins) and graveyard for the Parish of Creich.,-23.463346481323242
469,177502,"Jackson maintains his lifelong commitment to high quality USA made guitars, most featuring superstrat design.",-56.623130798339844
470,445145,"Heerenveen had to play against the other losing semi-finalist, Twente.",-8.9082612991333
471,2179502,The design of the head varied greatly with a variety of interchangeable parts and rivets.,-19.901283264160156
472,2767105,"Signs are used to symbolize things, but are considered things themselves because they too represent meaning.",-41.627140045166016
473,110756,"On 1 June, Matías Fernández pulled out due to injury and was replaced by Mark González.",-22.815048217773438
474,2134297,He entered the Illinois state checkers championship in 1933 at age 18 and finished in third place.,-18.61923599243164
475,1809469,"Over time, the driver's behavior is conformed with the requirements by repetition and habit.",-58.62541961669922
476,1924224,Dixie Selden was left an only child when two of her siblings died when they were infants.,-24.234439849853516
477,954421,Directorate of Education divides Delhi region into 12 districts and 28 zones with hierarchy from district to zones.,-53.60038375854492
478,3469363,"He ran unsuccessfully for a seat in the Quebec assembly in 1973, losing to Marcel Bédard.",-14.433340072631836
479,2157493,"During the courtyard party scenes, a brief clip shows Poehler, Jones and Schneider dancing together.",-39.927032470703125
480,3383729,The stadium appearance is shaped by a colonnade consisting of several columns arranged in a circle.,-35.492431640625
481,1637475,"Males had a median income of $26,250 versus $14,792 for females.",-14.754044532775879
482,93102,Near this idol is an ancient temple - safe as only Shinobu knows of its existence.,-42.30011749267578
483,2028237,Warlords of Utopia is an original novel by Lance Parkin set in the Faction Paradox universe.,-34.04589080810547
484,2535819,The player earns up to 10 points for their placing in all the races within the event.,-28.01430892944336
486,2194814,"Peter soon remarried, but Dorothy did not get along with his new wife, Elizabeth Abbott Thompson.",-40.67691421508789
487,792003,"The finals were held at the Beilun Sports and Arts Centre in Ningbo, China.",-21.367834091186523
488,1140474,North of the house is a 17th-century sundial mounted on a 13th-century column.,-15.912443161010742
489,1608464,Immokalee's public schools are operated by the District School Board of Collier County.,-15.015694618225098
490,2828893,"Any question is full of meaning to which, as here, contrary answers lead to contrary behavior.",-62.14453125
491,3097641,Centropogon saltuum is a species of plant in the family Campanulaceae.,-13.754281997680664
492,2172536,The original clan badges were merely plants worn in bonnets or hung from a pole or spear.,-59.96113586425781
493,1019265,"It derives its name from the Italian word for eggplant, ""melanzane"".",-25.153078079223633
494,243355,"Harris's website contained directions on making pipe bombs, including use of shrapnel.",-47.879310607910156
495,1279188,"The main ingredients are beef, chicken, tomatoes, cabbage, lima beans, and green beans.",-27.19466781616211
496,233743,"Partnerships may arise from business connections, travel, similar industries, diaspora communities, or shared history.",-55.8366813659668
497,1371941,"On December 10, 1958 Sosnovy Bor was granted the urban-settlement status.",-19.137353897094727
498,2015211,Having a cleft palate/lip does not inevitably lead to a psychosocial problem.,-20.01488494873047
499,3531628,The Baoulé have a calendar that is different from the calendar of other Akan ethnic groups.,-13.2269287109375
500,3037760,The vote-out was held and Snehashish was voted out of the show.,-25.17269515991211
501,1053450,This company purchased all the water-bearing lands in the valley and began drilling artesian wells.,-20.609935760498047
502,546658,"On immigration, Card's research has shown that the economic impact of new immigrants is minimal.",-21.58069610595703
503,518557,In 1971 he was invited to rejoin the IWA and became a vice-president in 1983.,-28.13772201538086
504,1005374,The Government of India recognised his services by issuing a commemorative postage stamp in his honour in 2008.,-16.753952026367188
505,431378,A. Harmsworth Glacier or Alfred Harmsworth Glacier is a glacier in northern Greenland.,-10.930320739746094
506,585038,"He pursued truth, the meaning of life and humanity in Buddhism, Hinduism and other major religions.",-32.04044723510742
507,2924230,"The coaches were adorned with posters of Wong, and potentially constitutes an illegal election-related expense.",-66.4863052368164
508,1744088,"However, as far as most layperson customers know, they are simply dealing with GEICO.",-46.37073516845703
509,167071,"Heidemann spent most of on the bench, collecting 145 at-bats in 65 games.",-37.45429229736328
510,3243394,"""Tic-Tac-Dough"" did not go unscathed before its cancellation.",-21.122732162475586
511,1319905,Benito Mussolini's unsuccessful invasion of Greece prompted Germany to invade Yugoslavia and Greece in April 1941.,-29.10622215270996
512,701646,Arbind Rimal hails from a middle-class Brahmin family in Kathmandu.,-42.54440689086914
513,1571475,"Alydar also won the Flamingo Stakes, Blue Grass Stakes, and the Arlington Classic.",-11.74620246887207
514,422883,"It was Japan's first ever quarter-final win, and ensured its highest ever ranking.",-24.26896095275879
515,1280084,This grandfather was son of Publius Licinius Crassus (consul 171 BC).,-29.533334732055664
516,2232120,"The new bishop of Speyer, Mathew of Rammung, took over in 1464.",-46.363914489746094
517,3504776,"Sophomore cornerback Tracy Howard also earned such recognition, recording 32 tackles and 4 interceptions on the season.",-39.64131164550781
518,2209129,In June 2016 she was tested positive on Mephentermine and later suspended for eight years.,-43.35188293457031
519,3466714,"Upon retiring from this position after 28 seasons, he was given the honor of Music Director Emeritus.",-29.196027755737305
520,2797848,"The murders shocked the nation, and Sherman wired to have the Modocs exterminated.",-39.51136016845703
521,1202507,Iridopsis fragilaria is a species of geometrid moth in the family Geometridae.,-7.917465686798096
522,1598611,"In spite of the claimed interest, the stadium never attracted a serious offer from a professional team.",-39.2526741027832
523,1651332,"In 2017, another vote was held, updating the house names with a new tutor system.",-52.45482635498047
524,70809,"From the corps, the Swedish Army was provided with staff for various commissary positions.",-36.882328033447266
525,3407001,"Apparently, the crew of ""YF-415"" was not briefed on this procedure.",-29.293930053710938
526,1041301,In 2013 der Freitag received a silver medal in the category lead paper of the year.,-33.33245849609375
527,1727851,"Rep. Lucio represents District 38, which is composed of the southwest region of Cameron County.",-33.90211486816406
528,635289,"However, Ambrose immediately attacked Rollins after the match, turning heel for the first time since 2014.",-30.24753761291504
529,3198319,On 2008-03-08 FCK faced the 1st Division team Næstved BK.,-32.23795700073242
530,3402698,"In Zbehy and Leopoldov, partisans returning by train attacked Jewish residences near the station.",-62.42313766479492
531,2377895,"Opahle is also active as a studio musician and producer, among others for Alexandra Stan.",-47.94612503051758
532,1013895,"At the start of the 1990s an edition called Manager was produced, featuring different factories of Leningrad.",-65.00282287597656
533,3365629,Odontobunus is a genus of harvestmen in the family Phalangiidae.,-8.50041675567627
534,252927,"Nottinghamshire is sheltered by the Pennines to the west, so receives relatively low rainfall at annually.",-46.23100280761719
535,2355118,It has dots or stars in the fabric that are smaller than that of Type 07 digital camouflage.,-57.3525505065918
536,3013038,"The Divine Mercy Shrine is a Catholic monument in El Salvador, Misamis Oriental, Philippines.",-24.064537048339844
537,608361,In November 2016 she was appointed senior vice-president and general counsel for the World Bank Group.,-14.227384567260742
538,2456276,"Omair tries to force himself on Diana, but is almost stabbed by one of his women.",-46.159786224365234
539,1058732,They had arrived at the wall half an hour early and so faced fire from their own guns.,-27.584909439086914
540,231434,They did not require torcs or other mechanical assistance to be able to use their psychic powers.,-35.71092987060547
541,3459369,The remainder of the line to Oberschlema closed in 1990 and was subsequently demolished.,-25.17819595336914
542,589530,West Flanders is a parliamentary constituency in Belgium used to elect members of the Flemish Parliament since 2004.,-5.092369079589844
543,2594123,"If a group of responses have the same function, this group may be called a response class.",-26.05188751220703
544,2642967,On that date Monson Slate Company received permission to use a highway truck for common carrier service.,-51.79721450805664
545,1985769,"First in Minnesota at Mahnomen and Two Harbors, Minnesota for five years total.",-46.83169174194336
547,1731306,"Infant mortality rate for Malaysia in 2016 was 7.1 deaths per 1,000 live births.",-20.523412704467773
548,2600308,It elected one Member of Parliament (MP) by the first past the post system of election.,-3.1885995864868164
549,1095046,As a senior in 1987 Dawson was named second-team All-Southeastern Conference (SEC).,-17.355377197265625
550,1528129,"While in high school, his father died, and he came under his grandfather's care.",-12.33790111541748
551,1783145,"The population of the region of Chameria was mainly Albanian and Greek, with smaller minorities.",-18.962926864624023
552,1387132,Norway at the time was experiencing a population decline that it was attempting to slow or even reverse.,-22.17110252380371
553,17055,"On the 26 January 1900, she married Edward Lane, who worked at a Bristol wagon works.",-43.325294494628906
554,1635875,The gender makeup of the village was 39.8% male and 60.2% female.,-6.120256423950195
555,3356285,"He moved to Swindon Town in 2001, and went on to make more than 200 league appearances.",-9.185617446899414
556,849913,"The White Oak Creek Covered Bridge, near Alvaton, Georgia, was built in 1880.",-47.53016662597656
557,3467204,"""Brake"" is an old word for fern, related to the word ""bracken"".",-26.315507888793945
558,2625550,He went on the 15-day disabled list after suffering a right oblique strain on April 14.,-23.145626068115234
559,1819446,It features actors Samadarshi Dutta and Debosmita in the lead roles.,-31.668031692504883
560,546298,"Larson and her sister traveled throughout Europe in a bus, before she settled in Paris, France.",-31.92531967163086
561,708637,"After a two-year investigation, Majors was arrested in December 1997 and charged with seven murders.",-24.597673416137695
562,2156069,"Both iPhone ""Galcons"" received excellent reviews, but there was a smaller publicity angle.",-69.36729431152344
563,2875596,"Series four was released on 1 March 2012, and also contained episode four from the third series.",-25.38108253479004
564,1097074,"After Enigma went out of business in 1991, the label moved to Rhino Records for several years.",-22.737409591674805
565,3051810,"The [Chinese] performer portrays incidents of utmost passion, but without his delivery becoming heated.",-80.12530517578125
566,2993900,"This clinic helps a lot of people living that area, as it is the only clinic available.",-28.209884643554688
567,1128824,"As part of the expansion, Borgata installed a poker room, the largest in Atlantic City.",-32.53984832763672
568,149916,"The four teams from the previous two rounds, plus Spain and Samoa, competed in a tournament.",-42.45269012451172
569,126551,"The hyphen is used for word breaks, and there are both parentheses and double parentheses.",-35.16362762451172
570,1589665,"In the name of defending democracy, the manuals advocate profoundly undemocratic methods.",-53.56231689453125
571,3240213,Lorelei battles several Asgardians and subsequently becomes trapped in the dimension of the Great Beasts.,-29.92121124267578
572,2340478,Spiezio batted 18 for 55 (.327) for Anaheim in the playoffs that year.,-47.446380615234375
573,1260985,"In humans, the MYH16 gene has a mutation that causes the protein not to function.",-27.090389251708984
574,3174782,The power plant will have a total capacity of 200 MW with potential for expansion up 600 MW.,-27.728416442871094
575,318855,The episode was officially released on Machinima.com's YouTube channel on July 24.,-18.235538482666016
576,3323703,"The duo met at school and via their mutual interest in music production, they formed Third Party.",-33.65509033203125
577,92636,In 1999 John Gephart IV took over and continued to update the site until early 2001.,-43.906494140625
578,1604602,"Males had a median income of $24,196 versus $55,556 for females.",-35.81238555908203
579,3266912,"As a consequence, production fell, food became short and protests occurred in a number of factories.",-44.19790267944336
580,1729634,Cobalt is an essential element for health in animals in minute amounts as a component of Vitamin B.,-34.19844055175781
581,3452918,"To the south of the bog is found ancient woodland containing Scots Pine, birch and willow trees.",-35.30512237548828
582,63986,"Wheeler is an unincorporated community in Washington County, in the U.S. state of Arkansas.",-17.784069061279297
583,2198284,"Named an assistant professor at the university in 1893, Clark rose to full professor status in 1900.",-32.36803436279297
584,2948652,"Males had a median income of $27,720 versus $19,575 for females.",-17.227617263793945
585,1005502,He flirts with a guest in front of her and she accuses him of being shallow.,-17.067731857299805
586,1936190,The Late Empire furniture is supplemented with a bronze clock from France and canvasses with mythological themes.,-51.147308349609375
587,3142229,"In the middle Madonna is the central and biggest figure in the painting, holding a small child.",-28.299997329711914
588,2001773,The Hats eagerly caught at the opportunity of recovering the lost lands and their own prestige with it.,-70.96920776367188
590,3022328,The existing versions of this film appear to be from the re-edited 1918 re-release.,-29.463205337524414
591,2539688,"In 2001, he was conferred a Jean Monnet Chair by the Commission of the European Union.",-28.26822280883789
592,2072337,Trophy as the ground was lacking in basic facilities and was considered to be in a dangerous condition.,-46.410621643066406
593,3125709,The C&K Beaconsfield Community Kindergarten is on-site at the Beaconsfield State School.,-27.230676651000977
594,2242277,"After the war, the duo captured several prizes at the 1867 and 1868 St. Louis Fairs.",-25.101184844970703
595,946185,"It did not chart in any other countries, except for Scotland where it peaked at #92.",-13.225393295288086
596,471923,"She was born in London, Ontario, and was the daughter of James and Nora McHale.",-20.008949279785156
597,2339384,"By maintaining the same tone throughout the novel, García Márquez makes the extraordinary blend with the ordinary.",-36.096534729003906
598,3319741,"Culture Club had the best-selling single of the year with ""Karma Chameleon"".",-18.968910217285156
599,3478779,"Peter tries to explain, but Emma, shocked by what he did, asks him to leave.",-24.05887222290039
600,1382777,Overnight he goes from being the richest man in town to a mere shadow of his former self.,-20.634971618652344
601,2861954,"This hospital is located in the west of the suburb, close to its boundary with Halfway Bush.",-41.51347732543945
602,830554,"After receiving her primary and secondary education, Schmidt enrolled in college where she majored in journalism.",-16.613494873046875
603,3404060,"The distance to Vologda is 73 km, to Novlenskoye is 11 km.",-43.08607482910156
604,3078300,"In 1923, he became the headmaster of the Preparatory Geelong Grammar School where he stayed until 1927.",-38.200904846191406
605,3150325,He has practised law since 2006 and is a former chairman of the Berryville Chamber of Commerce.,-23.802698135375977
607,2577783,"In the grounds of the building is the last remaining well on site, known as Gil Well.",-38.82850646972656
608,3382801,The ground colour of the hindwing upperside is yellowish-orange with a brown marginal band.,-13.299007415771484
