sample_id,folder_id,sent_id,sentence,prob_1
426,EK,13152,All inheritance and gift taxes were also abolished.,-12.769351959228516
427,EK,2647,It is translucent yellow-orange in colour.,-8.723552703857422
428,CP,12544,Descent and property passed through the maternal line.,-30.78354263305664
429,CP,10230,The mainstream turned to the new neoclassical synthesis.,-30.058120727539062
430,CP,11388,is a Congolese political figure and diplomat.,-5.0889387130737305
431,CP,4334,Originally known as Adams County School District No.,-9.044230461120605
432,CP,2483,Eleven German soldiers were killed and 15 surrendered.,-21.444435119628906
433,CP,10758,This position was ceded due to bush fires.,-31.44489097595215
434,CR,11563,He was promoted to brigadier in January 1999.,-20.686784744262695
435,CR,698,Antidepressants may increase this risk.,-6.467038631439209
436,CR,9728,Dimitrov beat in-form No.,-29.814666748046875
437,CR,8156,The ensemble continued to tour internationally in 2011.,-25.715450286865234
438,CR,6317,In 1998 Córdoba was nonetheless reelected as senator.,-30.151756286621094
439,CR,10313,The game took place on 7 October 2000.,-23.51906967163086
440,BU,168,It is situated south of the town centre.,-6.0943403244018555
441,BU,10704,The area has been occupied since prehistoric times.,-6.933971405029297
442,BU,1237,He stole her corpse and preserved the body.,-24.553897857666016
443,BU,7306,Demerle Goin-Rankin (1964;,-73.52346801757812
444,BU,6816,Another of these tools is the engraving machine.,-19.928714752197266
445,BU,1059,Ion transporters differ significantly from ion channels.,-5.640127182006836
446,BU,2875,Coach & Captain - Trevor Wightman  1996:,-44.226051330566406
447,BU,7791,Dutton is located southwest of St. Thomas.,-21.185579299926758
448,BU,1545,This became a distinctive characteristic of the recording.,-23.153409957885742
449,EL,7359,He did this under the guidance of prof.,-6.856569290161133
450,EL,14052,She completed her first class studies in 2015.,-28.638843536376953
451,EL,12290,The online community eventually turns on Judie.,-30.915016174316406
452,EL,7852,Hunt also held the rank of assistant professor.,-22.880525588989258
453,EL,11418,Kentucky didn’t have a great team.,-53.93427276611328
454,EL,2110,The final report was published in January 2016.,-14.066766738891602
455,EL,11328,Exports accounted for the majority of its revenues.,-12.723105430603027
456,EL,16227,The film has musical score by Shyam.,-5.3578877449035645
457,EL,10112,Balad District  Balad District may refer to,-10.96190071105957
458,EL,15252,The payload is increased to four kilogram.,-19.723142623901367
459,EP,11337,German riders won the largest number of stages.,-9.850021362304688
460,EP,2804,the other piece in the mountains outside town.,-32.342647552490234
461,EP,14261,Lloyd died at Woollahra in 1902.,-17.620445251464844
462,EP,7543,Escape to France  Escape to France (Italian:,-30.949848175048828
463,EP,10839,"So it's a little hiatus.""",-31.932504653930664
464,BA,2480,He would smoke a cigarette during warmups.,-12.7416410446167
465,BA,11301,Most of their names are lost to history.,-5.732177734375
466,BA,91,Her personal name is one of these variations:,-26.65339469909668
467,BA,3809,During this time there were further personnel changes:,-24.16716194152832
468,BA,6191,"Yes, that's a great question.",-12.953475952148438
469,BP,3330,All are protected as national cultural heritage relics.,-16.4364070892334
470,BP,12435,"Aziz Ansari, Nick Kroll  2014:",-28.76681137084961
471,BP,6091,this egg was also donated to the Smithsonian.,-21.80170440673828
472,BP,5160,It is one of the longest in Siberia.,-11.289572715759277
473,BP,6306,Toise  A toise (; symbol:,-38.79903793334961
474,BP,5904,Lo Lung Hang  Lo Lung Hang (Chinese:,-14.361373901367188
475,BP,1560,"At the press conference, Lennon said: """,-16.398719787597656
476,BP,5887,Rudolph died after nine years of childless marriage.,-18.579782485961914
477,BP,4677,The Lithuanian Air Force pilots were trained there.,-15.667524337768555
478,BP,1466,"anceps"" Dup.) (",-65.62184143066406
479,EZ,3870,That is something that we've discussed.,-7.839932441711426
480,EZ,4524,The important halts of the train are:,-12.24125862121582
481,EZ,10161,He is the chairman of JemJem;,-34.89521789550781
482,EZ,4965,Cinematography was handled by G. Durai.,-6.700057029724121
483,EZ,4705,She was the eldest of their four daughters.,-6.903421401977539
484,EZ,8420,"corpulent, between 75 and 80 kg;",-15.229793548583984
485,BV,3003,"1 on the chart for two weeks. """,-22.02692985534668
486,BV,8189,School nurses monitor each pupil for this compliance.,-0.7421809434890747
487,BV,13422,The reunification of North and South Vietnam  1980:,-36.013240814208984
488,BV,689,colspan=2| Worldwide Production !,-55.72836685180664
489,BV,5256,and are emerging diseases including zoonoses.,-37.75590515136719
490,BV,8656,It is always held on a Friday afternoon.,-13.037445068359375
491,BV,7048,Countess was nominated for a Boston Music Award.,-24.32161521911621
492,CU,1506,A Postmodern Family  Three of Hearts:,-44.00215148925781
493,CU,693,Fleming died of a heart condition in 1933.,-30.50309944152832
494,CU,6643,"Its population was 3,257 in 2009.",-10.715630531311035
495,CU,12296,The list includes 11 districts of West Bengal.,-8.050570487976074
496,CU,12590,He won the 1989 Copa Libertadores with Nacional.,-8.087586402893066
497,CU,3645,The tour concluded in the Mid-Atlantic.,-13.996368408203125
498,CU,11111,Nourse batted and threw right-handed.,-3.8899619579315186
499,AX,10747,These are frequently found on urban arterial roads.,-15.907246589660645
500,AX,9267,There is a general concept underlying these basis:,-38.675636291503906
501,AX,2553,This led to delays and possible reduced payments.,-18.557395935058594
502,AX,8161,"The two wed on October 15, 1954.",-31.20334815979004
503,AX,3048,They split in 1988 and Somerville went solo.,-16.317081451416016
504,AX,9256,"Bode"" Valley Youth Joint Team).",-80.50128173828125
505,AM,2166,"In this period, revolts were common.",-9.128527641296387
506,AM,8975,Neither the album nor singles were released internationally.,-3.499852418899536
507,AM,987,Transfers are free between MARTA and GCT.,-25.282400131225586
508,AM,7936,the inaugural election and seven double dissolutions.,-28.135421752929688
509,AM,1464,Their divorce was finalized on 14 October 2014.,-19.590198516845703
510,AM,230,The transition zone is the region between and .,-12.726699829101562
511,AM,10962,Patrols were also sent to study these locations.,-21.645034790039062
512,BY,13324,In 2006 the Brakettes fielded two teams.,-20.703290939331055
513,BY,11336,The poem has at least 73 similes.,-11.499295234680176
514,BY,4216,Most of them do not speak Orma.,-30.541439056396484
515,BY,4089,Humans catch turbot to sell and eat.,-37.08924102783203
516,BY,9934,"Day lived in Shalimar, Florida.",-16.465696334838867
517,BY,13493,The following teams are part of this league:,-14.172721862792969
518,BY,13568,"During the season, he earned 31 appearances.",-20.171646118164062
519,BY,13532,"Seattle, Wash, Bay Press, 1996.",-34.790626525878906
520,BY,7831,She is Michael Chandal’s sister.,-60.08975601196289
521,BY,9344,the channel would eventually shut down altogether).,-22.09893226623535
522,BY,5720,She also took vocal lessons from Kay Thompson.,-15.83572769165039
523,BG,6511,He is killed by an unseen monstrous being.,-16.056137084960938
524,BG,2660,It has several cylindrical branches at the top.,-19.24724578857422
525,BG,2582,It had Thracian and Greek populace.,-16.646438598632812
526,BG,4826,He was still drawing elegant scores in 1997.,-47.52394485473633
527,BG,10127,predicted that it would be a huge flop;,-20.265655517578125
528,BG,3462,Puńsk has belonged to Poland since 1920.,-18.23220443725586
529,BG,9134,The bridge was funded by subscribers purchasing shares;,-31.157470703125
530,BG,10659,this was his first experience as an actor.,-7.661364555358887
531,CY,13396,The club also actively seeks for prospective students;,-31.460966110229492
532,CY,13702,A convoy was due filled with building materials.,-33.047061920166016
533,CY,4159,The third and final round was the Finals.,-8.370206832885742
534,CY,10456,It is often smoked with a hookah.,-12.99801254272461
535,CY,5333,"The sixteenth season premiered June 3, 2019.",-27.653369903564453
536,CY,13467,The village has a population of 830.,-3.2381420135498047
537,CY,11640,The finds included a bone harpoon blade.,-15.618439674377441
538,CY,6448,The two fight one another while Willow watches.,-15.966501235961914
539,CY,9643,Necessary primary elections were held on June 7.,-24.28725814819336
540,AW,1960,Some of them are as follows -  1.,-12.485638618469238
541,AW,5099,He then taught privately in Písek.,-14.26171588897705
542,AW,5392,There are events for both adults and children.,-7.48862361907959
543,AW,1739,"Northeast of there, it enters Forsyth County.",-17.594751358032227
544,AW,4729,Since then many advertising firms have as well.,-19.345073699951172
545,DI,14046,"In 2013, the label officially ceased operations.",-9.814291954040527
546,DI,7116,There is no admission fee for MRVNA.,-27.017513275146484
547,DI,9484,will recur until the stack is exhausted.,-25.437137603759766
548,CH,9415,MediaCityUK was developed in two phases.,-3.6492655277252197
549,CH,1759,Fishing is a major attraction at this park.,-15.343881607055664
550,CH,3917,"185, which she achieved in September 2005.",-33.44016647338867
551,CH,5632,Takemi narrowly lost his seat in 2007.,-36.613250732421875
552,CH,8242,"The production closed on July 14, 2019.",-32.4005012512207
553,CH,13160,Once it was applied to a whole tournament:,-47.50770568847656
554,CH,8594,Filming began October 25 and ended February 12.,-29.481361389160156
555,CH,6999,He then unofficially retired from major league baseball.,-10.687139511108398
556,EA,4322,Outdoor sports facilities are also located on site.,-11.120468139648438
557,EA,7147,Andrei Shapovalyants replaced him.,-26.078689575195312
558,EA,5017,"Task Name"" <br> ""4.",-34.73957443237305
559,EA,1033,At this point Rocky's plane appears.,-24.48600959777832
560,EA,421,It is located east of Benghazi.,-2.4246528148651123
561,CK,4415,Who will become the respondent or informant?,-20.090164184570312
562,CK,5681,The total population reached 104 pairs in 2012.,-37.457916259765625
563,CK,2416,It was released officially on 23 April 2007.,-24.71245574951172
564,CK,7655,CharadriiformesFamily:,-51.23344802856445
565,CK,8176,3.302 <br>Population name:,-54.318058013916016
566,CK,1350,"The basin, which is lined with lead.",-20.967809677124023
567,CK,3251,"Heartbroken, Bharani remained single.",-10.191884994506836
568,CK,4126,Critics find several flaws with electronic registration marks.,-42.99851608276367
569,CK,15997,It was founded in 1954 by Eric Hall.,-21.515819549560547
570,CK,11416,The music gets slightly louder and then stops.,-8.481998443603516
571,CK,12236,The album was issued in the following formats:,-16.369461059570312
572,CK,2730,It was opened for business 10 July 1946.,-28.607837677001953
573,AI,9142,There are also smaller private hospitals and clinics.,-10.727167129516602
574,AI,7177,Artwork and typography by Fiona Skinner.,-21.868488311767578
575,AI,707,He was subsequently called to the Irish Bar.,-4.013869285583496
576,AI,2496,"in 1949, Brandenburg resolved a similar law.",-41.25930404663086
577,AI,10619,The song charted in the UK at No.,-2.7800381183624268
578,AI,1414,Important strategies that question the human body are:,-39.970489501953125
579,AI,5522,because the concepts must exist before the mind.,-33.510250091552734
580,FD,11783,"Because of this, viruses continually cause infections.",-17.441967010498047
581,FD,7351,All four viaducts retain their original fabric.,-14.752498626708984
582,FD,5194,Her mother was Frances Mary Farquhar.,-7.7566728591918945
583,FD,9598,Luciano serves as Italian honorary consul in Auckland.,-25.9412841796875
584,FD,6283,"In 1907, she was sold for scrap;",-10.00117015838623
585,FD,9234,"Of course, most solo games were lost.",-27.199382781982422
586,FD,4145,it has also killed endangered hammerhead sharks.,-18.172266006469727
587,EC,5017,The Lech river flows through the valley.,-14.396385192871094
588,EC,6537,Heroine was changed after a few days shooting.,-29.963151931762695
589,DR,4934,He was also the public guardian of Guam.,-24.744426727294922
590,DR,9207,Some examples of sporting events hosted in Germany.,-19.01875114440918
591,DR,10102,He also fought at the Battle of Springfield.,-7.325253963470459
592,DR,8962,"However, Michael chooses to leave with her.",-15.956268310546875
593,DR,1966,The match was won by Levski Sofia.,-5.843089580535889
594,DR,1831,32nd Hochi Film Awards  29th Yokohama Film Festival,-13.443265914916992
595,DR,8027,1-2 people live in each room.,-13.137382507324219
596,CI,10738,He is a member of the Republican Party.,-4.6347832679748535
597,CI,10914,Patients with silicosis are at risk.,-2.938744068145752
598,CI,475,aerospace education for youth and the general public;,-14.929729461669922
599,CI,5890,The game was developed by EA UK studio.,-16.360366821289062
600,CI,9637,"Tūqíshī-hèluóshī"";",-55.99048614501953
601,CI,3115,A quote attributed to Rudolf Leuckart:,-35.873687744140625
602,CI,7264,She also worked on theatre and television productions.,-8.920125961303711
603,CI,925,Mr. Ray Howell was the school principal.,-21.211933135986328
604,AP,5190,"stand up with us against our enemy.""",-29.280487060546875
605,AP,4081,It was his largest and last military expedition.,-19.439178466796875
606,AP,11414,"Jason Shiga is from Oakland, California.",-20.483657836914062
607,FJ,2172,Sachiko ultimately survives her torture and injuries.,-23.842382431030273
608,FJ,12331,the region was incorporated into the Soviet Union.,-1.0863970518112183
609,FJ,7801,The telephone and telegraph lines were all down.,-11.72255802154541
610,FJ,4558,This made him unable to use his legs.,-13.151927947998047
611,EH,8332,The video preview premiered exclusively at Glamour magazine.,-36.68390655517578
612,EH,2759,Halpin died at Dublin 22 November 1850.,-28.912681579589844
613,EH,8030,Members of the club were elected by ballot.,-16.27153778076172
614,EH,7570,"Rooney was born in Racine, Wisconsin.",-9.099595069885254
615,EH,8450,In the second season the following teams participate:,-25.053390502929688
616,EH,2767,The military support ended on 13 January 2015.,-29.113197326660156
617,EH,3647,They competed in the Iranian Volleyball Super League.,-10.220330238342285
618,EH,3197,Tropical trees may also escape and defend themselves.,-27.891937255859375
619,EH,11355,It was released in 2013 on Prophecy Productions.,-21.351896286010742
620,EH,10849,It was built during the early 3rd century.,-14.788904190063477
621,EH,10826,Oak Park received most of these Russian Jews.,-25.579092025756836
622,EJ,4253,"Ironically, both places remained under French control.",-21.877105712890625
623,EJ,3987,"Eventually, NBC sold the series to Netflix.",-12.224542617797852
624,EJ,11235,One of the letter is for Shan Feng.,-32.9804801940918
625,EJ,15028,Xiang Hantian  Xiang Hantian (Chinese:,-13.623696327209473
626,EJ,2296,The holotype was collected in 1992;,-5.6856689453125
627,EJ,8476,J.H.T. Duville.,-25.96355628967285
628,EJ,2454,"In 1970 there were 4,000 Koreans.",-19.45835304260254
629,EJ,10072,Rosen is the recipient of the following awards:,-18.28316879272461
630,EJ,6519,"""*Obtained from the German Wikipedia.""",-30.078811645507812
631,EJ,15015,It is found on the Austral Islands.,-1.0490951538085938
632,EJ,14344,They mine the leaves of their host plant.,-0.007531782146543264
633,EJ,11952,He later entered the Ministry of Foreign Affairs.,-5.435929298400879
634,EJ,15247,"xml version=""1.0"" ?",-18.372859954833984
635,EJ,8639,Georgios Kosmas died in 1964.,-18.912128448486328
636,DT,12051,Working memory is one subset of executive functioning.,-25.557373046875
637,DT,5859,"Devour part one in the meantime!""",-32.53029251098633
638,DT,14053,Alexander Gomelsky)  Runner-up:,-25.143291473388672
639,DT,10865,Jaka and Pud both dislike Oscar.,-46.362308502197266
640,DT,12654,"Survivors included a daughter, Deborah Corday;",-25.353824615478516
641,DT,7065,The race was not held again until 2017.,-12.388837814331055
642,DT,4731,At sun-up the Chief was missing.,-17.873062133789062
643,DT,3016,Halimi worked as a lawyer until 2005.,-25.905935287475586
644,DT,5334,Thus adding reinforcement increases the strength in tension.,-29.855880737304688
645,CQ,3610,She was sold there on 17 August 1865.,-19.319644927978516
646,CQ,1796,Newt left the village on 25 June 2010.,-39.997962951660156
647,CQ,3182,"RBI = Runs batted in""  ""Note:",-14.315512657165527
648,CQ,7182,95% general aviation and 5% military.,-7.452854156494141
649,CQ,14984,KLF4 was first identified in 1996.,-25.71291732788086
650,CQ,6382,A memorial erected on McLean Blvd.,-17.884140014648438
651,CQ,6747,After leaving WCW he started his own business.,-10.254384994506836
652,CQ,4801,He became Khan and Bomba flourished again.,-39.182411193847656
653,EY,1417,The flame is quickly doused with water.,-13.748594284057617
654,EY,1618,He also is the author of 6 patents.,-13.551687240600586
655,EY,12270,they may make the axis appear dark red.,-24.64801788330078
656,AJ,3677,"Life and Politics in the Golden Age"";",-27.01784324645996
657,AJ,8916,He is a member of the Democratic Party.,-2.315272331237793
658,AJ,1425,"American historian Hampton Sides wrote in ""Americana:",-55.880306243896484
659,EI,193,He exhibited for the last time in 1783.,-25.8624267578125
660,EI,11179,"and, the World Tourism Organization, Madrid.",-32.987327575683594
661,EI,12469,"""The Turning Point"" received positive reviews.",-3.5057802200317383
662,EI,5431,pomegranate and lemon are mentioned.,-10.099000930786133
663,EI,13107,From Khayarmara to Sindhuli.,-27.543363571166992
664,BL,12022,He played college football at Southwest Missouri State.,-2.8384222984313965
665,BL,9915,Local residents were evacuated shortly after police arrived.,-9.325356483459473
666,BL,12240,The federal government controls programs it funds like:,-26.857986450195312
667,BL,6419,and two nominations in the Young Artist Awards:,-26.12886619567871
668,BL,9906,Cologne was not Harris's first choice;,-31.89052963256836
669,BL,5909,Bringelly Public School opened in 1878.,-36.3718147277832
670,BL,8566,The Beehive was one of them.,-1.12642502784729
671,DG,6994,He also led the team with five interceptions.,-3.761348009109497
672,DG,12958,"L. 89-321, 79 Stat.",-19.5367431640625
673,DG,11230,For further examples of legislative delimitation:,-32.16839599609375
674,DG,9472,Gilliard's bird-of-paradise,-13.112266540527344
675,DG,4243,He was however arrested for murder in 1894.,-27.665000915527344
676,DG,2503,Marsh knew he could not risk any travel.,-26.654987335205078
677,DG,8389,Its main tributary is the Rio Branco.,-3.3456907272338867
678,DG,268,The opening night received mixed to negative reviews.,-8.906296730041504
679,DG,634,Lua was then France before September 28.,-71.85026550292969
680,DG,574,"Upon its completion, he returned to hospital.",-12.899133682250977
681,DG,1036,The railroad and sawmill were dismantled in 1921.,-29.36896514892578
682,ET,7857,"Liu was named one of ""Hello!""",-31.507532119750977
683,ET,2089,"She lives in Twin Peaks, San Francisco.",-2.6871254444122314
684,ET,2589,"In March 2007, ""Puzzle & Action:",-44.409934997558594
685,ET,7192,He has an h-index of 83.,-15.513703346252441
686,ET,5374,The release was followed by touring in Europe.,-9.373907089233398
687,EX,5100,"Ferret"" was then stationed off Flushing.",-40.31827163696289
688,EX,549,Vigneau is also a draftsman:,-26.20343589782715
689,EX,12835,It is the largest northernmost beach in Goa.,-37.257991790771484
690,EX,12116,and to nullify the Fugitive Slave Law.,-10.656244277954102
691,EX,1168,"She died in 1986, aged 92 years.",-10.809989929199219
692,EX,14534,Surviving prisoners were then shot in the head.,-15.8873291015625
693,EX,3225,The aircraft had been checked before the flight.,-13.575669288635254
694,EX,5927,Retreat to Morganza May 13–20.,-63.57863998413086
695,CJ,8845,The company's charitable activities have included:,-20.092388153076172
696,CJ,12437,They both served as Mayor of Harare.,-4.548271179199219
697,CJ,7677,About half of them escaped to neutral Sweden.,-10.113913536071777
698,ED,2242,He earned a degree in Bachelor of Arts.,-6.483517646789551
699,ED,12144,Japan has received the following start quotas:,-28.954843521118164
700,ED,4246,Hanae joined Across Entertainment in November 2009.,-49.17633819580078
701,ED,12926,They did not advance past the group stage.,-7.809186935424805
702,ED,10682,"367 185, from 29 July 1920.",-58.4229621887207
703,ED,4551,Ignition SCADA modules provide features such as:,-38.533958435058594
704,ED,14241,It is the first modern observatory of Turkey.,-27.22644805908203
705,BO,4545,They are small to medium-sized birds.,-3.5825328826904297
706,BO,3153,The move received bipartisan support in Parliament.,-10.080471992492676
707,BO,5955,Firstly because our primal ancestors already believed them;,-44.775901794433594
708,BO,3282,Tooting put up a good fight.’,-37.72673416137695
709,AH,2164,The population was 154 at the 2010 census.,-6.06953239440918
710,AH,3523,Stafford is served by a few major roads.,-13.00589370727539
711,AH,13935,"Shilling, the commander of the expedition.",-17.206361770629883
712,AH,6870,It is the city's largest industry.,-13.773008346557617
713,AH,11064,"The township was named for Florence, Italy.",-20.53282356262207
714,CB,609,Chignolo Po borders the following municipalities:,-22.125492095947266
715,CB,7720,77 in the UK Albums Chart in 1985.,-25.842483520507812
716,CB,5008,These foundry types were produced by Berthold:,-36.16981887817383
717,CB,13345,It is 17 km to Košice.,-12.058423042297363
718,CB,1674,He lives and works in New York City.,-0.8376601934432983
719,CB,11065,This included the island of Valøya.,-21.489604949951172
720,CB,4047,Melicuccà borders the following municipalities:,-21.467838287353516
721,CB,11459,Jean Claude Ades  Jean Claude Ades.,-5.025564193725586
722,CB,3555,formula_2 and formula_3  Therefore:,-20.35756492614746
723,EE,3979,This enzyme catalyses the following chemical reaction,-3.217177152633667
724,EE,4744,Ian Somerhalder as Damon Salvatore;,-17.133028030395508
725,EE,5153,They mine the leaves of their host plant.,-0.007532138377428055
726,EE,5818,The church has a service on Sunday mornings.,-3.9760007858276367
727,EE,7156,Earlier in his career he played as a .,-18.566783905029297
728,EE,10501,There are 10 – 15 concerts per annum.,-56.513694763183594
729,EE,12589,General elections were held on 18 Feb 2008.,-18.784881591796875
730,EE,6202,In 1986 the symphony filed Chapter 7 bankruptcy.,-17.216503143310547
731,EE,8866,O-O Nxe4 6.,-40.29552459716797
732,EE,13216,General elections were held on 10 Oct 2002.,-18.952672958374023
733,EE,9976,He borrowed Jon Hall from Sam Goldwyn.,-34.6986198425293
734,FK,1810,A street in Belgrade is named after him.,-4.312738418579102
735,FK,2166,"And I learned how to enjoy it.""",-24.976245880126953
736,FK,902,March to Cassville October 11–14.,-51.16773223876953
737,FK,4492,He was graduated in political science and law.,-5.945727825164795
738,FK,5281,This orchid growing in seasonally in grassland.,-46.547935485839844
739,FK,7648,This frequency was shared by four different stations:,-26.889230728149414
740,FK,6816,Besides that she also wrote some symphonic works.,-20.84609603881836
741,FK,4364,"Built in 1990, the tower stands tall.",-15.969393730163574
742,FK,6087,They also founded the record company Listen Records.,-20.103723526000977
743,BE,9410,"A.O. Herrera et al.,",-28.213436126708984
744,BE,11277,the new school opened on 21 June 2011.,-21.362760543823242
745,BE,12153,Shary proves helpful for the Simpson family.,-35.863704681396484
746,BE,3282,The national head office is in Cape Town.,-10.344425201416016
747,BE,9639,travertine and oak paneled walls;,-5.351686477661133
748,BE,8355,What seemed like a risky enterprise surprised everyone;,-33.63414001464844
749,BE,10752,The Dixie Sailing Club operates on Lake Martin.,-21.604103088378906
750,CG,162,Since 2001 he has been at Caltech.,-5.778521537780762
751,CG,2187,Chapel Hill offers the following Advanced Placement courses:,-11.680983543395996
752,CG,6805,Hamu-al-Qadu.,-25.742162704467773
753,CG,5595,"Nikša, Matej and Jakov.",-22.308759689331055
754,CG,8837,He then went on to be a manager.,-11.16983413696289
755,CG,12052,his career started in amateur theater troupes.,-6.2398362159729
756,CG,13047,"Ruber authored ""The Last Bookman:",-58.987552642822266
757,CN,5155,Three of his sons succeeded to the title.,-5.830158233642578
758,CN,10279,The district comprised a part of Westchester County.,-22.22758674621582
759,CN,8063,Besides the MCS70 they also used:,-51.294254302978516
760,CN,15682,McDonald eventually became a junior high music teacher.,-22.7169246673584
761,CN,2715,The movie was directed by Jean Yeo.,-22.50926399230957
762,CN,15751,"In this area, the road passes homes.",-4.198434352874756
763,CN,7396,It is part of the local government area.,-7.223968982696533
764,CN,15671,He retired from the Air Force in 1997.,-13.300936698913574
765,BD,5279,This is primarily due to CPU caching.,-16.792932510375977
766,DD,4091,"The Charity’s strapline is: """,-51.487728118896484
767,DD,9404,"I must pray, pray for all.""",-25.122848510742188
768,DD,4747,The equipment of the participants was very different:,-32.297332763671875
769,DD,4234,The area originally housed a mud brick fort.,-22.660181045532227
770,DD,11455,Irene died when she was 22 years old.,-15.175848007202148
771,DD,10106,"Another relative, John Huske (?–",-63.418121337890625
772,DD,7,"Then, he will understand (?!)",-19.786861419677734
773,DD,15431,"Matthews first king in 1969, Peter safer.",-71.04080963134766
774,DD,13181,He and Clark were married in June 1984.,-28.187952041625977
775,DJ,13545,"Without trust and respect, advancement is unlikely.",-22.522321701049805
776,DJ,420,been first aired in 2000 on CiTV.,-23.924362182617188
777,DJ,5444,"""Current through the 2020 Australian Open.""",-41.43293762207031
778,DJ,7849,", it had 36.15 million subscribers.",-25.58871078491211
779,DJ,12469,90% of the population is literate.,-4.40129280090332
780,CZ,6819,Given a linear equation system formula_27.,-51.47687530517578
781,CZ,4922,the estate was leased to the Eden family.,-15.7357759475708
782,CZ,730,The village has a population of 431.,-6.213902473449707
783,CZ,6469,"Also, they can change water to ice .",-11.067153930664062
784,CZ,13874,He has also worked as a stage performer.,-7.584562301635742
785,CZ,11053,He has since stepped down following that success.,-9.440411567687988
786,CZ,10621,In 1698 a new 23 cwt.,-20.50184440612793
787,FB,11554,They also have the eSIM feature disabled.,-30.022869110107422
788,FB,12811,The book has articles in Bengali and English.,-18.531475067138672
789,FB,11742,"They are capable of ""stinging"" humans.",-3.705127477645874
790,FB,1127,His brother Yuri drives him to the airport.,-18.298391342163086
791,FB,3238,Marisol realizes that Julio lied to her.,-13.784690856933594
792,FB,12280,He played college basketball for the Washington Huskies.,-6.78061056137085
793,FB,1926,Garnett was born in Wandsworth.,-0.39755284786224365
794,FB,2150,"He was born in Asmara, Eritrea.",-1.5646740198135376
795,EB,7274,CharadriiformesFamily:,-51.23344802856445
796,EB,10678,His father wrote poems in Hebrew and Yiddish.,-7.918562412261963
797,EB,13726,It was a work of Frederick Hutchinson Porter.,-28.68987274169922
798,EB,1349,She then abandoned the MTB European championship.,-31.139015197753906
799,AO,8978,It received its city rights in 1341.,-18.127063751220703
800,AO,5842,Mahajanga  Mahajanga (French:,-23.617631912231445
801,AO,9124,The water loss is 30.8%.,-21.888553619384766
802,AO,6476,They were originally numbered in order of construction.,-9.31356143951416
803,AO,1666,This was to give the appearance of reliability.,-15.243471145629883
804,AO,2478,The Sullivan Center was created to emphasize sustainability.,-24.446012496948242
805,FA,9245,His son Jacques was arrested by the Gestapo.,-12.146434783935547
806,FA,2055,These divisions are further categorized as academic departments.,-20.45724868774414
807,FA,7115,The tour was ultimately canceled stating business reasons.,-23.6491756439209
808,FA,2644,Flat wins in Great Britain by year   Great Britain,-34.20195770263672
809,FA,3731,"During this time, she earned a Sc.",-14.408123970031738
810,EU,2426,The water temperatures can reach above at times.,-36.74353790283203
811,EU,6232,His son was acclaimed composer Edmond Audran.,-21.290151596069336
812,EU,7460,She participated at the 2010 Summer Youth Olympics.,-3.423518657684326
813,EU,2185,"Alan Burke had directed ""Prima Donna"".",-23.544628143310547
814,EU,6854,Elevated Wetlands is his most well known work.,-23.841876983642578
815,EU,13802,"The sheer excitement is exhilarating.""",-18.54184913635254
816,EU,10004,It was built from 1926 to April 1927.,-24.381908416748047
817,EU,9909,The race was won by Jan Randles.,-16.910614013671875
818,EU,9069,He is a member of PTT SK.,-19.114795684814453
819,EU,10566,"By that definition, Devon has two mountains:",-36.13747024536133
820,EU,1655,One of these descendants was named Richard. (,-29.596086502075195
821,EU,9337,The current director is Stan Bentvelsen.,-38.965423583984375
822,EU,6183,other children did not grow to prominence nationwide.,-33.2059326171875
823,EU,1723,You have to allow the marketplace to work.,-27.972518920898438
824,EV,5077,A turquoise ring and watch were also found.,-20.51382827758789
825,EV,5418,The schedule of the competition is as follows.,-4.373745918273926
826,EV,5512,"He was released on September 19, 2018.",-11.560067176818848
827,EV,8485,The airline had 160 employees in June 1996.,-25.71099853515625
828,EV,4100,He started his music career in the 1980s.,-4.596589088439941
829,EV,7461,She studied journalism at the University of Dhaka.,-9.723174095153809
830,EV,8569,"The legs are marked with fine spots. """,-25.588930130004883
831,EV,13496,Three singles were released to promote the album.,-1.4556292295455933
832,CT,14393,"In the end, I was quite pleased.",-8.771100997924805
833,CT,1002,Its length is and its basin size is .,-17.275497436523438
834,CT,2453,Its proposed usage is similar to current endeavors:,-42.88327407836914
835,CT,286,Oliver began playing in European leagues in 2004.,-36.73998260498047
836,CL,10865,"Hey You  Hey You, Hey You!,",-27.886844635009766
837,CL,3384,and is still on the list in 2019.,-21.967422485351562
838,CL,247,The high school offers a dual enrollment program.,-0.6756759881973267
839,CL,12407,"Major, I have two requests to make.",-18.16824722290039
840,CL,3259,It has its headquarters at Kakinada.,-3.770698308944702
841,CL,131,"Inhabitants are called ""Ozouriens"".",-20.1275577545166
842,CL,12658,11 on the Country singles chart in 1958.,-27.846168518066406
843,CL,615,Hundreds and parishes proclaimed at this time were:,-38.47101593017578
844,CL,12200,1998 – “Shaping a Sanctuary with Sound:,-86.00888061523438
845,CL,6411,Massacres of Qizilbash occurred.,-14.65535831451416
846,CL,10425,The bill was never voted on Lok Sabha.,-14.608491897583008
847,FG,5810,"Born 1682, died after 1734.),",-38.49078369140625
848,FG,10130,The movie performed well at the box office.,-5.0726518630981445
849,FG,7426,I think that was a very wise decision.,-6.018799781799316
850,FG,2278,Lennon began his career as an aspiring actor.,-14.049041748046875
