sample_id,folder_id,sent_id,sentence,prob_1
284,CG,23701,"Roosevelt brought into the Democratic fold western progressives, ethnic minorities, rural farmers, and intellectuals.",-34.246734619140625
285,CG,14828,"At that time, only one running back from his class, Walter Payton, was still playing.",-24.83736801147461
286,CG,13278,evaluate recent meteorological and oceanographic developments for integration into local routines and enter data on appropriate charts;,-64.30809020996094
287,CO,653,Robert Loren Fleming worked for DC Comics initially as a proofreader and later as a writer.,-27.31395149230957
288,CO,22041,Sabben relinquished the position when he was indicted on charges of forgery and uttering;,-43.40245819091797
289,CO,16346,It is native to South and Central America Its natural habitat is subtropical or tropical moist montane forests.,-5.726974964141846
290,CO,5567,Cassava is probably the most widely cultivated as it could be planted and harvested throughout the year.,-21.248111724853516
291,CO,3429,The existing charts can be easily updated through the listeners that the library has on its data collections.,-68.4716796875
292,CO,22627,"She was beaten in the third round by the world number one, Zhang Ning of China.",-15.460344314575195
293,CO,4620,The Yaka had a reputation for ferocity and were said to come from the far interior.,-28.895681381225586
294,FG,20156,The town is about 16 km from Livorno and 3 km from Collesalvetti.,-25.06781768798828
295,FG,17823,"In late 1967, Anthony ""Tony Ducks"" Corallo went to Florida and meet with Coco.",-78.81974029541016
296,FG,12079,"Pétur obtained a ""stúdentspróf"" from Bessastaðaskóli in 1835.",-86.4273681640625
297,FG,24192,"The Fox logo and inning were on the left side, with the score on the right side.",-42.44615173339844
298,FG,752,Mt. Shavano Hatchery was inaugurated in 1956 but was originally a privately owned facility.,-48.44871139526367
299,FG,21738,As a result of her performance she was added to the senior national team for the first time.,-10.255727767944336
300,FG,15771,"In May 1993, he became a professor in the Department of Life Sciences at Nanchang University.",-17.910362243652344
301,FG,4916,Moving down the tree  Also seeing if these groups can be divided into still smaller sub-groups.,-50.36422348022461
302,CB,17716,He is believed to have been an associate of Buffalo Bill Cody during his bison-hunting years.,-8.57517147064209
303,CB,25401,"Additionally, he did scenes with Thelma Todd, Zasu Pitts and Laurel and Hardy.",-17.61808204650879
304,CB,23867,“A number of contradictions shape the poetry of Polish-Australian writer Ania Walwicz.,-79.56334686279297
305,CB,10176,The highest point is Barbeau Peak which offers some of the world's most spectacular scenery.,-23.786758422851562
306,CB,19641,The municipality lies at an altitude of 128 metres and covers an area of 6.207 km².,-16.703990936279297
307,CB,18441,"I knew I was poor, but that again just teaches you how to swindle money.",-31.788997650146484
308,CB,6218,"P&E was the second most commissioned firm of the Prairie School, after Frank Lloyd Wright.",-28.63394546508789
309,CB,17147,"The film was conceived by Warhol as a parody of ""Sunset Boulevard"" (1950).",-14.65766429901123
310,CB,4131,Its tail code was Triangle-A. Its operational Boeing B-17 Flying Fortress squadrons were:,-32.89289474487305
311,CB,19388,The Eastern Area Mine operated from 1919 to 1947 while this section of track operated until the 1950s.,-46.20619201660156
312,CB,24380,"In fiscal 2011, the station was used by an average of 65,618 passengers daily.",-17.57929801940918
313,CC,23311,"Start, Select, Back button, a Whammy Bar, and a Strum bar.",-36.826847076416016
314,CC,9930,"Over the course of the next year, the group toured constantly, opening for the Newsboys.",-14.925177574157715
315,CC,10648,"In his role as Chairman, Costello has taken a leading role on many critical public safety issues.",-33.16518020629883
316,CC,19397,"Schaal was in a commercial for the Xperia Play version of ""Minecraft"".",-29.71271514892578
317,CC,835,Casa Ley  Casa Ley is a Mexican grocery store chain founded in 1954 by Juan Ley Fong.,-34.288734436035156
318,CC,2942,A safety assessment must be performed on all food substances for submission and approval by the US FDA.,-28.771629333496094
319,CC,15967,"The forge was initially a slitting mill established in about 1639, replacing a corn mill.",-37.53437805175781
320,CC,25456,The best example of this can be seen in the form of Nataraja the Divine Dancer.,-17.61765480041504
321,BE,10952,"It was in the Central Lancashire League that, for the first time, he encountered professional players.",-21.625892639160156
322,BE,18532,"Chaat, Puchuka (panipuri) and samosas rule the streets.",-73.72460174560547
323,BE,16915,"So it's good to see him fit as a fiddle and all in one piece.""",-39.04729080200195
324,BE,7613,"Universal put Bey and Foster in a Western, ""Frisco Sal"" (1945).",-46.497772216796875
325,BE,2399,"She featured directions for her recipes on her official website, which were updated on a monthly basis.",-37.909873962402344
326,BE,25506,He was a politician and Member of the European Parliament (MEP) in 2004–2009.,-42.0018310546875
327,BE,742,In 1894 Father Bernard Canstanie from Tahiti brought the Catholic faith to the Cook Islands.,-42.753517150878906
328,BE,8922,"on the other, he felt angry that it ignored the issue of the Russian partition of Galicia.",-41.84593200683594
329,BE,6739,Two express escalators are located in the middle of the mall to take visitors between levels.,-22.241580963134766
330,AP,3555,"however, its official function is that of a cultural center called the Instituto Javier Barros Sierra.",-39.92190170288086
331,AP,19676,Shown below on the right is one style of pre-tie/ready-tie bow tie.,-51.10262680053711
332,AP,24975,"More recently, English settlers brought the apricot to the English colonies in the New World.",-12.21578311920166
333,AP,19394,"In this way, the long-term viability and stability of the Georgian realm are established.",-31.986351013183594
334,AP,6799,In November 2013 Jones also received treatment after finding a malignant melanoma below his eye.,-33.31201934814453
335,AP,9809,"Woolery's contract was not renewed and his final episode aired on December 25, 1981.",-33.888450622558594
336,CI,10398,"Towanda Township, McLean County, Illinois  Towanda Township is located in McLean County, Illinois.",-0.9981813430786133
337,CI,12803,"In order to stave off regulation, the company has engineered a strong Corporate Social Responsibility campaign.",-30.42009925842285
338,CI,10043,Heinschenwalde station  Heinschenwalde is a railway station in northwestern Germany.,-10.729454040527344
339,CI,22870,"All told, there has been very little co-mingling between Bantus and Somalis.",-14.329753875732422
340,CI,16152,"The single on the album ""Inner Child"" was featured on MTV.com Fresh New Music:",-59.250511169433594
341,CI,20743,"By the end of the year, the Special Reserve as at 84% of its nominal strength;",-50.453575134277344
342,CI,26632,A list of its members may still be seen in one of this church's side chapels.,-26.79297637939453
343,CI,24030,It has been the standard directional anti-personnel mine of the French army since the late 70s.,-33.382469177246094
344,CV,5561,The CAHA answered back a few seasons later with the formation of round-robin championship tournaments.,-41.45390701293945
345,CV,12032,It is grown in gardens and parks as an ornamental plant for its decorative pink flowers and berries.,-18.81029510498047
346,CV,11608,"is adapted from a march at the start of act 5 of his opera ""Ivan IV"".",-44.353553771972656
347,CV,26613,"Girls Around the World  ""Girls Around the World"" is a song by American recording artist Lloyd.",-7.749913215637207
348,CV,9855,In the late 1990s a group of students started investigating the process of starting a college radio station.,-25.951284408569336
349,CV,6604,The end of the 1500s survived the first sign that the town was divided into two parts.,-40.658348083496094
350,CV,12628,"When the king died, that sovereign power would naturally revert to the ""patres"".",-34.90980911254883
351,CV,2004,The two winners of each group are promoted to the respective group in the Gamma Ethniki.,-22.182357788085938
352,CV,23397,The government had long been interested in making the operation of these tubewells more financially viable.,-23.867408752441406
353,DC,8005,"Two couples featured in series three, meaning that twelve unhealthy individuals were featured overall.",-40.86798095703125
354,DC,21713,"the terms Baixing and Limin came to refer to the same thing, the common people.",-49.41714859008789
355,DC,23252,"As of September 2017, construction progress of the station civil works was at 57.50%.",-47.58161544799805
356,DC,5557,The Bhoites or Bhatis ruled the princely state of Jaisalmer of Rajasthan.,-28.214080810546875
357,DC,19728,Kilkenny goals proved decisive courtesy of Jimmy Kelly and a hat-trick by Bill Hennebry.,-49.55974197387695
358,DC,12617,"He graduated from Duncan Preparatory School for Boys in 1951, enrolling that September at Vanderbilt University.",-34.732810974121094
359,DC,7965,"Many ""Pit Rivers"" were displaced against their will, and some were murdered for their land.",-45.85547637939453
360,DC,375,"Mercer was born in 1783 at Kingston-upon-Hull, Yorkshire, into a military family:",-34.68844985961914
361,AG,17616,"Males had a median income of $22,202 versus $16,964 for females.",-17.769878387451172
362,AG,35014,"Only in Monroe"" and other public access programming can be found on Monroe Public Access Cable Television.",-57.2938117980957
363,AG,4561,It is developed in Java and released as open-source software under the terms of Apache License.,-10.068674087524414
364,AG,14134,Beresford Park is another large park that offers bocce ball and a skate plaza.,-36.121700286865234
365,AG,14321,In the 1960s John moved to his new building on the south east side of Palo Cedro;,-42.103515625
366,AG,37221,"Males had a median income of $28,542 versus $21,250 for females.",-12.412372589111328
367,AG,21641,The gender makeup of the town was 47.3% male and 52.7% female.,-1.8324121236801147
368,AG,18957,"They brought taro, sweet potato, pigs and fowl, as well as seeds.",-21.04330825805664
369,AG,1063,This mask-like face was placed on the capitals of columns beginning in the late Old Kingdom.,-34.45013427734375
370,AG,22040,"Operating over home territory, British aircrew could fly again if they survived being shot down.",-31.982913970947266
371,DU,10090,"In particular, neurons are tuned to target orientation and their response are known to depend on context.",-41.08195495605469
372,DU,11466,Postmortem reports reveals that Ancy has consumed an overdose of sleeping pills before death.,-53.80030822753906
373,DU,11061,"The current street name derives from a brewhouse in the location, dating from the 17th century.",-22.108686447143555
374,DU,25200,Behind the large-scale figure stand nine worshipers in groups of three along three horizontal registers.,-54.73937225341797
375,DU,15153,"On the up side, you get to see a man punch a wolf in the face.""",-35.917152404785156
376,AJ,22333,70% of the population while the autochthonous Tajik community accounts for ca.,-21.319002151489258
377,AJ,10839,"Ramiro sought support in Galicia, where he formed an army and advanced toward Oviedo.",-20.177188873291016
378,AJ,6656,"In the Gulf War, the Jaguar was praised for its reliability and was a valuable coalition resource.",-30.167570114135742
379,AJ,2720,"The first, ""Street Meeting"", was commissioned for the Chouinard School of Art.",-28.565122604370117
380,AJ,21656,"Sara Bernal, his first cousin, said, ""Joseph Hayes was a very quiet man;",-44.64439010620117
381,AJ,17461,"Cast The second of only two episodes shot on location, after ""As You Like It"".",-23.64341163635254
382,AJ,24484,"Put simply, Gov 2.0 is about ""putting government in the hands of citizens"".",-22.828372955322266
383,AJ,8344,"These are found along the via Appia, and were built at the end of 2nd century.",-15.95489501953125
384,FJ,24256,At age 13 she was the youngest poet ever to win the Urban Word NYC Grand Slam finals.,-60.5299072265625
385,FJ,26734,"He is known for his main role as Phop in the film """" (2019).",-29.890613555908203
386,FJ,26238,"He retired from Hollywood in 1953, but continued to make occasional guest appearances in film and television.",-14.0189208984375
387,FJ,14449,"Beau retired in 1988 at the age of 44, and received a 15-month suspended sentence.",-35.22534942626953
388,FJ,23725,"On May 1, an F2 tornado moved through Natchitoches Parish, injuring seven.",-18.58531379699707
389,FJ,5232,It is hypothesized that there are also be two planets orbiting the central stars.,-42.32567596435547
390,FJ,26367,Martin Raftery  Martin Raftery is a former professional rugby league footballer who played in the 1970s.,-15.067195892333984
391,FJ,4551,"In 1815, he travelled to Austria to portray the elite personalities who participated in the Vienna Congress.",-32.827049255371094
392,FJ,20125,Abdel Moneim Mokhtar  Abdel Moneim Mokhtar was an Egyptian diver.,-10.596945762634277
393,EB,499,Ratebeer.com named them as one of the Best Brewpubs in the World.,-24.244709014892578
394,EB,25946,"At the main entrance, the masjid is marked by minarets with intricate and elegant carvings;",-28.21463966369629
395,EB,20336,Paralympic judo  Paralympic judo is an adaptation of the Japanese martial art of judo for visually impaired competitors.,-11.779191970825195
396,EB,15741,"To close the round robin, San Juan defeated Team Khavarovsk 21–9.",-86.2236557006836
397,EB,9216,"In the course of the investigation, various others have been critical of the handling of the case;",-21.309616088867188
398,EB,8305,It comprised RAF Squadrons with attached Naval Air Squadrons of the Fleet Air Arm operating under RAF control.,-28.630260467529297
399,EB,13386,"Israel was matched up against Poland in the 5th-8th place round, losing 80-69.",-29.962169647216797
400,EB,22699,Hyderabad were bundled out for 21 runs which is the lowest total ever in Ranji Trophy history.,-32.46936798095703
401,EB,19827,"However, it may have been due to the Hays' petitions that Huncks was recalled.",-36.56610107421875
402,EH,11527,"Nevertheless, the lodge closed after a year, with Smith's own British Columbia Lodge No.",-39.90807342529297
403,EH,19972,The current head coach is Jeff Yausie and the team manager is Michelle Duchene.,-44.446189880371094
404,EH,21744,Afotey-Agbo is a member of the National Democratic Congress (NDC).,-24.155208587646484
405,EH,11587,"In 1992, he had his PhD in System Process Engineering at Cranfield University, England.",-33.03784942626953
406,EH,5191,"The inhabitants mainly lived from agriculture, and until the draining of Lake Čepić also from fishing.",-40.149391174316406
407,EH,12054,The partnership was required to post $800 million in fees and down payments to win the deal.,-51.025936126708984
408,BO,25569,This charge was introduced in the indictment by the International Military Tribunal (IMT) at Nuremberg.,-39.44746780395508
409,BO,17960,Most of the participants in the march comprised ordinary Hong Kong residents with mainstream social and political views.,-29.334259033203125
410,BO,10994,He was given a prison sentence for what was judged an attempt to refound the Fascist Party.,-21.46596908569336
411,BO,25385,On arrival they beam down an away team to a planet's surface where the wave originated.,-54.25810623168945
412,BO,20684,He was also involved in a not-so-memorable moment on June 5 of that season.,-24.083879470825195
413,BO,22705,Sennelier is one of just a few companies that still provides dry pigments for sale.,-49.036895751953125
414,BO,11523,"Angelica is touched by the offer, but loyalty to Ms. Frost prompts her to refuse.",-30.092906951904297
415,BO,18137,"The communes of the arrondissement of Rochechouart, and their INSEE codes, are:",-6.432183265686035
416,DO,17123,"Rastra Rai [ret] (20-Year Gurkha Soldier), Lt.",-44.79295349121094
417,DO,11678,"of the two, the ""Birth"" is even better known than the ""Primavera"".",-27.719093322753906
418,DO,24571,"A Photographic History From 1955 to the Present, the first major museum exhibition of rock music photography.",-30.113880157470703
419,DO,25748,"Due to archeological finds in Qabala, it was declared a National State Reserve in 1985.",-42.52729415893555
420,DO,10817,"Essentially, voters dependence on the state precludes their ability to vote based on ideological platforms.",-48.39895248413086
421,DO,22830,He said that in his opinion this did not apply to the Irish Republican Army (IRA).,-4.010210037231445
422,DO,16716,The park's 15 million cubic yards of 1940s-era landfill included sanitary and medical waste.,-29.961271286010742
423,DO,5710,In 2016 the Centre for Innovative Education Projects has been established as an integral part of the academy.,-23.801231384277344
424,DO,4297,The Lahore Police Commissioner Khusro Pervez also appealed to people not to rush to hospitals.,-27.4747257232666
425,DO,26287,"Zulkifli is a practitioner of kyokushin, a type of full contact karate.",-15.923299789428711
426,AV,26090,"The fictional world of Titan is the setting for the majority of the ""Fighting Fantasy"" titles.",-21.36634063720703
427,AV,11826,"The effect was, in his words, ""like a piece of sculpture outside the building.""",-21.938621520996094
428,AV,1070,"If translated to English, it would be His Highness, The Honourable Tan Sri Tengku.",-11.435379028320312
429,AV,11745,"Verity puts Fitz again in the role of unseen assassin, commanding him to hunt down the Forged.",-62.323097229003906
430,AV,6030,"One common type of roof with gables, the gable roof, is named after its prominent gables.",-11.81660270690918
431,AV,23989,"As a philosopher and theologian, he further explored the religiosity of the technological society.",-27.512542724609375
432,AV,3093,"Since its announcement, it was featured on Discovery Channel's ""Extreme Engineering"" in 2003.",-38.98406219482422
433,BV,21052,"However, they were prohibited by the Swedish government and the Lutheran State Church during the nineteenth century.",-21.08871078491211
434,BV,22358,AVR trains connect with Norfolk Southern's Pittsburgh Line about a mile east of Penn Station.,-32.19132995605469
435,BV,19447,"Wilson struggled heavily in his tenure, and mutually agreed to split with the team at season end.",-40.92279815673828
436,BV,15512,"He is buried in the churchyard of St. Oswalds Church, Widford, Oxfordshire.",-24.92731285095215
437,BV,23386,"It is the sister hotel to the Island Shangri-La in Admiralty district, Hong Kong.",-42.720970153808594
438,BV,16958,The eagle is reminiscent of the golden lamb in Cecile DeMille's Ten Commandments;,-31.656646728515625
439,BV,24825,PHP License  The PHP License is the software license under which the PHP scripting language is released.,-11.596773147583008
440,BV,23877,"This process, called 'Samskara' is, approximately, conscious individual refinement.",-35.3336181640625
441,BV,2251,He then worked as an electrician until losing his job in the German economic crisis of 1929.,-15.046939849853516
442,BV,4084,Prime Minister John Gorton subsequently stated that the government had no intentions of relaxing sanctions on Rhodesia.,-28.387012481689453
443,EK,15557,"Starting with the 1984 Games, separate competitions were held in the sports of weightlifting and powerlifting.",-14.254347801208496
444,EK,8681,"She ran a radio show called ""Opinion Unlimited"" on WKMH from 1945 until 1948.",-59.970333099365234
445,EK,10121,Nicholas Mahon Power  Nicholas Mahon Power (1787 – 1873) was an Irish nationalist politician.,-71.15510559082031
446,EK,13849,"Following the completion of his college career, Brown trained to prepare for 2014 NBA draft workouts.",-29.222562789916992
447,EK,14199,MD 434 was assigned to the streets in College Park and Berwyn Heights by 1946.,-54.385826110839844
448,EK,3274,"The bridge was constructed at a cost of  A£194,000210,000.",-27.543262481689453
449,EK,25056,Cambridge's victory prevented the overall score from being levelled for the first time since 1929.,-30.31808853149414
450,EK,10669,He is currently head coach with the Utica Comets of the American Hockey League (AHL).,-10.565587043762207
451,EK,7247,"The band's third album, ""Mr Finish Line"", was released in November 2017.",-38.389366149902344
452,EK,11664,"Solitary bees, such as ""M. campanulae"", do not form colonies.",-8.427846908569336
453,EK,5365,Quinn won a silver medal at the 2012 CONCACAF Women's U-17 Championship in Guatemala.,-22.155961990356445
454,EK,19690,Later that year he was a representative at the Constitutional Convention that drafted Ohio's first Constitution.,-13.133597373962402
455,DP,13254,Montgomery stood for re-election in a 10 August 1874 by-election and was returned unopposed.,-22.54315757751465
456,DP,25925,"In spring, larvae feed externally on the plant and pupation takes place outside of the mine.",-17.241622924804688
457,DP,10046,"He set school records in walks, runs, hits, doubles, home runs and stolen bases.",-12.973686218261719
458,DP,25470,"It was followed by ""Don Gil Contento"" and ""Julián de Monte Pío"".",-51.89905548095703
459,DP,12317,"Dedicated to the memory of Swami Rudinandra, affectionately known to us as Rudi.""",-46.58428955078125
460,DP,5997,The seat is located entirely within the Upper Denkyira district of the Central Region of Ghana.,-18.988630294799805
461,DP,9197,"Using this medium, Leda Luss Luyken has produced the following series of paintings:",-52.52824020385742
462,DP,24326,"Systems Platforms, Backplanes, Enclosures & Components, Rotary Switches, and Cabinet Enclosures.",-58.943538665771484
463,DP,13927,Monro had represented Waimea in the 1st Parliament and thus had a high political profile.,-18.998394012451172
464,DP,24403,three of the judges had to signal a scoring punch within one second for the punch to score.,-24.15996551513672
465,FD,16079,"This cross, known as Double Stiles or Three Stiles Cross (""illustrated, Fig.",-59.285526275634766
466,FD,23796,"Xander Bogaerts had two home runs, and Mookie Betts also homered.",-13.988655090332031
467,FD,16018,Essam's move to Wasps Netball was announced ahead of the 2019 Superleague season.,-40.35504150390625
468,FD,10328,"The event began on July 22, 2019, and double elimination rounds were played until July 24.",-52.345577239990234
469,FD,20685,Dakshinamurthy previously represented India at the under-20 and under-17 levels.,-16.767271041870117
470,FD,5710,"After his escape on March 21, 1999 in Remagen, he killed four older people:",-55.112735748291016
471,FD,26687,The indictment concerned embezzlement allegations involving expenses claims submitted by members of the Regional Assembly.,-44.90281295776367
472,FD,8805,The remaining thoracic segments and the small abdominal segments bear vestigial appendages.,-25.05658721923828
473,CY,21684,The elections were decided in a single round on a first-past-the-post basis.,-23.87175178527832
474,CY,13891,"When she runs away one night, Annie chases after her in the rain and becomes very ill.",-22.927658081054688
475,CY,772,"By early June 2003, most of the District Council opposed the initial financing plan submitted by Williams.",-54.671085357666016
476,CY,11493,There he became a protégé of Florida politician and planter William D. Bloxham.,-18.27670669555664
477,CY,19541,There was an interim period when I was at Universal before they picked up Galactica to series.,-41.676395416259766
478,CY,23511,"In the 1920s, Sunset Boulevard was a two-lane country road, known as Beverly Boulevard.",-20.10565185546875
479,CY,4840,"Gamma rays cause damage at a cellular level and are penetrating, causing diffuse damage throughout the body.",-30.07022476196289
480,ET,19563,"Montana Kamenga  Montana Kamenga is a congolese recording artist, musician, vocalist and entertainer.",-13.924859046936035
481,ET,8061,He was named the 2018 Texas State Visual Artist in the 2D (painting and drawing) category.,-30.791271209716797
482,ET,10160,"In fact, the Marine Department has posted notices at the pier entrance, citing public safety regulations.",-35.265872955322266
483,ET,23161,This plutonic activity coincided with the collision of South America with eastern North America during that time.,-17.47341537475586
484,ET,7486,Player elimination allows weaker players to gang up on a leading player to get that player eliminated early.,-36.080772399902344
485,CA,7333,Deep convection developed near the center of the system as it attempted to become a fully tropical cyclone.,-14.457683563232422
486,CA,25079,"Waite was a national high school football power in the 1920s, traveling as far as California.",-35.91434097290039
487,CA,2344,IMI has four wholly owned subsidiaries that carry out the business through the various operating entities globally:,-53.70050048828125
488,CA,8398,"""Proteus"" was lost at sea to an unknown cause sometime after 23 November 1941.",-19.6318359375
489,CA,16917,He also played on a number of other teams in UCC including the junior and senior teams.,-16.047000885009766
490,CA,18445,"Myers became the Cubs' relief ace, and he helped the Cubs finish .500 in 1993.",-45.38410949707031
491,CA,27147,The model serves a wide range of meteorological applications across scales ranging from meters to thousands of kilometers.,-31.475296020507812
492,CA,6947,Saddles in Asia date to the time of the Scythians and Cimmerians.,-25.10314178466797
493,CA,13596,The Vazir instructs his maids to strangle every child born to the Sultan.,-25.26900863647461
494,CA,7589,50.7% of the population are male thus the other 49.3% are female.,-30.072343826293945
495,CA,15281,"""BW Businessworld"" offices are located in New Delhi, Mumbai, Bangalore and Chennai.",-23.79592514038086
496,CA,27372,"After nightlong negotiations, convinced by media presence that police would not shoot, he surrendered peacefully.",-49.77118682861328
497,CA,18651,Anduriel typically manifests as Nicodemus's own shadow moving independently of him.,-48.855735778808594
498,DM,9584,John and Ray go to talk to him but find him murdered with a suicide note left behind.,-21.122756958007812
499,DM,20932,This phase marks a shift to a full syllabic writing system able to distinguish 160 syllables.,-46.705787658691406
500,DM,23812,The BMRA also represents those providing valuable services to this industry from transportation to computer software.,-46.327117919921875
501,DM,20149,National Bank of Scotland  The National Bank of Scotland was founded as a joint stock bank in 1825.,-18.40382957458496
502,DM,15963,"It begins in the English King James Version ""1 O praise the LORD, all ye nations:",-69.97203063964844
503,DM,7355,"As with other drawing projects, these sketches were then relayed back to the world via email.",-38.37227249145508
504,DM,21345,"To avert such a catastrophe, success must attend the movement of the agricultural labourers."".",-47.17333221435547
505,DB,8610,Hanaud discovers that she was to have conducted a séance on the night of the murder.,-27.97606086730957
506,DB,167,"Latin texts of Mark 9:18-11:13, Luke 5:21-44;",-44.596099853515625
507,DB,22409,"The residents of the neighbourhood stated that militants had fired on soldiers nearby, which prompted the operation.",-34.094017028808594
508,DB,7223,"Porretta was born in Darien, Connecticut, into a show-biz family:",-24.603715896606445
509,DB,15841,A large amount of native prairie and woodland have been converted back over the years in the area.,-26.130666732788086
510,DB,19520,One is the Dussarah festival lasting for 10 days during the period of September – October.,-78.69221496582031
511,DB,14704,"The one-room log cabin was built in 1907, in early National Park Service Rustic style.",-18.52094078063965
512,EO,27302,"Agent Compare promises to ""Save Humanity from high insurance rates, one human at a time.""",-67.12750244140625
513,EO,16332,"Since 2018, Munroe has also served as Director of Curatorial Affairs, Guggenheim Abu Dhabi.",-30.072982788085938
514,EO,12235,"Then, in 1882, Gillen was elected Clerk of Circuit Court for Sheboygan County.",-24.056495666503906
515,EO,7918,"Born and raised in Columbus, Ohio, Frissora is divorced, and has four children.",-23.963825225830078
516,EO,14626,It was commissioned by Frederick's sister Duchess Philippine Charlotte of Brunswick-Wolfenbüttel.,-21.772884368896484
517,EO,12527,The second experiment was aimed to discover the influence of self-management on the level of productivity.,-32.383785247802734
518,EN,16281,"This material could have, over time, become ""strung out"" to form a rotating ring.",-36.78718948364258
519,EN,19814,In 1984 a large retrospective at the Smithsonian American Art Museum was devoted entirely to his printmaking.,-12.281869888305664
520,BH,12474,He calls out McKee's name but McKee keeps silent and the man walks away.,-12.477622032165527
521,BH,23811,"The manuscript, which is late 7th century, had belonged to (760–781).",-69.28109741210938
522,BH,11483,"and Leadership Academy, which focuses on the skills needed to lead the way to a better future.",-19.282184600830078
523,BH,12361,"she does not call for ""large Lardoons, they would not know what I meant:",-101.09882354736328
524,BH,2381,"In Morocco, summer vacation lasts from June 20 until the beginning of September (2 months).",-29.625045776367188
525,BH,23056,"They abandon the cocaine at the dive site to rush her to the hospital, where she dies.",-44.74078369140625
526,BH,13140,"The school site is approximately the present location of the ""Poblacion Barangay High School"".",-23.067203521728516
527,BH,5199,"For example, 29 male and female African Americans left slave owners in Bergen County during this time.",-41.95580291748047
528,BH,18808,Use should be avoided if the creatinine clearance is less than 10 ml/minute.,-26.300045013427734
529,BH,23119,"The album featured hits such as ""Do neba"", ""Kletva (feat.",-60.555458068847656
530,BH,7721,Among Risher's favorite forms for such works are the ground bass and chaconne.,-59.97666931152344
531,BH,1144,The new vinyl record is set to be released February 2017 at the historic Pla Mor Ballroom.,-50.37676239013672
532,FE,432,He represented his country at the 2007 World Championships without clearing his opening height in the qualification round.,-28.642974853515625
533,FE,10028,Zyuganov promised a return to socialism and an end to Russia's economic decline.,-8.637676239013672
534,FE,21209,"Sanba brought rain and wind to 254,859 people across 17 provinces of the Philippines.",-51.66195297241211
535,FE,4023,"From 1927 Crist received payment for her contributions to the Brisbane-based ""Catholic Advocate"".",-46.84815216064453
536,CJ,25925,"The Greek budget deficit also rose very substantially during the 80s, peaking at 9% in 1985.",-48.52449035644531
537,CJ,13772,"The regional band, drawing on several corps, can complete the instrumentation and play more complex music.",-60.728878021240234
538,CJ,4496,In 1970 it was a Polydor hit by Eric Burdon & War in an abbreviated version.,-29.805692672729492
539,CJ,13556,"and Heshy Rubashkin, the youngest, as vice president of marketing and sales.",-30.40198516845703
540,CJ,10357,The field station closed in 2011 after massive flooding of Lake Manitoba caused some damage to the buildings.,-46.814208984375
541,CJ,9211,"He was a member of the L.A. Four, with whom he made six albums.",-18.482765197753906
542,AZ,21759,He was eighteenth and nineteenth due to a crash at Long Beach and a blown engine at Phoenix.,-25.768234252929688
543,AZ,7387,The replacement derives from the work of Garrett Birkhoff and John von Neumann on quantum logic.,-37.75804901123047
544,AZ,11505,"At 12 years old, Dillard began working for his father who owned a local general store.",-9.488383293151855
545,AZ,4359,"The Descent of Woman"", published in 1972, became an international bestseller translated into ten languages.",-38.85536575317383
546,AZ,9885,None of these other games did nearly as well as Free Fall's first two seminal games.,-40.83303451538086
547,AZ,20621,"Her other work is ""Biographical Dictionary of Afro-American and African Musicians"" (1982).",-27.926010131835938
548,AZ,763,On the same lap Laffite overtook Andretti for sixth place and chased after Cheever.,-25.777244567871094
549,DX,22387,It is a two-story brick building with a raised basement in the Neo Classical Revival style.,-12.07431411743164
550,DX,17446,"""Porites lobata"" is one of the more resilient species of coral.",-19.2286434173584
551,DX,2771,"p. 368), and on ""Experiments on condensed Gases,"" 1806 (vol.",-40.19954299926758
552,DX,2166,"Omaji's tenth single ""Go to Work"" was released on 30 October 2015.",-36.4888801574707
553,DX,18835,Payne was appointed in 1782 as one of Vermont's delegates to negotiate with the Continental Congress.,-21.487239837646484
554,DX,2553,"Shinya Tokuni  Tokuni was born in Chitose on April 8, 1981.",-18.281631469726562
555,DX,18807,"At age 21, Coburn was the youngest runner on the American team at the 2012 Olympics.",-21.216548919677734
556,DX,16912,The more is possible to see emotions of Saint Bibiana and her illusive devotion.,-46.847999572753906
557,DX,24813,"In 1970, he was hired as the defensive line coach at Xavier University in Cincinnati, Ohio.",-8.329927444458008
558,DX,10374,"On iTunes, it peaked at number 1 on the Rock charts and charted at number 8 overall.",-24.722213745117188
559,DX,15851,"The abbey was founded by John of Monmouth, who requested permission to establish it in 1217.",-31.170875549316406
560,DX,20883,"In January 2014, it launched its flagship print magazine targeted at scientists, healthcare professionals and students.",-28.7120418548584
561,AX,3770,The closing of theJazz on Digital One was one reason for the return of Jazz FM.,-55.472599029541016
562,AX,587,"That same day, Lucy's mother, Barbara Knight, arrives to clear out her locker.",-35.18608474731445
563,AX,339,"Sweeney was ""Rensselaer County's one-time STOP-DWI coordinator.""",-49.135948181152344
564,AX,12327,"A holiday that pays tribute to ancestors, the festival is centered on the arts of altar decoration.",-33.06758499145508
565,AX,11217,"After which the theatre moved to Hell's Kitchen, 555 West 42nd St in December 2017.",-43.20252227783203
566,AX,24950,The femoral gland secretions of males differ in chemical composition according to each respective morph.,-27.807056427001953
567,AX,8839,"The team consists of specialists in meteorology, oceanography, computer science, and Fleet operations.",-17.714336395263672
568,AX,5235,The cargo capacity of the W169 was increased by 15 percent over the W168.,-17.461793899536133
569,AX,15736,"Dadaab  Dadaab is a semi-arid town in Garissa County, Kenya .",-7.098457336425781
