sample_id,sent_id,sentence,prob_1
484,1478396,The individual diving competitions all consist of three rounds.,-20.4722900390625
485,86202,There is no trace of the line past here.,-20.60634994506836
486,674659,Any daughters he had with her are not known.,-17.489835739135742
487,1237709,The auction is scheduled to take place in June.,-12.279871940612793
488,742385,The Lopes have appeared in 11 NAIA Tournaments.,-17.683799743652344
489,303,She had an older sister and three younger brothers.,-7.53650426864624
490,530593,It was the first meeting between the two clubs.,-6.339967727661133
491,1268349,"He died in London, on 19 April 1904.",-17.281047821044922
492,1576540,Turchi died in Venice in September 2010.,-20.896631240844727
493,1042303,Roi Klein became a symbol for heroism in Israel.,-39.489219665527344
494,888438,The project is owned by Aviation Development Australia Limited.,-25.47240447998047
495,74989,It was described by Chaudoir in 1878.,-3.3947253227233887
496,630622,Ripley is a patron of several charities and causes.,-19.63254737854004
497,1124386,Jack and Eric team up to disrupt the party.,-19.976823806762695
498,1679909,All of these books were written by William Harrington.,-21.69327163696289
499,1515537,By the 1970s all cotton gins were defunct.,-13.084765434265137
501,402155,These were the years before the Internet took over.,-13.115930557250977
502,114395,NASCAR race director David Hoots is also featured.,-28.699783325195312
503,985991,This was the first meeting between these two teams.,-7.449497699737549
504,667068,It may only contain articles intended for official use.,-16.720571517944336
505,1280664,"""Ajax won 5–2 on aggregate.""",-47.2997932434082
506,18693,He trained the Brighton Tigers between 1949 and 1952.,-41.75638198852539
507,1009825,The Hall's Warden is Professor Glenn McDowell.,-29.953086853027344
508,1455834,The RM's office is located in Eyebrow.,-22.691152572631836
509,1156575,It is found in Democratic Republic of the Congo.,-2.417268991470337
511,1151079,A video for the latter appeared in January 2017.,-26.985530853271484
512,722385,It is located in the northwest of the oblast.,-4.044155597686768
513,1119269,"They were probably designed by John Foster, Junior.",-17.403520584106445
514,1169677,Refviksanden Beach is a long beach.,-33.11463165283203
515,1418776,Invasive testing through angiography is the gold standard.,-19.302061080932617
516,1828114,He died in Epping on 29 June 1957.,-13.265872955322266
517,399040,In his recent writings he often addresses environmental issues.,-12.289283752441406
518,1032183,Bai is crushed and breaks things off with Chow.,-29.052814483642578
519,720351,All of these influences are apparent in his work.,-9.870992660522461
520,1802106,The biblical text is surrounded by a catena.,-7.616604804992676
521,665405,"""I think we've learned our lesson.""",-13.17591381072998
522,1143614,"All tracks arranged by Sébastien Tellier, Mr.",-34.2193489074707
523,1778737,Other traditions make them out to be Rajput.,-16.883460998535156
524,3283,The victory claims are likely an undercount.,-25.05255889892578
525,132943,It is currently the largest such complex in Russia.,-13.380422592163086
526,1255266,The Chinese remained unhurt in the attack.,-17.641803741455078
527,1046939,"Nearly 1,000 county residents registered for classes.",-27.6605281829834
528,1379588,He sent a mission to China in 1406.,-22.915592193603516
529,1216688,There is snowfall throughout the year in this region.,-8.941706657409668
530,1809164,There is also a women's rugby competition.,-10.717154502868652
531,694104,from Johns Hopkins University School of Medicine in 1936.,-15.850958824157715
533,1721899,Clean & Clear is currently available in 46 countries.,-15.91539192199707
534,1628068,"Iowa State University Extension and Outreach Ames, Iowa.",-26.66259765625
535,234950,Lungi International Airport is located at Lungi.,-2.4534754753112793
536,1774118,It contain cover versions of popular songs of France.,-21.794498443603516
537,1142753,Captain Waters is a wheelchair-bound former sailor.,-29.539316177368164
538,1806121,He is then led by the light of God.,-22.69767951965332
539,477653,José Luis Clerc won the singles title.,-2.9518392086029053
540,630903,Indian classical music has influenced many of his compositions.,-3.897780418395996
541,749347,There were no such additional ratings for this season.,-25.530189514160156
542,1182336,Colonel in the Medical Corps during World War II.,-11.717419624328613
543,1696471,She started an acoustic tour to promote this record .,-16.82086944580078
544,953622,Bonus round ends after a certain period of time.,-23.003292083740234
545,717691,About 170 campers attend the camps each week.,-18.73958969116211
546,674404,WSJ Live was shut down in 2017.,-29.002140045166016
547,84723,The train numbers are 77690/94.,-22.186098098754883
548,1522851,But they were quite different to the IBM 650.,-25.14769744873047
549,1672703,"In 2008, the numbers reached 25,000.",-14.988296508789062
550,87002,Filming began for this series on 25 March 2014.,-23.81926155090332
551,369498,The game can be played in several different formats.,-6.956779956817627
552,996603,"Directed by Diane Rodriguez, produced by Josephine Ramirez.",-32.27588653564453
553,261239,It proves we can do it with the ammunition.,-25.289989471435547
554,1299944,The film premiered at the 2001 Sundance Film Festival.,-5.299289703369141
555,214716,Children Brawner is survived by a daughter.,-19.058048248291016
556,249610,"In 1891, Henderson brought electricity to Troy.",-36.10366439819336
559,1464549,Bitter hand-to-hand combat ensued here.,-19.551437377929688
560,1025689,Helium emission lines sometimes show P Cygni profiles.,-37.245872497558594
561,1389963,But there are plans to upgrade to digital broadcasting.,-13.495033264160156
562,1583690,adMarketplace is a search advertising marketplace.,-36.23876953125
564,350884,"Both additional sessions took place in Nashville, TN.",-21.369359970092773
565,1193627,"""It really depends on the motivation...""",-17.608421325683594
566,1326026,Swanbourne Methodist chapel is in Nearton End.,-45.07533264160156
567,538164,"They then attempted to sink her, but failed.",-15.977371215820312
569,1538669,Both Ringo and Sheila were managed by Carrère.,-30.578956604003906
570,1788162,Stonnigton needed 1 point for promotion.,-32.700782775878906
571,816253,"Later, Xvid replaced DivX entirely.",-33.055599212646484
572,729093,Thus another name for this color is extreme violet.,-24.493898391723633
573,1079444,"Fortune died on 31 December 2013, aged 74.",-24.14321517944336
574,1359180,The theme song was composed by Alan Thicke.,-11.046525955200195
575,451012,It is located south-southwest of Middleburgh.,-13.751779556274414
576,67320,It crosses over Little Bee Creek and enter Benton.,-30.733966827392578
577,1031655,All aircraft bore names of Cypriot landmarks and cities.,-36.82234191894531
578,415354,The new parking facility associated has 360 parking spaces.,-37.22787857055664
579,1370085,Even the legislature of Texas petitioned for his pardon.,-19.65395736694336
580,262094,The elytral striae are relatively narrow.,-7.930018424987793
581,158984,This improved the quality of vegetables and preparation methods.,-24.16049575805664
582,1596716,The resulting preserved bodies are called plastinates.,-34.30335235595703
583,133923,Its editorial pages are considered influential among government leaders.,-23.478649139404297
584,860132,"Along the way, her strange past is revealed.",-11.660694122314453
585,147202,"And his brother, Daniel Davidsson (b.",-32.896484375
586,976553,Originally its headquarters were located at Honolulu International Airport.,-9.052175521850586
587,1197772,This is in effect lock-free garbage collection.,-19.956819534301758
588,1396320,The ground floor is decorated with a bossages.,-27.67995834350586
591,217363,"They require oxygen, and do not form spores.",-12.837494850158691
592,437738,400 troops were sent in merchant ships from Bordeaux.,-32.65428161621094
594,406974,He trained at the Royal Academy of Dramatic Art.,-1.2174296379089355
595,1493000,"In 1840, he moved his practice to Montreal.",-13.702211380004883
596,1473811,We have deserved these names and we know it.,-32.584922790527344
597,1656336,"When installed, it had a footprint of x .",-21.136369705200195
598,654106,Several computational models of vocabulary acquisition have been proposed.,-14.991244316101074
600,24358,Both directors each won an award for the series.,-18.801021575927734
601,1371762,A total of 16 teams were invited to participate.,-5.408510208129883
602,883194,He was born to a scheduled-caste family.,-10.057761192321777
603,547886,Buck married singer/songwriter Chris Pierce in 2012.,-36.99878692626953
604,1374072,It takes about two hours to make each device.,-20.8720760345459
605,1482394,He is the younger brother of T La Rock.,-29.862220764160156
607,912544,There are several places in Argentina named after him:,-21.5799560546875
608,459553,Hamilton of Silver Lake and Tom Young of McPherson.,-34.802040100097656
609,925857,Its goal is the replacement of the floppy disk.,-11.33582592010498
610,1665984,He is also the 2003 and 2006 world champion.,-6.854257106781006
611,537607,The songs were distributed by Super Star Audios.,-32.226844787597656
612,1053469,"The music video was filmed in Toronto, Canada.",-3.383464813232422
613,1440960,He has played club football for Verdes FC.,-19.660001754760742
614,789359,The bats roost in natural caves and wells.,-14.416217803955078
615,1763885,The Ministry of Defence has replaced the War Office.,-7.451113700866699
616,377365,"However, Luna Park was closed that same year.",-12.983274459838867
617,228892,All players have a basic courier at the beginning.,-36.96574783325195
618,1375913,They have also been manufacturing razor blades since 1920.,-17.90289306640625
619,1147299,It was described by Yakovlev in 2006.,-3.646878242492676
620,103719,I truly believed they would do the right thing.,-11.15902328491211
621,1042184,Beveril apologizes for the fiasco.,-22.5076847076416
622,25385,He attended the International Football School at Kariong.,-32.28300476074219
623,986049,Several other states in the region copied his idea.,-23.757484436035156
624,677066,Mudra and other commanders who disagreed were sacked.,-25.923934936523438
625,156803,It was described by Martins and Galileo in 1992.,-4.8961262702941895
627,717530,Their remote location means there is also no electricity.,-14.452070236206055
628,1149141,It was described by Tippmann in 1953.,-4.020247459411621
629,68158,In January 2010 he finalized his Habilitation.,-15.169440269470215
630,1488702,Giddings came from the Labor Left faction.,-20.300689697265625
632,589007,The price was the same symbolic 1 ruble.,-28.526887893676758
633,1717507,The city is served by Ipiranga Airport.,-11.226625442504883
634,1590434,As of 2013 the population was 1106.,-33.92757797241211
635,239838,"In 1930, the first supermarket opened in California.",-18.67165184020996
636,687644,The territory of the municipality is divided into parts.,-5.436758041381836
638,1736231,Christianity is a minority in Zhejiang province of China.,-17.24707794189453
639,1248669,Handika is an Indonesian surname that may refer to,-28.267227172851562
641,1236373,Each vessel can hold 100 cars and 800 passengers.,-26.96510887145996
642,308916,It belongs to the family Microcotylidae.,-8.666695594787598
643,1744064,The unit was mainly assigned to defend the area.,-16.54532814025879
644,591478,Large modern housing estates surround the old village centre.,-12.61852741241455
645,420757,"Following Shi's defeat, Ge also withdrew.",-27.73607063293457
646,262688,He was an active libretto from 1789 to 1816.,-44.41940689086914
647,862803,In this labyrinth the Beast of London dwells.,-26.5284423828125
648,209838,Calhoun spared no expense in defending himself and Ford.,-30.93970489501953
649,1635071,Boyd did all but two of his own stunts.,-16.711181640625
650,159278,"In 2007, he graduated from Wakefield High School.",-14.639337539672852
652,759781,"The school colors are red, white and blue.",-2.8693268299102783
654,317627,He was subsequently held at HM Prison Parkhurst.,-12.220539093017578
655,1031570,She was the second ship to bear the name.,-13.103506088256836
656,1433835,He married Pushpa Bhatt in 1940.,-16.28294563293457
657,1473447,One empty space is the middle of the board.,-23.22502899169922
658,1314822,"It had a population of 18,300 inhabitants.",-16.564071655273438
659,1366133,He was selected All-Southern by various publications.,-10.698031425476074
660,1234382,It is the only district in Buada Constituency.,-32.02922058105469
661,13726,He has also recorded music for movies and commercials.,-10.400436401367188
663,1555246,"Today, the Stanley Feed Yard occupies the site.",-27.661001205444336
664,457260,"Statistics are correct as of 2 October 2019.""",-21.615097045898438
665,1308264,"The two, in time, become quite close.",-14.77099609375
666,209251,Szántó was awarded the Legion of Honour.,-8.419639587402344
667,102821,"In 1913, Brophy married Mollie Canning.",-18.544387817382812
668,1592916,Initially this was 2 Mbit/s downstream.,-16.007705688476562
669,1148970,The shrine is built inside a rectangular shaped fort.,-25.49399757385254
670,1211625,The pair joined and revived the London Underground Church.,-38.1848030090332
671,1397415,This building is not included within the heritage boundary.,-24.465356826782227
672,540411,"However, the party did not end up participating.",-10.227720260620117
673,429960,Reservoirs in the watershed total a capacity of approximately .,-26.85818099975586
674,860830,It is part of the Heuberg plateau.,-14.537124633789062
675,1038685,Tricuspid regurgitation is not uncommon.,-3.7433364391326904
676,951800,A renovation of Elmhurst Hospital started in 1989.,-31.449588775634766
677,1764403,The land area is about 0.03 km².,-15.1011381149292
678,569179,Most of them were about the Rotterdam street life.,-21.788166046142578
679,1624943,Geologically the mountain range consists mainly of granite.,-4.476388931274414
680,155241,The pioneer staff were nationalities of the British Commonwealth.,-34.558349609375
681,776773,The defined mating season lasts from May to July.,-20.423864364624023
682,1255387,He is a former Tennessee State University physics professor.,-15.88988208770752
683,1714907,"McCarrick disappeared on March 26, 1993.",-31.72734832763672
684,1264103,This is not an official long-distance trail.,-12.115368843078613
686,1390764,Panama benefited from the closure of the air base.,-22.906644821166992
687,325753,It envisioned heavy use of chemical and biological weapons.,-26.213253021240234
688,1217438,The hindwings of the females are greyish-orange.,-16.586952209472656
689,1035338,Both representatives were elected statewide on a general ticket.,-8.971590042114258
690,1233094,It reached number-two in Ireland and Scotland.,-5.139758110046387
691,1314728,Naylor built on the castle site in 1893.,-37.965736389160156
692,616390,The race started and finished in Harelbeke.,-0.2532387375831604
693,1590689,Most Asian Americans receive their health insurance through work.,-22.880748748779297
694,1505710,The tournament field has included 64 teams since 2001.,-20.388755798339844
695,780378,She grew up with three brothers and ten sisters.,-8.712162017822266
696,760943,All seeds received a bye into the second round.,-0.3917781710624695
697,602058,"One day, he is summoned by his boss.",-13.109174728393555
698,1569120,Making one of the driest regions on earth.,-17.175281524658203
699,648013,The economy began recovering and a famine was prevented.,-18.583106994628906
701,1611111,His wife died in 1876 and he never remarried.,-6.760601043701172
702,1002466,It has a commentary of Oecumenius.,-25.677581787109375
703,884894,He ranks second in franchise history in shutouts.,-6.232002258300781
704,1439565,She had kept her pregnancy hidden from her father.,-11.011133193969727
705,1020503,The whole park is surrounded by iron railings.,-9.268889427185059
706,1374018,His institute was instrumental in the international radiation research.,-38.5217399597168
707,1311703,Iron Maiden have received one award from four nominations.,-16.296268463134766
708,695410,The city ultimately falls in a bloody naval battle.,-15.19995403289795
711,965697,DeWine was succeeded by Lake Lambert in 2015.,-42.7321891784668
712,466433,22 out of 24 seats were won by HELP.,-29.969282150268555
713,35928,The church now has six bells dating from 1603.,-34.12073516845703
715,245740,Griffin is a son of Margaret and James Griffin.,-14.5875883102417
716,532286,In 1921 they decided to build their own hall.,-11.914113998413086
717,1737972,Proposition 35 passed with 81% of the vote.,-11.222705841064453
718,1737312,"The most basic is using ""blessed"" references.",-32.875919342041016
719,891015,"She was raised in the town Cordoba, Argentina.",-15.043057441711426
720,1140420,"Shortly after meeting Nikki, Mark proposed to her.",-14.205166816711426
721,881752,Symbolization is an important definition for this perspective.,-31.049697875976562
722,404581,Leader Price now has over 500 stores in France.,-31.464458465576172
723,1709508,Kiefel was married to actress Katrina Foster.,-28.492063522338867
724,1035787,Ancient Chinese Buddhism never fully recovered from the persecution.,-15.162622451782227
725,18963,Barrera made his professional debut in August 2009.,-15.106954574584961
726,1451104,To the north lies the suburb of Harristown.,-14.457015991210938
727,1558462,Its dual is the compound of four cubes.,-19.333345413208008
728,688911,Indianapolis also hosted the Pan American Games in 1987.,-18.588756561279297
729,983385,Electric displacement of the working point is not possible.,-31.641136169433594
731,1410960,He was selected All-Southern by several writers.,-17.892654418945312
732,69349,The branchlets are covered densely in flattened hairs.,-11.564159393310547
733,1485418,The poem is written in the first-person.,-2.500626564025879
734,73956,He carried out extensive research on trachoma.,-3.287187099456787
735,802540,Jade is a Canadian Foundation for AIDS Research ambassador.,-34.81507873535156
736,1764731,The fruit eaters also help to disperse seeds.,-20.824825286865234
737,1793862,The winner is announced at the end of December.,-7.765819072723389
738,1385893,Her crew consisted of 317 officers and enlisted men.,-13.386096954345703
739,1599557,The utility continued to operate as its principal subsidiary.,-23.476078033447266
740,1244189,It was described by Gressitt in 1935.,-3.606314182281494
741,1225643,The West End also enjoys a low crime rate.,-13.191055297851562
742,1637260,"He was born in Ponca City, Oklahoma.",-3.9707589149475098
743,214215,The band was formed in November 2012 in Jerusalem.,-14.389644622802734
744,212406,It is rated among the top hospitals in Ghana.,-15.643661499023438
745,199921,The new company became known as EwingCole.,-30.58026885986328
746,1062644,"The NFL fined both players $50,000.",-8.379684448242188
747,1108517,As of 2009 this race appears to be discontinued.,-16.213275909423828
748,1086555,Candidates for the primaries were selected by special committees.,-21.43523406982422
749,342379,The practical strength of Yuri Shabanov grew.,-35.329986572265625
750,422858,It is endemic to eastern Brazil and possibly Peru.,-15.315104484558105
751,688191,Edwards chaired the Veterans Affairs Committee in the House.,-11.948365211486816
752,796795,It is today the seat of the Venice Biennale.,-9.694700241088867
753,851946,He began painting portraits of local residents in 1833.,-22.01392364501953
756,2427,The first case was Laboratory confirmed on 3 July.,-28.75791358947754
757,1430687,"However, she was not immediately interested in oceans.",-26.93375015258789
758,837134,John Inshaw built a steam carriage in 1881.,-35.41057586669922
760,772022,"Later in the 1st season, Whitley befriended Millie.",-38.08209228515625
761,1551066,Other landholders include local municipalities and conservation commissions.,-24.090892791748047
763,341188,The song was chosen internally by broadcaster RTL.,-2.895781993865967
764,1215116,An implementation may have a wide impact on devices.,-32.1593017578125
765,20632,The academy was named after Sanjay Jagdale.,-31.267669677734375
766,214199,He is a fellow of the American Mathematical Society.,-1.2589229345321655
767,1490656,Guma woreda was separated from Gomma.,-28.443796157836914
768,842325,"It has become an eclectic ""family community"".",-18.126270294189453
770,1251102,The song was a commercial success in South Korea.,-2.608672618865967
771,63975,Both eggs and larvae drift with the plankton.,-16.506778717041016
772,359063,"Bye was born and raised in Greenwich, Connecticut.",-13.712390899658203
773,1380826,"During the bombardment, the eastern wall was damaged.",-12.668598175048828
774,1622126,"On the record, it was a demo only.",-14.16236686706543
775,945012,He competed in wrestling at Walter Murray Collegiate Institute.,-24.346498489379883
776,98967,"In the interior parts, some people follow Buddhism.",-22.91571044921875
777,599722,"Nevertheless, the postal district was Eltham North.",-28.421972274780273
779,1599186,Most indie games do not make a significant profit.,-19.81560516357422
781,449750,The grass has a diploid number of 14.,-24.186691284179688
782,848489,The median age in the town was 44 years.,-5.617348670959473
784,1393668,He was subsequently named Israeli League Round 10 MVP.,-22.343015670776367
785,87294,The ball is shot into the upper rollovers.,-35.54650115966797
786,1321515,They both chase him to the Veerana.,-36.877288818359375
787,1100894,It occasionally makes its way into the aquarium trade.,-2.038710117340088
788,1255327,"""This was one I could have done without.""",-18.10382080078125
789,1496225,Video is recorded as an MPEG program stream.,-24.36811065673828
790,1270450,"""This is a book that is painfully alive.""",-31.408313751220703
792,1084413,The standard dolls are approximately 11½ inches tall.,-24.377483367919922
793,1796623,He was selected to the 2010 Russian Olympic team.,-10.442167282104492
794,1482731,Scratching may also increase the risk of secondary infection.,-18.657190322875977
795,1483264,This is a list of roads designated A11.,-16.900161743164062
797,1304627,"Gordon was born in Lexington, Indiana in 1861.",-30.942413330078125
798,594161,Ownership was increasingly concentrated in the 1960s and 1970s.,-16.171192169189453
799,994731,Radio London gave the first notice of the riots.,-25.867216110229492
800,1020898,A paved hiking trail of approximately circles the lake.,-29.752077102661133
801,926000,"On 20 January 2002, it entered European airspace.",-21.62221908569336
802,559635,Kaiji is located on Longjin Donglu.,-35.424827575683594
803,1311611,He served as Chief Judge from 1970 to 1975.,-20.30017852783203
804,881951,The station is currently managed by TfL Rail.,-3.1483030319213867
805,1358770,His force consisted of the infantry divisions of Brig.,-15.9121675491333
806,489810,"Almost daily, a bill receives its 6th hit.",-46.57508850097656
807,1441283,The castle is accessible to visitors at any time.,-8.84445571899414
808,728528,They act as a deterrence to galactic war.,-24.488088607788086
809,868956,"On 6 June 2018, Thornton retired from racing.",-22.378610610961914
810,1679392,Vicious reportedly owned the knife that made the wound.,-48.91875457763672
812,813606,I think we're kind of past that.,-5.337762832641602
813,266936,"Subsequently, the licence was returned to Ofcom.",-11.511048316955566
814,193124,"After the three rolls, the best hand wins.",-28.29947853088379
815,1729954,The lake covers parts of Laurel and Whitley counties.,-32.706546783447266
816,1163883,It later became a district of the Mughal Empire.,-9.872543334960938
818,873878,It is the oldest extant national journal for history.,-27.265483856201172
819,1480419,"Subsequently, Division 1 became the second tier level.",-14.733016967773438
820,1417219,The station has declined in importance since the 1960s.,-8.2741117477417
821,1138968,Princess Lipovatz died on 16 May 1957.,-46.295066833496094
822,1569810,"While there, she sang for the Imperial family.",-13.259742736816406
823,767883,"""Ajax won 3–0 on aggregate.""",-40.35749435424805
824,328785,She painted many portraits of prominent men and women.,-8.59028434753418
825,1354290,The Vitara was an immediate success across Europe.,-20.68170166015625
826,1019592,She was briefly the regent of Greece in 1920.,-29.28864860534668
827,1490606,English is the largest language by number of speakers.,-3.0429701805114746
829,566286,Tyree and Mary Ann Bell had nine children.,-18.635875701904297
830,746048,Forest is both a surname and a given name.,-16.756643295288086
831,1065356,"Demirel was born in Fatih, İstanbul.",-3.9717471599578857
832,593003,Media-Most refused to comply with the agreement.,-30.249374389648438
833,16630,Some schools also give credits for scores of 3.,-30.149547576904297
835,1319723,The genus was erected by Oscar John in 1909.,-45.92881774902344
837,625084,"Meanwhile, he also again attacked Rong Prefecture.",-25.503517150878906
838,467492,Custom Coaches was placed in administration in May 2014.,-30.149370193481445
839,790491,"""High Heels"" features groovy tunes.",-14.897412300109863
840,901263,Antanimbary has a riverine harbour.,-36.43296432495117
841,524207,Its new teaching methods garnered the district national recognition.,-27.470775604248047
842,412867,The book series has led to a film series.,-10.863903999328613
843,1616945,Medical treatment which could protect them and their children.,-25.156265258789062
844,131370,Breathing training and muscle relaxation techniques may also help.,-27.732681274414062
845,156333,Odin jumps into Fenrir's jaws.,-22.343799591064453
846,909370,Al-Arabi SC has 57 official Championships.,-32.40566635131836
847,826948,He scored a Penalty Shot on his full debut.,-16.64780044555664
848,858696,It is both an administrative and a judicial arrondissement.,-6.898123264312744
850,154145,Friede is both a given name and surname.,-18.025053024291992
851,134892,Shomron was appointed as the operation commander.,-17.26679229736328
853,827785,"However, the song was written before that event.",-15.427165031433105
854,731276,"Rott is a river of Bavaria, Germany.",-7.518045902252197
855,1104405,"Nagoya volunteered, but Tadamasa denied him.",-27.565174102783203
856,734733,The capital of the county is Asaluyeh.,-18.771434783935547
858,138265,Staff and pupils took part in a varied programme.,-16.291584014892578
859,1301065,SMU is a university dedicated to health sciences.,-9.709161758422852
860,1025985,To do so openly is considered trespassing.,-10.227828025817871
861,1039712,"The road was reopened on July 18, 2018.",-22.026935577392578
862,1195474,The test run ended in late-May 2015.,-24.137720108032227
865,1114634,Willis retired from the Navy on 21 April 1982.,-28.67249870300293
866,780662,KFXX is a Class B radio station.,-11.146925926208496
867,929085,Reeve tutored at Princeton from 1767 to 1770.,-33.3917236328125
868,412914,It asks for which subgraphs this is possible.,-24.939197540283203
869,405405,I did end up being very hands-on.,-7.160907745361328
870,1437569,It is a secondary route of National Highway 31.,-17.082231521606445
871,1486234,The Bosnian Serb pilots involved in the incident were:,-26.12781524658203
872,538586,The site is approximately east of Harney Lake.,-20.391199111938477
873,596137,"""Otherwise, it's exactly the same.""",-15.548221588134766
874,535548,His works are represented in public and private collections.,-2.6654465198516846
875,1391719,She was a candidate for the 2015 presidential election.,-10.538017272949219
876,1185091,His character was often a police detective or lieutenant.,-17.3010196685791
877,1502437,It is found in the Indomalayan realm.,-0.1276232898235321
878,945186,The minor humans have small roles in the films.,-34.67803192138672
879,246124,The Arabian Sea branch moves northeast towards the Himalayas.,-28.069669723510742
881,865318,Vessels won't come to shore/berth.,-35.02606201171875
882,1103282,"""acutifolius"" differs from subsp.",-9.521551132202148
883,1025765,The original text was written in Koine Greek.,-3.4609384536743164
884,218930,"The forewings are whitish ochreous, tinged with yellowish.",-7.912038803100586
885,641211,It was their first Supercopa Argentina title.,-5.272147178649902
886,382865,Mandel rejects the scientific consensus on climate change.,-8.384337425231934
887,257599,It is mostly a genus of parasites on birds.,-14.212382316589355
888,815624,These experiences marked his work and his personal life.,-18.30430793762207
889,222664,Later she defeats Boomer in the fight club.,-22.60506248474121
890,1225427,The larvae build sand pit traps to capture prey.,-31.65863609313965
891,790572,"""Petals"" mixes live and electronically processed sounds.",-28.308618545532227
892,1529984,In later versions he sang it with minimal accompaniment.,-24.669185638427734
893,1150612,The Bend Group is a geologic group in Texas.,-11.031164169311523
894,996514,Its main attraction is the Waller's Market.,-25.333206176757812
895,47580,"The municipal area covers 3,074 hectares.",-17.468374252319336
896,659583,These cheesecakes are typically baked before serving.,-15.138947486877441
897,1270412,citing the recent bad financial performance of the company.,-14.757009506225586
898,305701,"He returned to Cambridge in 1919, studying Botany.",-16.578693389892578
901,529883,This was reportedly mainly due to tensions with Iran.,-15.90677547454834
902,843477,Several private schools are also located within Englewood.,-9.099591255187988
903,1253465,Napoleon Bracy Jr. is an American politician.,-20.832876205444336
904,1461409,He was a High School All-American selection.,-5.157962322235107
905,1593101,Riley Street in Sydney is named after Edward Riley.,-8.03033447265625
906,1767685,The album has been certified Gold by the RIAA.,-0.6872082948684692
907,1696245,In 1913 the first Australian banknote was issued.,-11.388269424438477
908,1813786,Filming for subsequent episodes took place in September 2015.,-21.744590759277344
909,1702839,Unemployment rate was 13 per cent as of 2010.,-12.321866035461426
910,1346377,MIT was established in 1861 as a technical university.,-27.887039184570312
911,1661204,Students have organised a student film festival since 1988.,-19.933317184448242
912,981215,Numerous specialized Army offices conducted research at Tuto.,-49.305816650390625
913,578991,Its athletes finished fourteenth in the overall medal count.,-13.45846176147461
914,1410840,It could also be used to take still photographs.,-11.793949127197266
915,711972,It connects Interstate 19 with Mexican Federal Highway 15.,-19.558547973632812
916,758692,French telecommunications company Orange agreed to sponsor the tournament.,-17.79471206665039
917,1158274,The soundtrack was released under label Saregama.,-10.54313850402832
918,1411716,Less frequently bobcat and mountain lion are seen.,-12.607654571533203
920,538065,The verdict provoked a divided reaction by the public.,-18.890060424804688
921,1172312,Their jaws also contain a large diastema.,-15.99998664855957
922,719592,It is one of three districts in the sector.,-19.84250259399414
923,196768,He joined the Louisiana State University faculty in 1982.,-20.218589782714844
924,195458,They can withstand cold and can be shipped easily.,-18.612274169921875
925,890800,There are two competing orthographies.,-7.437148571014404
926,747988,Supervised feature learning is learning features from labeled data.,-28.20052719116211
927,1548,Many of them are now listed by Historic England.,-9.13577938079834
928,602742,Results list South Korea's goal tally first.,-10.51233196258545
929,348646,It stayed at number one for 16 consecutive weeks.,-5.891325950622559
930,1453629,Other directors in this period included A.J.,-12.360480308532715
931,203045,Trummer moved into eleventh and Palmer twelfth.,-24.98830795288086
932,1517472,It is part of Pennsylvania's Slate Belt.,-14.847734451293945
933,1329841,The American League adopted the rule the following year.,-12.278766632080078
934,1527277,Nathan and Giuliani formed an ongoing relationship.,-20.669052124023438
935,876874,Audience members begin making sour remarks about her family.,-23.978660583496094
936,1117793,But the Soviet government balked and made excuses.,-11.40168571472168
937,340292,It then passes intermittently between complaint and hope.,-33.646575927734375
938,285064,No written orders had been issued to Paget.,-26.1434383392334
939,423960,Second-seeded Boris Becker won the singles title.,-1.6723366975784302
940,1272944,He then lived in the Americas for two years.,-12.885782241821289
941,1436258,"She graduated from that institution in June, 1872.",-27.933330535888672
942,1826446,The overall gunfight lasted less than 40 seconds.,-20.20864486694336
943,884277,They settled at a site known as Fountain Cave.,-17.731775283813477
944,390499,Clara and Murthy decide to get married.,-13.112740516662598
945,797264,"In 1887, the Macdonalds returned to Winnipeg.",-17.335784912109375
946,725554,It was not updated beyond version 3.5.,-12.883683204650879
947,1030474,He was a member of Alpha Phi Alpha fraternity.,-1.8545668125152588
948,1250897,"Inside such hosts, they settle in the muscles.",-44.07124328613281
949,406958,"However, he let it to someone called Robert.",-37.468544006347656
950,1244105,It was described by Stephan von Breuning in 1958.,-3.364544630050659
951,883291,They maintained a strict tradition of using three colors.,-24.145751953125
952,4884,Some schools also give credits for scores of 3.,-30.149547576904297
953,764700,The aircraft range from light sport to twin engine.,-20.109447479248047
954,101496,Sadly the Wanderers did not survive beyond the 1940s.,-33.270111083984375
955,129928,He contributed relatively little to development of the plot.,-15.789365768432617
956,1770271,It does this through continuity of action and space.,-35.4514045715332
957,873096,"Therefore, the highest possible capture is always desired.",-24.009559631347656
958,1209149,The CTA was struggling in the late 1930s.,-21.661338806152344
959,187345,"Shortly after the installation, several crimes were prevented.",-34.24028778076172
960,1719167,Joshua is also a few minutes older than Jacob.,-27.47273826599121
961,540728,She has won 4 times the individual national championship.,-10.213200569152832
962,1606462,Brown retired from the Commonwealth public service in 1971.,-22.628068923950195
963,362468,He has made 80 appearances in television since 1960.,-33.76872253417969
964,199118,Dacosta is also a FIFA Integrity Officer.,-26.636581420898438
965,1777636,"She was later renamed ""Anakriya"".",-22.877796173095703
966,313391,"The film was released on 7th December, 2018.",-19.126876831054688
967,245115,The system rapidly weakened and dissipated on September 1.,-14.957148551940918
