sentence,sent_length,source,sentence_num,id,step,phase,prob_class,prob,.folds
"at the lower border of the piriformis muscle, the nerve turns backward and divides into upward and downward diverging branches, which enter the gluteus maximus.",long,bert,7,0_0,2,early,high,-26.036049,28
"at the lower border of the piriformis muscle, the nerve moves backward and divides into upward and backward diverging branches, which enter the gluteus maximus.",long,bert,7,1_0,4,early,high,-31.824413,11
"near the lower border of the piriformis muscle, the nerve operates backward and divides into upward and backward diverging branches, which enter the gluteus maximus.",long,bert,7,8_0,8,early,high,-41.055283,3
"on the left side of the piriformis muscle, the human moves freely and arises into upward and backward diverging branches, which enter the gluteus maximus.",long,bert,7,1_0,16,early,high,-51.03773,5
"at the posterior perimeter of the piriformis muscle, the branch shifts direction and splits into upward and downward diverging branches, which enter the veluteus major.",long,bert,7,6_0,32,early,high,-41.420193,25
"as the outer part of the piriformis plate, the arch slopes up and descends with upward and backward divergent projections, which become the glutinous ligament.",long,bert,7,4_1,64,early,high,-70.651276,15
"at the other end of the puerile stage, the trio is square, and turns intocave and backwards divergent scales, which assemble into gnathose smaller scales.",long,bert,7,2_3,128,early,high,-106.52553,30
"for the anterior part of the ascocarpals, the bone splits up and divides into inward and outward divergent sections, which form a glycoside core.",long,bert,7,7_7,256,early,high,-38.308193,19
"in particular, trade across the rhine, amharic states and larger kingdoms over centuries broke stillreen, or diverging sometimes, like the ancient gleichbrehn.",long,bert,7,6_14,512,early,high,-120.722595,5
"arbitrary the actual shape of a tetradecahedron or cuboid, is a result of inward and outward covalent bonds, but has a glycerol skeleton.",long,bert,7,7_28,999,early,high,-41.653023,22
"during the early years, the station broadcast at a full - time power of 1, 000 watts, day and night, changing to a directional antenna pattern during the nighttime hours.",long,bert,8,0_0,0,early,high,-24.779625,17
"during the early years, the station broadcast at a real - time power of 1, 000 watts, day and night, changing to a directional antenna pattern during the nighttime hours.",long,bert,8,3_0,1,early,high,-27.24643,24
"during the early years, the station broadcast at a full - time power of 1, 000 watts, day and night, changing to a directional antenna pattern during the nighttime hours.",long,bert,8,2_0,2,early,high,-24.779625,20
"during the early years, the station competed at a full - time power of 1, 000 watts, day and night, changing to a directional antenna pattern during the nighttime hours.",long,bert,8,9_0,4,early,high,-31.70066,9
"during the early years, the station operated at a real - time power of 1, 000 watts both day and night, changing to a directional antenna pattern during the evening hours.",long,bert,8,3_0,8,early,high,-26.571424,16
"during the early 1970s, the station broadcast on a night - band power of 1, 000 watts both day and night, changing to a directional antenna pattern during the daytime hours.",long,bert,8,1_0,16,early,high,-32.06823,19
"by the early 1980s, the station operated at a full - daytime power of 5, 000 watts both day and night, assigned to a directional antenna only during the night hours.",long,bert,8,5_0,32,early,high,-26.352654,2
"until the late 1980s, the station operated at a watts - daytime power of 3, 700 watts both day and night, assigned to a directional directional heavy during the day hours.",long,bert,8,5_1,64,early,high,-55.692734,20
"by the early 1970s, the station phased out its time and format configuration of 5, 000 watts using midday and night salesmen to a black dashing on a white background.",long,bert,8,7_3,128,early,high,-85.4802,18
"in its early years, the station, with three low - power transmitters and 2, 500 - watts daytime and nighttime, switched to a digital signal only in the morning hours.",long,bert,8,2_7,256,early,high,-18.216373,26
"in its early years, the channel operated as a stand - alone station with 2, 000 watts, day and night, due to the bandwidth limits required on the am band.",long,bert,8,1_14,512,early,high,-32.48697,7
"in its first years, the station operated with a nominal minimum power output of 1, 000 watts from day to night, with power from an antenna running over the hillside above.",long,bert,8,0_28,999,early,high,-34.82763,29
"he has also been praised as a man of unquestionable character and has been singled out for his humble spirit, self - effacing manner, and humanitarianism.",long,bert,9,0_0,0,early,high,-29.207157,23
"he has also been praised as a man of unquestionable character and has been singled out for his humble spirit, self - effacing manner, and humanitarianism.",long,bert,9,0_0,1,early,high,-29.207157,2
"he has also been praised as a man of unquestionable character and has been singled out for his humble spirit, self - effacing manner, and humanitarianism.",long,bert,9,0_0,2,early,high,-29.207157,28
"he has also been praised as a man of unquestionable character and has been singled out for his humble spirit, self - effacing manner, and humanitarian efforts.",long,bert,9,8_0,4,early,high,-31.658699,11
"he has also been praised as a man of unquestionable character and has been singled out for his humble nature, self - effacing manner, and humanitarianism.",long,bert,9,0_0,8,early,high,-22.513777,21
"he has often been seen as a person of unquestioning character and has been singled out for his humble nature, self - effacing manner, and humanitarian qualities.",long,bert,9,2_0,16,early,high,-24.56107,20
"he has generally been regarded as a figure of unquestionable character and has been singled out for his powerful voice, self - effacing vision, and admired patriot.",long,bert,9,1_0,32,early,high,-47.173782,17
"he has generally been described as a guy with unquestioning beauty and has been singled out for his good looks, self - effacing talk, and relaxed simplicity.",long,bert,9,7_1,64,early,high,-44.77802,11
"he has often been described as a man of unquestioning passion and has been singled out for his gentleness, self - effacing spirit, and idealism.",long,bert,9,5_3,128,early,high,-18.197893,20
"hatfield has also been described as a man of unquestioning bravery and has been singled out for his aggressiveness, self - adjacency, and personal integrity.",long,bert,9,3_7,256,early,high,-26.53299,3
"king has also been recognised as the creator of unquestionability, and has been singled out for his striking looks, self - effacing charm, and poising.",long,bert,9,4_14,512,early,high,-38.679504,27
"he has been widely hailed as a player of unquestioning skill and has been singled out for his mentality, self - effacing and high - handedness.",long,bert,9,0_28,999,early,high,-16.912949,19
mixed by norman butler on post mount airy ( co ) performance recording engineered by norman butler.,medium,bert,0,1_1995,37923,late,low,-48.050377,19
"he died without sustenance, and he was buried at arden, warwickshire, aged forty.",medium,bert,0,3_1495,28423,late,low,-11.185774,6
in the 1993 - 94 season he was waived and joined the atlanta hawks as an assistant coach.,medium,bert,0,4_995,18923,late,low,-3.6255646,17
late ( inn ) is a topical antiviral given together with ammonia and cortisol.,medium,bert,0,5_1995,37923,late,low,-23.732288,20
"fear's rising in my chest, but no sound comes out. "" who are you?",medium,bert,0,6_965,18353,late,low,-6.7211685,4
it was de sommerfeld who instigated the creation of potable water in china.,medium,bert,0,7_1995,37923,late,low,-17.47766,2
"and they wanted cadogan, cadogan house, and, cadogan house, cadogan.",medium,bert,0,8_690,13128,late,low,-21.819805,2
"electric restaurant in short, the electric design is frequently found in refrigerators with specialized electricals.",medium,bert,0,9_990,18828,late,low,-62.98347,24
"macrieve began to shake and struggle, wrapping his arms around her, steadying her.",medium,bert,1,0_1995,37923,late,low,-7.2632227,17
"at first a small stable was adjacent to the room, but soon became a "" block "".",medium,bert,1,1_1990,37828,late,low,-26.909462,24
( pittorette ralph was nominated for a solo exhibition at the 2004 venice biennale in italy.,medium,bert,1,2_995,18923,late,low,-64.41776,6
"its neighboring cities are botelho batista, espirito santo and porto alegre.",medium,bert,1,3_1495,28423,late,low,-7.1504636,24
"when the door opened, she was eye - to - eye with the back of the room.",medium,bert,1,4_995,18923,late,low,-13.036258,13
"mayer, attended by mr. stadelmann, served as chauffeur for kennedy ;",medium,bert,1,5_1495,28423,late,low,-32.80481,30
i drop my dress and squirm in them as though he can't see them.,medium,bert,1,6_1995,37923,late,low,-27.589237,16
neither the blackburn nor the c - 9 commissary has an ack clothesline.,medium,bert,1,7_1495,28423,late,low,-40.999992,24
"zodarion unicolor ( druce, 1896 ) is a species of snout moth.",medium,bert,1,8_1995,37923,late,low,-2.8271978,11
"they had in fact almost broken up after his call, but not the result of something else.",medium,bert,1,9_1410,26808,late,low,-28.283875,21
parasitoids may also scatter semisavory nourish degenerate bacteria.,medium,bert,2,0_955,18163,late,low,-9.752906,9
al - qadir was summarily convicted of murder and imprisoned in qumran.,medium,bert,2,1_1495,28423,late,low,-5.8148365,23
the special commission for enforcement and enforcement of civil - rights controls is called the crimes control commission.,medium,bert,2,2_1490,28328,late,low,-32.42144,1
dermatitis is typically associated with myocardial myocardial myocardial hypertension.,medium,bert,2,3_1995,37923,late,low,-3.613564,27
thus n - acetyl - coa is essential for myocardial metamorphosis.,medium,bert,2,5_965,18353,late,low,-4.3457446,30
he squirms like he has forgotten his manners until she kisses him on the cheek.,medium,bert,2,6_1470,27948,late,low,-6.290146,5
he attended high school and graduated with a bachelor's degree from the university of british columbia.,medium,bert,2,7_995,18923,late,low,-1.6123602,30
in 2003 he played for malta u21 and in 2004 he played for petrolero in spain.,medium,bert,2,8_1980,37638,late,low,-11.542583,2
""" is this the dauntless? "" the mayor asks as i take one step forward.",medium,bert,2,9_1990,37828,late,low,-11.298134,29
was she in danger? was she exhausting herself? dante 243 gorman retreated to another room.,medium,bert,3,0_1495,28423,late,low,-62.780968,22
"and on the other hand, i was praying hess was not in the back of my mind.",medium,bert,3,1_1495,28423,late,low,-25.362638,6
the forces ( walcott 1841 ) lodge their threat in village leader ( walcott 1831 ).,medium,bert,3,2_1985,37733,late,low,-63.734444,3
"there was a pause, and then, "" is he okay? "" the line went dead.",medium,bert,3,3_995,18923,late,low,-3.6410081,4
"among the notable members of the castire are celsus, merlin, and dodo.",medium,bert,3,4_1495,28423,late,low,-39.002495,2
"he took part in the conference of chief ministers which was held in weymouth, england.",medium,bert,3,5_1995,37923,late,low,-12.102651,23
"during his la liga career, he was a member of the 1938 - 39 real madrid squad.",medium,bert,3,6_1995,37923,late,low,-1.5010318,25
the evangelical lutheran synod of british columbia is an assembly of bishops of the lutheran church of canada.,medium,bert,3,7_995,18923,late,low,-2.1470244,29
the royal court of glastonbury is located in wimbledon to the east of the chamber.,medium,bert,3,8_1430,27188,late,low,-24.440166,14
"township of is a municipality ogwagon county, ontario, in the canadian province of ontario.",medium,bert,3,9_1495,28423,late,low,-29.75608,15
"i wonder if you really are a hellhound. "" "" right here, cha wan?",medium,bert,4,0_1990,37828,late,low,-27.003454,20
a few other men pick up charlie and take him back to the camp with an automatic rifle.,medium,bert,4,1_1495,28423,late,low,-16.626453,23
they all continued to chase her but she kept on chasing them till the others stopped chasing her.,medium,bert,4,2_1975,37543,late,low,-12.684868,25
"brackville drive, the brackville county courthouse, and penas park are nearby.",medium,bert,4,3_1995,37923,late,low,-25.5644,21
grosse ridder ('land unhindered') was a town in denmark.,medium,bert,4,4_995,18923,late,low,-26.412445,5
there was a sound of trotting hooves as horses jostled and galloped around.,medium,bert,4,5_1495,28423,late,low,-9.527424,18
""" well, maybe i should call for the paramedics as a precaution. """,medium,bert,4,6_1995,37923,late,low,-6.2010439999999996,21
"he pawed at one of the pulleys, but his fingers were scorched.",medium,bert,4,7_995,18923,late,low,-3.2841702,27
"crutchfield also built a bridge ( "" the forth bridge "" ) over the river forth.",medium,bert,4,8_1995,37923,late,low,-1.6781452,13
"still drifting from the gangrene, i tried to sit up, but it was impossible.",medium,bert,4,9_1495,28423,late,low,-12.290093,2
so it was about her and her brothers and sisters and her aunt and uncle over and over.,medium,bert,5,0_1495,28423,late,high,-6.618253,29
"you want to come inside and talk? "" jack unlocked the door and hung up the phone.",medium,bert,5,1_1945,36973,late,high,-14.613625,9
"she could tell emerson was repurposed, flustered, and a bit queasy.",medium,bert,5,2_1995,37923,late,high,-15.101954,19
at least seven lines currently operate on the yubari - hachioji line with 62 stations.,medium,bert,5,3_1495,28423,late,high,-15.182114,12
jeremiah ran for mayor in the 2001 election with mcghee opted out of the race.,medium,bert,5,4_1480,28138,late,high,-41.324738,18
"hence, the majority of expatriate arabs left africa altogether, stifling assimilation.",medium,bert,5,5_995,18923,late,high,-19.30613,26
community members both confide in each other in order to provide support and avoid infidelity.,medium,bert,5,6_105,2013,late,high,-16.687634,25
"that means it is completely polymorphic, with echination of stamen and sepals.",medium,bert,5,7_1995,37923,late,high,-20.622505,22
is an enzyme that converts resophosphosins into alcohol dehydrogenases.,medium,bert,5,8_1495,28423,late,high,-19.264854,5
the leviathan trilogy began in the early 20th century and ascertained the cause for conflict.,medium,bert,5,9_995,18923,late,high,-21.927246,28
long - lasting accumulators are also used supporting rheumatic fibrotic disease.,medium,bert,6,0_995,18923,late,high,-27.593546,23
"she unwraps it ( the quilt ), and pulls the blanket off the bed.",medium,bert,6,1_1450,27568,late,high,-10.591495,11
"in 1993, he was awarded commander of the order of the white banner of the soviet union.",medium,bert,6,2_1995,37923,late,high,-14.699861,10
this species usually lives in disturbed habitats and may fall into obscurity when disturbed or disturbed.,medium,bert,6,3_1995,37923,late,high,-10.416273,12
""" they claim both drake and cortez were responsible for the kidnapping, "" holden said.",medium,bert,6,4_995,18923,late,high,-25.54055,3
"is he perplexed? "" hey, "" bryson says, pulling out of my hold.",medium,bert,6,5_1985,37733,late,high,-15.14295,12
"i had a date and i wanted to come and pick you up. "" "" pick up?",medium,bert,6,6_1990,37828,late,high,-5.526083,10
"after a brief stop, the circuitous path directly pulled up into the heart of the tunnel.",medium,bert,6,7_1495,28423,late,high,-36.72138,27
"fortunately, their heat wasn't going to last long before the dragon materialised on them.",medium,bert,6,8_1995,37923,late,high,-24.875246,10
"he participated at the 2011 world championships, and won a gold medal at the 2011 european championships.",medium,bert,6,9_995,18923,late,high,-8.815398,13
"the physics is a requirement that fermions also be known as "" fermions "".",medium,bert,7,0_1995,37923,late,high,-24.925762,4
princess mary burleigh burleigh as far from queen anne as far from queen mary.,medium,bert,7,1_1920,36498,late,high,-11.503511,1
18 to 29 cm ( 7 - 11 in ) sepals are found on the outer side.,medium,bert,7,2_1495,28423,late,high,-27.50113,21
"roff and his mother sat watching him in the castle, but lavonia had left.",medium,bert,7,3_950,18068,late,high,-51.2722,5
souve island ( french : ile souve ) is an island in the north atlantic ocean.,medium,bert,7,4_1995,37923,late,high,-1.2939291,14
jagjitpur railway station ( west akhtar line ) serves jagjitpur.,medium,bert,7,5_1995,37923,late,high,-6.472663,8
"enrico is a grizzly bear hooligan shot in kannapolis grande lodge, california.",medium,bert,7,7_1990,37828,late,high,-37.976788,11
finally the bombers won the united states air force desegregation bowl against the seattle seahawks.,medium,bert,7,8_1495,28423,late,high,-13.756517,14
"there was a little curtain, and teens and young folks waited. "" did you see her?",medium,bert,7,9_1990,37828,late,high,-37.78324,23
mechanical engineering ems ( often abbreviated ems ) is a four - year degree field in mechanical engineering.,medium,bert,8,0_1995,37923,late,high,-17.21386,9
leblanc liked him immensely and he then advised him to find an office within his department.,medium,bert,8,1_1495,28423,late,high,-26.955982,25
"in 1926 the building was modernised, with extensive remodeling and outbuildings.",medium,bert,8,2_1995,37923,late,high,-10.581487,24
"the demons began to sway, changing color, until they were moving, rocking back and forth.",medium,bert,8,3_1960,37258,late,high,-21.80595,19
"the penalty was counted to count as the winning point, allowing victoria to take their first point.",medium,bert,8,4_1995,37923,late,high,-34.881596,28
chapter 15 vince wrapped cara up in her red silk nightie and put his hand on her.,medium,bert,8,5_995,18923,late,high,-18.32359,19
"later, a type of football team, with the nickname "" u20 "", was established.",medium,bert,8,6_995,18923,late,high,-16.055681,7
tossed her glock onto the pile by the bedclothes and lay down on the threshold.,medium,bert,8,7_995,18923,late,high,-36.65724,14
the admonition was hoisted to the crews who held their firm grip on the front line.,medium,bert,8,8_1995,37923,late,high,-46.23988,10
""" um, how do you know? "" pug and my parents were wiccans.",medium,bert,8,9_1990,37828,late,high,-18.011723,26
where are the girls? i looked into the darkness and i saw that they were all gone.,medium,bert,9,0_1495,28423,late,high,-11.281151,18
was it any wonder that they'd have to wait until 2 : 00 p. m?,medium,bert,9,1_975,18543,late,high,-6.5299435,11
"however, british militia units of the us 3rd infantry division were ready to begin seizing the bridge.",medium,bert,9,2_995,18923,late,high,-33.23118,26
"on may 17, 2017 she debuted in the fivb volleyball world league ( 2016 - 17 ).",medium,bert,9,3_1995,37923,late,high,-10.977528,15
scunthorpe were however held to a 0 - 0 draw at home to preston north end.,medium,bert,9,4_1490,28328,late,high,-4.9412556,21
"lucy watched her face, realizing how insurable it was to see someone throw down their frustration.",medium,bert,9,5_1995,37923,late,high,-57.43567,19
in addition to his music posh is the former lead singer of hard rock band the splendid.,medium,bert,9,6_1495,28423,late,high,-30.160624,5
which was why she trusted everyone with secrets. how could she possibly trust herself with that knowledge?,medium,bert,9,7_1495,28423,late,high,-16.264427,25
by - elections were held in kampala in february 1983 and resulted in 55 seats being contested.,medium,bert,9,8_1495,28423,late,high,-12.573225,16
but the diffident lonesome consummation of sex was still unprovoked.,medium,bert,9,9_1495,28423,late,high,-9.301607,26
"team big band is sent packing, but not without determination to come back and win the honeymoon.",medium,bert,0,0_0,0,early,low,-70.81712,18
"team big band is sent packing, but not with determination to come back and win the honeymoon.",medium,bert,0,0_0,1,early,low,-71.47662,9
"team big band is sent packing, but not with determination to come back and win the honeymoon.",medium,bert,0,0_0,2,early,low,-71.47662,30
"team big four is already packing, but not in determination to come back and win the honeymoon.",medium,bert,0,8_0,4,early,low,-74.27113,3
"ken bigh is still packing, but has the nerve to come back and win the fight.",medium,bert,0,6_0,8,early,low,-56.538517,4
even ernie s was busy dressing hastily but looking in determination to get closer and win a challenge.,medium,bert,0,9_0,16,early,low,-67.16983,22
"but the colors were going freaking crazy, competing over how to get out and wrap the wound.",medium,bert,0,4_1,32,early,low,-44.649952,20
"but today he was leaving them behind today, in order to travel north and change the world.",medium,bert,0,7_3,64,early,low,-25.208632,1
"my number one breath taker was telling me about where to go, and that was it.",medium,bert,0,1_6,128,early,low,-12.970302,10
"a very scary - looking man up and coming booze from mars, appearing out of nowhere.",medium,bert,0,3_13,256,early,low,-38.941944,30
his voice made my stomach flip - he must have forgotten to go out and get some water.,medium,bert,0,8_26,512,early,low,-20.435917,5
"almost sure, almost very slight, a few feeble sounds were coming from out of nowhere.",medium,bert,0,3_52,999,early,low,-29.725182,13
"confirming this speculation, websense security labs identified additional sites using the exploit on january 19.",medium,bert,1,0_0,0,early,low,-62.738045,16
"confirming titled speculation, websense security labs identified additional sites using the exploit on january 19.",medium,bert,1,3_0,1,early,low,-86.28437,25
"confirming the speculation, websense security labs announced additional sites using the exploit on january 19.",medium,bert,1,7_0,2,early,low,-63.091347,17
"confirming the speculation, websense security labs announced unknown sites using the exploit on january 19.",medium,bert,1,7_0,4,early,low,-69.19161,9
"following this speculation, websense security labs announced new sites using the company on january 19.",medium,bert,1,4_0,8,early,low,-62.21767,18
"with the loss, websenseb also announced unknown people using the program on november 30th.",medium,bert,1,7_0,16,early,low,-66.307396,20
"following initial concerns, onsite integratedworks announced new games for the ip on june 20th.",medium,bert,1,9_1,32,early,low,-61.893234,6
in the latter event samarasyhopen offers his name in a painting in the chapel.,medium,bert,1,7_3,64,early,low,-55.26111,5
"since joining france, hmm - 604 has increased its presence within the navy to a maximum.",medium,bert,1,5_6,128,early,low,-32.615067,21
the many generations of askold's daughters wear it when they first wear it in court.,medium,bert,1,1_13,256,early,low,-33.55437,15
in 1971 the vilayet of arbil achieved the highest rating among all port education programs.,medium,bert,1,3_26,512,early,low,-41.95781,15
in 1959 the vilayet of plon proposed an autonomy law with the last rebbe.,medium,bert,1,3_52,999,early,low,-42.43225,15
"on june 12, the volcano ’ s first spectacular eruption sent an ash column into the atmosphere.",medium,bert,2,0_0,0,early,low,-66.71224,16
"on june 12, the volcano's first spectacular eruption sent an ash column into the atmosphere.",medium,bert,2,0_0,1,early,low,-26.755455,17
"on june 12, the volcano's first spectacular eruption sent an ash column into the atmosphere.",medium,bert,2,0_0,2,early,low,-26.755455,1
"on june 12, the volcano's first extreme eruption sent an ash column into the atmosphere.",medium,bert,2,1_0,4,early,low,-26.186852,24
"on june 12, the volcano's first major eruption sent an ice column into the canyon.",medium,bert,2,2_0,8,early,low,-23.99564,23
"on june 29, the sahara's first extreme eruption sent an air wave through the atmosphere.",medium,bert,2,1_0,16,early,low,-43.410606,15
"on july 15, the volcano's third recorded eruption, an ice break fractured the soil.",medium,bert,2,5_1,32,early,low,-31.708994,20
"on july 16, the island's final major earthquakes, an underwater earthquake shook the hillside.",medium,bert,2,5_3,64,early,low,-36.783997,14
"by december 1822, atlantic city's first covered bridge spanned the delaware river through atlantic city.",medium,bert,2,7_6,128,early,low,-18.926609,13
"on november 30 with the site's last recorded flood, water overflowed the museum.",medium,bert,2,2_13,256,early,low,-29.200695,19
at the same time the ship's engine shut and its two masts were wrenched apart.,medium,bert,2,3_26,512,early,low,-22.145252,12
"by may 24, the seventh's casualties were at least three more killed and 310 wounded.",medium,bert,2,4_52,999,early,low,-33.66411,6
his politically oriented parents chose to make a statement by deciding to remain living in the changing neighborhood.,medium,bert,3,0_0,0,early,low,-53.073624,17
his politically oriented parents chose to make a statement by deciding to remain living in the changing neighborhood.,medium,bert,3,1_0,1,early,low,-53.073627,29
his politically active parents chose to make a statement by deciding to remain living in the changing neighborhood.,medium,bert,3,0_0,2,early,low,-45.605453,24
"his politically conservative parents chose to make a statement, deciding to remain living in the changing neighborhood.",medium,bert,3,5_0,4,early,low,-49.098522,3
"her politically malibu husband chose to make a divorce, deciding to remain living in the changing neighborhood.",medium,bert,3,3_0,8,early,low,-73.09967,1
his anger motivated bullying chose to save a living and wanted to begin living in a rough barrio.,medium,bert,3,1_0,16,early,low,-71.21192,13
"many particularly conservative families prefer to make a living, or to continue living in the business world.",medium,bert,3,5_1,32,early,low,-30.716217,29
"the borgia people had to make difficult arrangements, and to avoid delay during the wedding ceremony.",medium,bert,3,6_3,64,early,low,-42.468544,3
the newly married couple continues to make their fortune by promoting and enjoying contributions for the national team.,medium,bert,3,7_6,128,early,low,-39.676968,17
during this time shah made the designs for fruit and snuff comedy for the 18th century.,medium,bert,3,9_13,256,early,low,-52.01337,29
during this time he set up his own shops and sub - unions and employed nearly forty workers.,medium,bert,3,9_26,512,early,low,-27.451752,14
this can help to prevent mental retardation in adults and rectify neonatal deficits.,medium,bert,3,6_52,999,early,low,-8.851532,20
it's a parade full of colour accompanied with the music of steel drums and local artists.,medium,bert,4,0_0,0,early,low,-56.490788,12
it's a parade full of colour accompanied by the music of steel drums and local artists.,medium,bert,4,1_0,1,early,low,-47.30018,7
it's a parade full of colour accompanied by the music of steel drums and local artists.,medium,bert,4,4_0,2,early,low,-47.300175,10
it's a parade full of colour accompanied by the music of steel drums and local pots.,medium,bert,4,4_0,4,early,low,-56.81881,2
it's a parade full of people amplified by the sounds of steel drums from local forests.,medium,bert,4,1_0,8,early,low,-45.031796,27
it's a neighborhood full of people amplified by the sounds of music from from the forests.,medium,bert,4,1_0,16,early,low,-43.682808,28
there's a section full of questions followed by the sound of a tapping and breaking glass.,medium,bert,4,9_1,32,early,low,-24.146706,22
it's a room full of music accompanied by the sound of speakers grinding and shattering equipment.,medium,bert,4,9_3,64,early,low,-27.613398,8
"there's a thundering of steel, and the sounds of little animals pounding the drums.",medium,bert,4,8_6,128,early,low,-40.86857,3
"he's a good friend of mine, and enjoys seeing old office computers and old games.",medium,bert,4,7_13,256,early,low,-27.588419,25
"stevens'work focuses on thinkers air thematics, classical essays, philosophy, and philosophy theory.",medium,bert,4,4_26,512,early,low,-74.78731,3
"he's waiting in the yard by the taco fountain, so i repeat after him.",medium,bert,4,0_52,999,early,low,-26.867004,12
"she has earned international acclaim for her experimental, documentary, animation, and cross - genre productions.",medium,bert,5,1_0,0,early,high,-27.740938,27
"she has earned international acclaim for her experimental, documentary, animation, and cross - genre productions.",medium,bert,5,1_0,1,early,high,-27.740938,20
"she has earned international acclaim for her experimental, documentary, animation, and cross - genre productions.",medium,bert,5,0_0,2,early,high,-27.740936,7
"she has earned international recognition for her experimental, documentary, experimental, and cross - genre productions.",medium,bert,5,1_0,4,early,high,-22.68023,5
"she has earned international supporters for her experimental, theatrical, theatrical, and non - genre works.",medium,bert,5,2_0,8,early,high,-46.86818,4
"she has received international acclaim for her experimental, conceptual, personal, and sub - genre works.",medium,bert,5,5_0,16,early,high,-24.009659,16
"she has earned international acclaim for her architectural, conceptual, experimental, and non - commercial works.",medium,bert,5,5_1,32,early,high,-23.114737,10
"she subsequently felt no opposition in her fitness, music, film, and motley restaurants endeavors.",medium,bert,5,6_3,64,early,high,-64.02568,10
"she has received several awards for classroom teaching in engineering, organizational studies and organizational and public work.",medium,bert,5,3_6,128,early,high,-42.510418,16
"the detachment also deployed personnel in rescue operations, search and rescue, and escorting many arctic convoys.",medium,bert,5,6_13,256,early,high,-29.557789,18
tum received a prix du jour in 1991 for best original short story or graphic novel.,medium,bert,5,0_26,512,early,high,-24.444763,28
"according to either icb, or not, having already been made, i had a dummy.",medium,bert,5,5_52,999,early,high,-63.31421,22
"the year 1525 in science and technology included many events, some of which are listed here.",medium,bert,6,1_0,0,early,high,-24.419722,7
"the year 1525 in science and technology included many events, some of which are listed here.",medium,bert,6,0_0,1,early,high,-24.41972,8
"the year 1525 in science and technology included many events, some of which are listed here.",medium,bert,6,0_0,2,early,high,-24.41972,11
"the year 1525 in science and technology has many events, some of which are listed here.",medium,bert,6,1_0,4,early,high,-27.862928,7
"the year 1525, science and technology had many events, some of which are listed here.",medium,bert,6,9_0,8,early,high,-28.057583,9
"in year 1575, science and industry had many inventions, some of which are kept here.",medium,bert,6,9_0,16,early,high,-34.975533,22
"the law 1686 mandated enlightenment and knowledge of african inventions, most of which were in architecture.",medium,bert,6,5_1,32,early,high,-64.01955,23
"this period has considerably affected europe and africa with technological advances, most of which have disappeared today.",medium,bert,6,7_3,64,early,high,-24.03679,28
"the name elyse represents common, indefinite and mythological meaning for folk entities that were sought after.",medium,bert,6,3_6,128,early,high,-69.489456,1
"by about 1431, almost all libraries contained georgian texts, some of which were very interesting.",medium,bert,6,8_13,256,early,high,-34.117073,7
"in 1954 he published articles in some ethnographic journals, and hence he left the institute.",medium,bert,6,0_26,512,early,high,-18.54522,28
"within this group, the national draft was the lone star draft shuffle, or "" draft "".",medium,bert,6,2_52,999,early,high,-39.646164,2
"after receiving her primary and secondary education, schmidt enrolled in college where she majored in journalism.",medium,bert,7,1_0,0,early,high,-16.613506,8
"after receiving her primary and secondary education, schmidt enrolled in college where she majored in journalism.",medium,bert,7,1_0,1,early,high,-16.613506,7
"after receiving her primary and secondary education, schmidt enrolled in college where she majored in journalism.",medium,bert,7,1_0,2,early,high,-16.613506,27
"after receiving her primary and secondary education, she enrolled in college where she majored in journalism.",medium,bert,7,0_0,4,early,high,-6.860553,8
"after receiving her primary and secondary education, she enrolled in college where she majored in journalism.",medium,bert,7,1_0,8,early,high,-6.8605514,15
"after receiving both primary and secondary education, she enrolled in university where she majored in communications.",medium,bert,7,5_0,16,early,high,-13.274777,16
"after completing her primary and secondary education, she enrolled in college where she majored in communication.",medium,bert,7,6_1,32,early,high,-5.0123305,21
"after completing her primary and secondary education, she enrolled in college where she majored in journalism.",medium,bert,7,0_3,64,early,high,-3.8965116,19
"after completing her primary and secondary education, she enrolled at yale where she majored in english.",medium,bert,7,9_6,128,early,high,-6.1729007,26
"after completing her secondary and undergraduate education, she enrolled at ucla where she majored in photography.",medium,bert,7,6_13,256,early,high,-10.1108,11
"after completing her undergraduate and graduate study, holloway enrolled at princeton where she majored in biology.",medium,bert,7,9_26,512,early,high,-22.314163,6
"after getting his primary and secondary education from one of them, he became fluent in quechua.",medium,bert,7,2_52,999,early,high,-8.97843,20
a number of scottish rivers have identical or very similar names which can be a source of confusion.,medium,bert,8,1_0,0,early,high,-14.321919,15
a number of scottish rivers have identical or very similar names which can be a source of confusion.,medium,bert,8,1_0,1,early,high,-14.321919,27
a number of scottish rivers bear identical or very similar names which can be a source of confusion.,medium,bert,8,4_0,2,early,high,-18.576159,4
a number of scottish rivers have identical or very similar names which can be a source of confusion.,medium,bert,8,1_0,4,early,high,-14.321919,30
a number of scottish rivers have identical or very similar names which can be a source of confusion.,medium,bert,8,1_0,8,early,high,-14.321919,26
a number of scottish households have identical or somewhat similar names which can be a source of confusion.,medium,bert,8,5_0,16,early,high,-22.908,4
a number of these creatures have distinctive or essentially similar names which often present a source of confusion.,medium,bert,8,6_1,32,early,high,-30.03942,29
"a number of braking stretches offer new and eclectic symbolism, which can be a problem for cyclists.",medium,bert,8,7_3,64,early,high,-53.412575,12
the space of justification consists of both theorem 236 and worshipped and can be a problem of inference.,medium,bert,8,8_6,128,early,high,-58.752197,25
