sentence_num,chain_num,epoch,step,count,sentence,prob_class,prob,source,sent_length,phase
18,6,13,9,256,A number of nearby villages have similar or very similar names which can be a source of confusion.,high,-5.916521,MH,medium,early
18,1,26,18,512,A number of inland waterways have similar or nearly identical names which can be a source of confusion.,high,-6.585938,MH,medium,early
18,6,53,17,1024,A number of travel guides use similar or closely related names which can be a source of confusion.,high,-10.009158,MH,medium,early
18,3,107,15,2048,A variety of zodiac signs have ancient or currently unknown origins and can be a piece of puzzle.,high,-16.044949,MH,medium,early
18,8,215,11,4096,Each branch of Mormonism has more or less weekly meetings although they have other things to do.,high,-13.379798,MH,medium,early
18,4,431,3,8192,Her band of stepsons sent wallflowers cryptic messages to help solve all sorts of problems.,high,-18.627987,MH,medium,early
19,0,0,1,1,He was given an envelope and told to write his name in pencil on the back of it.,high,-9.284487,gibbs,medium,early
19,0,0,2,2,He was given an envelope and told to write his name in pencil on the back of it.,high,-9.284487,gibbs,medium,early
19,4,0,4,4,He was given an envelope and told to write his name in pencil on the back of it.,high,-9.284487,gibbs,medium,early
19,2,0,8,8,He was given an envelope and told to write the name in pencil on the back of it.,high,-15.951581,gibbs,medium,early
19,0,0,16,16,He was given an envelope and told to write his name in pencil on the back of it.,high,-9.284487,gibbs,medium,early
19,9,1,13,32,She was offered an envelope and told to put her name in Judd on the back of it.,high,-30.672781,gibbs,medium,early
19,7,3,7,64,Each was given an envelope and ordered to write his address in Spanish on the back of it.,high,-23.879936,gibbs,medium,early
19,0,6,14,128,I stopped reading the email and began to trace his name and address across the edges of paper.,high,-30.432467,gibbs,medium,early
19,5,13,9,256,Tom played with his pen and began to write the first verses written along the bridge of it.,high,-39.038937,gibbs,medium,early
19,2,26,18,512,"I slowly lowered my eyes, wanting to find this man and be in this bed with him.",high,-17.913456,gibbs,medium,early
19,9,53,17,1024,"He gave her a shove and headed straight for us, then he turned to Nina and me.",high,-22.912785,gibbs,medium,early
19,5,107,15,2048,"As she looks at it she recognizes to herself, in fact, that the grape is here.",high,-30.629768,gibbs,medium,early
19,3,215,11,4096,"He is best known for having recorded and directed several music videos, mainly in Tamil and Telugu.",high,-10.40624,gibbs,medium,early
19,4,431,3,8192,Carl Arthur von Weingarten was a former mayor of Auach and an Austrian senator.,high,-25.857388,gibbs,medium,early
19,1,0,1,1,He was given an envelope and told to write his name in pencil on the back of it.,high,-9.284486,MH,medium,early
19,1,0,2,2,He was given an envelope and told to write his name in pencil on the back of it.,high,-9.284486,MH,medium,early
19,1,0,4,4,He was given an envelope and told to write his name in pencil on the back of it.,high,-9.284486,MH,medium,early
19,0,0,8,8,He was given an outline and told to write his name in pencil on the back of it.,high,-13.944327,MH,medium,early
19,7,0,16,16,He was given an envelope and told to write his name in gold on the back of it.,high,-8.39973,MH,medium,early
19,8,1,13,32,Ben was handed an envelope and allowed to write his name in pencil on the back of it.,high,-17.071785,MH,medium,early
19,2,3,7,64,He was handed an envelope and asked to write his name in Latin along the edge of it.,high,-13.038214,MH,medium,early
19,7,6,14,128,He was conferred the award and assigned to write his name in Latin on the back of it.,high,-19.136951,MH,medium,early
19,9,13,9,256,Khan was given an outline and asked to write his name in Arabic on the back of it.,high,-22.630013,MH,medium,early
19,7,26,18,512,Louis Xiv paid the price and had Charles write their names in Latin on the top of it.,high,-14.928282,MH,medium,early
19,6,53,17,1024,I was handed an envelope and allowed to add two words in english to the back of it.,high,-15.847163,MH,medium,early
19,5,107,15,2048,Hitler was given an ultimatum and ordered to broadcast the news from halfway down the ridge towards leipzig.,high,-24.509918,MH,medium,early
19,9,215,11,4096,She was carrying an umbrella without bothering to Don an apron in preparation for the heat of summer.,high,-10.156019,MH,medium,early
19,1,431,3,8192,He was making a mistake and could only imagine the sadness underlined by every inch of her.,high,-12.81828,MH,medium,early
20,1,0,1,1,"Down by a significant score in the next day's game, Nate Kellogg, a newly acquired second baseman, moved over to pitch in relief in the 10–2 loss.",low,-94.229294,gibbs,long,early
20,3,0,2,2,"Down by a significant score in the next day's game, Nate Kellogg, a newly acquired third baseman, moved over to pitch in relief in the 10–2 loss.",low,-94.353775,gibbs,long,early
20,9,0,4,4,"Down by a significant score in the next day's game, Nate Kellogg, a newly acquired second baseman, moved over to pitch in relief in the 10–game loss.",low,-81.33034,gibbs,long,early
20,9,0,8,8,"Down by a significant score in the next day's game, Nate Kellogg, a newly acquired second baseman, moved over to pitch in relief in a complete–game loss.",low,-73.67711,gibbs,long,early
20,8,0,16,16,"Down by a significant score in the next night's game, Chester Lesser, a newly hired third baseman, moved over to pitch in relief in a complete-game win.",low,-55.266365,gibbs,long,early
20,5,0,32,32,"Down by a significant score in the next day's game, Charlie Dunn, a newly recruited second baseman, crossed over to pitch in relief in the ninth-inning game.",low,-44.590622,gibbs,long,early
20,3,1,29,64,"Mohammad by a significant stroke in that next stop's game, Jerry Garcia, the newly hired second baseman, came on to bat in relief in a 11-4 loss.",low,-91.518654,gibbs,long,early
20,2,3,23,128,"Wounded by a back injury in the next day's game, Bert Campbell, the newly hired second baseman, took over the loss in exchange for a complete-game win.",low,-38.604713,gibbs,long,early
20,9,7,11,256,"But with his outstanding performance in another of SA's game against Delbo, their match qualified second position, came back on at an hour after a good postgame run.",low,-118.62146,gibbs,long,early
20,1,14,22,512,Due to an elbow injury in the next day's match against Aynsley a very good first team performance was out of favour and went to a 1-1 draw.,low,-22.363956,gibbs,long,early
20,8,29,9,1024,"Even taking very little notes of Cory Monteith's old outfield record, Joe Dante was an outsider; working with Roger Maris and mapping to both third base and eighth.",low,-83.71025,gibbs,long,early
20,5,58,18,2048,"¹ following the initial turn of events in Howe's league and manager career with gateshead, Chris Loggs took over as manager of Carlisle for the 2012-13 season.",low,-58.579628,gibbs,long,early
20,0,117,1,4096,"Inspired by all this, Yuki, the movie's main character, babysits her friend, a flamenco dancer for the Brazilian in the Matsumoto family absence.",low,-52.23446,gibbs,long,early
20,4,234,2,8192,They earned an automatic bid to the NCAA women's tournament where they finished with a 12-2 record but went on to share the league title with the university of Ohio.,low,-27.827366,gibbs,long,early
20,1,0,1,1,"Down by a significant score in the next day's game, Nate Kellogg, a newly acquired second baseman, moved over to pitch in relief in the 10–2 loss.",low,-94.229294,MH,long,early
20,0,0,2,2,"Down by a significant score in the next day's game, Nate Kellogg, a newly acquired second baseman, moved over to pitch in relief in the 10-2 loss.",low,-55.651237,MH,long,early
20,0,0,4,4,"Down by a significant score in the next day's game, Nate Kellogg, a newly acquired second baseman, moved over to pitch in relief in the 10-2 loss.",low,-55.651237,MH,long,early
20,6,0,8,8,"Down by a significant score in the next night's game, Nate Kellogg, a newly acquired second baseman, came over to pitch in relief in the 10 - 2 loss.",low,-55.81401,MH,long,early
20,6,0,16,16,"Down by a significant score in the next night's game, Nate Kellogg, a recently acquired second baseman, came over to pitch in relief in the 3-2 loss.",low,-51.4044,MH,long,early
20,6,0,32,32,"Leading by a single score in the previous night's game, Johnny Whitaker, a recently acquired second baseman, came over to play in relief in the 3-2 win.",low,-42.987396,MH,long,early
20,9,1,29,64,"Trailing by a significant score in the next day's game, Carroll Gardner, the newly acquired first baseman, moved in to play in relief in a 1-0 loss.",low,-40.490166,MH,long,early
20,8,3,23,128,"Trailing by a wide margin in the first Monday's game, Lowell Webb, the newly hired second baseman, stayed over to pitch in relief in a 3-1 victory.",low,-48.271744,MH,long,early
20,4,7,11,256,"Trailing by a slim margin in the following day's game, Dave Harris, the newly activated first baseman, stepped in to play in relief in a 2-1 win.",low,-34.67727,MH,long,early
20,3,14,22,512,"Defeated by a wide margin in the following day's game, Vincenzo Francisco, a recently drafted first baseman, went on to play in relief in a 7-6 loss.",low,-38.358536,MH,long,early
20,5,29,9,1024,"Playing before a live audience followed the previous week's series, Naylor, a newly acquired first baseman, went on to start in relief in a 3-2 victory.",low,-29.978277,MH,long,early
20,1,58,18,2048,"Losing by a significant margin in the 1884 season's opener, Arthur Price, a badly injured first baseman, came back to offer his services for an 0-1 start.",low,-31.699732,MH,long,early
20,5,117,1,4096,"Back in the broadcast booth at the first quarter's end, Gaynor, a much improved first year starter, struggled to hold off one of the 6-3 bulls.",low,-30.02009,MH,long,early
20,6,234,2,8192,"Fighting spirit this time around, NHL 100th anniversary's MVP Mariano Cuesta, the only former NHL MVP, stepped forward to feel an affinity for this 11-11 tie.",low,-41.467342,MH,long,early
21,0,0,1,1,"If the engine has multiple cylinders, most geometries for these are arranged so that all cylinders are never at dead centre together and so one may always be used for starting.",low,-93.21569,gibbs,long,early
21,4,0,2,2,"If the engine has ten cylinders, most geometries for these are arranged so that all cylinders are never at dead centre together and so one may always be used for starting.",low,-94.26143,gibbs,long,early
21,1,0,4,4,"If the engine has two cylinders, most geometries for these are arranged so that all cylinders are never to dead centre together and so they may always be used for starting.",low,-96.93668,gibbs,long,early
21,6,0,8,8,"If the engine has 10 cylinders, the geometries for these are arranged so that all cylinders are never joined dead centre together and so two may always be used for starting.",low,-83.339386,gibbs,long,early
21,2,0,16,16,"If the engine has multiple cylinders, the geometries for these are counted so that all cylinders are never a dead centre together and so they may always be used for starting.",low,-84.85654,gibbs,long,early
21,1,0,32,32,"If this engine has two cylinders then the geometries for them are localized so that the cylinders travel less to dead centre together, so they may always be used for these.",low,-91.919716,gibbs,long,early
21,2,1,29,64,"If the engine has six cylinders, the geometries on each are designed so that the cylinders are at a dead centre together and therefore they will always be left under expansion.",low,-66.76072,gibbs,long,early
21,6,3,23,128,"When a sphere has three sides, the geometries around it are larger so that the lines are simply drawn around navigator points, and this can not be seen in geometry.",low,-59.834534,gibbs,long,early
21,8,7,11,256,"If the ship has a raft, the geometries and sail are angled so that the sails are supported on either side, since true propulsion can only be provided by water.",low,-50.01293,gibbs,long,early
21,6,14,22,512,"If the cloud was a itself, the geometries surrounding it are rectangular, their reflectors are not visible to the observer, and they may not be expanded and differentiated.",low,-61.336903,gibbs,long,early
21,6,29,9,1024,"In some cases, the most abundant asymmetries of colin are atomicary because the module has a radiation intolerance or the antenna can often be viewed from above.",low,-90.48697,gibbs,long,early
21,0,58,18,2048,"However, there is still ongoing debate whether geometries of marine, igneous and freshwater origin have become well-established, and they are exposed in the south and east.",low,-37.886078,gibbs,long,early
21,9,117,1,4096,"The chunkey straw hat and Gwendelin-stylised conical straw hats with hips and sides symbolise the moustache of donkey, buffalo and other stuffed animals.",low,-56.66128,gibbs,long,early
21,2,234,2,8192,It is an interactive exhibit with thousands of activities (art and music) on each and contains many photos and drawings pertaining to the city where the original Champignies were built.,low,-62.8276,gibbs,long,early
21,0,0,1,1,"If the engine has multiple cylinders, most geometries for these are arranged so that all cylinders are never at dead centre, and so one may always be used for starting.",low,-82.44949,MH,long,early
21,0,0,2,2,"If the engine has multiple cylinders, most geometries for these are arranged so that all cylinders are never at dead centre, and so one may always be used for starting.",low,-82.44949,MH,long,early
21,5,0,4,4,"If the engine has multiple cylinders, most geometries for these are arranged so that all cylinders are never at dead centre, and so one may always be used for starting.",low,-82.44949,MH,long,early
21,7,0,8,8,"If the engine has multiple cylinders, the geometries for these are chosen so that all cylinders are never at their centre, and so one must always be used for starting.",low,-61.34351,MH,long,early
21,8,0,16,16,"If an engine has six cylinders, the geometries for these are called such that all six are equal at the centre, and so one can always be used for starting.",low,-46.967224,MH,long,early
21,3,0,32,32,"If an engine has six cylinders, the geometries for these are arranged so that the cylinders are stayed at dead centre, and the one will not be used for turning.",low,-56.099487,MH,long,early
21,1,1,29,64,"If an engine has three cylinders, the geometries for each are arranged so that the cylinders become cylindrical at the beginning, and thus one can always be spun before starting.",low,-40.659126,MH,long,early
21,1,3,23,128,"If an engine has two cylinders, the geometries of each are finite such that three cylinders are spun at the start, and thus one need not be spun before starting.",low,-26.752066,MH,long,early
21,3,7,11,256,"Because this design uses two cylinders, the geometries for ignition are adjusted so that both cylinders are located in the top half where only one would normally be needed for ignition.",low,-24.45743,MH,long,early
21,4,14,22,512,"Sometimes an engine has two cylinders, the geometries of which are locked so that the cylinders are closed at the tip, and so they cannot effectively be used for propulsion.",low,-29.947027,MH,long,early
21,3,29,9,1024,"Although his invention had four cylinders, the geometries of ignition are not such that two cylinders are independent of two other cylinders and thus one will only be needed for ignition.",low,-34.66093,MH,long,early
21,4,58,18,2048,"Such an engine uses carbon fiber batteries, geometries of which are arranged so that the batteries are accessible from both sides, and so they cannot normally be used for fuel.",low,-18.856604,MH,long,early
21,0,117,1,4096,"If an object has multiple cylinders, multiple geometries using two are compressed such that multiple cylinders are released on timed intervals simultaneously; using two can also be compressed upon release.",low,-36.03198,MH,long,early
21,6,234,2,8192,"As angular momentum approaches near zero, the geometries after beginning shrink down to where small motors are normally entered after beginning, where large motors must normally be entered before beginning.",low,-23.694756,MH,long,early
22,0,0,1,1,"The Home Depot division supports the product marketing, innovation, and selling of Andersen branded windows and patio doors sold through the retailer's over 2,000 locations in North America.",low,-92.43295,gibbs,long,early
22,2,0,2,2,"The Home Depot division supports the product design, innovation, and selling of Andersen branded windows and patio doors sold through the retailer's over 2,000 locations in North America.",low,-87.65388,gibbs,long,early
22,2,0,4,4,"The Home Depot division supports the product development, innovation, and selling of Andersen spherical windows and patio doors sold through the retailer's over 2,000 locations in North America.",low,-83.42733,gibbs,long,early
22,2,0,8,8,"The Home Depot division supports the product development, innovation, and selling of Andersen designed windows and patio doors sold through the retailer's over 2,000 locations in North America.",low,-82.183685,gibbs,long,early
22,4,0,16,16,"The Home Depot division provides the product placement, distribution, and selling of Andersen blue windows and patio doors sold through the company's over 2,000 locations in North America.",low,-72.41228,gibbs,long,early
22,5,0,32,32,"The vehicle depot also serves the retail maintenance, addition, and purchase of Andersen parkas and patios sold through the company's over 20,000 locations in North America.",low,-79.15135,gibbs,long,early
22,6,1,29,64,"The Home Depot era saw the successful marketing, distribution, and issuing of Andersen Home Depot and pizza bars available at the chain's nearly 40,000 stores throughout North America.",low,-62.073456,gibbs,long,early
22,8,3,23,128,"The Home Depot chain operates the retail production, distribution, and manufacturing of pure soda water and mica bottles through the company's over 11,000 stores in North America.",low,-44.36067,gibbs,long,early
22,2,7,11,256,"Andersen Gift Wrap, LLC oversees global operations, manufacturing, and distribution of Andersen Gift Wrap and gift wrap available at the company's over 3,600 stores throughout North America.",low,-35.477386,gibbs,long,early
22,1,14,22,512,"The 15th season reflects on the work placement, design, and writing of Beatrice prosperity, and thereafter is presented at the company's over 300,000 performances throughout North America.",low,-89.1313,gibbs,long,early
22,0,29,9,1024,"Admiral de Borre oversaw the modernization, modernization, and sentencing of the ship, leading her to rank among the world's top 1,000 ships in combat operations.",low,-40.71319,gibbs,long,early
22,7,58,18,2048,"In 2017 Virgin services experienced major traffic jams near the international airport and power outages, with all passengers requesting the airport's city service the moment it leaves the terminal.",low,-59.20794,gibbs,long,early
22,7,117,1,4096,"The great thunderbolt, beneficent to the rival rebel coalition commanded by prothsion, should follow the same course of war: the North strikes against the South.",low,-73.4153,gibbs,long,early
22,5,234,2,8192,"Additional facilities throughout New York City were added and hotels and resorts 7 established has grown to the largest employer in New York City, with over 1,000 staff serving the city.",low,-58.35047,gibbs,long,early
22,3,0,1,1,"The Home Depot division supports the product marketing, innovation, and operation of Andersen branded windows and patio doors sold through the retailer's over 2,000 locations in North America.",low,-89.775085,MH,long,early
22,3,0,2,2,"The Home Depot division supports the product marketing, innovation, and operation of Andersen branded windows and patio doors sold through the retailer's over 2,000 locations in North America.",low,-89.775085,MH,long,early
22,1,0,4,4,"The Home Depot division supports the product marketing, innovation, and promotion of Andersen branded windows and patio doors sold through the retailer's over 2,000 locations in North America.",low,-86.03195,MH,long,early
22,8,0,8,8,"The Home Depot division supports the product marketing, innovation, and sales of Andersen branded windows and patio doors sold through the retailer's over 2,000 locations in North America.",low,-85.92935,MH,long,early
22,6,0,16,16,"The Home Depot division handles the product marketing, innovation, and marketing of Andersen branded windows and back doors sold through the retailer's approximately 75,000 locations in North America.",low,-80.29113,MH,long,early
22,7,0,32,32,"The Home Depot division handles the special design, manufacturing, and installation of separately branded windows and shared doors used in the retailer's almost 60,000 shops in North America.",low,-67.78526,MH,long,early
22,0,1,29,64,"The Home Depot division handles the international marketing, promotion, and distribution of individually designed windows and automatic windows sold through the company's over 52,000 stores across North America.",low,-52.070946,MH,long,early
22,5,3,23,128,"The Home appliances division oversees the product development, manufacturing, and provision of Andersen branded windows and sashes services in the company's approximately 278,000 stores throughout North America.",low,-55.72741,MH,long,early
22,9,7,11,256,"The Home Depot foundation supports the financial support, sponsorship, and sale of the front doors and side doors sold in the company's over 50,000 locations throughout North America.",low,-34.832924,MH,long,early
22,8,14,22,512,"The Home Depot office oversees the product development, marketing, and sales of locally produced patio and patio products sold at the company's approximately 1,200 locations throughout North America.",low,-24.851997,MH,long,early
22,0,29,9,1024,"The Home Depot group provided the commercialization, promotion, and distribution of Philips' Philips and Microsoft windows products to the company's initial 1,146 stores in North America.",low,-38.114967,MH,long,early
22,9,58,18,2048,"The Home Depot foundation provides additional financial support through tax breaks and donations to the top door and middle door stores and the store's nearly 1,500 employees throughout Northeast Ohio.",low,-29.873297,MH,long,early
22,1,117,1,4096,"The social security administration created assisted living programs and initiatives, and bringing together mineral extraction workers and sick paupers created the world's first 1,300 farms in Southeast Asia.",low,-34.957,MH,long,early
22,3,234,2,8192,"This stoppage has been the only law, tradition, or deity to rummage doors, or windows without violating the Synod's encompassing 67,118 congregations in Southwest Missouri.",low,-62.502098,MH,long,early
23,0,0,1,1,Empirical studies have established a connection between a leader's tax policy and subsequent punitive electoral consequences as they represent a permanent transfer of purchasing power from the taxpayer to the government.,low,-81.87714,gibbs,long,early
23,7,0,2,2,Empirical studies have established a connection between a leader's tax policy and subsequent punitive electoral consequences as they implies a permanent transfer of purchasing power from the taxpayer to the government.,low,-92.39537,gibbs,long,early
23,2,0,4,4,Empirical studies have established a connection between a leader's tax policy and subsequent punitive electoral consequences as they required a permanent transfer of purchasing power from the taxpayer to the government.,low,-86.388405,gibbs,long,early
23,0,0,8,8,Empirical studies have established a connection between a leader's tax policy and subsequent punitive electoral aspect as they provide a permanent transfer of purchasing power from the leader to the government.,low,-78.43108,gibbs,long,early
23,7,0,16,16,Empirical studies also showed a correlation between a leader's tax policy and subsequent punitive electoral actions - this implies the direct transfer of purchasing power from the party to the church.,low,-81.49357,gibbs,long,early
23,7,0,32,32,The studies also found a correlation between the leader's foreign policy and subsequent punitive electoral strategy - which implies the rapid shift of purchasing power from the party to the church.,low,-81.477325,gibbs,long,early
23,7,1,29,64,"Past studies have found a correlation between the leader's economic policy and his punitive electoral strategy, which involves its peaks transfer of economic power from the state to the people.",low,-57.99321,gibbs,long,early
23,3,3,23,128,Several economists haveaea a balance between a leader's enforcement policies and his punitive electoral actions how to make a mere transfer of political power from the individual to the group.,low,-100.838715,gibbs,long,early
23,5,7,11,256,Empirical studies have found a comparison between a party's electoral motives and its punitive electoral plans as they give an objective account of the quality of their campaign to the media.,low,-60.43008,gibbs,long,early
23,6,14,22,512,Several complaints have created a contrast between the party's legal influences and traditional punitive exit methods. These include: a lack of professional support for the party by its membership.,low,-60.617535,gibbs,long,early
23,1,29,9,1024,"However some critics suggested that use of a governor's authority over leadership would puncture political turnout, and allow for the transfer of political power from the governor to the legislature.",low,-52.389156,gibbs,long,early
23,5,58,18,2048,"It also has a serial port for the outboard communications set, asymptotic, which contains 20,000 pages, or no modules (3 kbm³).",low,-77.91626,gibbs,long,early
23,3,117,1,4096,"Rarely encountered in the southern areas, the lower rank gulch demand to be extradited at the end of the process, fined you and forced to open his own investigations.",low,-103.014984,gibbs,long,early
23,8,234,2,8192,"Electrical power is obtained from allyl-bromide, an inorganic compound which forms an electrolyte. Fertilizers are both dielectric and electrolytic.",low,-11.113113,gibbs,long,early
23,0,0,1,1,Empirical studies have drawn a connection between a leader's tax policy and subsequent punitive electoral consequences as they represent a permanent transfer of purchasing power by the taxpayer to the government.,low,-89.30684,MH,long,early
23,2,0,2,2,Empirical studies have established a connection between a leader's tax policy and subsequent punitive electoral consequences as they represent a specific transfer of purchasing power by the taxpayer to the government.,low,-87.76243,MH,long,early
23,6,0,4,4,Empirical studies have shown a connection between a leader's tax policy and subsequent punitive electoral consequences as they represent a dramatic transfer of purchasing power by the taxpayer to the government.,low,-83.50102,MH,long,early
23,7,0,8,8,Empirical studies have established a connection between a leader's tax policy and subsequent punitive electoral consequences as they represent a separate transfer of purchasing power by the party to the government.,low,-81.968185,MH,long,early
23,5,0,16,16,Empirical reviews have suggested a connection between a leader's tax policy and its punitive electoral consequences as they represent a significant transfer of purchasing power by the consumer to the government.,low,-76.61144,MH,long,early
23,6,0,32,32,Several studies have shown a correlation between a party's tax revenue and its punitive electoral consequences as they represent a dramatic transfer of electoral power from the party to the government.,low,-32.316586,MH,long,early
23,1,1,29,64,Empirical studies have demonstrated a connection between the government's tax policy and its punitive economic consequences as they describe the seeming transfer of legislative power from the investor to the government.,low,-49.94095,MH,long,early
23,5,3,23,128,Empirical studies have shown no correlation between a product's financial gains and its punitive financial losses since both represent a net transfer of purchasing power from the consumer to the business.,low,-31.589025,MH,long,early
23,4,7,11,256,Several studies have found a difference between a leader's electoral policy and other punitive electoral policies because they allow for political transfers of electoral power from the leadership to the opposition.,low,-32.733185,MH,long,early
23,7,14,22,512,Several studies have found significant differences between the party's electoral actions and the punitive electoral actions since they represent a direct transfer of political power from the party to the state.,low,-19.801891,MH,long,early
23,0,29,9,1024,Recent studies have made a comparison of a family's military actions to other punitive military actions considering they represented a popularization of family loyalty from the government to the military.,low,-42.589497,MH,long,early
23,2,58,18,2048,Numerous studies have shown direct competition between the commonwealth's sovereigns in enforcing punitive judgements when they perform an incoming transfer of property directly from the sovereign to the commonwealth.,low,-43.560997,MH,long,early
23,7,117,1,4096,Conspiracy theorists have made wide distinctions between a state's electoral action and a punitive electoral action because it represents a deliberate intrusion by the state into the gambling or casino industry.,low,-24.412033,MH,long,early
23,1,234,2,8192,Such scenarios may include a scenario involving a senator's monetary control over a punitive aid recipient who may request certain possible changes in monetary control by a senator over aid recipients.,low,-21.709976,MH,long,early
24,6,0,1,1,"As shown above, creative industry may differ based on how the government defines its scope, which will impact how a creative economy is viewed, therefore both are seen as dynamic technologies.",low,-84.665016,gibbs,long,early
24,2,0,2,2,"As shown above the creative industry may differ based on how the government defines its scope, which will impact how a creative economy is viewed, therefore both are seen as dynamic entities.",low,-81.93083,gibbs,long,early
24,4,0,4,4,"As shown above, creative industry may differ based on how the government defines its scope, which will impact how a creative economy is viewed; therefore both are seen as dynamic processes.",low,-78.29268,gibbs,long,early
24,0,0,8,8,"As discussed above the creative industry may differ based on how the government defines its scope, which may impact how a creative economy is viewed and therefore both are seen as dynamic challenges.",low,-80.6624,gibbs,long,early
24,1,0,16,16,"As mentioned above the creative industry may differ based on how the government defines its units, which can impact how a creative economy is viewed, therefore they are seen as dynamic economies.",low,-71.65253,gibbs,long,early
24,1,0,32,32,"As such, the creative industry may be based on how the government defines its policies, which can alter how a creative economy is viewed, therefore they are seen as emerging economies.",low,-55.973877,gibbs,long,early
24,4,1,29,64,"As noted above, creative industry management varies depending on how the industry sets its policy and it can influence how the creative industry is built and therefore these are known as policy processes.",low,-41.6565,gibbs,long,early
24,9,3,23,128,"As noted above, spice industry activities vary depending on where an industry shares a workforce, which can affect how a particular industry is represented or when they are treated as separate entities.",low,-54.96582,gibbs,long,early
24,7,7,11,256,"As such, the creative designation may vary depending on how a person identifies with men, it may affect how a particular party is viewed, and there are more complex social arrangements.",low,-63.314167,gibbs,long,early
24,1,14,22,512,"As usual, the analysts' orderly will tell us if the experts should buy the goods and we know that after all, the drites would be too rich for their consumption.",low,-82.60159,gibbs,long,early
24,8,29,9,1024,"As noted above, the species hardens only after a relatively short period of divergency, in a divergent distribution that extends over Anatolian turkey, non-Israel.",low,-60.507843,gibbs,long,early
24,1,58,18,2048,Several results of Bailly (1971) have shown that the cardinalities of regional degrees are not isomorphic in themselves and that regional degrees cannot cardinalibly agree on one another.,low,-51.093983,gibbs,long,early
24,0,117,1,4096,"In some jurisdictions an exit ramp may be placed concealed without tile lanes at a mine to prohibit traffic, or another exit ramp may be placed at a mine to prevent prisoners exiting.",low,-78.9462,gibbs,long,early
24,8,234,2,8192,"It is a collection of contemporary Islamic, Hindu and Christian shows, including the audacious charges against the distribution of Sayyids (Serfs) in early Persian circles.",low,-59.091286,gibbs,long,early
24,3,0,1,1,"As shown above each creative industry may differ based on how the government defines its scope, which will impact how a creative economy is viewed, therefore both are seen as dynamic concepts.",low,-87.945564,MH,long,early
24,0,0,2,2,"As shown above, creative industry may differ based on how the government defines its scope, which will impact how a creative economy is viewed, therefore both are seen as dynamic concepts.",low,-83.60021,MH,long,early
24,4,0,4,4,"As shown above the creative industry may differ based on how the company defines its scope, which will impact how a creative economy is viewed, therefore both are seen as dynamic concepts.",low,-82.92363,MH,long,early
24,1,0,8,8,"As shown above, creative industry may differ based on how the government defines its scope, which will influence how a creative economy is viewed, therefore both are seen as separate concepts.",low,-72.24062,MH,long,early
24,4,0,16,16,"As mentioned above the creative industry may differ based on how the company defines its scope, which will impact how a creative economy is practiced, therefore both are seen as distinct traditions.",low,-70.76874,MH,long,early
24,1,0,32,32,"As mentioned above, creative industry tools are based on how a government defines its policy, which will influence how a creative economy is implemented and therefore these are seen as separate domains.",low,-55.49093,MH,long,early
24,8,1,29,64,"As seen here, an industry can grow based upon how the market determines its activity, which can influence how a particular business is positioned and why they are treated as separate entities.",low,-39.374107,MH,long,early
24,9,3,23,128,"As mentioned above a creative economy may differ depending upon how the administration determines its scope, which would explain how a creative economy is structured; consequently they are seen as different types.",low,-47.746464,MH,long,early
24,3,7,11,256,"As stated above the creative industry will change depending on how the company markets its products, which will affect how the creative industry is formed, so they are seen as distinct industries.",low,-30.007162,MH,long,early
24,5,14,22,512,"As noted earlier the creative industry can vary depending on how the organisation defines its scope, or to indicate that the creative industry is independent; sometimes these are classified as separate organisations.",low,-36.497284,MH,long,early
24,7,29,9,1024,"As described below a creative industry may vary depending on how a company markets their products, which may be why a creative industry encourages information exchange when they are viewed as interchangeable.",low,-27.07153,MH,long,early
24,0,58,18,2048,"As mentioned earlier, creative industries also differ significantly in that content aggregate uses market data very heavily to influence what the creative industry is doing and thus those are known as content aggregate.",low,-33.113342,MH,long,early
24,4,117,1,4096,"As explained above, creative economy plans vary very widely when a plan limits its scope such as may occur before the creative economy is implemented or when events are perceived as occurring simultaneously.",low,-31.64545,MH,long,early
24,1,234,2,8192,"As seen before, creative economy students compare differences in whether the teacher thinks this technique helps to better tell how unconstitutional creative economy is, or understands or provides information about this technique.",low,-58.561584,MH,long,early
25,1,0,1,1,"The format was changed, with the top two teams in each group going through to a semi-final stage, instead of the winners of each group going straight into the final.",high,-19.536072,gibbs,long,early
25,5,0,2,2,"The format accordingly changed, with the top two teams in each group going through to a semi-final game, instead of the winners of each group going straight into the final.",high,-25.083656,gibbs,long,early
25,5,0,4,4,"The format accordingly changed, with the top two teams in each group going through to a semi-final game, instead of the winners of each group going straight into the final.",high,-25.083656,gibbs,long,early
25,5,0,8,8,"The format accordingly changed, with the top two teams in each group going through to a semi-final game, and of the winners of each group going directly into the final.",high,-31.769577,gibbs,long,early
25,9,0,16,16,"The format was changed, with the top two teams in each group going through to a semi-final tie and winners of the winners of each group going through to the final.",high,-27.50654,gibbs,long,early
25,8,0,32,32,"The format is identical, with the top three teams in each group going through to a semi-finals tie, and of the rest of each group going through to the final.",high,-30.642834,gibbs,long,early
25,6,1,29,64,"The format was amended, with the top two teams of each group going through to a semi-final tie, and of the loser of each group going through to the final.",high,-25.776129,gibbs,long,early
25,4,3,23,128,"The format also changed, with the bottom four teams in each pool going through to the semi-final round, and with the winners of each pool going through to the final.",high,-11.864416,gibbs,long,early
