sample_id,folder_id,sent_id,sentence,prob_1
253,DE,3856,"For example, both ""The New York Times"" and ""The Wall Street Journal"" offer a regional edition, printed through a local contractor, and featuring locale specific content.",-44.94641876220703
254,DE,10909,"The policies of 1941 were aimed more at a potential than a real threat, as the Soviet partisans were only just organizing in the aftermath of the German invasion of the Soviet Union.",-50.475685119628906
255,DE,4016,"She was laid down as ""PC-498"" on 12 March 1941 by the Westergard Boat Works in Rockport, Texas, and launched on 21 July 1941.",-65.49671936035156
256,DE,12536,"The young are more likely to express pathogenic responses, whilst the older hosts will carry the disease asymptomatically, or with reduced damage, due to adaptive immunity.",-58.219139099121094
257,DE,782,"After this the soul will move on to Olam Ha-Ba (the world to come), be destroyed, or continue to exist in a state of consciousness of remorse.",-54.144962310791016
258,DE,3046,"After this he was Rector of St Peter’s, Peebles (1963–68) and Vicar of Thursley (1968-1976) before retiring in 1976. """,-92.57633972167969
259,BB,13370,"When his turn to sign came, Cosgrave inadvertently placed his signature one line too low on the Japanese copy of the documents, signing on the line for the French Republic.",-83.26704406738281
260,BB,485,"After his funeral on January 8, 2015 at the Grand Ole Opry House, Dickens was entombed in the Cross Mausoleum at Woodlawn Memorial Park Cemetery in Nashville.",-49.21348190307617
261,BB,3517,"Towards the end of his sports career, Cikatić tried his hand at acting, playing a villain in a 1997 B-movie ""Skyscraper"", starring Anna Nicole Smith.",-41.67009353637695
262,BB,14694,"Running immediately next to the river, M-13 meets I-75/US 23 at that freeway's exit 153 just southeast of the Zilwaukee Bridge.",-65.94799041748047
263,BB,1628,"The British philosopher and author Celia Green has written extensively about her time at the Ursuline High School (now Ursuline Academy Ilford) in Ilford, London.",-24.887535095214844
264,BB,5452,"The project was restarted in the 1980s, and the hydroelectric Three Gorges Dam began full operation in 2012, becoming the world's largest power station in terms of installed capacity.",-32.28702163696289
265,BB,1062,"Hill learned many survival skills while living in Luna, such as ""seldom washing the soles of her feet, because the sap helped her feet stick to the branches better.""",-77.70826721191406
266,BB,2662,"Due to the way that the bun is wrapped, the green scallions are at the center of the bun with the meat wrapped around them, instead of at the bottom.",-33.32498550415039
267,BB,11578,"General Cao, a Catholic and former Diệm loyalist, claimed in a 1972 newspaper interview that Khiêm, by then prime minister, had asked him to join the coup.",-47.42516326904297
268,BB,4861,"It is now the definitive icon of independent Zimbabwe with Matenga (2001) listing over 100 state, corporate and sporting organisations which incorporate the Bird in their emblems and logos.",-76.61908721923828
269,AI,8685,His old friend and co-star John Mills encouraged him to publish his memoirs as a way of overcoming the reclusive state Cushing had placed himself into following her death.,-47.7136116027832
270,AI,9394,"He took his residence at Buitenzorg and despite having a small subset of Britons as his senior staff, kept many of the Dutch civil servants in the governmental structure.",-63.691932678222656
271,AI,3055,"The novel was adapted into a 1971 film of the same name, shot on location in Broken Hill and starring Broken Hill native Chips Rafferty in his final film role. """,-31.298805236816406
272,AI,14327,"On April 25, 2007, the duo announced that they would embark on a tour of Canada, performing in all 10 provinces, plus Yukon, Nunavut and Northwest Territories.",-25.357263565063477
273,AI,5087,"Although plastids inherit mainly maternally in interspecific hybridisations, there are many reports of hybrids of flowering plants that contain plastids of the father.",-52.52351760864258
274,AI,5238,"Using the weapons he obtained from Susanoo, Ōkuninushi defeats his brothers and becomes the undisputed ruler of Ashihara-no-Nakatsukuni.",-41.70963668823242
275,AI,13783,"After raiding south across the Danube, he defeated a Roman invasion in the reign of Domitian, securing a period of independence during which Decebalus consolidated his rule.",-44.75501251220703
276,AI,10168,"The report concluded that ""a greater receptivity towards anti-Muslim and other xenophobic ideas and sentiments has, and may well continue, to become more tolerated.""",-43.14427947998047
277,EM,8696,"The publication, ""The Changing Landscape, a History of Briarcliff Manor-Scarborough"", was written by Mary Cheever, wife of novelist John Cheever.",-62.0887565612793
278,EM,6467,"Until the building of the Arnside viaduct in 1857, Milnthorpe (upstream of Sandside) was a substantial port, handling cargoes including coal and guano.",-48.4073486328125
279,EM,423,"Writings by Ortega-Hernandez and testimonies from those who knew him revealed that he believed that he was Jesus, and that President Obama was the Antichrist and the devil.",-35.47554397583008
280,EM,11096,"Because they believe that ""P"" is less valuable, they necessarily believe that the remainder, ""R"", is sufficiently valuable to more than cover ""their"" due share.",-57.354591369628906
281,EM,12948,Anthony O'Garvey  Anthony O’Garvey was the Roman Catholic Bishop of Dromore from 1747 to 1763 or 1766 during the Recusancy in Ireland.,-57.41405487060547
282,CP,2983,"It was critiqued in ""The Gentleman's Magazine"", where it was compared with William Britten's ""The Flight of Helen"", with which it was exhibited:",-71.97222900390625
283,CP,8472,"Garcia was born James David Garcia, in Temple, Texas and briefly attended Baylor University in the 1960s, but said they had little or nothing to teach him, so he left.",-34.795806884765625
284,CP,3740,"PA 868 begins at an intersection with PA 36 in the community of Waterside in South Woodbury Township, heading northwest on two-lane undivided Potter Creek Road.",-40.22820281982422
285,CP,5383,Hamaticolax unisagittatus  Hamaticolax unisagittatus is a species of parasitic copepod belonging to the family Bomolochidae.,-37.428985595703125
286,CP,426,Poul Sørensen (handball)  Poul Sørensen (born 23 April 1954) is a former Danish handball player who competed in the 1984 Summer Olympics.,-22.335121154785156
287,DT,160,"In April 2020 Simons was named in The Music Network's ""Thirty Under 30 Awards"" in addition to being voted ""Reader's Choice"" in a public poll.",-68.18537902832031
288,DT,6540,"In 1916, much of the Boston and Montana smelter plant was replaced by a modern copper and zinc smelter, and a wire and cable manufacturing plant was added.",-49.226051330566406
289,DT,10164,"""Oceania"" was the first full-length album recorded with guitarist Jeff Schroeder, and the only album recorded with drummer Mike Byrne and bassist Nicole Fiorentino.",-42.26051330566406
290,DT,182,"Hiram Bingham I of the ABCFM held a certain degree of approval that the Greeks were at the minimum Christians, but the missionary community would learn to loathe the Greeks.",-81.33528900146484
291,DT,4258,These conditions result in the formation of the (−)-enantiomer of the aryl ether in 72% chemical yield and 88% enantiomeric excess.,-52.05711364746094
292,DT,11249,"The pilot of ""Albion"" saw ""Chippewa"" but for some reason misunderstood ""Chippewa""s signals as to which way to turn to avoid collision. """,-59.470314025878906
293,AZ,172,"Even so, the Labour government announced in 1966 that Britain would not mount major operations without the help of allies, and that the existing carrier force would be maintained into the 1970s;",-61.817710876464844
294,AZ,8811,"Under these circumstances, AdaSL has developed as an indigenous sign language, fully independent from the country's standard Ghanaian Sign Language (which is related to American Sign Language).",-60.40943908691406
295,AZ,6507,"Other companies, such as Broadway Comics, , Continuity Comics, Defiant Comics, Eclipse Comics, First Comics, and Malibu Comics also ceased publication in the period between 1993 and 1997.",-93.58374786376953
296,AZ,9782,"The Tochi Valley is in northern Waziristan, located between Bannu District and Khost Province, and is inhabited by the Dawari Pashtun tribe.",-39.85464096069336
297,AZ,5322,"In early 2009, NovaLogic released ""Delta Force 10th Anniversary Collection"" (a compilation of all the official Delta Force games, user guides and the CD soundtrack from Delta Force:",-73.67769622802734
298,AZ,4126,"Genebanks have largely focused on the conservation of major staple crops, while non-staple crops represent only 2% of materials stored and crop wild relatives are also poorly represented;",-79.83472442626953
299,AZ,7856,"The BW&S was itself a consolidation on December 12, 1883 of the Boston, Winthrop and Point Shirley Railroad and Eastern Junction, Broad Sound Pier and Point Shirley Railroad.",-74.6455307006836
300,AZ,8248,"Alfred Lion  Alfred Lion (born Alfred Löw, April 21, 1908 – February 2, 1987), was an American record executive who co-founded Blue Note Records in 1939.",-96.39315795898438
301,AZ,591,"His plans for a Channel Tunnel were ultimately blocked by the War Office, and suspicion fell on James Staats Forbes, chairman of the LCDR for having urged the decision.",-69.28279113769531
302,AW,1637,"She has served as a senior reporter for """", where she won two Gemini Awards, and a host of ""The Fifth Estate"", where she won a Gracie Award.",-49.23411560058594
303,AW,9838,"Malcolm Mooney  Malcolm Mooney (born 1944) is an American singer, poet, and artist, best known as the original vocalist for German krautrock band Can.",-46.57408905029297
304,AW,149,"In 1995, as part of its push for getting new Chinese partners, Ford acquired B shares equivalent to a 20% equity in JMC, becoming the second-largest shareholder.",-82.302490234375
305,AW,358,"Dunn and Alister stated that they intended only to write graffiti at Cameron's home and had no knowledge of the bomb, which they claimed had been brought by Seary.",-79.3804931640625
306,AW,1452,The Government of Western Australia had already commenced development of a major stadia review project in late 2003 which led to much interest in the future of major sporting venues in Western Australia.,-39.389007568359375
307,AW,12357,"""Sturgeon""'s next assignment was in the Bonin Islands area from 8 April until 26 May and included plane guard duty near Marcus Island during aircraft carrier strikes there.",-51.3134765625
308,AW,11483,"In addition, the prize money she would have been awarded from the Romanian Olympic Committee for her all-around gold was replaced, and doubled, by a group of Romanian businessmen.",-48.23305130004883
309,BJ,11917,"Inhabitant are dominantly Hausa, Fulani and Kanuri with some other races such as Tiv, Yaroba, Igbo, Igala etc.",-58.73207473754883
310,BJ,10322,"голубчик ""(golubchik)""), which represents two rising sounds, but which is also a symbol of the Holy Ghost.",-52.54511260986328
311,BJ,279,"A father with six children, Stirnweiss fell ill and suffered a heart attack in June 1957, and he needed some time to recuperate from his health problems.",-37.13078689575195
312,BJ,13157,"In 2007, the Pui Tak Center won a $100,000 grant from the Partners in Preservation, a program sponsored by American Express and the National Trust for Historic Preservation.",-38.63180923461914
313,BJ,10620,"According to a Welsh chronicle (Sean Duffy, p. 45, 1997), Arnulf """"thought to make peace with the Irish and to obtain help from them.",-69.46966552734375
314,BJ,11435,"Other names for the Bodo Gadaba language include Gadba, Gutop, Gudwa, Godwa, Gadwa, and Boi Gadaba.",-70.53512573242188
315,BJ,624,"The production was directed by Marc Connelly, used set designs by Donald Oenslager, and starred Henry Fonda as Dan Harrow and June Walker as Molly Larkins.",-77.30586242675781
316,DH,2432,"Using a shift table, a message can still use 7-bit encoding for the characters, but a different set can be chosen to correctly show accented and language specific characters.",-82.89762878417969
317,DH,5104,Andrey Budnik  Andrey Sergeyevich Budnik (; 2 February 1953 – 10 August 2018) was a Russian diplomat who was an Ambassador of Russia to Pakistan from 2009 until 2013.,-94.53508758544922
318,DH,983,"Doody attended a meeting where people were discussing new ideas for radio shows, and Kirshen suggested the idea, and both he and Kirshen wrote the full proposal.",-47.39463806152344
319,DH,3094,FC Spartak-Arktikbank Arkhangelsk  FC Spartak-Arktikbank Arkhangelsk () was a Russian football team from Arkhangelsk.,-12.569290161132812
320,DH,6900,"Ken Tucker of ""Entertainment Weekly"" gave it the grade B+, saying it ""might prove to be the not-at-all-guilty pleasure of the season.""",-29.885780334472656
321,DH,11184,"over the years, they were able to build and maintain a good working relationship with their Vietnamese counterparts and airborne units, a situation unfortunately not always found in other ARVN formations.",-45.928829193115234
322,AN,2093,"To do so, we entered into a game in which the rules were rigged against us, sometimes pushing us well past our point of comfort in order to remain in play.""",-48.045555114746094
323,AN,6577,"Fianna Fáil, with its strength among small farmers and increasing popularity among the rural middle-class, was the most obvious threat to a rural-based party at this time.",-32.62755584716797
324,AN,3347,"The parkway's construction created jobs in the region, but also displaced many residents and created new rules and regulations for landowners, including requirements related to how farmers could transport crops.",-50.98520278930664
325,AN,12764,"Signs tilted by about 45 degrees are called ""tenû"" in Akkadian, thus DIŠ is a vertical wedge and DIŠ ""tenû"" a diagonal one.",-56.52516555786133
326,AN,1382,"Jaguar used this head design, beginning in 1949, on the legendary XK engines, which powered cars ranging from the Le Mans winning D-Type to the XJ6.",-73.92404174804688
327,AN,3312,"Two and a Half Men  Two and a Half Men is an American television sitcom that originally aired on CBS for twelve seasons from September 22, 2003, to February 19, 2015.",-30.655349731445312
328,AN,5586,"Nihonmatsu has 16 public elementary schools and seven public junior high school operated by the city government, and three public high schools operated by the Fukushima Board of Education.",-33.43467712402344
329,AN,7179,"Hopewell is participating in the investment of five toll road projects with a total length of , all of which are in the Pearl River Delta region of Guangdong Province in mainland China.",-47.699920654296875
330,AN,6103,The pad was four inches square (i.e. roughly 10×10 cm) and mounted on a slightly inclined base with the back of the pad higher than the front.,-30.309783935546875
331,AN,4950,"When one undersamples a bandpass signal, the samples are indistinguishable from the samples of a low-frequency alias of the high-frequency signal.",-29.76850700378418
332,AN,4307,"After Buckingham died in 1687, the house remained empty until the estate was purchased in 1696 by George Hamilton, 1st Earl of Orkney, a soldier and colonial official.",-39.15130615234375
333,AN,6042,"The band were much happier at Immediate, spending more time in the recording studio and far less time playing live, but they lost the dynamic live sound that had made them famous.",-48.953861236572266
334,AN,9926,"Lowell's sonnets from the ""Notebook"" poems through to ""The Dolphin"" met with mixed responses upon publication, and critical consensus on the poems continues to be mixed.",-51.61845397949219
335,CV,10915,"Chavis worked in the civil rights movement, leading a march in 1970 to the state capital in protest after three white men were acquitted of killing Henry D. Marrow in Oxford.",-69.95950317382812
336,CV,13195,"She says what she thinks, and that's a hard thing to do in high school[...] she’s just a badass girl from Brooklyn"".",-70.19609832763672
337,CV,708,"The exact timing and cause of the extinction are unclear, but it is likely related to the settlement of Hispaniola by the Europeans in 1492 after discovery by Christopher Columbus.",-31.69481086730957
338,CV,9309,"Initially, Władysław Siemiaszko was asked to assist military historian Józef Turowski of the Polish Society of War Veterans, gathering materials for a memorial project.",-51.09602355957031
339,CV,11847,"The Pakistan Institute of Fashion and Design, commonly referred to as PIFD, (formerly known as Pakistan School of Fashion Design) is a design institute specialising in design education.",-28.60857391357422
340,CV,13191,"Not all Americans felt this way, there were many loyalists who wanted to remain a part of the empire of Great Britain especially in the South, but the public opinion was turning.",-43.615928649902344
341,CV,2455,"Pope Pius XII, first in 1950 in ""Humani generis,"" warned against adopting of philosophies which today are modern, tomorrow hopelessly old-fashioned.",-70.29713439941406
342,CV,5757,"As the Head of SMC's Film Production Program, Carrasco teaches both filmmaking and critical studies courses, and mentors award-winning short films as Executive Producer: """,-68.58552551269531
343,CV,2529,"Universalist National Memorial Church was established to serve as the official representative in Washington, DC, of the Universalist General Convention, later known as the Universalist Church of America.",-32.070247650146484
344,CV,2154,"It is located beside Ashton-under-Lyne bus station, and a few minutes walk away from Ashton-under-Lyne railway station, forming an Ashton travel hub.",-37.86199188232422
345,CV,8818,"On September 15, 1994 Premier Ralph Klein appointed Mirosh as the Minister of Science and Research, with responsibility to oversee the provincial government's newly created Science and Research authority.",-39.9471549987793
346,BS,13150,"In the early years of the VFL it was quite common for footballers to play district cricket over the summer months, some of them even made their state sides and others represented Australia.",-63.09921646118164
347,BS,8318,"In 1988, Davis fought through an injury in spring training and largely struggled in his first National League season, hitting .196 with only two home runs and 17 runs batted in.",-44.91981506347656
348,BS,5201,"Moon left Los Angeles on 19 April to begin filming ""Tommy"", and after the filming concluded, unofficially relocated to California in August 1974, to work on the album proper.",-69.67117309570312
349,BS,4660,"The intent of this system is to allow teachers and students to be more thorough in each class meeting, with a smaller amount of time devoted every day to the transition between classes.",-41.81853485107422
350,BS,4400,"Following the war, he worked out of Omaha as a multi-state field organizer for the American Veterans Committee, a progressive veterans organization formed to oppose the more conservative American Legion.",-48.919097900390625
351,BS,3198,"Prior to this date, (the then) University College, Nottingham taught students for University of London examinations and ""Nottingham graduates"" were actually London graduates and wore the appropriate dress.",-55.696659088134766
352,BS,6503,"It was the seat of the district of the same name, and one of the 11 ""Bezirkshauptmannschaften"" in the province of Carniola.",-17.706449508666992
353,BS,13979,The shrine of Guru Nanak Dev is located in Nankana Sahib near the city of Lahore where many Sikhs from all over the world make pilgrimage to this and other shrines.,-25.176921844482422
354,CF,302,"Henry Brandon, Baron Brandon of Oakbrook  Henry Vivian Brandon, Baron Brandon of Oakbrook, MC, PC (3 June 1920 – 24 March 1999) was a British judge.",-70.76826477050781
355,CF,12609,"However, Yeon Gaesomun died of a natural cause and civil war ensued among his three sons, leading the Silla–Tang alliance to launch a fresh invasion.",-65.60096740722656
356,CF,2381,"After the death of Otho, Sabinus directed the urban cohorts to swear allegiance to Vitellius, evidently an attempt to preclude further bloodshed.",-31.63367462158203
357,CF,4272,"Richard Lauder was a Justice of the Peace, was Member of Parliament for Edinburghshire in 1621, and in 1647 and 1648 was on the Committees of War for Edinburgh.",-43.48011779785156
358,CF,464,The six-track Bochum Stadtbahn station under Bochum Hauptbahnhof is the most important junction of the six lines of the Bochum network.,-24.62619400024414
359,CF,5539,"The trust issued invoices to patients thought to be ineligible for NHS treatment totalling £2.3 million in 2018-9, but only collected £0.6 million.",-62.01789093017578
360,CF,8193,"He was appointed inspector general of Artillery and was attached to the general headquarters, once making a trip to Arkhangelsk to check on the munitions sent there by the allies.",-34.84640121459961
361,CF,2056,"C3 linearization  In computing, C3 superclass linearization is an algorithm used primarily to obtain the order in which methods should be inherited in the presence of multiple inheritance.",-60.99120330810547
362,CF,12415,"By 1955 he was a member of the Grand Orange Lodge of Ireland, and of the Imperial Grand Black Chapter of the British Commonwealth (normally known as the Royal Black Institution).",-83.6716079711914
363,CG,7220,"Those working for WikiLeaks are reportedly required to sign sweeping non-disclosure agreements covering all conversations, conduct, and material, with Assange having sole power over disclosure.",-72.33842468261719
364,CG,3345,Erskine was elected to the House of Commons as a candidate of the Conservative Party from Weston-super-Mare and served as MP from 1922 to 1923 and from 1924 to 1934.,-37.03172302246094
365,CG,2793,"However according to the Pew Research Center, 62 percent of adults in the United States accept human evolution while 34 percent of adults believe that humans have always existed in their present form.",-24.51266098022461
366,CG,3249,"Brechen is well linked to the long-distance road network by way of the A 3 (Cologne–Frankfurt, Limburg-Nord interchange) lying 6 km away.",-84.36839294433594
367,CG,2711,"The album proved influential to many post-hardcore and alternative metal bands, and was both critically and commercially well-received, peaking at number 135 on the ""Billboard"" 200.",-25.05231285095215
368,CG,9128,"Comprising of fifty-six nations, the African continent is the second largest in the world and is home to a diversity of legal practices, unique with their cultural and historical influences.",-62.97850036621094
369,CG,4747,"They heavily criticized the episode for taking place before the events of ""Kaddish"" and ""Memento Mori"" in an attempt to not deal with Scully's cancer.",-35.33881759643555
370,CG,12236,"The Graue Mill is located at 3800 S. York Road, on the banks of Salt Creek in Oak Brook, Illinois, and is surrounded by Fullersburg woods.",-81.39351654052734
371,CG,4686,"MD 2 separates from US 50/301 east of the bridge and becomes Governor Ritchie Highway, and to the west of the bridge it leaves the highway along Solomons Island Road.",-53.229984283447266
372,BZ,8068,"p20  In 1827 Sir Astley Cooper converted some cottages at Piccotts End, close to Hemel Hempstead, into the first cottage hospital providing free medical services.",-75.32158660888672
373,BZ,8402,"Since the 2011 local government reform it is part of the municipality Distomo-Arachova-Antikyra, of which it is the seat and a municipal unit.",-33.40462875366211
374,BZ,679,"In women, reproductive medicine also covers menstruation, ovulation, pregnancy and menopause, as well as gynecologic disorders that affect fertility.",-25.60213851928711
375,BZ,11429,"An excavation and partial restoration in 1915 by the Japanese uncovered a sarira, or relic box, of the cremated remains of a priest hidden in between the second and third stories.",-73.21771240234375
376,BZ,3438,She relates the story of her unhappy search for her kin and the mistreatment by her sister-in-law and of how even now she is not thought of kindly.,-48.92933654785156
377,BZ,3535,"Likewise, reconciliation, like condonation, is used by the accused spouse to prevent a fault divorce when they can prove that the filing spouse has forgiven them and reconciliation has occurred.",-78.70611572265625
378,BZ,13467,"Nong Suea District  Nong Suea (, ) is a district (""amphoe"") in the eastern part of Pathum Thani Province, central Thailand.",-31.1882266998291
379,BZ,12536,"Of the agricultural land, 24.7% is used for growing crops and 10.4% is pastures, while 1.6% is used for orchards or vine crops.",-16.60477066040039
380,DI,6882,"It is distinguished by a 2½-story, three-bay side-hall Federal-style main block (1816) and 2-story side ell (1792).",-35.13098907470703
381,DI,5956,Léopold Sabatier  Léopold Sabatier (died c. 1929) was a French colonial administrator in the province of Darlac (now Đắk Lắk Province).,-20.59219741821289
382,DI,13806,"In 1940 the New York State Education Department placed a state historical marker commemorating the fort as the ""Goal of Burgoyne's Drive to Split the Colonies – 1777"".",-87.47821807861328
383,DI,401,"McMillan made only seven appearances, including one at inside-left when he scored twice (against Northfleet on 11 April), before leaving the club in the summer of 1898.",-43.164642333984375
384,DI,5864,"In 2011, Terry conceived and co-produced the first ""Chicago House DJ Day"", bringing together for the first time 100 of the most influential DJs in Chicago house music.",-36.70801544189453
385,DI,9522,Prolog syntax and semantics  The syntax and semantics of the Prolog programming language are the set of rules that defines how a Prolog program is written and how it is interpreted.,-11.410112380981445
386,DI,9635,"2500 Years ago, there were many Mixtec communities (Mixteca Alta y Baja) inhabited by mixtec peoples called Ñuu Yata Yata (ancient people).",-51.761192321777344
387,BK,2645,"He became production director for the radio station WBAP, later moving to NBC where he became producer for the NBC Symphony Orchestra during the tenure of its conductor Arturo Toscanini.",-36.631343841552734
388,BK,9120,"Incitement of the People (""Volksverhetzung"") is defined by § 130 (Incitement to hatred) Section 1 of the Criminal Code:",-56.902957916259766
389,BK,10803,For 2010 the team was co-purchased by former Diamond Ridge Motorsports owner Gary Betchel to form Diamond-Waltrip Racing to field development driver Trevor Bayne in the No.,-84.66462707519531
390,BK,13030,"Risner's squadron led the first Rolling Thunder strike on March 2, bombing an ammunition dump at Xom Biang approximately ten miles north of the Demilitarized Zone.",-69.32923889160156
391,BK,9244,"Grace ""Dokkaebi"" Nam is an operator who uses Dokkaebi as her nickname in reference to her ability to mess with the opposing team's phones.",-49.75995635986328
392,BK,11133,"In 1956, the air force, in an effort to gain political support, planned a record flight from Córdoba to Buenos Aires to demonstrate the combat potential of the IAe 33.",-66.57455444335938
393,BK,8147,"A breastplate of armour, under which the bottom of a short tunic appeared as a skirt, often overlaid with a fringe of leather straps, the pteruges.",-75.60066223144531
394,BK,664,"To ensure that Phobia, Plasmus, and Warp succeed in reclaiming the scarab, a robotic gorilla called Silverback is sent to meet up with them.",-53.42905807495117
395,EA,8520,"The program covers mostly dropouts in elementary and secondary schools, out-of-school youths, non-readers, working people and even senior citizens wanting to read and write.",-56.87629318237305
396,EA,7535,The decay heat model developed as part of the point reactor kinetics model has been modified to compute decay power for point reactor kinetics and multi-dimensional neutron kinetics models.,-59.09668731689453
397,EA,1533,"In 1907, Lin traveled to Japan to study at Keio University, where he joined Dr. Sun Yat-sen's revolutionary group, the Tongmenghui.",-18.63201141357422
398,EA,12087,"Karapınar, Polatlı  Karapınar, Polatlı is a village in the District of Polatlı, Ankara Province, Turkey.",-0.18795271217823029
399,EA,10812,"Competing at the 2013 Para-cycling Road World Championships, Baie-Comeau, Canada, he won a gold medal in the Men's Individual Time Trial C3.",-24.675806045532227
400,EA,2307,"With a cute, simple storyline, which is meant to be enjoyed like of whiff of pure fresh air, the film just keeps you engaged all along, quite effectively.""",-83.83958435058594
401,EA,3293,"Protostelids have also been found on isolated islands like Hawaii in the Pacific and Ascension Island in the southern Atlantic, indicating that protostelids have a worldwide distribution.",-21.8568115234375
402,EA,4475,"Stride Place  Stride Place, formerly known as the ""Portage Credit Union Centre"", is a multipurpose sports and recreation complex located in Portage la Prairie, Manitoba, Canada.",-12.028111457824707
403,EA,6545,"Ioffe's profile was praised by ""Slate"" and Erik Wemple, while Fox News writer Howard Kurtz said it had a ""condescending tone"". """,-75.41893005371094
404,EA,1826,"A Republican, he was Burlington's Grand Juror (municipal court prosecutor) for two years, and State's Attorney of Chittenden County from 1884 to 1886.",-45.76457595825195
405,EA,8879,"The oldest signs of habitation on the marshes are prehistoric Clactonian flint blades possibly from 400,000 years ago, but few other prehistoric remains have been recorded here.",-69.52430725097656
406,EV,6021,"Binaki  Binaki () or pintos is a type of steamed corn sweet tamales from two regions in the Philippines – Bukidnon and Bogo, Cebu.",-69.64368438720703
407,EV,8562,"The single featured her for the first time under the artistic name of ""Dria"", and was later used for licensing for the show “Love and Hip Hop Hollywood”.",-102.68310546875
408,EV,12748,"Toshifumi Takeshima  Born in Akita, Takeshima graduated from Toin Gakuen High School in Yokohama and earned his academic degree in communications from Meiji University.",-43.536231994628906
409,EV,7513,"Landstad replied to the criticism in his book ""Om Salmebogen, en Redegjørelse"" (A Statement Regarding the Hymnal, 1862).",-81.13866424560547
410,EV,7409,"Kris Bryant returned to the plate as the tenth Cubs batter of the inning, and popped out on Scherzer's 28th pitch to bring the shocking inning to a close.",-65.24923706054688
411,EV,8073,"This pamphlet was written after King Charles II was returned to the throne, and described a dream in which her God tells her of the terrible persecutions of Quakers about to happen:",-68.55487060546875
412,EV,11213,"North of Tsikhisdziri, at Bobokvati, some 200 m from the coastline, dune-settlements, dating to the 8th century BC, were uncovered.",-90.6496353149414
413,EV,2360,"At the present time we have some very desirable tenants living in these apartments, and we feel that such a statue opposite the apartments would cause us a loss of tenancy.""",-65.90973663330078
414,EV,526,"The Golden Eagles, led by third-year head coach Doc Sadler, played their home games at Reed Green Coliseum in Hattiesburg, Mississippi and were members of Conference USA.",-39.442535400390625
415,EV,8182,"According to ASI ""The cave group is in three tiers, with all members of each galleries shown in semi-relief, but only two storeys having regular floors.",-123.57254028320312
416,EV,3696,"It would improve available bandwidth due to the use of frequency reuse and polarization and feature spot and wide beams, enabling high bandwidth and broadcast applications on a backward compatible way.",-105.83354949951172
417,EV,6221,"Yasin Arslan  Yasin Arslan (born 23 July 1978) is a Turkish male weightlifter, competing in the 69 kg category and representing Turkey at international competitions.",-13.716798782348633
418,EV,6426,"As well, in 2014, the 66 years old general Paolo Antoniazzi died after its paraglider got sucked into a cumulonimbus up to the altitude of .",-71.35478210449219
419,FC,5134,"The parade began near Shopwise Santana Grove in Sucat, where an estimated crowd of 300,000 waited for the start of the event, and ended on Bradco Avenue.",-111.00173950195312
420,FC,3398,"In November and December the club picked up wins over promotion hopefuls such as Tottenham Hotspur and Preston North End, while dropping points to strugglers like Cardiff City and Bristol City.",-35.2724609375
421,FC,4586,"Kendriya Vidyalaya Maharajganj  Kendriya Vidyalaya Maharajganj is a secondary school affiliated to the CBSE board in Maharajganj, Bihar.",-6.794895172119141
422,FC,1748,"PEAT GmbH launched the Plantix app in 2016, but the first spark came as early as 2014 with the first prototype called ""Gartenbank"" developed in 2015.",-88.16877746582031
423,FC,521,"Much of Tyrrell's testament was later doubted by the Lord Chancellor Phipps who ""could never find any other effect from his service than to get money from us"".",-64.85396575927734
424,FC,887,"In an interview with Capital XTRA, he said that he believed Been Wavey was better than Jumanji, and they are similar as they were recorded and created together.",-86.46807861328125
425,EG,13176,"The painting was recorded in a 1700 inventory when it was paired with """", which is now in El Escorial, Madrid, and attributed to members of his workshop.",-38.4008674621582
426,EG,3321,"Misspellings of French words outside the French language occur regularly and account for part of the etymology of some modern loanwords in English - such as English ""caddie.""",-50.099327087402344
427,EG,4095,"In 2000, Monroe initiated a research group at the University of Michigan, Ann Arbor, where he showed how qubit memories could be linked to single photons for quantum networking.",-67.29832458496094
428,EG,8183,"In 1974 he started working, mainly as an off-screen voice, on ""What the Papers Say"", at first on ITV and later Channel 4 and then BBC2.",-40.18381118774414
429,EG,7903,"This will enable the light rail transit to provide a transportation service to 15,000 passengers per hour per direction (PPHPD) and 60,000 in all four directions.",-62.5966796875
430,EG,251,"They also won the League Cup, beating Holbeach United on penalties in the final, as well as the Northants Junior Cup and the Hitchingbrooke Cup.",-32.15793991088867
431,EE,6424,"North of there, the road runs relatively straight north until it takes one more slight curve to the left before encountering the eastern terminus of County Road 278(Pioneer Road).",-50.94859313964844
432,EE,9831,It is the church for the Stemshaug parish which is part of the Ytre Nordmøre prosti (deanery) in the Diocese of Møre.,-16.635860443115234
433,EE,458,"Jake Gosling (footballer)  Jake Gosling (born 11 August 1993) is a professional footballer who plays for side Sporting Khalsa, where he plays as a winger.",-33.97193908691406
434,EE,12007,"""The Skin Trade"", a horror novella about werewolves, was originally published in 1988 in the ""Night Visions 5"" collection, later retitled as ""Dark Visions"".",-57.91570281982422
435,EE,10149,"A music video for the track ""Defenders of Bú-Tik Palace"" directed by Chuang Chi-wen and choreographed by Jeremy Yang was released on May 7, 2013.",-80.97099304199219
436,EE,9480,"he sailed to Ancona with ""Généreux"" and the brig ""Rivoli"", where he loaded a 1000-man force, along with ammunition and food.",-35.93587112426758
