iterationName,wID,aID,sentence,response,rt,prob,sent_length,prob_class,source,phase,step,sentence_num,id,group_id,stimulus_type,trial_type,trial_index,time_elapsed,normed_response
prolific-pilot0,5c4a032ad5ef870001461898,60b06f148ff6643bb486cbc9,"""Yup,"" his boss, as well as other members, said with a smile.",100,5582,-14.93953,medium,high,bert,late,37448,9,9_1970,8,main_judgement,html-slider-response,11,290174,0.4469739479842302
prolific-pilot0,60378f93c54b675465c1a2f8,60b06dee10da2cba8f9d88de,"It also seeks to identify variety varieties, and gender roles to be acceptable to the public body.",66,21059.590000018943,-44.59146,medium,low,bert,early,64,3,8_3,3,main_judgement,html-slider-response,28,597864,-0.4181562209027903
prolific-pilot0,57e4863fea00cf0001d4965e,60b06f2dbe13bb88e91259ae,His hands felt like his knees were wobbly.,41,46599,-5.0081153,short,high,bert,late,14959,5,0_1495,15,main_judgement,html-slider-response,4,266846,-0.8589029068994886
prolific-pilot0,5e506d7a50ee400cc2f73edd,60b06ea0b855768388486272,Asparagine first enters the citric acid cycle in humans as oxaloacetate.,100,8152,-4.9501114,medium,high,bert,early,32,8,9_1,22,main_judgement,html-slider-response,15,419415,0.5693991081628375
prolific-pilot0,5d7c7425c0d7db00187b1199,60b06f8540e5ca78b0efbbf8,"It is used to house officers arrested outside the patrol car, with the exception of misdemeanors committed in the city of Las Vegas, which has its own unit.",100,11918.69999999553,-31.756752,long,high,bert,early,16,6,2_0,20,main_judgement,html-slider-response,10,193758,0.8024550846615757
prolific-pilot0,5f37bfac61c5b525338fde4d,60b06defbd993d590d47b444,Ali Popov's name was Princess Anna.,100,5400.915000005625,-32.26495,short,low,bert,early,8,2,9_0,2,main_judgement,html-slider-response,27,601562,1.3150248942993288
prolific-pilot0,5f8370c6e0804f4fb492bcdc,60b06f19144de8b59fbbac26,She could hardly say anything in front of him.,100,4441.02499994915,-5.682169,short,low,bert,late,19959,3,5_1995,5,main_judgement,html-slider-response,17,301242,0.7893665210240911
prolific-pilot0,5c4a032ad5ef870001461898,60b06f148ff6643bb486cbc9,I decided there were several ways to counter this.,100,4579,-11.60005,short,high,bert,late,11759,9,8_1175,8,main_judgement,html-slider-response,12,294757,0.35355339059327373
prolific-pilot0,5ecce2f70ecf8e0009a4296c,60b06ecd52874ad8ed0b78bb,"Lee features some of the most iconic and memorable styles in the Korean industry, ranging from her signature tail lil'eye make-up, to her bold hair styles and clothing.",100,16266.869999999995,-86.346985,long,low,bert,early,1,1,1_0,28,main_judgement,html-slider-response,19,355976,1.3451291335654874
prolific-pilot0,5eede49e37a90c2260ccd8a3,60b06fa77d78af616ed3563f,"It is used to house individuals arrested in the patrol area, with the exception of misdemeanors committed in the city of Las Vegas, which has its own jail.",80,9884.510000003502,-32.47233,long,high,bert,early,8,6,6_0,25,main_judgement,html-slider-response,5,159065,1.0890864318518567
prolific-pilot0,5ea185e9a7816803c6436095,60b06b2f389d6567a134d7cc,Georgiyyurkov was born in Saint Petersburg and graduated from the imperial academy of philology.,98,91738,-38.25586,medium,low,bert,late,10183,0,5_535,21,main_judgement,html-slider-response,26,1292888,0.6027651186843193
prolific-pilot0,5eebfea65feed2409bd4837d,60b06e7c48e656866e8f4ffa,Its strongly audible ideals required an equally audible medium.,0,12382,-51.21792,short,low,bert,early,0,1,4_0,18,main_judgement,html-slider-response,24,456743,-1.3493346845045238
prolific-pilot0,5cce4f4c0305ed000158a5d9,60b06e176a20392aee3eca05,"Not because he was devouring her, because she needed him desperately, but because of what he had done, even now, in some forlornly, inexperienced manner.",31,33974.60999991745,-27.315224,long,high,bert,late,69159,9,1_1975,23,main_judgement,html-slider-response,6,169544,-0.9368163734800297
prolific-pilot0,60afe097df457e78ba4f4492,60b06fbeeb4f746e7b6fe5c7,"In allergy, the binding of one barley protein to another ribosome causes production of small parasites in which case the c-arm of the barley protein crops out.",100,11141.524999999092,-45.551895,long,low,bert,late,34859,3,9_995,28,main_judgement,html-slider-response,4,141118,0.35355339059327373
prolific-pilot0,5e92e1cb04450c116424012d,60b06f0fec06dff1da529ed0,"Through her, Skyler represented him after all.",52,17841.00000000006,-17.695988,short,low,bert,late,9959,3,9_995,4,main_judgement,html-slider-response,19,306785,-0.16308052309711904
prolific-pilot0,5ea80019fcf96501d8f90294,60b06ea2bf94df332dcc20dc,His voice tapered off and he spoke finally.,27,14173,-9.821169,short,high,bert,late,14909,8,6_1490,24,main_judgement,html-slider-response,8,115658,-0.6844280930789302
prolific-pilot0,5e83115cfd935f024dccab48,60b06fa284cbf6e769c904c8,"As reflected by the name of their competitions, the typical metrics used by the winning teams were distance, acceleration and provided time with moral and business presentation as a key events.",96,34864.19999999995,-123.667015,long,low,bert,early,16,2,8_0,24,main_judgement,html-slider-response,4,170265,0.6711237043674134
prolific-pilot0,6028458ec5a84e6f2d35c352,60b06f0a5c852d63d10c6d52,"Lake Buchanan has fewer stored oxygen due to poor water quality than the other two lakes, and is fairly poor in terms of organic biomass and essentially an oligotrophic lake.",69,12999.125000002095,-54.14244,long,high,bert,early,32,7,6_0,2,main_judgement,html-slider-response,25,325969,-0.34509147368872706
prolific-pilot0,6086d9c3bab1ee062c9961a0,60b06f29f86237fd018c8657,Its highest threaded specification required an appropriate recording system.,44,106746.32999999449,-48.321655,short,low,bert,early,8,1,7_0,10,main_judgement,html-slider-response,15,294724,-0.31911080549422116
prolific-pilot0,5f8370c6e0804f4fb492bcdc,60b06f19144de8b59fbbac26,"1,345 people were employed in the secondary sector and there were 407 enterprises in this sector.",100,8362.554999999702,-20.423368,medium,high,bert,early,32,7,1_1,5,main_judgement,html-slider-response,18,309606,0.912439835287997
prolific-pilot0,5d7c7425c0d7db00187b1199,60b06f8540e5ca78b0efbbf8,"The colony activity is established at the resting sites, but slows down when the adults emerge.",31,10486,-29.972427,medium,high,bert,early,64,6,5_3,20,main_judgement,html-slider-response,11,204246,-0.4696282735323748
prolific-pilot0,5ecce2f70ecf8e0009a4296c,60b06ecd52874ad8ed0b78bb,The crowd came up to where we were standing.,100,7363.9349999999395,-8.88545,short,low,bert,late,19959,4,0_1995,28,main_judgement,html-slider-response,20,363341,0.7229812570375114
prolific-pilot0,5f37bfac61c5b525338fde4d,60b06defbd993d590d47b444,"Ultimately, I'm quite trim in fashion.",84,4389.079999993555,-31.977028,short,low,bert,late,19959,4,4_1995,2,main_judgement,html-slider-response,29,611732,0.8563786096390724
prolific-pilot0,5e506d7a50ee400cc2f73edd,60b06ea0b855768388486272,The Catechism of Heilmuth also placed Catholicism in a position close to both the Christology criteria of the Christian faith and the four gospels of mother and son.,92,12189,-42.53741,long,low,bert,late,69859,2,0_1995,22,main_judgement,html-slider-response,16,431605,0.23341684834386164
prolific-pilot0,5eb4f5a68aa23236a7dee5a3,60b06f68dfb20bfe7a21a02b,"This is followed with rookies working in the police department, with the exception of misdemeanors charged by the city of Las Vegas, which oversees its own investigations.",100,43423.869999998715,-33.45796,long,high,bert,early,128,6,1_3,22,main_judgement,html-slider-response,4,203821,0.6190047894885015
prolific-pilot0,57e4863fea00cf0001d4965e,60b06f2dbe13bb88e91259ae,I lean down and peck him on the cheek.,100,13920,-7.9190764,short,low,bert,late,19959,3,4_1995,15,main_judgement,html-slider-response,5,280775,0.837340490826698
prolific-pilot0,609190b7869cb8cba8c18c04,60b06efbed364c1da9d514ff,What is known as the Vergata-Dewitt order was intended to prevent unreasonable behavior.,44,45759,-30.834879,medium,low,bert,early,512,3,3_26,30,main_judgement,html-slider-response,7,342859,-0.6666798521902817
prolific-pilot0,5eede49e37a90c2260ccd8a3,60b06fa77d78af616ed3563f,He won the apertura 1971 and 1972 Italian super cup titles with Internazionale Milano.,74,11783.449999988079,-5.1079745,medium,high,bert,late,28328,5,8_1490,25,main_judgement,html-slider-response,6,170851,0.984824040638552
prolific-pilot0,6086d9c3bab1ee062c9961a0,60b06f29f86237fd018c8657,"The duo met at school and via their mutual interest in music production, they formed Third Party.",97,6973.170000012033,-33.65509033203125,medium,high,wiki,wiki,0,6,0_0,10,main_judgement,html-slider-response,16,301699,0.5407400655127023
prolific-pilot0,5eebfea65feed2409bd4837d,60b06e7c48e656866e8f4ffa,"It can be found in shallow, nearshore marine environments between 0 and 1m in depth.",65,11833,-20.666040420532227,medium,high,wiki,wiki,0,21,0_0,18,main_judgement,html-slider-response,25,468576,0.3828557260280705
prolific-pilot0,60afe097df457e78ba4f4492,60b06fbeeb4f746e7b6fe5c7,It is unique in the building Philippine Planetarium.,50,12010.269999998854,-29.879234,short,high,bert,late,8959,5,4_895,28,main_judgement,html-slider-response,5,153130,-0.6447610134013033
prolific-pilot0,60378f93c54b675465c1a2f8,60b06dee10da2cba8f9d88de,"At the beginning of his reign the muscovite Drand Prince Vasily II was very young, so the power was concentrated in hands of his warden Vytautas.",94,20648.140000004787,-62.32699203491211,long,high,wiki,wiki,0,16,0_0,3,main_judgement,html-slider-response,29,618515,-0.21896393648144905
prolific-pilot0,5f8370c6e0804f4fb492bcdc,60b06f19144de8b59fbbac26,He had several roles with the school of drama.,49,8320.69500000216,-15.978725,short,high,bert,early,256,6,8_25,5,main_judgement,html-slider-response,19,317928,-0.5476048190130225
prolific-pilot0,6028458ec5a84e6f2d35c352,60b06f0a5c852d63d10c6d52,"The finals were held at the Beilun Sports and Arts Centre in Ningbo, China.",83,9855.134999990696,-21.367834091186523,medium,high,wiki,wiki,0,10,0_0,2,main_judgement,html-slider-response,26,335825,0.573818311528492
prolific-pilot0,5ecce2f70ecf8e0009a4296c,60b06ecd52874ad8ed0b78bb,For the team to play off faithfully the next round a number of vacation places are awarded.,0,8387.964999999967,-52.48439,medium,low,bert,early,64,2,1_3,28,main_judgement,html-slider-response,21,371730,-0.8629432778980222
prolific-pilot0,5c4a032ad5ef870001461898,60b06f148ff6643bb486cbc9,"If person wants to transport a bike in a Prague train, ticket for oversized luggage is granted.",74,17940,-67.88704,medium,low,bert,early,1,2,4_0,8,main_judgement,html-slider-response,13,312702,-0.29088780741830855
prolific-pilot0,5ea80019fcf96501d8f90294,60b06ea2bf94df332dcc20dc,"Taking a deep breath, she turned to Vince.",100,14614,-8.396572,short,low,bert,late,14959,3,1_1495,24,main_judgement,html-slider-response,9,130277,0.8933587741240775
prolific-pilot0,6028458ec5a84e6f2d35c352,60b06f0a5c852d63d10c6d52,I want you to go and take a walk.,100,3510.980000020936,-2.9748368,short,high,bert,late,14959,9,4_1495,2,main_judgement,html-slider-response,27,339337,1.1865967956722503
prolific-pilot0,5e506d7a50ee400cc2f73edd,60b06ea0b855768388486272,"Plato's iconography is therefore a way of representing the pure excesses of humanity, having as examples the sense in which humanity is both unchallenged and spared.",99,10986,-46.674644,long,low,bert,early,512,4,0_14,22,main_judgement,html-slider-response,17,442593,0.44770116813494776
prolific-pilot0,5e92e1cb04450c116424012d,60b06f0fec06dff1da529ed0,Moyles Court is now Moyles Court School.,98,15678,-6.585177898406982,short,high,wiki,wiki,0,3,0_0,4,main_judgement,html-slider-response,20,322465,0.8540996887628777
prolific-pilot0,5e83115cfd935f024dccab48,60b06fa284cbf6e769c904c8,"The four teams from the previous two rounds, plus Spain and Samoa, competed in a tournament.",98,14873.299999999814,-42.45269012451172,medium,low,wiki,wiki,0,30,0_0,24,main_judgement,html-slider-response,5,185144,0.7274647828073525
prolific-pilot0,6086d9c3bab1ee062c9961a0,60b06f29f86237fd018c8657,"They may sue for every pence sequestration, but is it out of necessity that they settle the matter? I do not think we should ever coerce a lawyer.",0,7481.520000030287,-30.33096,long,low,bert,late,67234,3,4_1920,10,main_judgement,html-slider-response,17,309182,-1.6661155388614939
prolific-pilot0,60afe097df457e78ba4f4492,60b06fbeeb4f746e7b6fe5c7,"When introduced in an ellipsoid behaviour, the noode attaches to the body.",100,6716.099999997823,-46.44644,medium,high,bert,late,16928,9,5_890,28,main_judgement,html-slider-response,6,159848,1.1223442420188425
prolific-pilot0,6028458ec5a84e6f2d35c352,60b06f0a5c852d63d10c6d52,Their goal is to venture over the moratorium.,88,4054.680000001099,-27.738605,short,low,bert,early,512,3,6_51,2,main_judgement,html-slider-response,28,343392,0.872786072849837
prolific-pilot0,5d7c7425c0d7db00187b1199,60b06f8540e5ca78b0efbbf8,"General William Creighton and others pursued some training at fine arts colleges, including West Virginia college of Frederick William (now Virginia Tech) and the University of California, Davis.",34,18519.29999999702,-50.51641,long,high,bert,late,34684,7,8_990,20,main_judgement,html-slider-response,12,222766,-1.0806395140109217
prolific-pilot0,601e1cae7d6414276e39e5db,60b06fcf1d2ed1b2f19313ac,"However, in the tenth and final round, Prescott was knocked down and then hurt by a series of punches from Alvarado, which forced the referee to stop the fight.",100,14066.290000002482,-26.27457,long,high,bert,early,1,8,0_0,29,main_judgement,html-slider-response,4,144509,1.4589629527127967
prolific-pilot0,6086d9c3bab1ee062c9961a0,60b06f29f86237fd018c8657,Jasnah had visited and killed a race.,11,4521.269999968354,-29.069206,short,high,bert,late,8609,5,2_860,10,main_judgement,html-slider-response,18,313705,-1.1729478256003802
prolific-pilot0,5eb4f5a68aa23236a7dee5a3,60b06f68dfb20bfe7a21a02b,"1,340 people are employed in the secondary sector and there are 02 businesses in this sector.",74,17886.359999996785,-15.702557,medium,high,bert,early,64,7,0_3,22,main_judgement,html-slider-response,5,221712,0.7457480216281508
prolific-pilot0,5ecce2f70ecf8e0009a4296c,60b06ecd52874ad8ed0b78bb,"""Are you mad at me?"" Lyla takes off across the room and starts to pack his bag, and it takes cuz time cuz Henry's mumble.",0,10692.84500000003,-41.950005,long,low,bert,late,65484,0,9_1870,28,main_judgement,html-slider-response,22,382424,-1.2795130782696098
prolific-pilot0,5e83115cfd935f024dccab48,60b06fa284cbf6e769c904c8,"Taking a deep breath, she turned to Vince.",100,7580.799999999814,-8.396572,short,low,bert,late,14959,3,1_1495,24,main_judgement,html-slider-response,6,192732,0.9192388155425117
prolific-pilot0,5eede49e37a90c2260ccd8a3,60b06fa77d78af616ed3563f,The Hats eagerly caught at the opportunity of recovering the lost lands and their own prestige with justice.,35,16656.304999953136,-77.21703,medium,low,bert,early,0,1,8_0,25,main_judgement,html-slider-response,7,187509,-1.6824077360908598
prolific-pilot0,5e506d7a50ee400cc2f73edd,60b06ea0b855768388486272,This is introduced to increase government efficiency with 264 government tasks to be attached to the legal system.,97,9667.60000000149,-58.355972,medium,low,bert,early,0,3,5_0,22,main_judgement,html-slider-response,18,452262,0.48901335171631927
prolific-pilot0,5cce4f4c0305ed000158a5d9,60b06e176a20392aee3eca05,"Slow feeding mosquitoes also have been observed feeding, with the characteristic odor of cellulose.",92,26374.97500004247,-21.552004,medium,low,bert,late,18923,2,0_995,23,main_judgement,html-slider-response,7,195921,0.5977538294259183
prolific-pilot0,5d7c7425c0d7db00187b1199,60b06f8540e5ca78b0efbbf8,She grew up with four brothers and two sisters.,100,4077.8000000044703,-3.9985151,short,high,bert,early,32,8,3_3,20,main_judgement,html-slider-response,13,226846,0.46632958254537826
prolific-pilot0,5c4a032ad5ef870001461898,60b06f148ff6643bb486cbc9,"His daughter Bernarda Catalina de Esparza, was the wife of Juan de Canaveris, one of the assistants to the Open Cabildo during the May Revolution.",100,12879,-49.29610443115234,long,high,wiki,wiki,0,24,0_0,8,main_judgement,html-slider-response,14,325583,0.8234221917230233
prolific-pilot0,60b03de3ee306d68199e5079,60b06fff25e594831d3ce1d6,"Hunches, then he's over.",16,13326,-17.422485000000002,short,low,bert,late,14959,2,2_1495,7,main_judgement,html-slider-response,4,99581,-1.324088264053488
prolific-pilot0,5e295b153265b010b2b068b4,60b06f19d95283dcda88af55,"""It's possible there would have to be something important about her and Geoffrey so she could affect Sibyl so Henry and I could have more power over them both.",9,69808.50000004284,-46.586533,long,high,bert,late,69509,7,4_1985,7,main_judgement,html-slider-response,5,331044,-0.5173902594389345
prolific-pilot0,6086d9c3bab1ee062c9961a0,60b06f29f86237fd018c8657,The interior including a new staircase was constructed in the manner of a late nineteenth century colonial club.,100,6161.515000043437,-43.35127639770508,medium,low,wiki,wiki,0,4,0_0,10,main_judgement,html-slider-response,19,319868,0.6331450134167717
prolific-pilot0,5e92e1cb04450c116424012d,60b06f0fec06dff1da529ed0,"The molecular weight is constant during the growing season, but slows down as new plants grow.",97,12517,-16.490705,medium,high,bert,early,32,6,3_1,4,main_judgement,html-slider-response,21,334988,0.4385587595948434
prolific-pilot0,601e1cae7d6414276e39e5db,60b06fcf1d2ed1b2f19313ac,About eighty campers visit the park every week.,100,6455.379999999423,-13.551666,short,high,bert,early,8,6,1_0,29,main_judgement,html-slider-response,5,150968,0.6337741025338792
prolific-pilot0,5d7c7425c0d7db00187b1199,60b06f8540e5ca78b0efbbf8,"""I had no idea,"" I said.",100,4774.5999999940395,-4.221541,short,high,bert,late,9859,5,3_985,20,main_judgement,html-slider-response,14,231622,0.46632958254537826
prolific-pilot0,60378f93c54b675465c1a2f8,60b06dee10da2cba8f9d88de,"Feeling alienated, he decided to quit college, but was stopped by his basketball coach at a bus station, where Wideman was about to board a bus back to Pittsburgh.",98,19857.4849999859,-39.94492721557617,long,high,wiki,wiki,0,9,0_0,3,main_judgement,html-slider-response,30,638375,0.6568918094443471
prolific-pilot0,5eb4f5a68aa23236a7dee5a3,60b06f68dfb20bfe7a21a02b,She grew up with five brothers and three sisters.,100,8367.61999999726,-4.637332,short,high,bert,early,128,8,2_12,22,main_judgement,html-slider-response,6,230083,1.1042686641847734
prolific-pilot0,5eebfea65feed2409bd4837d,60b06e7c48e656866e8f4ffa,Software is introduced to increase government efficiency with 264 government tasks to be attached to the domestic system.,72,21326,-69.45141,medium,low,bert,early,1,3,0_0,18,main_judgement,html-slider-response,26,489906,0.6038858358999463
prolific-pilot0,5f8370c6e0804f4fb492bcdc,60b06f19144de8b59fbbac26,"and ""in (mame) Ida"" (""in the world"") sung by voice actor Koji Matsumoto and featured at episode ""oh so cute"".",85,21726.890000049025,-49.287178,long,high,bert,late,63209,7,9_1805,5,main_judgement,html-slider-response,20,339656,0.6611625154429757
prolific-pilot0,5ecce2f70ecf8e0009a4296c,60b06ecd52874ad8ed0b78bb,"If one wants to buy a cab, the nearest stop taxi service for the driver is available.",0,10227.720000000088,-43.660316,medium,low,bert,early,32,2,2_1,28,main_judgement,html-slider-response,23,392653,-0.8629432778980222
prolific-pilot0,60afe097df457e78ba4f4492,60b06fbeeb4f746e7b6fe5c7,"""Are you mad at me?"" Lyla takes off across the room and starts to pack his bag, and it takes cuz time cuz Henry's mumble.",0,15929.494999996678,-41.950005,long,low,bert,late,65484,0,9_1870,28,main_judgement,html-slider-response,7,175780,-2.4748737341529163
prolific-pilot0,5e506d7a50ee400cc2f73edd,60b06ea0b855768388486272,"She features one of her most prominent and memorable styles in the music video, running from her signature tail fin-eye make-up, to her signature hair styles and clothing.",100,8920.89999999851,-61.07814,long,low,bert,early,16,1,9_0,22,main_judgement,html-slider-response,19,461185,0.4783132138193886
prolific-pilot0,5eebfea65feed2409bd4837d,60b06e7c48e656866e8f4ffa,Alitupet's mother is Joy Rose.,100,7699,-45.076862,short,low,bert,early,1,2,0_0,18,main_judgement,html-slider-response,27,497608,1.1649535474914834
prolific-pilot0,5e506d7a50ee400cc2f73edd,60b06ea0b855768388486272,Ayden's father called the police.,100,5617.699999999255,-4.1596355,short,low,bert,early,512,2,1_51,22,main_judgement,html-slider-response,20,466804,0.35355339059327373
prolific-pilot0,60b03de3ee306d68199e5079,60b06fff25e594831d3ce1d6,"Initially shown in the case of evolution vehicles, the first technical techniques used by the NM team were curve, stokes curves and excellent clingy visual surfaces unseen in climatic environments.",75,13753,-148.35788,long,low,bert,early,64,2,1_1,7,main_judgement,html-slider-response,5,113341,0.19676106333223756
prolific-pilot0,5ea80019fcf96501d8f90294,60b06ea2bf94df332dcc20dc,"Polylophia × Cyana or Americanus Americana, is an American species of plants.",21,26356,-37.64817,medium,high,bert,late,18638,8,1_980,24,main_judgement,html-slider-response,10,156638,-2.018948962679555
prolific-pilot0,5e83115cfd935f024dccab48,60b06fa284cbf6e769c904c8,"The shallow water of the Vik Inlet is protected as the Vik Inlet Nature Reserve, particularly because of its importance as an area for the pink-footed goose during spring.",100,17827.699999999953,-43.16616439819336,long,high,wiki,wiki,0,47,0_0,24,main_judgement,html-slider-response,7,210564,0.9488300647953085
prolific-pilot0,6086d9c3bab1ee062c9961a0,60b06f29f86237fd018c8657,"Then, all her thoughts inspired by the mention of Seth popped into her head : the two men doing this course together had done something wrong - had to screw up their lives.",42,13679.594999994151,-54.25097,long,low,bert,late,67234,4,3_1920,10,main_judgement,html-slider-response,20,333549,-0.41092535711830563
prolific-pilot0,60378f93c54b675465c1a2f8,60b06dee10da2cba8f9d88de,Various overall methodologies can easily be equated with catalogue household and / or urban systems.,86,10398.140000004787,-64.27482,medium,low,bert,late,18923,1,6_995,3,main_judgement,html-slider-response,31,648774,0.2852841507093805
prolific-pilot0,601e1cae7d6414276e39e5db,60b06fcf1d2ed1b2f19313ac,"The state of Pennsylvania formed the ""School Reform Commission"" to oversee the troubled public school system.",87,13990.380000002915,-36.51139068603516,medium,high,wiki,wiki,0,44,0_0,29,main_judgement,html-slider-response,6,164962,1.1041950369975515
prolific-pilot0,5e92e1cb04450c116424012d,60b06f0fec06dff1da529ed0,This one time relegation edition consists of 12 teams.,19,15333,-26.417204,short,high,bert,early,128,5,7_12,4,main_judgement,html-slider-response,22,350325,-0.8927967620401601
prolific-pilot0,60b03de3ee306d68199e5079,60b06fff25e594831d3ce1d6,"One night, right now, he loved her.",81,3875,-10.806612,short,high,bert,late,9959,8,4_995,7,main_judgement,html-slider-response,6,117222,0.7824157923952431
prolific-pilot0,5eede49e37a90c2260ccd8a3,60b06fa77d78af616ed3563f,"As suggested by the name of their competitions, the primary metrics used for the formula teams are design, acceleration and lap time with cost and business presentation as other important events.",61,20533.990000141785,-109.95135,long,low,bert,early,1,2,0_0,25,main_judgement,html-slider-response,8,208044,0.39470246523490105
prolific-pilot0,609190b7869cb8cba8c18c04,60b06efbed364c1da9d514ff,"By the 1940s the AM broadcasting industry had adopted the Wardley-Parsons design for their new type yard CFL, two cross rotating airborne masts which had a different radiation pattern.",75,40221.699999928474,-118.386536,long,low,bert,early,16,0,9_0,30,main_judgement,html-slider-response,8,383087,0.2768099805637771
prolific-pilot0,60afe097df457e78ba4f4492,60b06fbeeb4f746e7b6fe5c7,"He ""expressed his delight and inquired about the number and size of the warships, immediately thereafter he asked if the Prussians maintained colonies or had the intention to acquire them.""",100,12520.984999995562,-81.35022735595703,long,low,wiki,wiki,0,29,0_0,28,main_judgement,html-slider-response,8,188303,0.35355339059327373
prolific-pilot0,601e1cae7d6414276e39e5db,60b06fcf1d2ed1b2f19313ac,And then she'd killed gerbils.,3,6452.245000000403,-10.508909,short,high,bert,late,19659,6,7_1965,29,main_judgement,html-slider-response,7,171418,-1.9456421749116999
prolific-pilot0,5e506d7a50ee400cc2f73edd,60b06ea0b855768388486272,He remembered the next conversation at the last moment.,100,9976.29999999702,-21.775139,short,high,bert,late,9959,8,2_995,22,main_judgement,html-slider-response,21,476783,0.35355339059327373
prolific-pilot0,5e83115cfd935f024dccab48,60b06fa284cbf6e769c904c8,"""Listen, Wilson! Get busy. Damn you!!!! Who are you?""",0,8716.699999999953,-34.214756,medium,low,bert,late,37448,1,5_1970,24,main_judgement,html-slider-response,8,219286,-1.6228060539548637
prolific-pilot0,5d7c7425c0d7db00187b1199,60b06f8540e5ca78b0efbbf8,The accused drew salary for 10 years due to lack of efficiency in incompetent authorities.,25,19590.60000000149,-41.67146682739258,medium,low,wiki,wiki,0,43,0_0,20,main_judgement,html-slider-response,15,251214,-0.6132088921919544
prolific-pilot0,5cce4f4c0305ed000158a5d9,60b06e176a20392aee3eca05,"As suggested by the name of their competitions, the primary metrics used for the formula teams are design, acceleration and lap time with cost and business presentation as other competitive events.",79,26182.604999979958,-105.94307,long,low,bert,early,2,2,1_0,23,main_judgement,html-slider-response,8,222104,0.5021335761852959
prolific-pilot0,5ea80019fcf96501d8f90294,60b06ea2bf94df332dcc20dc,He was born in Chambery in the department of Auvergne-les-Bains.,89,12693,-2.4349608,medium,high,bert,late,37923,9,6_1995,24,main_judgement,html-slider-response,11,169336,0.16601437093651533
prolific-pilot0,60b03de3ee306d68199e5079,60b06fff25e594831d3ce1d6,Cleaning of withers is typically done by patients.,57,10392.00000000003,-28.503284,short,low,bert,early,64,1,8_6,7,main_judgement,html-slider-response,7,127620,0.004629679244942364
prolific-pilot0,5f3bea9361777498f6dcd795,60b07007ff94a1d44853528e,I decided there were several ways to counter this.,100,13449.899999856949,-11.60005,short,high,bert,late,11759,9,8_1175,8,main_judgement,html-slider-response,4,124462,0.9445121467669203
prolific-pilot0,5eede49e37a90c2260ccd8a3,60b06fa77d78af616ed3563f,"Lucas, a Fulbright Scholar, is the recipient of the Premier Prix at the Guildhall School of Music and Drama; he is the only brass musician ever to receive this prize.",67,12211.959999985993,-43.440948486328125,long,high,wiki,wiki,0,11,0_0,25,main_judgement,html-slider-response,9,220259,0.613981612587624
prolific-pilot0,5c4a032ad5ef870001461898,60b06f148ff6643bb486cbc9,"In a documentary called Sixth Cell Drive (Lipschitz and Worsley, 2006) in 3D on July 1979, spartacus actor/producer Nicholas Stapleinson interviewed.",73,33377,-109.80608,long,high,bert,late,50434,9,4_1440,8,main_judgement,html-slider-response,15,358962,-0.01951237421144605
prolific-pilot0,6086d9c3bab1ee062c9961a0,60b06f29f86237fd018c8657,"She released ""contradictory, sometimes mediocre"" and ""large-scale original works"".",19,6327.489999996033,-26.653563,medium,low,bert,late,37733,1,1_1985,10,main_judgement,html-slider-response,22,351483,-1.8617885799931013
prolific-pilot0,5e506d7a50ee400cc2f73edd,60b06ea0b855768388486272,"So finally, she found herself saying something stupid.",100,5133,-14.971916,short,low,bert,early,512,1,2_51,22,main_judgement,html-slider-response,23,487075,0.35355339059327373
prolific-pilot0,601e1cae7d6414276e39e5db,60b06fcf1d2ed1b2f19313ac,She represents the electoral district of Saskatoon Churchill-Wildwood as a member of the Saskatchewan Party.,5,11502.670000001672,-23.11375617980957,medium,high,wiki,wiki,0,32,0_0,29,main_judgement,html-slider-response,8,182924,-1.159404788847429
prolific-pilot0,5e92e1cb04450c116424012d,60b06f0fec06dff1da529ed0,"As suggested by the name of their competitions, the primary metrics used for the formula teams are design, acceleration and lap time withique with business presentation as other competitive events.",88,18139.99999999994,-130.40826,long,low,bert,early,4,2,1_0,4,main_judgement,html-slider-response,23,368469,0.4054452040711475
prolific-pilot0,609190b7869cb8cba8c18c04,60b06efbed364c1da9d514ff,Jack and Eric team up to disrupt the party.,100,15670.400000095367,-19.97682380676269,short,high,wiki,wiki,0,25,0_0,30,main_judgement,html-slider-response,9,398762,0.7996465209432709
prolific-pilot0,60afe097df457e78ba4f4492,60b06fbeeb4f746e7b6fe5c7,"These two collections included ""kiss button killing"", and ""project upside down"" (""the shadow of steve the beagle"" and ""ghost fan"", respectively).",100,16783.239999997022,-76.821526,long,low,bert,late,69859,2,6_1995,28,main_judgement,html-slider-response,9,205090,0.35355339059327373
prolific-pilot0,5e506d7a50ee400cc2f73edd,60b06ea0b855768388486272,At least three people were killed and dozens injured.,100,4452.900000002235,-7.127542018890381,short,high,wiki,wiki,0,46,0_0,22,main_judgement,html-slider-response,24,491530,0.35355339059327373
prolific-pilot0,5d7c7425c0d7db00187b1199,60b06f8540e5ca78b0efbbf8,He said to answer 911 with his phone first.,36,10389.60000000149,-36.070274,short,high,bert,early,512,7,2_51,20,main_judgement,html-slider-response,17,266470,-2.342620373492665
