sample_id,sent_id,sentence,prob_1,num_tokens_flag,sent_num_flag
247,986993,"Midhun Jith (born April 2, 1989) is a Marine Engineering Officer and former two-time World Kickboxing Federation Champion who competes in the light heavyweight division.",-70.25935363769531,1,1
248,1817262,"Azazel has been met with universal praise from critics and fans alike, with the latter voting him as the best villain of the series in a poll conducted by BuddyTV.",-22.36086082458496,1,1
249,887248,"After applying the choke he does manage to get going and, no sooner having done so, runs over and kills a hen, which Maddy feels the need to eulogise.",-61.051612854003906,1,1
250,1629758,"In 2010, in the context of the Irish financial crisis, the Green Party introduced a private member's bill to define the crime of ""economic treason"" in the Constitution.",-43.99932861328125,1,1
251,1172334,"In a Twitter update by Wolstenholme on 23 June, it was revealed that the band had completed the album, with only mastering left to complete in New York.",-40.0199089050293,1,1
252,1895698,"Retreating with his army to Hanzhong, at the suggestion of his advisor Zhang Liang, Liu destroyed the plank roads immediately after his passage in order to stop any pursuers.",-57.474464416503906,1,1
253,954277,"The museum holds the remains and bones of the ""River Thames whale"", a northern bottlenose whale that lost its way on 20 January 2006 and swam into the Thames.",-49.08772277832031,1,1
254,767966,"In the wake of the terrorist attacks on New York and Washington of 11 September 2001, Solana decided to use the existing Joint Situation Centre to start producing intelligence based classified assessments.",-83.1296615600586,1,1
255,550400,"He can be frequently heard as a commentator on BBC Radio 3 and BBC Radio 4 and as a host for such programs as Record Review, Building a Library, and Sunday Feature.",-51.05131149291992,1,1
256,1438695,The JH-7A's general and deputy general designers were Tang Changhong (唐长红) and Wu Jieqin (吴介琴) respectively.,-85.74163055419922,1,1
257,1707448,His youngest daughter Katherine Killigrew (died 1598) became the 3rd wife of Sir Henry Billingsley (c. 1538 – 1606) Lord Mayor of London.,-61.65386199951172,1,1
258,1167406,"Wheildon left Fitzroy after the 1994 season and played at West Adelaide before he was given another chance at AFL, recruited by Essendon with pick 15 in the 1995 AFL Draft.",-45.949066162109375,1,1
259,1843044,"President Václav Havel appeared at the rally and was assaulted by Slovak nationalists, some of whom were wearing Hlinka Guard uniforms or carrying banners praising Jozef Tiso.",-47.304344177246094,1,1
260,843724,"As of March 31, 2010, the AS (non-weatherproof), NS, and ZNS series products have been discontinued and replaced by the Exceder series.",-61.63818359375,1,1
261,1172889,"A small percentage of wastewater treatment workers who were exposed to water containing HCCPD in 1977 reported irritation of skin and eyes, chest discomfort, headaches, nausea and fatigue.",-57.44253158569336,1,1
262,1738265,"Shooting Straight is a 1930 American pre-Code crime drama film, directed by George Archainbaud and starring the early RKO staple Richard Dix and Mary Lawlor.",-51.3876838684082,1,1
263,779991,"Surnames in Sweden can be traced to the 15th century, when they were first used by the Gentry (Frälse), i.e., priests and nobles.",-40.71223449707031,1,1
264,255219,"Consequently, Julius Steinberg built the Lyric Theater next to the opera house in 1916; the Lyric Theater was remodeled in 1950 and renamed the State Theater, which is still active.",-47.58842849731445,1,1
265,773737,"Garzyn is a village in the administrative district of Gmina Krzemieniewo, within Leszno County, Greater Poland Voivodeship, in west-central Poland.",-10.37768840789795,1,1
266,1610438,"Between 1992 and 1994, Porsche Motorsports Research and Development built and provided a full ""Race"" version (stripped out 968 Turbo S) for Porsche's customer race teams.",-81.94973754882812,1,1
267,1217053,"Accenture, the management consultancy firm, identified Toffler in 2002 as being among the most influential voices in business leaders, along with Bill Gates and Peter Drucker.",-50.550025939941406,1,1
268,1864827,The Hintere Bachofenspitze in the Karwendel mountains of Tyrol is high and forms the northernmost point of the parish of Thaur in the Inn Valley.,-55.96247100830078,1,1
269,1307560,"However, the neck pick-up malfunctioned during the recording of their first album, so Iommi quickly turned to his backup Gibson SG to finish the record.",-52.677818298339844,1,1
270,575486,Khalifa Jabbie (born 20 January 1993) is a Sierra Leonean professional footballer who plays as a central midfielder for club Cheshunt and the Sierra Leone national team.,-39.690185546875,1,1
271,716035,Cohen went to work and developed the first Motown movie from his own idea about the burgeoning phenomenon of African American Super Models he felt was perfect for Motown star Diana Ross.,-58.19989776611328,1,1
272,965090,"However, after coming on for the injured Øyvind Leonhardsen early in the FA Cup fifth round tie against Stockport County on 17 February 2001, Davies scored twice.",-31.444650650024414,1,1
273,1148616,"This Mexican-born caricaturist and cartoonist portrayed stage and sports personalities for ""The Chicagoan"" in the late 1920s while working for the ""Chicago Daily News"".",-55.941749572753906,1,1
274,73742,After serving an apprenticeship in Liverpool he became a partner in a Newcastle coal dealership and was for some years steward of the lead mines of his 2nd cousin Sir Walter Blackett.,-55.870025634765625,1,1
275,1581388,"In Congress, he was known as being a staunch Republican conservative, and as Harry S. Truman said, Gearhart was ""one of the worst obstructionists in Congress"".",-30.789548873901367,1,1
276,120270,"Major League Soccer, the top soccer league in the United States, named its All-Time Best XI, a selection of the best eleven players in the history of the league.",-19.987863540649414,1,1
277,625233,They make it their mission throughout the show to try to defeat the evil Sprog alien trying to take over Earth; the Sprog in question being their little brother.,-41.361541748046875,1,1
278,227735,"While in high school, he won the Wisconsin State High School Golf Championships in 2010 and 2012.. Danielson studied Business Management at the University of Illinois from 2012 to 2016.",-60.6961784362793,1,1
279,124017,"Today, the most capable (as well as complex) revision control systems are those used in software development, where a team of people may concurrently make changes to the same files.",-41.866416931152344,1,1
280,823071,"On December 8, 2014, the Predators suspended head coach Rob Keefe with pay while an investigation was ongoing by the Orange County Sheriff's Office into accusations of domestic violence.",-50.101783752441406,1,1
281,299427,"Also, a significant battle in the American Civil War occurred in Charlotte and Halifax counties during the Battle of Staunton River Bridge, which resulted in a victory for the Confederacy.",-27.98297691345215,1,1
282,1386347,"It is one of the few buildings in the area below Bratislava Castle to retain their original state, mostly due to the demolition of much of the Jewish quarter in the 20th century.",-43.248741149902344,1,1
283,393145,"NOFBX has a higher specific impulse (""I"") and is less toxic than other monopropellants currently used in space applications, such as hydrazine.",-50.8106689453125,1,1
284,1856217,"A native of New Hampshire who served as an officer in the U.S. Army during the Civil War, Stone moved to Cincinnati after the war and became a leading businessman.",-24.082687377929688,1,1
285,1423201,"""Caledonia"" was built for the Canadian North West Company at Malden, near Amherstburg in Upper Canada in 1807, for the North American fur trade on the Great Lakes.",-30.079608917236328,1,1
286,964210,"He was the infant son of Iyasu II and Wubit (Welete Bersabe), the daughter of an Oromo chieftain of the Yejju district.",-80.04988098144531,1,1
287,801181,"He worked first at the Office for the Coordination of Humanitarian Affairs, then at the United Nations Department of Political Affairs, and at the Policy Planning Unit as a chief in 2004.",-54.48158264160156,1,1
288,1884875,"In the 1st quarter Buffalo trailed early as kicker Mason Crosby made a 44 and a 24-yard field goal, followed by RB Brandon Jackson getting a 1-yard TD run.",-39.43621826171875,1,1
289,1882301,"Jan Troell and Mischa Gavrjusjov – ""Everlasting Moments"" (""Maria Larssons eviga ögonblick"") 1.",-134.83590698242188,1,1
290,675083,"Lupin shares distinct similarities with E. W. Hornung's archetypal gentleman thief A. J. Raffles, whose stories were published from 1898 to 1909.",-59.233795166015625,1,1
291,1185977,"The film was produced at Mosfilm and won several awards, including the BAFTA Award for Best Film from any Source and was nominated for the Oscar for Best Original Screenplay.",-23.10247039794922,1,1
292,321542,"Sánchez has also appeared as a guest actor on the Spanish TV series ""Farmacia de guardia"" and ""Los ladrones van a la oficina"".",-40.94150161743164,1,1
293,1053067,"The flying of two ensigns of two countries, one above the other, on the same staff is a sign that the vessel concerned has been captured or has surrendered during wartime.",-69.13185119628906,1,1
294,1908947,"While not as well known as Initial D, the series gained a cult following after the arcade game ""Wangan Midnight Maximum Tune"" was ported to the US by Namco.",-77.6606216430664,1,1
295,1468083,The Dorothy Talbye Trial (1638) is an early American example of a trial of an insane woman at a time when the insane were treated no differently from ordinary criminals.,-61.523685455322266,1,1
296,1426336,"""My ending makes money; you ought to be grateful,"" protested Tree, to which Shaw replied, ""Your ending is damnable; you ought to be shot.""",-93.18470764160156,1,1
297,525086,"Diacetyldihydromorphine is fast-acting and longer-lasting than diamorphine, with a duration of action of around 4-7 hours.",-22.821308135986328,1,1
298,1762228,"Unlike the majority of the Texian volunteers, the Greys looked like soldiers, with uniforms, well-maintained rifles, adequate ammunition, and some semblance of discipline.",-56.47443389892578,1,1
299,1846569,"Barros's call was taken up by Pedro Magalhães Gandavo, who titled his 1576 history of ""Santa Cruz, vulgarly called Brazil"".",-72.23033142089844,1,1
300,1072826,"Despite Picard's warnings, Redblock and Leech exit the holodeck, but dissipate as they move beyond the range of its holoemitters.",-61.00295639038086,1,1
301,546483,"The US dub, released in 1962, was recut to a substantially different film, shifting the emphasis from Agrippina to Poppaea (as the title reflects).",-59.853363037109375,1,1
302,974668,Issue tracking systems are generally used in collaborative settings—especially in large or distributed collaborations—but can also be employed by individuals as part of a time management or personal productivity regime.,-128.31893920898438,1,1
303,1841750,"Using the contacts he made on this trip as well as fostering new ones allowed him to develop his business rapidly, adding 1-2 Liffey Street to his business premises.",-56.97154235839844,1,1
304,1829957,"After 10 monographs on the forage crops, in 2004 Shundi published the ""Bimët Foragjere në Zonën e Ftohtë"".",-125.41157531738281,1,0
305,1868534,"Another recent study of themes in patient newsgroup postings noted key themes relating to denial of social recognition of suffering and feelings of being accused of ""simply faking it"".",-75.05609130859375,1,1
306,1436365,The line was later extended from Mankhurd to serve most of Navi Mumbai via the Mankhurd–Belapur–Panvel rail corridor in the 1990s.,-70.71102905273438,1,1
307,362182,"John ""Johnny"" Gustafson (8 August 1942 – 12 September 2014) was an English bass guitar player and singer, who had a lengthy recording and live performance career.",-56.74504089355469,1,1
308,1423287,"Political geography has extended the scope of traditional political science approaches by acknowledging that the exercise of power is not restricted to states and bureaucracies, but is part of everyday life.",-40.5228157043457,1,1
309,159622,"The title soundtrack, ""Sweet Like Shuga"" was written and produced by Del B, and performed by Flavour, Sound Sultan, Chidinma, KCee and Professor.",-131.2357635498047,1,1
310,1322657,"Because the shape and location of the assembly are capable of showing different responses to changes in temperature, pH or other environment conditions, polyrotaxanes have many distinctive properties.",-65.13467407226562,1,1
311,1169241,"Odd has been struggling with the finances since 2008, and has been forced to sell their biggest profiles, and in 2013 Semb Berge was the player Odd wanted to sell.",-85.71481323242188,1,1
312,1338077,"During a meeting to discuss the screenplay, Ray Bradbury informed John Huston that regarding Melville's novel, he had ""never been able to read the damned thing"".",-35.39849853515625,1,1
313,1833124,"Thus, a monk advises Corto to go to Venice, in the Venetian Ghetto, to meet Melchisedech the rabbi, who owns a diary describing all cities.",-76.30122375488281,1,1
314,316500,"As provincial superior, Stonestreet worked with Anthony Ciampi in the aftermath of the devastating fire at the College of the Holy Cross, and addressed growing anti-Catholicism.",-41.389041900634766,1,1
315,340343,The Secretary-General Boutros Boutros-Ghali was requested to keep under review the structure and strength of the peacekeeping force with a view to restructuring it if necessary.,-25.897850036621094,1,1
316,1486494,"It shares a common proper motion through space with the spectroscopic binary star system HD 122742, and in the past the three may have formed a triple star system.",-30.206392288208008,1,1
317,1695854,"After being attacked by the Patriot Lancers' cavalry, the Granadians started to retreat, dragging along with them the Royalist infantry, which broke ranks and fled in panic.",-53.26701736450195,1,1
318,1230440,"It is home to Tønsberg Fortress on Castle Mountain, which includes ruins from ""Castrum Tunsbergis"", Norway's largest castle in the 13th century.",-53.77888488769531,1,1
319,1535558,"The story appeared in ten parts followed by three stand alone ""Tales of the ""Leviathan"""" which expanded on the history of the ship as well as featuring new characters.",-37.53802490234375,1,1
320,1049531,"British and Loyalist forces restored large areas of Georgia to colonial rule, especially along the coast, while Patriots continued to maintain an independent governor, congress, and militia in other areas.",-46.239891052246094,1,1
321,218944,"The film was inspired by the story of Irene Zilbermann, the director's mother, a Holocaust survivor, although the names are changed and particulars fictionalized.",-41.38053894042969,1,1
322,250011,"This is a list of the weightlifters who will be participating for their country at the 2016 Summer Olympics in Rio de Janeiro, Brazil from August 5–21, 2016.",-45.705848693847656,1,1
324,1512236,"The satellite provides one broadcast beam with horizontal and vertical polarisation, across a single footprint covering the areas of Central and Eastern Europe, Scandinavia, the Iberian peninsula and Canary Islands.",-52.572479248046875,1,1
325,1178868,"Gaylord Entertainment Company, the venue's owner since 1983, adopted the Ryman's name as its own when it transitioned into a real estate investment trust in 2012.",-55.13782501220703,1,1
326,33956,"Ibáñez's career began in the youth system of Lanús, prior to moving into senior football with Primera B Metropolitana team Comunicaciones in 2015.",-27.90842628479004,1,1
327,570329,"This Act was retained for the Republic of Ireland by section 2(2)(a) of, and Part 4 of Schedule 1 to, the Statute Law Revision Act 2007.",-33.704463958740234,1,1
328,619384,North Wales Metro or North East Wales Metro is a series of improvements to the transport network that were proposed in 2016 and is part of Welsh Labour's plan for North Wales.,-33.13532257080078,1,1
329,802010,In 1942 former Club Captain A. R. Cutler was awarded the Victoria Cross for conspicuous gallantry during the Syrian campaign and for bravery during bitter fighting at Merdjayoun.,-61.63128662109375,1,1
330,702078,"""Hamlet""s performance so enraptures Widge that he forgets part of his assignment, and when he returns for a second try, his notebook is stolen.",-68.38505554199219,1,1
331,1394568,"In 1968, he signed the ""Writers and Editors War Tax Protest"" pledge, vowing to refuse tax payments in protest against U.S. involvement in the Vietnam War.",-19.74399757385254,1,1
332,1355997,"Media Blasters licensed and released both seasons of the anime in North America under the title ""Ah My Buddha"" (a title parody of the popular anime/manga ""Ah!",-57.42250442504883,1,1
333,1437745,"Tribble earned a BA degree in physics at the University of California, San Diego, and an MD and PhD in biophysics and physiology at the University of Washington in Seattle.",-24.542186737060547,1,1
334,1538710,"The new Article 4 also provided that if no member of the Bourbon family accepted the crown of New Spain (a likely possibility), the Mexican Cortes would freely elect their monarch.",-62.57555389404297,1,1
335,1347688,"In 1940, there were rumors that the Tin Can would be renovated on the interior and a form of insulation would be added, allowing it to remain a permanent part of campus.",-67.67318725585938,1,1
336,1766306,"The player controls a small black marble that rolls around, touches things to activate them (Oxyds are opened by touching them), and bashes things to move them.",-75.36933898925781,1,1
337,1560811,Following the German reunification in 1989-91 the Federal Constitutional Court of Germany handed down a judgment affirming the status of the Baháʼí Faith as a religion in Germany.,-25.310516357421875,1,1
338,914245,"In 2009 he took 25% of the vote, the highest of the three elected MEPs in the region, and the highest share of the vote for Labour in the UK.",-31.718929290771484,1,1
339,1205814,"He has drawn inspiration from his studying of literature, saying in an interview that he is especially influenced by the ""weird, idiosyncratic characters in the Russian canon"".",-45.619056701660156,1,1
340,1866597,"Built over an area of 25.48 acres, the centre comprises four modules of 4,400 m each of exhibition halls and support services to be built in a phased manner.",-79.22834777832031,1,1
341,1067609,"The sorority currently has over 940 chapters located in the Bahamas, Bermuda, Canada, England, Germany, Jamaica, Japan, Liberia, South Korea, and the United States.",-42.1076545715332,1,1
342,1744000,"Her 2007 album, ""Christmas Wish"", features ""Silent Night"", as a duet with Jann Arden, and an instrumental interlude version of ""Deck the Halls"".",-43.51594543457031,1,1
343,688202,"The shift of that peak is a direct consequence of the Planck radiation law, which describes the spectral brightness of black-body radiation as a function of wavelength at any given temperature.",-54.1177978515625,1,1
344,1902679,"According to the Genoese chronicler Caffaro di Rustico da Caschifellone, the Genoese suffered heavy casualties en route from St Symeon to Antioch.",-49.92206573486328,1,1
345,1896657,The island is known for Mount Pan de Azucar (Mount Sugarloaf) a steep volcanic cone and a prominent landmark at the northern entrance of Guimaras Strait.,-39.35247039794922,1,1
346,829085,"It is not clear who built the first cuckoo clocks in the Black Forest, but there is unanimity that the unusual clock with the bird call very quickly conquered the region.",-62.04355239868164,1,1
347,741259,"Langille's letter criticized the decision to replace old plaster walls with drywall and noted that in England, great pains are taken to restore old buildings to their original condition.",-56.642330169677734,1,1
348,1855410,"A Torii gateway atop the bluff leads to a wooden staircase descending to the tidal beach about feet below, which is completely submerged during high tide and accessible only during low tide.",-61.21673583984375,1,1
349,1086769,Appius Claudius Crassus Inregillensis—Caecus' grandfather—was dictator in 362 and consul in 349; he died during his last office.,-112.2924575805664,1,1
350,1172869,"California and New York, which together accounted for 40% of U.S. MTBE consumption, banned usage of the chemical in gasoline, effective 2002 and 2004, respectively.",-67.10311889648438,1,1
351,777907,"Grzybowice is a village in the administrative district of Gmina Skoki, within Wągrowiec County, Greater Poland Voivodeship, in west-central Poland.",-2.6313247680664062,1,1
352,1523980,The British BS1363 (localised as Irish Standard I.S.401) was adopted as the new standard plug to ease import of electrical appliances from the UK.,-85.9068603515625,1,1
353,472483,"According to its dedicatory inscription, it was constructed in 1551 by funds provided by Poghos Ghazananchetsi, a resident of Gazanchi.",-69.97831726074219,1,1
354,630712,"After Mian Mir's death, Dara Shikoh's search for a murshid took him to Kashmir where he met Mulla Shah Badakhsi.",-34.86666488647461,1,1
355,1851888,"The bank invested in and helped found numerous industrial firms in the late 1800s and early 1900s including Alcoa, Westinghouse, Gulf Oil, General Motors and Bethlehem Steel.",-21.08052635192871,1,1
356,1794605,"As the season got underway, Brentford feasted on poor Welsh opposition, winning 13 of the first 15 matches of the season, scoring 49 goals and conceding just three.",-52.493534088134766,1,1
357,783029,"He first released two CD-Rs, ""Hung Far Low, Portland, Oregon"" and ""Doctor Ragtime,"" which featured a mix of country blues and ragtime.",-60.8648681640625,1,1
358,1586238,"The District Council of Snowtown was officially proclaimed on 5 January 1888 by the ""District Councils Act 1887"" as constituting the Hundreds of Barunga and Boucaut.",-55.189117431640625,1,1
359,283892,"Just a year later he again moved, becoming full captain on the 15,000-ton liner SS ""Minnedosa"" – an older ship that transported immigrants to Canada.",-74.73027038574219,1,1
360,1801542,"The site is now occupied by the New Victoria Hospital (or more precisely one of its car parks), the only surviving feature being the exterior fence and its stone gate posts.",-54.45550537109375,1,1
361,698798,"Its main activities are: •research, development, assembly, installation, selling and hiring of forklift trucks, special vehicles, machines, technological systems for load lifting and moving.",-84.49014282226562,1,1
362,1635515,"On 2 October 1970, the U.S. Air Force Special Operations Force at Hurlburt Field, took possession of the first Bell UH-1N Twin Huey.",-35.30501937866211,1,1
363,951239,"In 1513, Balboa crossed the Isthmus of Panama, and led the first European expedition to see the Pacific Ocean from the West coast of the New World.",-17.959413528442383,1,1
364,1633579,"Their economic value is difficult to measure, but there are anecdotal reports of cities that have achieved substantial economic benefits by ""branding"" themselves by adopting new slogans.",-43.28097152709961,1,1
365,271086,"If this property is not met, then the desired multi-component decomposition cannot be achieved, because the parameters of individual components cannot be estimated from the short-time Fourier transform.",-58.94308090209961,1,1
366,573839,"Intended to feature near the end of ""Lifehouse"", ""Relay"" is thought to refer to the final setting up of and spreading the word about the Lifehouse concert.",-58.722938537597656,1,1
367,498273,"For his performance in the West End production of ""Memphis The Musical"", Bell was nominated in 2015 for an Olivier Award for Best Actor in a Supporting Role in a Musical.",-26.119863510131836,1,1
368,629951,"Located in the eastern part of the county along the Pennsylvania border, it borders the following townships: Three municipalities are located in Poland Township: It is the only Poland Township statewide.",-21.408042907714844,1,1
369,892090,"Pushing for stronger, more autonomous First Nations groups in Toronto, he proposed unions between the Ojibwa and Iroquois people to the Toronto Globe but saw nothing for his efforts.",-73.54936218261719,1,1
370,298579,"The premiere performance of Cho's ""Beautiful"" tour was on February 28, 2008, in Sydney, Australia as part of the Gay and Lesbian Mardi Gras Festival.",-40.63525390625,1,1
371,1397761,"New accounts created on the new IncrediFriends/IncrediBots website only work on the forums, where players may discuss their bots and strategies for construction.",-101.24979400634766,1,1
372,928221,"In 2012, Kintetsu World Express, Inc. signed a joint venture agreement with India-based provider Gati to form Gati-Kintetsu Express Pvt.",-20.73078727722168,1,1
373,1684427,"On one of these trips, after a request from des Roches, Robert obtained in 1222 a declaration from Pope Honorius III that King Henry III was of legal age.",-41.38370895385742,1,1
374,895826,Laois went on to play Cork in the All-Ireland Minor Football Championship final but were beaten by 5-14 to 2-3 at Croke Park on 24 September.,-29.409282684326172,1,1
375,407506,A pre-planned menu of freeze-dried foods for the first 30 days of occupation was stored on site; private wells would provide uncontaminated water following an attack.,-55.85750961303711,1,1
376,544147,"The Export-Import Bank of China funded a railway from Addis Ababa to landlocked Ethiopia’s main port in neighboring Djibouti, completed in 2016.",-76.85664367675781,1,1
377,135976,"Political modernization perspective, the neo-classical economic theory that scarce goods are most effectively distributed to the market, say that the level of political democracy influences the rate of infant mortality.",-88.98530578613281,1,1
378,1589628,"In 1789, caricaturist John Kay entitled his likeness of Sir Archibald, ""Knight of the Turf"", likely as a nod to his presidency of the Caledonian Hunt.",-94.80457305908203,1,1
379,1207457,"Qusqu Qhawarina lies south of a lake named Waka Quta (or Wak'a Quta, also spelled ""Huacasccota"").",-51.27090835571289,1,1
380,1030656,"The most profiled teams are Team Xtra Personell, Team United Bakeries, Team Coop, Team Tynell, Team Skinfit Racing Team and Team Skigo.",-123.53096008300781,1,1
381,1506175,An electric field is applied to the end of the capillary tube that contains the polymer solution held by its surface tension and forms a charge on the surface of the liquid.,-53.02281951904297,1,1
382,829798,The first standard codification of the Slovak language (by the priest Anton Bernolák in 1787) was based on the Slovak dialect used in the region of Trnava.,-47.72480010986328,1,1
383,104577,"He gained a team-leading 1,338 yards on 274 rushing attempts (average of 4.9 yards per carry) while finding the end zone 14 times on the ground.",-36.155059814453125,1,1
384,1306402,"The main venue operators can broadly be split into four groups: There also continue to be single, independent venues, sometimes only hosting one show, sometimes only for a limited period.",-70.43879699707031,1,1
385,731898,"He spent the last years of his life at Château de Belcastel, a mediaeval castle in the Aveyron department, which he restored together with Algerian craftsman.",-36.712615966796875,1,1
386,689533,"Year-long events and programs were organised by branches of the Ramakrishna Math, the Ramakrishna Mission, the central and state governments in India, educational institutions and youth groups.",-34.32565689086914,1,1
387,944478,"Today it is known throughout Hudson Heights as the home of beautifully manicured gardens, its own children's playground, and U.S. mail delivered directly to each apartment.",-37.00441360473633,1,1
388,553567,"On the game's first play from scrimmage from the Broncos' 14 yard line, Broncos center Manny Ramirez sent a shotgun snap over the head of quarterback Peyton Manning.",-39.29506301879883,1,1
389,1443577,"The centrepiece seems to have been the ""Dombild Altarpiece"", described by modern art historians as ""the most important commission of the fifteenth century in Cologne"".",-39.021018981933594,1,1
390,1612863,"In standard modern practice, the right hand is the lower hand, while the left hand is the upper hand, although this was not standardized before the modern revival of the recorder.",-43.70149230957031,1,1
391,1136979,"With the fighting fading out completely towards 23:00, the two commanders were at their respective headquarters, knowing that the following day would be decisive for the outcome of the battle.",-53.90218734741211,1,1
392,717790,"""Gurusagaram"" fetched him the Vayalar Award, the central Sahitya Akademi Award and the Kerala Sahithya Academy Award in 1991.",-37.727638244628906,1,1
393,1481561,"Early in his rule, Abdullah made frequent demands from Emir Bashir II to pay tribute in the form of cash, jewelry or horses, to which Bashir II initially complied.",-54.72571563720703,1,1
394,742321,"Swamiji wrote from Poona on 15 June 1892 ""Perhaps by this time every hitch has been removed from your way in Junagadh, at least I hope so"".",-61.05988311767578,1,1
395,1695292,Maryland Route 204 was the designation for Poplar Street and Ray Road from the Takoma Park town limit east to MD 212 in Chillum in northern Prince George's County.,-53.249752044677734,1,1
396,1355680,"Parts of the windpipe, intestines, liver, blood vessels, cartilage, horn sheaths, tendons and muscles were fossilised in the fine limestone.",-40.43260955810547,1,1
397,1199761,"Restoration was deemed necessary, including the replacement of the roof and guttering, sealing and re-pointing the outer walls, replastering the internal walls and various cosmetic works.",-57.91584396362305,1,1
398,1708106,"He became a member of the Society of Antiquaries of London on 28 April 1853, but never published in the Society's journal, ""Archaeologia"".",-18.342382431030273,1,1
399,125264,"It is sponsored by Pasco, Kennewick, and Richland's school districts, Battelle, Washington State University Tri-Cities, and Columbia Basin College.",-31.899208068847656,1,1
400,771683,"Shankar from the duo died prematurely, while Ganesh continued take the band forward with the name Shankar–Ganesh, and has often been credited simply as Shankar Ganesh himself.",-87.27099609375,1,1
401,1547733,"Silnov opened at 2.16 (as did every jumper except Spank) and he cleared every height on his first jump, until missing once at 2.32.",-94.00090026855469,1,1
402,1065129,"In the 10th century, the Idrisid dynasty fell from power and Fes became contested between the Fatimid and Cordoban Ummayyad caliphates and their allies.",-40.41168975830078,1,1
403,1754525,"Sustainable architecture focuses on the on-site use of waste management, incorporating things such as grey water systems for use on garden beds, and composting toilets to reduce sewage.",-72.92540740966797,1,1
404,1898520,"Gaga's idea of recording the songs with Zedd was to not limit themselves with the intention of creating a staple radio hit, instead be creative in whichever way they wanted.",-78.20143127441406,1,1
405,338055,The nearest railway stations are Madhyamgram railway station on the Sealdah-Bangaon line and Sodepur railway station on the Sealdah-Ranaghat line.,-10.763197898864746,1,1
406,298034,Platform 5 is used by trains towards Cardiff and platform 7 to Portsmouth; platforms 6 and 8 are the main platforms for Weston-super-Mare and stations to Penzance.,-45.12291717529297,1,1
407,499551,"Sukhampha realizing danger from the Koches made an alliance with the Koch king and after this successful alliance the king performed ""Me Dam Me Phi"" in his capital.",-100.840087890625,1,1
408,707003,"In 1826, he travelled to Italy, where he took an interest, both in Pompeii's buildings and frescos, and in the Renaissance palaces of Rome.",-36.00334930419922,1,1
409,1462909,The 479th FBW inherited the F-51D Mustangs of the ANG unit as well as becoming the host wing of George AFB for almost the next 20 years.,-55.06836700439453,1,1
410,373315,"Over $500,000 was spent on production, a large amount for Bolivia, caused in part by the number of locations and the historical sets with period cars and steam locomotives.",-71.19940185546875,1,1
411,288449,"Missing a meeting was considered a breach of discipline, so Argala and Ignacio Pérez Beotegui, known as ""Wilson"" were stripped of all responsibilities in the organization.",-77.4942398071289,1,1
412,68510,The character was created by head writer Ron Carlivati and introduced by executive producer Frank Valentini in the summer of 2012 in what was initially supposed to be a bit role.,-44.63714599609375,1,1
413,2401,Pierre Anga (1940 – 1988) was a Congolese army officer and rebel leader who was an opposition figure to Congolese President Denis Sassou-Nguesso.,-64.650146484375,1,1
414,1410319,"For the purposes of the Scottish Parliament, Coatbridge forms part of the Coatbridge and Cryston constituency, which is represented by Fulton MacGregor of the Scottish National Party.",-30.418283462524414,1,1
415,921973,"The monoplane version featured wings that were wire-braced to a kingpost on the forward fuselage, and was powered by a 71 kW (90 hp) NAG engine.",-38.36174774169922,1,1
416,1257255,"It gathered a record of 2,668 participants in Trentino, Italy, in 2013 and a record number of 52 countries in Erzurum, Turkey, in 2011.",-56.10014724731445,1,1
417,1227200,"Soon afterwards, the US National Security Agency (NSA) built a second signal station at Yakima, near Seattle, for the interception of satellite communications over the Pacific Ocean.",-27.961719512939453,1,1
418,65873,This was originally last Europa Cup season and is also recognized as the first Continental Cup season by International Ski Federation although under this name began its first official season in 1993/94.,-76.52091979980469,1,1
419,1317062,"China's record 16 vetoes of Kurt Waldheim also established it as a power broker at the United Nations, after spending its first ten years on the sidelines.",-57.995880126953125,1,1
420,1114983,"Islam: Empire of Faith is a documentary series, made in 2000, that details the history of Islam, from the birth of the Islamic Prophet, Muhammad to the Ottoman Empire.",-36.12040710449219,1,1
421,913564,"Renault's Fernando Alonso, the previous youngest champion, was second ahead of Massa's teammate Kimi Räikkönen and Toro Rosso's Sebastian Vettel.",-25.434724807739258,1,1
422,1850664,"Pervasive borrowing from Arabic extends to all major word classes, including verbs; borrowed verbs, however, are conjugated according to native patterns, including ablaut.",-44.57353973388672,1,1
423,1655984,"The description was published in the ""Journal of the Proceedings of the Linnean Society, Botany"" from samples collected from Arnhem Land in the Northern Territory in 1856.",-41.55318832397461,1,1
424,548128,"Ian Carmichael was this time cast as the middle-aged Simon rather than the ambitious young BBC producer David Prentice, the role he'd previously played both on stage and film.",-46.48352813720703,1,1
425,492896,Chiou I-jen is the 8th suspect in spin-offs of Chen Shui-bian's money laundering probes under the jurisdiction of the Taipei District Court.,-51.599327087402344,1,1
426,1286371,"Microcredit as a means of access to employment became one of her main interests, an issue she presented on at the 2014 International Congress of Social Responsibility (CIRS).",-52.092262268066406,1,1
427,1835386,"And used as a schoolhouse, today it is used by Talbot motors, the gothic styled gable wall still standing and a protected structure stands at the end of Langrishe Place.",-113.89799499511719,1,1
428,501450,"As such, BRL-32872 is classified as both a class III (K blocking) and class IV (Ca blocking) antiarrhythmic agent.",-67.86219787597656,1,1
