index,initial_sentence,batch_num,iter_num,chain 0,chain 1,chain 2,chain 3,chain 4,chain 5,chain 6,chain 7,chain 8,chain 9
80,[CLS] Nor did he know the difference between hot and cold. [SEP],0,80,[CLS] Nor did they know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
81,[CLS] Nor did he know the difference between hot and cold. [SEP],0,81,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
82,[CLS] Nor did he know the difference between hot and cold. [SEP],0,82,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
83,[CLS] Nor did he know the difference between hot and cold. [SEP],0,83,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did she know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
84,[CLS] Nor did he know the difference between hot and cold. [SEP],0,84,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
85,[CLS] Nor did he know the difference between hot and cold. [SEP],0,85,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
86,[CLS] Nor did he know the difference between hot and cold. [SEP],0,86,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
87,[CLS] Nor did he know the difference between hot and cold. [SEP],0,87,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
88,[CLS] Nor did he know the difference between hot and cold. [SEP],0,88,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
89,[CLS] Nor did he know the difference between hot and cold. [SEP],0,89,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
90,[CLS] Nor did he know the difference between hot and cold. [SEP],0,90,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
91,[CLS] Nor did he know the difference between hot and cold. [SEP],0,91,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did they know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
92,[CLS] Nor did he know the difference between hot and cold. [SEP],0,92,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
93,[CLS] Nor did he know the difference between hot and cold. [SEP],0,93,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
94,[CLS] Nor did he know the difference between hot and cold. [SEP],0,94,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did she know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
95,[CLS] Nor did he know the difference between hot and cold. [SEP],0,95,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
96,[CLS] Nor did he know the difference between hot and cold. [SEP],0,96,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
97,[CLS] Nor did he know the difference between hot and cold. [SEP],0,97,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
98,[CLS] Nor did he know the difference between hot and cold. [SEP],0,98,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
99,[CLS] Nor did he know the difference between hot and cold. [SEP],0,99,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
100,[CLS] Nor did he know the difference between hot and cold. [SEP],0,100,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did they know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
101,[CLS] Nor did he know the difference between hot and cold. [SEP],0,101,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
102,[CLS] Nor did he know the difference between hot and cold. [SEP],0,102,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did she know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
103,[CLS] Nor did he know the difference between hot and cold. [SEP],0,103,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
104,[CLS] Nor did he know the difference between hot and cold. [SEP],0,104,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did she know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
105,[CLS] Nor did he know the difference between hot and cold. [SEP],0,105,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
106,[CLS] Nor did he know the difference between hot and cold. [SEP],0,106,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did she know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
107,[CLS] Nor did he know the difference between hot and cold. [SEP],0,107,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
108,[CLS] Nor did he know the difference between hot and cold. [SEP],0,108,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
109,[CLS] Nor did he know the difference between hot and cold. [SEP],0,109,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
110,[CLS] Nor did he know the difference between hot and cold. [SEP],0,110,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
111,[CLS] Nor did he know the difference between hot and cold. [SEP],0,111,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did she know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
112,[CLS] Nor did he know the difference between hot and cold. [SEP],0,112,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
113,[CLS] Nor did he know the difference between hot and cold. [SEP],0,113,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
114,[CLS] Nor did he know the difference between hot and cold. [SEP],0,114,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did I know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
115,[CLS] Nor did he know the difference between hot and cold. [SEP],0,115,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
116,[CLS] Nor did he know the difference between hot and cold. [SEP],0,116,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
117,[CLS] Nor did he know the difference between hot and cold. [SEP],0,117,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
118,[CLS] Nor did he know the difference between hot and cold. [SEP],0,118,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did she know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
119,[CLS] Nor did he know the difference between hot and cold. [SEP],0,119,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
120,[CLS] Nor did he know the difference between hot and cold. [SEP],0,120,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did she know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
121,[CLS] Nor did he know the difference between hot and cold. [SEP],0,121,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did she know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
122,[CLS] Nor did he know the difference between hot and cold. [SEP],0,122,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
123,[CLS] Nor did he know the difference between hot and cold. [SEP],0,123,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
124,[CLS] Nor did he know the difference between hot and cold. [SEP],0,124,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did they know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
125,[CLS] Nor did he know the difference between hot and cold. [SEP],0,125,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did she know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
126,[CLS] Nor did he know the difference between hot and cold. [SEP],0,126,[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
