index,initial_sentence,batch_num,iter_num,chain 0,chain 1,chain 2,chain 3,chain 4,chain 5,chain 6,chain 7,chain 8,chain 9
184,[CLS] Nor did he know the difference between hot and cold. [SEP],0,184,[CLS] Nor did she feel a mix of hot and cold. [SEP],[CLS] Where did you learn the difference between shudder and shudder? [SEP],[CLS] Nor can it be differentiable if heated or cooled. [SEP],[CLS] Neither do they take a variety of shapes and sizes. [SEP],[CLS] nor would he ride school buses both hot and cold ; [SEP],[CLS] Neither can they tell the difference between skull and skull. [SEP],[CLS] Nor can we introduce random variables replacing cold with warm ; [SEP],"[CLS] Nor could it yell its temper, hot or cold. [SEP]",[CLS] Nor could I tell the difference between light and dark. [SEP],[CLS] never let fear divide your blood between hot and cold. [SEP]
185,[CLS] Nor did he know the difference between hot and cold. [SEP],0,185,[CLS] Nor did he feel a mixture of warm and cold. [SEP],[CLS] Where did you learn the difference between shudder and shudder? [SEP],[CLS] Nor can it be differentiable when heated or cooled. [SEP],[CLS] nor do they have a multitude of shapes and sizes. [SEP],[CLS] nor would he ride school buses both hot and cold ; [SEP],[CLS] Nor could he tell the difference between skull and skull. [SEP],[CLS] Nor can we use random variables replacing cold with warm. [SEP],"[CLS] Nor did it yell its distress, hot or cold. [SEP]",[CLS] Nor could I tell the difference between light and darkness. [SEP],[CLS] never let anything divide the body into hot and cold ; [SEP]
186,[CLS] Nor did he know the difference between hot and cold. [SEP],0,186,[CLS] Nor did he fear the mixture of heat and cold. [SEP],[CLS] Where did you learn the difference between shudder and shudder? [SEP],[CLS] Neither can heat be differentiable : heated or cooled. [SEP],[CLS] rarely do rivers have a multitude of shapes and sizes. [SEP],[CLS] nor did he ride school buses both hot and cold ; [SEP],[CLS] Nor could he tell the difference between skull and skull. [SEP],[CLS] Nor can we consider random variables replacing cold with warm. [SEP],"[CLS] Nor did it roar its approval, hot or cold ; [SEP]",[CLS] Neither could he tell the difference between light and darkness. [SEP],[CLS] never let anything split the day between hot and cold ; [SEP]
187,[CLS] Nor did he know the difference between hot and cold. [SEP],0,187,[CLS] Nor did he fear the mixture of hot and cold. [SEP],[CLS] When did you recognize the difference between shudder and shudder? [SEP],[CLS] Neither can heat be differentiable : heated or cooled. [SEP],[CLS] rarely do rivers have a multitude of shapes and sizes. [SEP],[CLS] nor did women ride school buses both hot and cold ; [SEP],[CLS] Nor could they tell the difference between skull and skull. [SEP],[CLS] Nor can we observe random variables replacing cold with warm. [SEP],"[CLS] Nor did it roar its approval, warm or cold. [SEP]",[CLS] Nor could you tell the difference between light and darkness. [SEP],[CLS] never let anything split the air between warm and cold ; [SEP]
188,[CLS] Nor did he know the difference between hot and cold. [SEP],0,188,[CLS] Nor did she fear the mixture of warm and cold. [SEP],[CLS] When did I recognize the difference between shudder and shudder? [SEP],[CLS] How can heat be differentiable : heated and cooled. [SEP],[CLS] rarely do rivers have a multitude of shapes and sizes ; [SEP],[CLS] nor can they ride school buses both hot and cold ; [SEP],[CLS] Neither could she tell the difference between skull and skull. [SEP],[CLS] Nor can we use random variables replacing cold with warm. [SEP],"[CLS] Nor did it roar its approval, hot or cold. [SEP]",[CLS] nor could anyone tell the difference between light and darkness. [SEP],[CLS] never let anything disturb the balance between warm and cold ; [SEP]
189,[CLS] Nor did he know the difference between hot and cold. [SEP],0,189,[CLS] Nor did he feel the connection of warm and cold. [SEP],[CLS] But did he recognize the difference between shudder and shudder? [SEP],[CLS] How can heat be differentiable : heated and cooled? [SEP],[CLS] rarely did rivers manifest their variety of forms and sizes ; [SEP],[CLS] nor can they drive school buses both hot and cold ; [SEP],[CLS] Nor could they tell the difference between skull and skull. [SEP],[CLS] Nor can we use random variables replacing cold with warm. [SEP],"[CLS] Nor did it shout its approval, hot or cold. [SEP]",[CLS] Nor could he tell the difference between light and shadow. [SEP],[CLS] never let anything tip the balance between hot and cold ; [SEP]
190,[CLS] Nor did he know the difference between hot and cold. [SEP],0,190,[CLS] Never did she feel a connection between warmth and cold. [SEP],[CLS] How did she know the difference between shiver and shiver? [SEP],[CLS] How can heat be differentiable when heated and cooled? [SEP],[CLS] rarely do they reveal their variety of shapes and sizes. [SEP],[CLS] nor could he drive school buses both hot and cold ; [SEP],[CLS] Nor could he tell the difference between skull and skull ; [SEP],[CLS] Neither can we introduce independent variables replacing cold with hot. [SEP],"[CLS] Nor did it shout its approval, hot or cold. [SEP]",[CLS] Nor could he tell the difference between light and darkness. [SEP],[CLS] never let anything upset the balance between hot and cold ; [SEP]
191,[CLS] Nor did he know the difference between hot and cold. [SEP],0,191,[CLS] Neither did she feel a connection between warmth and hardness. [SEP],[CLS] How did she know the difference between shiver and shiver? [SEP],[CLS] How can heat be differentiable as heated or cooled? [SEP],[CLS] Never did they reveal their multitude of shapes and sizes. [SEP],[CLS] nor did he drive school buses both hot and cold ; [SEP],[CLS] Nor could he tell the difference between skull and skull. [SEP],[CLS] Neither can we introduce additional variables replacing cold with hot. [SEP],"[CLS] Nor did it roar its approval, hot or cold. [SEP]",[CLS] Nor could he tell the difference between light and dark. [SEP],[CLS] never let anything disturb the balance between warm and cold ; [SEP]
192,[CLS] Nor did he know the difference between hot and cold. [SEP],0,192,[CLS] Nor did she feel a connection between hardness and hardness. [SEP],[CLS] How did he know the difference between shiver and shiver? [SEP],[CLS] How can heat be differentiable when heated or cooled? [SEP],[CLS] Neither did they reveal their multitude of shapes and sizes. [SEP],[CLS] nor did he drive school buses both hot and cold ; [SEP],[CLS] Nor could I tell the difference between skull and skull. [SEP],[CLS] Nor can we introduce critical variables replacing cold with hot. [SEP],"[CLS] Nor did it bark its approval, hot or cold. [SEP]",[CLS] Nor could he tell the difference between light and shadow. [SEP],[CLS] never let anything upset the balance of warm and cold ; [SEP]
193,[CLS] Nor did he know the difference between hot and cold. [SEP],0,193,[CLS] Nor did she feel a connection between hardness and hardness. [SEP],[CLS] How did he know the difference between shudder and shiver? [SEP],[CLS] How can heat be differentiable between heated and cooled? [SEP],[CLS] nor did they reveal their multitude of shapes and sizes. [SEP],[CLS] nor did he drive school buses both hot and cold ; [SEP],[CLS] Nor could I tell the difference between skull and skull. [SEP],[CLS] Nor can we introduce other variables replacing hot with hot. [SEP],"[CLS] nor did it bark its approval, hot or cold. [SEP]",[CLS] Nor could he tell the difference between light and darkness. [SEP],[CLS] never let anything upset the balance of warm and cold ; [SEP]
194,[CLS] Nor did he know the difference between hot and cold. [SEP],0,194,[CLS] Nor did he feel any connection between hardness and hardness. [SEP],[CLS] How did he know the difference between shudder and shiver? [SEP],[CLS] How can heat be differentiable between heated and cooled? [SEP],[CLS] nor can they disguise their multitude of shapes and sizes ; [SEP],[CLS] nor does he drive school buses both hot and cold ; [SEP],[CLS] Nor could she tell the difference between skull and skull. [SEP],[CLS] Nor can we introduce random variables replacing hot with hot. [SEP],"[CLS] Nor did it bark its approval, hot or cold. [SEP]",[CLS] Nor could he tell the difference between light and dark. [SEP],[CLS] never let anything disturb the harmony of hot and cold ; [SEP]
195,[CLS] Nor did he know the difference between hot and cold. [SEP],0,195,[CLS] Nor did he feel any connection between hardness and hardness. [SEP],[CLS] How did he know the difference between shiver and shudder? [SEP],[CLS] How can heat be differentiable between heated and chilled? [SEP],[CLS] nor do they disguise their multitude of shapes and sizes. [SEP],[CLS] neither does he drive school buses both hot and cold ; [SEP],[CLS] Nor could he tell the difference between skull and skull. [SEP],[CLS] nor can we introduce random variables replacing hot with hot. [SEP],"[CLS] Nor did it bark its approval, hot or cold. [SEP]",[CLS] Not could he tell the difference between light and dark. [SEP],[CLS] never let anything disturb the harmony of hot and cold ; [SEP]
196,[CLS] Nor did he know the difference between hot and cold. [SEP],0,196,[CLS] Nor did he feel any connection between hardness and hardness. [SEP],[CLS] How did he know the difference between shiver and shudder? [SEP],[CLS] How can heat be differentiable when heated and cooled? [SEP],[CLS] Neither do they disguise their variety of shapes and sizes. [SEP],[CLS] neither does she drive school buses both hot and cold ; [SEP],[CLS] Nor could he tell the difference between skull and skull. [SEP],[CLS] Nor can we introduce random variables replacing hot with cold. [SEP],"[CLS] Nor did it bark its approval, hot or cold. [SEP]",[CLS] Neither could he tell the difference between light and dark ; [SEP],[CLS] never let anything disturb the harmony of warm and cold ; [SEP]
197,[CLS] Nor did he know the difference between hot and cold. [SEP],0,197,[CLS] Nor did he feel any connection between hardness and hardness. [SEP],[CLS] How did he know the difference between shudder and shudder? [SEP],[CLS] How can heat be differentiable between heated and cooled? [SEP],[CLS] Neither can they disguise their variety of shapes and colours. [SEP],[CLS] neither does he drive school buses both hot and cold ; [SEP],[CLS] Nor could she tell the difference between chin and forehead. [SEP],[CLS] Neither can we introduce random variables replacing warm with cold. [SEP],"[CLS] nor did it roar its approval, hot or cold. [SEP]",[CLS] Nor could she tell the difference between light and dark. [SEP],[CLS] never let anything disturb the harmony of warm and cold ; [SEP]
198,[CLS] Nor did he know the difference between hot and cold. [SEP],0,198,[CLS] Nor did he feel any connection between hardness and hardness ; [SEP],[CLS] How does Melissa know the difference between shiver and shudder? [SEP],[CLS] How can heat be differentiable between heated and cooled? [SEP],[CLS] Little can they disguise their use of shapes and colours. [SEP],[CLS] neither does he drive school buses both hot and cold ; [SEP],[CLS] Nor could he guess the difference between chin and forehead. [SEP],[CLS] Neither can we consider random variables replacing hot with cold. [SEP],"[CLS] nor did it roar its approval, hot or cold. [SEP]",[CLS] Neither could they tell the difference between light and dark. [SEP],[CLS] never let them forget the harmony of warm with cold ; [SEP]
199,[CLS] Nor did he know the difference between hot and cold. [SEP],0,199,[CLS] Nor did he see the connection between hardness and hardness. [SEP],[CLS] How did she know the difference between shudder and shudder? [SEP],[CLS] How can curves be differentiable when heated and cooled? [SEP],[CLS] Neither can they disguise their use of colours and lines. [SEP],[CLS] neither does he drive school buses both hot and cold ; [SEP],[CLS] Nor could he guess the distance between chin and forehead. [SEP],[CLS] Nor can we consider random variables replacing hot with cold. [SEP],"[CLS] Nor did it yell its approval, hot or cold ; [SEP]",[CLS] Nor could he tell the difference between light and darkness. [SEP],[CLS] never let them forget the harmony of warm and cold ; [SEP]
200,[CLS] I could see that they were trying to get away. [SEP],1,0,[CLS] I could see that they were trying to get away. [SEP],[CLS] I could see that they were trying to get away. [SEP],[CLS] I could see that they were trying to get away. [SEP],[CLS] I could see that they were trying to get away. [SEP],[CLS] I could see that they were trying to get away. [SEP],[CLS] I could see that they were trying to get away. [SEP],[CLS] I could see that they were trying to get away. [SEP],[CLS] I could see that they were trying to get away. [SEP],[CLS] I could see that they were trying to get away. [SEP],[CLS] I could see that they were trying to get away. [SEP]
201,[CLS] I could see that they were trying to get away. [SEP],1,1,[CLS] We could see that they were trying to get away. [SEP],[CLS] I could see that they were trying to get away. [SEP],[CLS] I could tell that they were trying to get away. [SEP],[CLS] I could see that they were trying to get away. [SEP],[CLS] I could see that they were trying to get away. [SEP],[CLS] I could tell that they were trying to get away. [SEP],[CLS] I could tell that they were trying to get away. [SEP],[CLS] He could see that they were trying to get away. [SEP],[CLS] I could sense that they were trying to get closer. [SEP],[CLS] He could smell that they were trying to get away. [SEP]
202,[CLS] I could see that they were trying to get away. [SEP],1,2,[CLS] We could see that they were trying to get away. [SEP],[CLS] She could see that they were trying to get away. [SEP],[CLS] She could see that people were trying to get out. [SEP],[CLS] I could see that they were trying to get away. [SEP],[CLS] I could see that they were trying to get away. [SEP],[CLS] I could tell that you were trying to pull back. [SEP],[CLS] I could tell that they were trying to get away. [SEP],[CLS] Sheila could see that they were trying to get away. [SEP],[CLS] She could tell that they were desperate to get away. [SEP],[CLS] He could see that they were trying to run away. [SEP]
203,[CLS] I could see that they were trying to get away. [SEP],1,3,[CLS] We could see that they were trying to get away. [SEP],[CLS] I could tell that they were trying to get away. [SEP],[CLS] I could hear that people were trying to get out. [SEP],[CLS] She could tell that they were trying to get by. [SEP],[CLS] I could tell that you were about to run away. [SEP],[CLS] I could see how you were trying to pull back. [SEP],[CLS] He could see that they were hesitant to run anymore. [SEP],[CLS] He could see that they were trying to get away. [SEP],[CLS] He could see that they were trying to get away. [SEP],[CLS] She could see that they were straining to get away. [SEP]
204,[CLS] I could see that they were trying to get away. [SEP],1,4,[CLS] He could see that they were trying to get away. [SEP],[CLS] I could see that they were trying to get away. [SEP],[CLS] He could see that they were trying to get away. [SEP],[CLS] She could see that they were trying to get by. [SEP],[CLS] I could tell that you were scared to run away. [SEP],[CLS] I could see how they were trying to pull apart. [SEP],[CLS] He could feel that they were unable to fight anymore. [SEP],[CLS] He could understand why they were wanting to get out. [SEP],[CLS] I could see that they were trying to get away. [SEP],[CLS] He could hear that they were straining to get out. [SEP]
205,[CLS] I could see that they were trying to get away. [SEP],1,5,[CLS] He could see that they were trying to get away. [SEP],[CLS] He could see that they were trying to get away. [SEP],[CLS] He could see that they were trying to get away. [SEP],[CLS] I could tell that they were trying to get by. [SEP],[CLS] Everyone could tell when you were ready to walk away. [SEP],[CLS] I could see how they were trying to stand apart. [SEP],[CLS] She could tell that they were helpless to fight anymore. [SEP],[CLS] He could understand why they were trying to get out. [SEP],[CLS] I could see how they were trying to get away. [SEP],[CLS] He could see that they were trying to get away. [SEP]
206,[CLS] I could see that they were trying to get away. [SEP],1,6,[CLS] I could see that they were trying to get away. [SEP],[CLS] Jack could see that they were struggling to get free. [SEP],[CLS] He could see that they were trying to get away. [SEP],[CLS] Cole could tell that they were struggling to get by. [SEP],[CLS] Everyone could tell when you were ready to walk away. [SEP],[CLS] I could see how they were trying to stand apart. [SEP],[CLS] He could see that they were helpless to resist anymore. [SEP],[CLS] He could understand why women were trying to become rich. [SEP],[CLS] I could see that they were trying to get away. [SEP],[CLS] I could tell that they were trying to get away. [SEP]
207,[CLS] I could see that they were trying to get away. [SEP],1,7,[CLS] I could see that they were trying to get away. [SEP],[CLS] Jack could see that they were struggling to get free. [SEP],[CLS] She could see that they were trying to get away. [SEP],[CLS] He could tell that they were struggling to get by. [SEP],[CLS] Everyone could tell when you were ready to walk away. [SEP],[CLS] Ana could see that they were trying to stand up. [SEP],[CLS] He could see that they were unable to resist anymore. [SEP],[CLS] He could understand why they were seeking to become allies. [SEP],[CLS] I could see that they were trying to get away. [SEP],[CLS] I could see how they were trying to get away. [SEP]
208,[CLS] I could see that they were trying to get away. [SEP],1,8,[CLS] I could see that they were trying to get away. [SEP],[CLS] She could see that they were struggling to break free. [SEP],[CLS] She could see that they were trying to get away. [SEP],[CLS] He could see that they were struggling to get free. [SEP],[CLS] Everyone could tell when you were about to walk out. [SEP],[CLS] You could see that they were trying to stand up. [SEP],[CLS] He could sense that they were unable to there anymore. [SEP],[CLS] Sam could understand why they were trying to become allies. [SEP],[CLS] I could see that they were trying to get away. [SEP],[CLS] I could see that they were going to run away. [SEP]
209,[CLS] I could see that they were trying to get away. [SEP],1,9,[CLS] She could see that they were trying to get away. [SEP],[CLS] I could see that they were struggling to break free. [SEP],[CLS] He could see that others were trying to run away. [SEP],[CLS] Beth could see that they were struggling to get free. [SEP],[CLS] He could tell when they were going to walk out. [SEP],[CLS] Joel could see that they were struggling to keep up. [SEP],[CLS] She could see that they were unable to scream anymore. [SEP],[CLS] Sam could understand why they were willing to become allies. [SEP],[CLS] Michael could see that they were trying to get away. [SEP],[CLS] I could tell that you were going to run away! [SEP]
210,[CLS] I could see that they were trying to get away. [SEP],1,10,[CLS] I could tell that they were fighting to get away. [SEP],[CLS] She could feel that they were trying to break free. [SEP],[CLS] He could see that they were trying to get away. [SEP],[CLS] David could see how many were trying to break through. [SEP],[CLS] He could tell when they were going to walk out. [SEP],[CLS] I could see that they were struggling to keep up. [SEP],[CLS] He could see that they were unable to scream either. [SEP],[CLS] I could understand why they were willing to become allies. [SEP],[CLS] She could see that they were trying to get away. [SEP],[CLS] I did tell myself you were going to run away! [SEP]
211,[CLS] I could see that they were trying to get away. [SEP],1,11,[CLS] He could see that they were trying to get away. [SEP],[CLS] He could tell that they were struggling to break free. [SEP],[CLS] He could see that they were trying to get away. [SEP],[CLS] David could see how many were trying to break through. [SEP],[CLS] Each could guess when they were going to drive away. [SEP],[CLS] Billy could see that they were struggling to get up. [SEP],[CLS] Tucker could see that they were unable to scream anymore. [SEP],[CLS] I could understand why they were willing to be friends. [SEP],[CLS] I could see that they were trying to get away. [SEP],[CLS] I could tell that you were going to run away! [SEP]
212,[CLS] I could see that they were trying to get away. [SEP],1,12,[CLS] He could see that they were attempting to run away. [SEP],[CLS] I could tell that they were trying to break free. [SEP],[CLS] He could see that people were trying to get away. [SEP],[CLS] David could see how many were trying to break free. [SEP],[CLS] I could tell that they were going to walk away. [SEP],[CLS] Billy could see that they were struggling to get up. [SEP],[CLS] and could see that they were unable to scream anymore. [SEP],[CLS] I could see why we were pretending to be friends. [SEP],[CLS] She could see that they were trying to get away. [SEP],[CLS] I could see that you were trying to run away! [SEP]
213,[CLS] I could see that they were trying to get away. [SEP],1,13,[CLS] He could see that those were attempting to run away. [SEP],[CLS] I could sense that they were trying to break free. [SEP],[CLS] He could see that they were trying to get away. [SEP],[CLS] David could see how many were trying to break free. [SEP],[CLS] I could tell that they were going to walk away. [SEP],[CLS] Billy could see that they were struggling to keep up. [SEP],[CLS] and could see that they were unable to scream anymore. [SEP],[CLS] I could see how we were meant to be together. [SEP],[CLS] I could see that they were trying to get away. [SEP],[CLS] I could see that you were trying to get away! [SEP]
214,[CLS] I could see that they were trying to get away. [SEP],1,14,[CLS] He could see that they were attempting to run away. [SEP],[CLS] I could see that they were trying to break free. [SEP],[CLS] I could see that they were trying to get out. [SEP],[CLS] David could tell how many were trying to break free. [SEP],[CLS] I could tell that they were going to run away. [SEP],[CLS] Jenny could see that they were struggling to keep up. [SEP],[CLS] He could see that they were unable to scream anymore. [SEP],[CLS] I could feel that we were meant to be together. [SEP],[CLS] I could tell that they were trying to get away. [SEP],[CLS] I could see that people were trying to get in! [SEP]
215,[CLS] I could see that they were trying to get away. [SEP],1,15,[CLS] We could tell that they were about to run away. [SEP],[CLS] He could tell that they were trying to break through. [SEP],[CLS] I could feel that they were trying to get out. [SEP],[CLS] David could see how many were trying to break free. [SEP],[CLS] I could tell that they were going to drive away. [SEP],[CLS] Painter could tell that they were struggling to keep up. [SEP],[CLS] She could see that they were unable to scream anymore. [SEP],[CLS] I could feel that we were meant to be together. [SEP],[CLS] He could tell that they were trying to get away. [SEP],[CLS] I could tell that people were trying to get in. [SEP]
216,[CLS] I could see that they were trying to get away. [SEP],1,16,[CLS] I could tell that they were going to run away. [SEP],[CLS] He could sense that they were trying to break through ; [SEP],[CLS] I could hear what you were trying to get out. [SEP],[CLS] David could see how many were trying to break free. [SEP],[CLS] I could tell that they were going to go away. [SEP],[CLS] Painter could tell that many were struggling to keep up. [SEP],[CLS] She could see that they were unable to scream anymore. [SEP],[CLS] I could feel that we were meant to be together. [SEP],[CLS] I could tell that they were trying to get away. [SEP],[CLS] She could hear that people were trying to get out. [SEP]
217,[CLS] I could see that they were trying to get away. [SEP],1,17,[CLS] I could see that they were going to walk away. [SEP],[CLS] He could sense that they were trying to break free. [SEP],[CLS] I could hear everything they were trying to get out. [SEP],[CLS] He could see how many were trying to break through. [SEP],[CLS] Julian could tell that they were going to speak first. [SEP],[CLS] Painter could see that many were struggling to sit up. [SEP],[CLS] He could see that they were unable to scream anymore. [SEP],[CLS] I could feel that we were meant to be together. [SEP],[CLS] I could tell that they were trying to blend in. [SEP],[CLS] They could see that they were trying to get out. [SEP]
218,[CLS] I could see that they were trying to get away. [SEP],1,18,[CLS] I could tell that they were going to walk away. [SEP],[CLS] I could see that they were attempting to break free. [SEP],[CLS] I could hear what they were trying to get out. [SEP],[CLS] He could see how many were trying to break through. [SEP],[CLS] I could tell that they were going to leave soon. [SEP],[CLS] Painter could see that many were struggling to sit up. [SEP],[CLS] I could see that they were unable to scream anymore. [SEP],[CLS] I could feel that we were meant to be together. [SEP],[CLS] Mitch could see that they were trying to blend in. [SEP],[CLS] He could see that some were struggling to get up. [SEP]
219,[CLS] I could see that they were trying to get away. [SEP],1,19,[CLS] I could tell that they were about to walk away. [SEP],[CLS] She could sense that they were attempting to break free. [SEP],[CLS] He could hear what they were trying to get out. [SEP],[CLS] He could imagine how many were trying to break through. [SEP],[CLS] I could tell that they were going to leave soon. [SEP],[CLS] Painter could tell that many were running to keep up. [SEP],[CLS] I could see that they were unable to scream anymore. [SEP],[CLS] I could feel that we were meant to be together. [SEP],[CLS] Mitch could see that they were trying to blend in. [SEP],[CLS] He could see that some were struggling to get up. [SEP]
220,[CLS] I could see that they were trying to get away. [SEP],1,20,[CLS] Olivia could see that they were about to walk away. [SEP],[CLS] Alex could sense that they were attempting to drift away. [SEP],[CLS] I could hear what they were trying to get out. [SEP],[CLS] He could imagine how many were trying to break free. [SEP],[CLS] She could see that they were planning to leave soon. [SEP],[CLS] Painter could see that many were running to keep up. [SEP],[CLS] He could see that they were unable to scream anymore. [SEP],[CLS] He could see that they were meant to be together. [SEP],[CLS] I could tell that they were trying to blend in. [SEP],[CLS] He could see that some were struggling to get up. [SEP]
221,[CLS] I could see that they were trying to get away. [SEP],1,21,[CLS] I could tell that they were going to drive away. [SEP],[CLS] Ellie could feel that they were beginning to drift apart. [SEP],[CLS] I could hear what they were trying to get out. [SEP],[CLS] She could imagine how many were trying to break free. [SEP],[CLS] I could see that they were planning to leave soon. [SEP],[CLS] Painter could tell that many were running to keep up. [SEP],[CLS] I could see that they were unable to scream anymore. [SEP],[CLS] Everyone could see that we were meant to be together. [SEP],[CLS] I could tell that they were trying to blend in. [SEP],[CLS] Beth could see that many were struggling to get out. [SEP]
222,[CLS] I could see that they were trying to get away. [SEP],1,22,[CLS] I could tell that they were going to drive away. [SEP],[CLS] She could feel that they were beginning to drift apart. [SEP],[CLS] He could hear what they were trying to get out. [SEP],[CLS] She could hear how they were fighting to break free. [SEP],[CLS] I could see that they were planning to leave soon. [SEP],[CLS] Painter could see that most were running to keep up. [SEP],[CLS] Lucas could see that they were unable to scream anymore. [SEP],[CLS] Everyone could see that we were destined to be together. [SEP],[CLS] I could tell that they were trying to blend in. [SEP],[CLS] Beth could see that they were struggling to get free. [SEP]
223,[CLS] I could see that they were trying to get away. [SEP],1,23,[CLS] I could tell that they were about to drive away. [SEP],[CLS] She could feel that they were starting to drift apart ; [SEP],[CLS] I could hear what they were trying to get at. [SEP],[CLS] he could hear how many were trying to break through. [SEP],[CLS] I could sense that they were bound to return soon. [SEP],[CLS] Painter could see that most were running to keep up. [SEP],[CLS] She could tell that they were unable to scream anymore. [SEP],[CLS] Everyone could see that we were destined to be together. [SEP],[CLS] I could tell that they were trying to blend in ; [SEP],[CLS] He could see that they were struggling to get up. [SEP]
224,[CLS] I could see that they were trying to get away. [SEP],1,24,[CLS] I could tell that they were going to drive away. [SEP],[CLS] She could feel that they were starting to drift apart. [SEP],[CLS] I could see what they were trying to get into. [SEP],[CLS] I could hear that they were trying to break through. [SEP],[CLS] He could sense that they were bound to return shortly. [SEP],[CLS] Painter could see that most were running to keep up. [SEP],[CLS] he could hear that they were unable to scream anymore. [SEP],[CLS] Everyone could see that we were destined to be together. [SEP],[CLS] I could see that we were trying to blend in. [SEP],[CLS] Will could see that they were struggling to sit upright. [SEP]
225,[CLS] I could see that they were trying to get away. [SEP],1,25,[CLS] I could tell that we were going to drive slowly. [SEP],[CLS] Heather could sense that they were starting to drift apart. [SEP],[CLS] I could see what they were trying to get past. [SEP],[CLS] I could tell that they were trying to break through. [SEP],[CLS] He could sense that they were bound to return shortly. [SEP],[CLS] She could see that several were running to catch up. [SEP],[CLS] he could hear that they were unable to scream anymore ; [SEP],[CLS] She could see that they were meant to be together. [SEP],[CLS] I could see that they were trying to blend in. [SEP],[CLS] Will could see that they were struggling to stay upright. [SEP]
226,[CLS] I could see that they were trying to get away. [SEP],1,26,[CLS] I could tell that we were starting to drive fast. [SEP],[CLS] Heather could tell that they were starting to drift apart. [SEP],[CLS] I could see where they were trying to get to. [SEP],[CLS] Nate could sense that they were trying to break through ; [SEP],[CLS] He could sense that they were bound to return shortly. [SEP],[CLS] He could see that several were running to catch up. [SEP],[CLS] he could see that they were unable to scream anymore ; [SEP],[CLS] She could feel that they were meant to be together. [SEP],[CLS] I could tell that they were trying to blend in. [SEP],[CLS] Will could see that they were struggling to remain upright. [SEP]
227,[CLS] I could see that they were trying to get away. [SEP],1,27,[CLS] I could tell that we were starting to move forward. [SEP],[CLS] Sam could tell that they were beginning to drift apart. [SEP],[CLS] I could see what they were trying to get to. [SEP],[CLS] Nate could tell that they were trying to break free. [SEP],[CLS] He could see that they were planning to leave shortly. [SEP],[CLS] Darryl could see that several were running to catch up. [SEP],[CLS] he could see that they were unable to scream anymore ; [SEP],[CLS] She could feel that they were meant to be together. [SEP],[CLS] I could tell that they were trying to blend in ; [SEP],[CLS] Will could see that they were struggling to stay upright. [SEP]
228,[CLS] I could see that they were trying to get away. [SEP],1,28,[CLS] I could feel that we were beginning to move again. [SEP],[CLS] Sam could tell that they were beginning to drift apart. [SEP],[CLS] I could see what they were trying to get at. [SEP],[CLS] Nate could see that several were struggling to break free. [SEP],[CLS] He could see that they were probably to leave shortly. [SEP],[CLS] Sophie could see that several were running to catch up. [SEP],[CLS] he could taste that they were unable to scream anymore ; [SEP],[CLS] She could feel that they were meant to be together. [SEP],[CLS] I could tell that they were trying to blend in ; [SEP],[CLS] Will could see that they were struggling to stay upright. [SEP]
229,[CLS] I could see that they were trying to get away. [SEP],1,29,[CLS] I could feel that we were starting to move again. [SEP],[CLS] Sam could tell that they were beginning to drift apart. [SEP],[CLS] I could see what they were trying to get to. [SEP],[CLS] He could see that several were struggling to break free. [SEP],[CLS] He could see that they were planning to leave shortly. [SEP],[CLS] I could see that they were running to catch up. [SEP],[CLS] he could taste that they were unable to scream anymore ; [SEP],[CLS] She could sense that they were meant to be together. [SEP],[CLS] I could tell that we were trying to blend in. [SEP],[CLS] I could see that they were struggling to stay upright. [SEP]
230,[CLS] I could see that they were trying to get away. [SEP],1,30,[CLS] I could feel that we were starting to move faster. [SEP],[CLS] he could sense that they were beginning to drift apart. [SEP],[CLS] She could see what they were trying to get to. [SEP],[CLS] He could see how they were trying to get away. [SEP],[CLS] He could see that they were trying to leave quickly. [SEP],[CLS] She could hear that they were straining to keep up. [SEP],[CLS] he could see that they were unable to scream anymore ; [SEP],[CLS] He could sense that they were meant to be together. [SEP],[CLS] I could tell that we were trying to blend in. [SEP],[CLS] I could tell that they were fighting to stay awake. [SEP]
231,[CLS] I could see that they were trying to get away. [SEP],1,31,[CLS] I could feel that we were starting to move faster. [SEP],[CLS] He could sense that they were beginning to drift apart. [SEP],[CLS] I could see where they were trying to get to. [SEP],[CLS] He could see how many were trying to get away. [SEP],[CLS] I could see that they were trying to move quickly. [SEP],[CLS] He could see that they were straining to keep up. [SEP],[CLS] he could see that they were unable to scream anymore ; [SEP],[CLS] She could feel that they were meant to be together. [SEP],[CLS] I could tell that we were trying to blend in. [SEP],[CLS] She could see that they were struggling to stay down. [SEP]
232,[CLS] I could see that they were trying to get away. [SEP],1,32,[CLS] I could feel that we were starting to move faster. [SEP],[CLS] She could sense that they were starting to drift apart. [SEP],[CLS] I could see where we were going to get to. [SEP],[CLS] He could see how many were trying to get away. [SEP],[CLS] I could see that they were trying to move forward. [SEP],[CLS] She could hear that they were straining to keep up. [SEP],[CLS] he could see that they were unable to communicate anymore ; [SEP],[CLS] He could feel that they were meant to be together. [SEP],[CLS] I could tell that they were trying to blend in. [SEP],[CLS] He could see that they were struggling to stay conscious. [SEP]
