index,initial_sentence,batch_num,iter_num,chain 0,chain 1,chain 2,chain 3,chain 4,chain 5,chain 6,chain 7,chain 8,chain 9
109,[CLS] Nor did he know the difference between hot and cold. [SEP],0,109,[CLS] Nor did he know the difference between dark and light. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between hot and cold. [SEP],[CLS] Nor do I know the difference between darkness and light. [SEP],[CLS] Nor did she know the difference between hot and cold. [SEP],[CLS] Little did he know the difference between dark and light. [SEP],[CLS] Nor do we know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Little do you know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP]
110,[CLS] Nor did he know the difference between hot and cold. [SEP],0,110,[CLS] Nor did they know the difference between darkness and light. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between darkness and light. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between dark and light. [SEP],[CLS] Nor do we know the difference between warm and cold. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP]
111,[CLS] Nor did he know the difference between hot and cold. [SEP],0,111,[CLS] Little did he know the difference between dark and light. [SEP],[CLS] Nor did she know the difference between hot and cold. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between darkness and light. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between dark and light. [SEP],[CLS] Nor do they know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP]
112,[CLS] Nor did he know the difference between hot and cold. [SEP],0,112,[CLS] Nor did he know the difference between darkness and light. [SEP],[CLS] Little did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between dark and light. [SEP],[CLS] Nor does he know the difference between hot and cold. [SEP],[CLS] Little did he know the difference between darkness and light. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between hot and cold. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between hot and cold. [SEP]
113,[CLS] Nor did he know the difference between hot and cold. [SEP],0,113,[CLS] Nor did he know the difference between dark and light. [SEP],[CLS] Little did she know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between darkness and light. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between darkness and light. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between warmth and cold. [SEP],[CLS] Nor do they know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between hot and cold. [SEP]
114,[CLS] Nor did he know the difference between hot and cold. [SEP],0,114,[CLS] Nor did she know the difference between dark and light. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do they know the difference between darkness and light. [SEP],[CLS] Nor did they know the difference between heat and cold. [SEP],[CLS] Nor did he know the difference between darkness and light. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do they know the difference between heat and cold. [SEP],[CLS] Nor do they know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP]
115,[CLS] Nor did he know the difference between hot and cold. [SEP],0,115,[CLS] Nor did I know the difference between dark and light. [SEP],[CLS] Nor did he know the difference between warm and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between dark and light. [SEP],[CLS] Nor do they know the difference between heat and cold. [SEP],[CLS] Nor did he know the difference between darkness and light. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between hot and cold. [SEP]
116,[CLS] Nor did he know the difference between hot and cold. [SEP],0,116,[CLS] Nor did he know the difference between darkness and light. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between darkness and light. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor did they know the difference between darkness and light. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between warm and cold. [SEP]
117,[CLS] Nor did he know the difference between hot and cold. [SEP],0,117,[CLS] Nor did he know the difference between darkness and light. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between dark and light. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor do I know the difference between dark and light. [SEP],[CLS] Nor did he know the difference between warm and cold. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between hot and cold. [SEP]
118,[CLS] Nor did he know the difference between hot and cold. [SEP],0,118,[CLS] Nor did she know the difference between dark and light. [SEP],[CLS] Nor did she know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between dark and light. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between darkness and light. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor do I know the difference between warm and cold. [SEP],[CLS] Nor do we know the difference between hot and cold. [SEP]
119,[CLS] Nor did he know the difference between hot and cold. [SEP],0,119,[CLS] Little did she know the difference between darkness and light. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did she know the difference between hot and cold. [SEP],[CLS] Nor do I know the difference between darkness and light. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between dark and light. [SEP],[CLS] Nor does he know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between hot and cold. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between hot and cold. [SEP]
120,[CLS] Nor did he know the difference between hot and cold. [SEP],0,120,[CLS] Nor did he know the difference between dark and light. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do I know the difference between darkness and light. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between darkness and light. [SEP],[CLS] Nor does he know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP]
121,[CLS] Nor did he know the difference between hot and cold. [SEP],0,121,[CLS] Nor did she know the difference between darkness and light. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do I know the difference between dark and light. [SEP],[CLS] Nor do we know the difference between warm and cold. [SEP],[CLS] Nor do we know the difference between darkness and light. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between hot and cold. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP]
122,[CLS] Nor did he know the difference between hot and cold. [SEP],0,122,[CLS] Little did he know the difference between darkness and light. [SEP],[CLS] Nor did they know the difference between hot and cold. [SEP],[CLS] Nor did she know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between dark and light. [SEP],[CLS] Nor do we know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between heat and light. [SEP],[CLS] Nor did they know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between hot and cold. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP]
123,[CLS] Nor did he know the difference between hot and cold. [SEP],0,123,[CLS] Nor did she know the difference between dark and light. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor does he know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between darkness and light. [SEP],[CLS] Nor do we know the difference between hot and cold. [SEP],[CLS] Nor do they know the difference between heat and cold. [SEP],[CLS] Little did they know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between warmth and cold. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP],[CLS] Nor do they know the difference between hot and cold. [SEP]
124,[CLS] Nor did he know the difference between hot and cold. [SEP],0,124,[CLS] Nor did I know the difference between darkness and light. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between heat and light. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP]
125,[CLS] Nor did he know the difference between hot and cold. [SEP],0,125,[CLS] Little did he know the difference between darkness and light. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor does she know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between darkness and light. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP],[CLS] Nor do they know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did she know the difference between warm and cold. [SEP]
126,[CLS] Nor did he know the difference between hot and cold. [SEP],0,126,[CLS] Nor did he know the difference between darkness and light. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between darkness and light. [SEP],[CLS] Nor do we know the difference between hot and cold. [SEP],[CLS] Little did they know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between warm and cold. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do I know the difference between warm and cold. [SEP]
127,[CLS] Nor did he know the difference between hot and cold. [SEP],0,127,[CLS] Nor did he know the difference between darkness and light. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do they know the difference between darkness and light. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Little did they know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor does he know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP]
128,[CLS] Nor did he know the difference between hot and cold. [SEP],0,128,[CLS] Nor did she know the difference between dark and light. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between dark and light. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between hot and cold. [SEP],[CLS] Nor does he know the difference between hot and cold. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP]
129,[CLS] Nor did he know the difference between hot and cold. [SEP],0,129,[CLS] Nor did he know the difference between dark and light. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between darkness and light. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP]
130,[CLS] Nor did he know the difference between hot and cold. [SEP],0,130,[CLS] Nor did he know the difference between dark and light. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor did she know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between darkness and light. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between warm and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP]
131,[CLS] Nor did he know the difference between hot and cold. [SEP],0,131,[CLS] Nor did he know the difference between darkness and light. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor does he know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between darkness and light. [SEP],[CLS] Nor did they know the difference between heat and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do they know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP]
132,[CLS] Nor did he know the difference between hot and cold. [SEP],0,132,[CLS] Nor did she know the difference between dark and light. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between dark and light. [SEP],[CLS] Nor did they know the difference between heat and cold. [SEP],[CLS] Nor does she know the difference between warm and cold. [SEP],[CLS] Nor do we know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between warm and cold. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP]
133,[CLS] Nor did he know the difference between hot and cold. [SEP],0,133,[CLS] Nor did he know the difference between dark and light. [SEP],[CLS] Nor do we know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between darkness and light. [SEP],[CLS] Nor did she know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP],[CLS] Nor did they know the difference between hot and cold. [SEP],[CLS] Nor do they know the difference between hot and cold. [SEP]
134,[CLS] Nor did he know the difference between hot and cold. [SEP],0,134,[CLS] Nor did she know the difference between darkness and light. [SEP],[CLS] Nor did they know the difference between heat and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between darkness and light. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did they know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor did they know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between hot and cold. [SEP]
135,[CLS] Nor did he know the difference between hot and cold. [SEP],0,135,[CLS] Nor did he know the difference between darkness and light. [SEP],[CLS] Nor did they know the difference between heat and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between darkness and light. [SEP],[CLS] Nor did they know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between warm and cold. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP],[CLS] Nor do I know the difference between warm and cold. [SEP]
136,[CLS] Nor did he know the difference between hot and cold. [SEP],0,136,[CLS] Nor did he know the difference between dark and light. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did they know the difference between heat and cold. [SEP],[CLS] Nor do we know the difference between heat and cold. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did she know the difference between hot and cold. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP]
137,[CLS] Nor did he know the difference between hot and cold. [SEP],0,137,[CLS] Nor did she know the difference between dark and light. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did they know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between darkness and light. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did she know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do they know the difference between hot and cold. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP]
138,[CLS] Nor did he know the difference between hot and cold. [SEP],0,138,[CLS] Nor did he know the difference between dark and light. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did they know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between darkness and light. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did she know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP]
139,[CLS] Nor did he know the difference between hot and cold. [SEP],0,139,[CLS] Nor did he know the difference between darkness and light. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between dark and light. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor did they know the difference between hot and cold. [SEP],[CLS] Nor did I know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP]
140,[CLS] Nor did he know the difference between hot and cold. [SEP],0,140,[CLS] Nor did they know the difference between dark and light. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between darkness and light. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor did she know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between hot and cold. [SEP]
141,[CLS] Nor did he know the difference between hot and cold. [SEP],0,141,[CLS] Nor did he know the difference between darkness and light. [SEP],[CLS] Nor did she know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do they know the difference between darkness and light. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between hot and cold. [SEP]
142,[CLS] Nor did he know the difference between hot and cold. [SEP],0,142,[CLS] Nor did he know the difference between shadow and light. [SEP],[CLS] Nor did she know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did they know the difference between darkness and light. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between heat and cold. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP]
143,[CLS] Nor did he know the difference between hot and cold. [SEP],0,143,[CLS] Nor did he know the difference between darkness and light. [SEP],[CLS] Nor did they know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between heat and cold. [SEP],[CLS] Nor did they know the difference between darkness and light. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between heat and cold. [SEP],[CLS] Nor do they know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP]
144,[CLS] Nor did he know the difference between hot and cold. [SEP],0,144,[CLS] Nor did he know the difference between darkness and light. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between warm and cold. [SEP],[CLS] Nor do you know the difference between dark and light. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP],[CLS] Nor did she know the difference between warm and cold. [SEP],[CLS] Nor did she know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP]
145,[CLS] Nor did he know the difference between hot and cold. [SEP],0,145,[CLS] Nor did she know the difference between darkness and light. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between dark and light. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between hot and cold. [SEP]
146,[CLS] Nor did he know the difference between hot and cold. [SEP],0,146,[CLS] Nor did he know the difference between darkness and light. [SEP],[CLS] Nor did she know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Little do you know the difference between dark and light. [SEP],[CLS] Nor do we know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did she know the difference between hot and cold. [SEP],[CLS] Little did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between hot and cold. [SEP]
147,[CLS] Nor did he know the difference between hot and cold. [SEP],0,147,[CLS] Little did he know the difference between dark and light. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did they know the difference between dark and light. [SEP],[CLS] Nor do we know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did she know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP]
148,[CLS] Nor did he know the difference between hot and cold. [SEP],0,148,[CLS] Nor did he know the difference between darkness and light. [SEP],[CLS] Nor did they know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between darkness and light. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between warm and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP]
149,[CLS] Nor did he know the difference between hot and cold. [SEP],0,149,[CLS] Nor did I know the difference between dark and light. [SEP],[CLS] Little did they know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between darkness and light. [SEP],[CLS] Nor do we know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do we know the difference between hot and cold. [SEP]
150,[CLS] Nor did he know the difference between hot and cold. [SEP],0,150,[CLS] Neither did she recognize the difference between dark and light. [SEP],[CLS] Little did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did she know the difference between darkness and light. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do they know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did she know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP]
151,[CLS] Nor did he know the difference between hot and cold. [SEP],0,151,[CLS] Neither did she recognize the difference between dark and light. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between dark and light. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor did she know the difference between hot and cold. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP]
152,[CLS] Nor did he know the difference between hot and cold. [SEP],0,152,[CLS] Nor did he know the difference between dark and light. [SEP],[CLS] Little did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Little did he know the difference between darkness and light. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor did she know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did she know the difference between hot and cold. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP]
153,[CLS] Nor did he know the difference between hot and cold. [SEP],0,153,[CLS] Nor did he know the difference between darkness and light. [SEP],[CLS] Little did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did she know the difference between dark and light. [SEP],[CLS] Nor do I know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor did she know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP]
154,[CLS] Nor did he know the difference between hot and cold. [SEP],0,154,[CLS] Nor did he know the difference between darkness and light. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did she know the difference between dark and light. [SEP],[CLS] Nor do I know the difference between warm and cold. [SEP],[CLS] Nor did he know the difference between warmth and cold. [SEP],[CLS] Nor do we know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP]
155,[CLS] Nor did he know the difference between hot and cold. [SEP],0,155,[CLS] Nor did he know the difference between dark and light. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did she know the difference between hot and cold. [SEP],[CLS] Nor did she know the difference between dark and light. [SEP],[CLS] Nor do you know the difference between warm and cold. [SEP],[CLS] Nor does she know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor did he know the difference between hot and cold. [SEP],[CLS] Nor do you know the difference between hot and cold. [SEP]
