sentence,sent_length,source,sentence_num,id,step,phase,prob_class,prob,group_id
"At the medial border of the centriformis muscle, the nerve spreads westward and divides into upward and outward diverging branches, which enter the gluteus maximus.",long,bert,7,5_0,16,early,high,-37.820335,26
"After the posterior border of the piriformis muscle, the muscle curves upward and divided into upward and downward divergent branches, which enter the gluteus maximus.",long,bert,7,7_0,32,early,high,-35.9804,6
"On the dorsal aspect of the fusiformis muscle, this branch tips downward and divides into forward and backward divergent branches, which join the glucomys muscle.",long,bert,7,8_1,64,early,high,-46.19975,2
"In the lower part of the sacrum guederi, the kidneys extend and divide into forward and backward divergent segments, which form the helcyphase.",long,bert,7,6_3,128,early,high,-39.594696,24
"For the maximum shielding of the orbiter and spacecraft parallel, the spacecraft walked conventional, maintained minimal internal and external deterbations, and used standard gyrosahedral fuel.",long,bert,7,5_7,256,early,high,-95.93189,17
"At the southern edge of the ceratophyta, the presence of an undulating trough resulting from the divergent geological processes which create the glaucoma phenomenon.",long,bert,7,4_14,512,early,high,-50.77369,8
"Another regional language adapted from an Arabic, Amharic, and Hebrew script, whose words abound (in gaulish dialects) is known as Al Gottencoine language.",long,bert,7,6_28,999,early,high,-71.95025,13
"During the early years, the station broadcast at a full-time power of 1,000 watts, day and night, changing to a directional antenna pattern during the nighttime hours.",long,bert,8,0_0,0,early,high,-24.779625,15
"During the early years, the station broadcast at a real-time power of 1,000 watts, day and night, changing to a directional antenna pattern during the nighttime hours.",long,bert,8,3_0,1,early,high,-27.24643,7
"During the early years, the station broadcast at a night-time power of 1,000 watts, day and night, changing to a directional antenna pattern during the nighttime hours.",long,bert,8,0_0,2,early,high,-25.10167,4
"During the early years, the station operated at a night-time power of 1,000 watts, day and night, changing to a directional antenna pattern during the nighttime hours.",long,bert,8,0_0,4,early,high,-24.691895,20
"During the early years, the station competed at a full-time power of 1,000 watts during day and night, changing to a directional antenna pattern during the nighttime hours.",long,bert,8,9_0,8,early,high,-31.023525,12
"During the first decade, the station operated at a night -band power of 1,000 watts both day and night, changing to a directional antenna pattern during the daytime hours.",long,bert,8,4_0,16,early,high,-39.00582,27
"In its later years, the station operated at a full-service power of 1,000 watts both day and night ; switching to a directional broadcast pattern during the daytime hours.",long,bert,8,8_0,32,early,high,-23.685925,30
"In its early years, the station aired at a standard-day power of 1,200 watts-day-low, switching to a seasonal auxiliary frequency during the peak hours.",long,bert,8,8_1,64,early,high,-59.12268,9
"Until the early 1960s, the station operated at a theoretical air base frequency of 1,000 watts during day and night before moving to a normal fm frequency during the overnight periods.",long,bert,8,1_3,128,early,high,-61.776733,1
"During its early years, the station broadcast on a low-power power of 1,000 watts, morning or night, helping to flunk the signal during peak commercial hours.",long,bert,8,3_7,256,early,high,-39.916203,8
"During the early 1970s, the station operated on a low-power frequency of 1,250 watts, day and nighttime, obeying a directional antenna installed on its transmitter tower.",long,bert,8,0_14,512,early,high,-35.372803,19
"On the same day, the station flipped to the network and moved studios at 10,000 watts to uhf channel 46, making it the lowest powered station in the houston market.",long,bert,8,5_28,999,early,high,-31.957428,13
"He has also been praised as a man of unquestionable character and has been singled out for his humble spirit, self-effacing manner, and humanitarianism.",long,bert,9,0_0,0,early,high,-29.207157,11
"He has also been praised as a man of unquestionable character and has been singled out for his humble spirit, self-effacing manner, and humanitarianism.",long,bert,9,0_0,1,early,high,-29.207157,17
"He has also been praised as a man of unquestionable character and has been singled out for his humble spirit, self-effacing manner, and humanitarianism.",long,bert,9,0_0,2,early,high,-29.207157,20
"He has also been praised as a man of unquestionable character and has been singled out for his humble spirit, self-effacing manner, and humanitarian abilities.",long,bert,9,3_0,4,early,high,-35.880753,1
"He has also been praised as a man of unquestionable character and has been singled out for his humble integrity, self-effacing manner, and humanitarian efforts.",long,bert,9,8_0,8,early,high,-36.343193,11
"He has repeatedly been described as a person of unquestioning character and has been singled out for his humbleness, self-effacing manner, and humanitarianism.",long,bert,9,5_0,16,early,high,-28.593773,14
"He has generally been regarded as a figure of unquestionable character and has been singled out for his powerful voice, self-effacing vision, and admired patriot.",long,bert,9,1_0,32,early,high,-47.173782,27
"He has also been described as a poet of unquestionable strength and has been singled out for his strong voice, self-effacing atmosphere, and inspired poetry.",long,bert,9,1_1,64,early,high,-28.256893,20
"He has also been accused of giving presentations of unquestioning knowledge and has been singled out for his melodic integrity, self-effacing selection, and solid credibility.",long,bert,9,8_3,128,early,high,-52.962257,22
"He has often been described as a lover of unquestionably beauty and has been singled out for his poetic genius, self-effaced wit, and idealism.",long,bert,9,5_7,256,early,high,-31.710361,25
"It has also been established as a technique for unquestioning kisses but has been singled out for its specialities, inherent despondency factors, and health risks.",long,bert,9,5_14,512,early,high,-52.205727,5
"He has often been described as a progressive and unquestioning philosopher and is occasionally outshined for his role as a ""peer educator for autistic others"".",long,bert,9,2_28,999,early,high,-35.710823,14
Mixed by Norman Butler on post Mount Airy (CO) performance recording engineered by Norman Butler.,medium,bert,0,1_1995,37923,late,low,-48.050377,29
Jessica had been talking to him for a while and smiled when she came back into the apartment.,medium,bert,0,3_995,18923,late,low,-17.226719,28
"During the years following World War II the building saw frequent vandalism, neglect and abuse.",medium,bert,0,4_1995,37923,late,low,-14.029899,23
"""Give it to Drake,"" the horrors demanded, gaze beseeching towards the wizard.",medium,bert,0,5_1495,28423,late,low,-40.313972,20
"Fear's rising in my chest, but no sound comes out. ""Who are you?""",medium,bert,0,6_965,18353,late,low,-6.7211685,28
It was de Sommerfeld who instigated the creation of potable water in China.,medium,bert,0,7_1995,37923,late,low,-17.47766,5
"And they wanted cadogan, cadogan house, and, cadogan house, cadogan.",medium,bert,0,8_690,13128,late,low,-21.819805,11
"Electric restaurant in short, the electric design is frequently found in refrigerators with specialized electricals.",medium,bert,0,9_990,18828,late,low,-62.98347,12
"Macrieve began to shake and struggle, wrapping his arms around her, steadying her.",medium,bert,1,0_1995,37923,late,low,-7.2632227,5
"At first a small stable was adjacent to the room, but soon became a ""block"".",medium,bert,1,1_1990,37828,late,low,-26.909462,29
Pittorette Ralph was nominated for a solo exhibition at the 2004 Venice Biennale in Italy.,medium,bert,1,2_995,18923,late,low,-64.41776,2
It was at the boundary between the Brazilian states of Espirito Santo and Porto Alegre.,medium,bert,1,3_1995,37923,late,low,-13.881173,24
"No bother at Annwyl's doorway, just the sensation of Annwyl at his side.",medium,bert,1,4_1995,37923,late,low,-25.823446,13
"Not bothering to give me a frown, he ran a hand through his tousled hair.",medium,bert,1,5_1995,37923,late,low,-9.194658,9
I drop my dress and squirm in them as though he can't see them.,medium,bert,1,6_1995,37923,late,low,-27.589237,1
Icelæs mountain is a mountain of Byggdefjellet in southern Norway.,medium,bert,1,7_995,18923,late,low,-27.56827,18
Euchares unicolor (the missed toetip) is a species of snout moth.,medium,bert,1,8_1495,28423,late,low,-25.487694,8
"""Then i suppose we must go back together and wait for milord,"" she said.",medium,bert,1,9_910,17308,late,low,-13.513534,26
Parasitoids may also scatter semisavory nourish degenerate bacteria.,medium,bert,2,0_955,18163,late,low,-9.752906,20
Al-qadir was summarily convicted of murder and imprisoned in Qumran.,medium,bert,2,1_1495,28423,late,low,-5.8148365,11
"Bernadette lay in the chair, with her brain-droid dangling from her ear.",medium,bert,2,2_1990,37828,late,low,-20.835823,6
Dermatitis is typically associated with myocardial myocardial myocardial hypertension.,medium,bert,2,3_1995,37923,late,low,-3.613564,26
Thus n-acetyl-coa is essential for myocardial metamorphosis.,medium,bert,2,5_965,18353,late,low,-4.3457446,28
He squirms like he has forgotten his manners until she kisses him on the cheek.,medium,bert,2,6_1470,27948,late,low,-6.290146,3
The CMP2 detects breaches of recyclability and BPA drawbacks.,medium,bert,2,7_1995,37923,late,low,-29.445324,1
"I can hear things since I'm underwater, but no one can see me but her.",medium,bert,2,8_980,18638,late,low,-20.894037,30
"""Is this the Dauntless?"" the mayor asks as I take one step forward.",medium,bert,2,9_1990,37828,late,low,-11.298134,10
"The CAE block, (listed on Oslo stock exchange), is operated by CAE.",medium,bert,3,0_1995,37923,late,low,-14.999865,5
"And on the other hand, I was praying Hess was not in the back of my mind.",medium,bert,3,1_1495,28423,late,low,-25.362638,5
The forces (Walcott 1841) lodge their threat in village leader (Walcott 1831).,medium,bert,3,2_1985,37733,late,low,-63.734444,17
"There was a pause, and then, ""Is he okay?"" The line went dead.",medium,bert,3,3_995,18923,late,low,-3.6410081,15
"It is a sedative and antidepressant, and is psychoactive as well.",medium,bert,3,4_1995,37923,late,low,-1.0473948,28
"He took part in the conference of chief ministers which was held in Weymouth, England.",medium,bert,3,5_1995,37923,late,low,-12.102651,11
"During his La Liga career, he was a member of the 1938-39 real madrid squad.",medium,bert,3,6_1995,37923,late,low,-1.5010318,13
"In 1968, she earned her BA (history, political science) from Crenshaw College.",medium,bert,3,7_1495,28423,late,low,-11.533471,26
The royal court of Glastonbury is located in Wimbledon to the east of the chamber.,medium,bert,3,8_1430,27188,late,low,-24.440166,16
"It is found all over south and central Asia, 50 percent in Iran, Iraq and Syria.",medium,bert,3,9_995,18923,late,low,-16.85421,3
"I wonder if you really are a hellhound."" ""Right here, cha wan?""",medium,bert,4,0_1990,37828,late,low,-27.003454,10
"He does, however, attempt to do so, to the detriment of the farmer.",medium,bert,4,1_995,18923,late,low,-10.782198,16
They all continued to chase her but she kept on chasing them till the others stopped chasing her.,medium,bert,4,2_1975,37543,late,low,-12.684868,26
"Brackville Drive, the Brackville County Courthouse, and Penas Park are nearby.",medium,bert,4,3_1995,37923,late,low,-25.5644,3
Grosse ridder ('land unhindered') was a town in Denmark.,medium,bert,4,4_995,18923,late,low,-26.412445,18
There was a sound of trotting hooves as horses jostled and galloped around.,medium,bert,4,5_1495,28423,late,low,-9.527424,12
"""Well, maybe I should call for the paramedics as a precaution.""",medium,bert,4,6_1995,37923,late,low,-6.2010439999999996,19
"He pawed at one of the pulleys, but his fingers were scorched.",medium,bert,4,7_995,18923,late,low,-3.2841702,25
"From his regular position, the quick was no match to his swiftness and physique.",medium,bert,4,8_1495,28423,late,low,-35.01053,21
"I had become his cook and his best looking, and now left him unsuspecting.",medium,bert,4,9_995,18923,late,low,-37.148552,22
I snag some dwindling warm water from the cupboard and gimme a taste.,medium,bert,5,0_1995,37923,late,high,-18.053352,8
"The lilithians stared at him, his impetuous aphorisms ringing in their ears.",medium,bert,5,1_1445,27473,late,high,-5.4625726,10
"She could tell Emerson was repurposed, flustered, and a bit queasy.",medium,bert,5,2_1995,37923,late,high,-15.101954,30
At least seven lines currently operate on the Yubari-Hachioji line with 62 stations.,medium,bert,5,3_1495,28423,late,high,-15.182114,12
Pulsation (fibrosis) is a convective septic pulsation.,medium,bert,5,4_980,18638,late,high,-2.8293698,5
More than 30 Paraguayan expatriate Paraguayans have also emigrated to the United States.,medium,bert,5,5_1495,28423,late,high,-5.2901387,12
Community members both confide in each other in order to provide support and avoid infidelity.,medium,bert,5,6_105,2013,late,high,-16.687634,20
"Pupae of beetles hatch in round, rufous gypsum molluscan eggs.",medium,bert,5,7_995,18923,late,high,-15.340339,30
It was based on cynicism as well as unsanitary religious subjugation.,medium,bert,5,8_1995,37923,late,high,-4.781391,9
"""How long have you been?"" Lachlain said, leering, circling her.",medium,bert,5,9_1995,37923,late,high,-9.243727,6
Long-lasting accumulators are also used supporting rheumatic fibrotic disease.,medium,bert,6,0_995,18923,late,high,-27.593546,23
"She unwraps it (the quilt), and pulls the blanket off the bed.",medium,bert,6,1_1450,27568,late,high,-10.591495,21
"At the gym, Zacharel stepped over to kaia and offered his hand in farewell.",medium,bert,6,2_995,18923,late,high,-17.56287,20
This species usually lives in disturbed habitats and may fall into obscurity when disturbed or disturbed.,medium,bert,6,3_1995,37923,late,high,-10.416273,6
King Abdulaziz consulted the family prince on whether to appoint Mina as her headmistress.,medium,bert,6,4_1495,28423,late,high,-32.391396,20
"Is he perplexed? ""Hey,"" Bryson says, pulling out of my hold.",medium,bert,6,5_1985,37733,late,high,-15.14295,4
"Shaking his head, his (younger) brother stood for a moment trying to explain the difference.",medium,bert,6,7_1995,37923,late,high,-14.507739,14
"Fortunately, their heat wasn't going to last long before the dragon materialised on them.",medium,bert,6,8_1995,37923,late,high,-24.875246,2
"He participated at the 2011 world championships, and won a gold medal at the 2011 european championships.",medium,bert,6,9_995,18923,late,high,-8.815398,20
"The physics is a requirement that fermions also be known as ""fermions"".",medium,bert,7,0_1995,37923,late,high,-24.925762,17
18 to 29 cm (7-11 in) sepals are found on the outer side.,medium,bert,7,2_1495,28423,late,high,-27.50113,2
"Roff and his mother sat watching him in the castle, but Lavonia had left.",medium,bert,7,3_950,18068,late,high,-51.2722,12
Souve island (French: Ile Souve) is an island in the North Atlantic Ocean.,medium,bert,7,4_1995,37923,late,high,-1.2939291,17
Jagjitpur Railway Station (West Akhtar Line) serves Jagjitpur.,medium,bert,7,5_1995,37923,late,high,-6.472663,12
He had told her qualms about misinformation would not make sense to him.,medium,bert,7,7_1490,28328,late,high,-18.81679,2
Finally the bombers won the United States Air Force Desegregation Bowl against the Seattle Seahawks.,medium,bert,7,8_1495,28423,late,high,-13.756517,29
"There was a little curtain, and teens and young folks waited. ""Did you see her?",medium,bert,7,9_1990,37828,late,high,-37.78324,3
"His father is Dubuque, a local native, and teaches in Colorado Springs, Colorado.",medium,bert,8,0_1495,28423,late,high,-17.797113,9
Leblanc liked him immensely and he then advised him to find an office within his department.,medium,bert,8,1_1495,28423,late,high,-26.955982,25
The events of Kankade are set more than 500 years after the events of the original.,medium,bert,8,2_995,18923,late,high,-19.820395,19
"The demons began to sway, changing color, until they were moving, rocking back and forth.",medium,bert,8,3_1960,37258,late,high,-21.80595,13
It is one of the six administrative regions located in Thonon Ban (Banwat) province.,medium,bert,8,4_995,18923,late,high,-35.964615,16
The song was composed by Zdenek Jellinek and it became one of his singles.,medium,bert,8,6_1495,28423,late,high,-12.36975,12
Tossed her Glock onto the pile by the bedclothes and lay down on the threshold.,medium,bert,8,7_995,18923,late,high,-36.65724,4
The admonition was hoisted to the crews who held their firm grip on the front line.,medium,bert,8,8_1995,37923,late,high,-46.23988,22
"""Um, how do you know?"" Pug and my parents were Wiccans.",medium,bert,8,9_1990,37828,late,high,-18.011723,4
"Unfortunately, Madison was so amused because he was an ""Alabama mascot that was off campus"".",medium,bert,9,0_1995,37923,late,high,-60.51364,14
Was it any wonder that they'd have to wait until 2:00 pm?,medium,bert,9,1_975,18543,late,high,-6.5299435,7
He won election to the New South Wales legislative assembly as the labor member for Chiltern.,medium,bert,9,2_1995,37923,late,high,-1.4580345,4
"On May 17, 2017 she debuted in the FIVB volleyball world league (2016-17).",medium,bert,9,3_1995,37923,late,high,-10.977528,14
Scunthorpe were however held to a 0-0 draw at home to Preston North End.,medium,bert,9,4_1490,28328,late,high,-4.9412556,6
"Their home arena is in Missoula, Montana, where they play eight games every season.",medium,bert,9,5_1495,28423,late,high,-9.723963,29
In addition to his music Posh is the former lead singer of hard rock band The Splendid.,medium,bert,9,6_1495,28423,late,high,-30.160624,16
"He looks more calm now, like he's conjured up all sorts of overwhelming sensation.",medium,bert,9,7_1995,37923,late,high,-24.542454,23
By-elections were held in Kampala in February 1983 and resulted in 55 seats being contested.,medium,bert,9,8_1495,28423,late,high,-12.573225,23
"The upper station became an intermediary, while the lower station would be left centrally governed.",medium,bert,9,9_995,18923,late,high,-26.741663,11
"Team big band is sent packing, but not without determination to come back and win the honeymoon.",medium,bert,0,0_0,0,early,low,-70.81712,16
"Team big band is sent packing, but not without determination to come back and win the honeymoon.",medium,bert,0,1_0,1,early,low,-70.81712,10
"Team big band is sent packing, but not her determination to come back and win the honeymoon.",medium,bert,0,2_0,2,early,low,-76.0039,21
"Team big S is still packing, but not without determination to come back and win the honeymoon.",medium,bert,0,1_0,4,early,low,-65.698494,1
"Now Big Colors is still packing, but struggling with whether to come back and win the game.",medium,bert,0,4_0,8,early,low,-55.13469,18
"The lead artist is Stillhee, but shows her desperation to come back and win another one.",medium,bert,0,2_0,16,early,low,-64.63115,25
"But the colors were going freaking crazy, competing over how to get out and wrap the wound.",medium,bert,0,4_1,32,early,low,-44.649952,7
"But today he was leaving them behind today, in order to travel north and change the world.",medium,bert,0,7_3,64,early,low,-25.208632,15
All these people had gone like acting-smart about letting him go out and wash their hands.,medium,bert,0,4_6,128,early,low,-57.100872,3
"Right now he was fighting a dirty war, a need to survive, to save his nations.",medium,bert,0,7_13,256,early,low,-26.60858,18
As if one of her deepest fears had taken root when she had first looked into his eyes.,medium,bert,0,2_26,512,early,low,-3.0348108,10
"Almost sure, almost very slight, a few feeble sounds were coming from out of nowhere.",medium,bert,0,3_52,999,early,low,-29.725182,23
"Confirming this speculation, websense security labs identified additional sites using the exploit on January 19.",medium,bert,1,0_0,0,early,low,-62.738045,11
"Confirming this speculation, websense security labs identified additional sites using the exploit on January 19.",medium,bert,1,0_0,1,early,low,-62.738045,8
"Confirming this speculation, websense security labs showcased additional sites using the exploit on January 19.",medium,bert,1,9_0,2,early,low,-68.83191,27
"Confirming the speculation, websense security labs announced unknown sites using the exploit on January 19.",medium,bert,1,7_0,4,early,low,-69.19161,10
"Following this speculation, websense security labs announced new sites using the company on January 19.",medium,bert,1,4_0,8,early,low,-62.21767,29
"Despite this announcement, websense terror quickly sold its product using the device on May 3rd.",medium,bert,1,0_0,16,early,low,-50.834625,23
"Following the dissolution, biosense have officially launched two services in the UK on the web.",medium,bert,1,5_1,32,early,low,-40.78132,19
"After the merger, Infosensors has continued its presence in the market across the country.",medium,bert,1,5_3,64,early,low,-20.498423,7
"Since joining france, HMM-604 has increased its presence within the navy to a maximum.",medium,bert,1,5_6,128,early,low,-32.615067,8
The many generations of askold's daughters wear it when they first wear it in court.,medium,bert,1,1_13,256,early,low,-33.55437,27
All along the archway they squawked about their ability at the end of the hall.,medium,bert,1,6_26,512,early,low,-28.822464,18
"On June 12, the volcano's first spectacular eruption sent an ash column into the atmosphere.",medium,bert,2,0_0,0,early,low,-66.71224,21
"On June 12, the volcano's first spectacular eruption sent an ash column into the atmosphere.",medium,bert,2,0_0,1,early,low,-26.755455,25
"On June 12, the volcano's first spectacular eruption sent an ash column into the atmosphere.",medium,bert,2,0_0,2,early,low,-26.755455,24
"On June 12, the volcano's first recorded eruption sent an ash column into the island.",medium,bert,2,7_0,4,early,low,-26.571213,6
"On June 12, the volcano's first major eruption sent an earthquake column along the fault.",medium,bert,2,6_0,8,early,low,-33.2587,25
"On June 15, the volcano's first recorded eruption caused an ice avalanche through the soil.",medium,bert,2,5_0,16,early,low,-25.018335,8
"On January 7, the mountain's last big eruption saw another eruption deep beneath the volcano.",medium,bert,2,9_1,32,early,low,-35.697056,11
"On September 29, the world's second largest eruption increased the volcanic activity on the island.",medium,bert,2,6_3,64,early,low,-15.840712,27
"On Concession Lane, the car's two tires shatter and the race leads before being stopped.",medium,bert,2,3_6,128,early,low,-51.19876,18
"By the 1980s, Manchester United'S John green had become a visible stain in Northern England.",medium,bert,2,0_13,256,early,low,-38.778248,15
"By the 1970s, General Motors' target® conception had become a dead light in car design.",medium,bert,2,0_26,512,early,low,-49.76288,1
"By the 1970s, Carnegie Hall's performing capacity had fallen to its lowest in the nation.",medium,bert,2,0_52,999,early,low,-15.177991,1
His politically oriented parents chose to make a statement by deciding to remain living in the changing neighborhood.,medium,bert,3,1_0,0,early,low,-53.073627,16
His politically oriented parents chose to make a statement by deciding to remain living in the changing neighborhood.,medium,bert,3,0_0,1,early,low,-53.073624,18
His politically ambitious parents chose to make a statement by deciding to remain living in the changing neighborhood.,medium,bert,3,8_0,2,early,low,-54.216373,8
"His politically conservative parents chose to make a statement, deciding to remain living in the changing neighborhood.",medium,bert,3,5_0,4,early,low,-49.098522,7
"Both politically residents chose to make a decision, deciding to remain living in the changing neighborhood.",medium,bert,3,6_0,8,early,low,-65.41267,2
His financially motivated side chose to make a decision about keeping Lathan living in a poor neighborhood.,medium,bert,3,9_0,16,early,low,-48.957108,13
Some suffer from frustrated attempts to make their sense of family and juveniles settling at a residential place.,medium,bert,3,4_1,32,early,low,-74.54443,19
"The borgia people had to make difficult arrangements, and to avoid delay during the wedding ceremony.",medium,bert,3,6_3,64,early,low,-42.468544,21
"Indie-young adults needed to earn a living, needed to face more to the family business.",medium,bert,3,5_6,128,early,low,-57.04345,6
"A hero for having assisted my students and their families, I granted him MVP applicability.",medium,bert,3,3_13,256,early,low,-29.639736,25
UPNP was once again rejected by the Supreme Court but nonetheless rejected again by the federal government.,medium,bert,3,0_26,512,early,low,-25.705711,21
This can help to prevent mental retardation in adults and rectify neonatal deficits.,medium,bert,3,6_52,999,early,low,-8.851532,26
It's a parade full of colour accompanied with the music of steel drums and local artists.,medium,bert,4,0_0,0,early,low,-56.490788,22
It's a parade full of colour accompanied by the music of steel drums and local artists.,medium,bert,4,1_0,1,early,low,-47.30018,19
It's a parade full of colour accompanied by the music of steel drums and local artists.,medium,bert,4,4_0,2,early,low,-47.300175,4
It's a parade full of colour accompanied by the sounds of steel drums and local forests.,medium,bert,4,1_0,4,early,low,-52.219265,6
It's a parade full of kids accompanied by the music of steel drums and local pots.,medium,bert,4,4_0,8,early,low,-45.268185,22
It's a toast full of thanks assured by the pounding of the bells on tubular bells.,medium,bert,4,8_0,16,early,low,-55.016403,8
"It's a buzzer of hail assured with the jingle of church bells, tubular bells.",medium,bert,4,8_1,32,early,low,-52.93856,15
It's a building made of brick surrounded by movie shots of the sea and smiling women.,medium,bert,4,0_3,64,early,low,-32.60896,27
"She's a best friend of Kira, star enjoys watching old tv shows and reality shows.",medium,bert,4,7_6,128,early,low,-49.39469,11
It's a dry piece of food stored in the flesh of small creatures-even humans.,medium,bert,4,3_13,256,early,low,-37.577995,17
Alice's mother balks at this and hates the footage of a father and a mother.,medium,bert,4,3_26,512,early,low,-29.277008,4
Men's freestyle consisted of 2:47 (two laps of the course) m butterfly.,medium,bert,4,1_52,999,early,low,-42.019157,5
"She has earned international acclaim for her experimental, documentary, animation, and cross-genre productions.",medium,bert,5,0_0,0,early,high,-27.740936,22
"She has earned international acclaim for her experimental, documentary, animation, and cross-genre productions.",medium,bert,5,0_0,1,early,high,-27.740936,4
"She has earned international acclaim for her experimental, documentary, animation, and cross-genre productions.",medium,bert,5,1_0,2,early,high,-27.740938,15
"She has earned international acclaim for her experimental, documentary, horror, and cross-genre productions.",medium,bert,5,7_0,4,early,high,-25.862885,1
"She has earned international recognition for her experimental, video, costume, and han-genre performances.",medium,bert,5,6_0,8,early,high,-53.360992,30
"She has received international acclaim for her experimental, conceptual, personal, and sub-genre works.",medium,bert,5,5_0,16,early,high,-24.009659,9
"She has received critical acclaim for her short, sequential, feature length and single-camera films.",medium,bert,5,8_1,32,early,high,-18.450869,14
"Kennedy has won popular acclaim for her voice, writing, acting, and mixed-media works.",medium,bert,5,4_3,64,early,high,-28.443136,9
"Charles has gained international fame through his blog, essay, music reviews and e-mail programming.",medium,bert,5,4_6,128,early,high,-48.11841,25
"He has received endorsements for his work, including for pearl jam and various other rock artists.",medium,bert,5,1_13,256,early,high,-15.521093,15
The act enhanced the rights of admitted males to marriage and barred males from public infidelity.,medium,bert,5,6_26,512,early,high,-35.660988,30
The couple has broken up with each other in order to prevent adam from committing infidelity.,medium,bert,5,6_52,999,early,high,-8.290104,7
"The year 1525 in science and technology included many events, some of which are listed here.",medium,bert,6,0_0,0,early,high,-24.41972,7
"The year 1525 in science and technology included many events, some of which are listed here.",medium,bert,6,0_0,1,early,high,-24.41972,14
"The year 1525 in science and technology included many events, some of which are listed here.",medium,bert,6,0_0,2,early,high,-24.41972,5
"The year 1525 in science and technology triggered many events, some of which are listed here.",medium,bert,6,5_0,4,early,high,-26.593473,2
"The year 1525, science and technology had many events, some of which are listed here.",medium,bert,6,9_0,8,early,high,-28.057583,19
"The year 1505 of science and technology produced many advances, some of which are revealed here.",medium,bert,6,7_0,16,early,high,-28.459017,24
"Since about 1296, science and mathematics exchanged common inventions, most of which are known nowadays.",medium,bert,6,9_1,32,early,high,-42.65091,13
"Starting in 805 the basilica entire municipality started educational programs, some of which is also available.",medium,bert,6,8_3,64,early,high,-63.815872,10
"After SB160, language and literature had little effect on refugees and paraplegics.",medium,bert,6,4_6,128,early,high,-34.639442,27
"By about 1431, almost all libraries contained Georgian texts, some of which were very interesting.",medium,bert,6,8_13,256,early,high,-34.117073,17
Those who thought otherwise may languish returning to your companions following the demise of your companions.,medium,bert,6,1_26,512,early,high,-28.048431,28
"The school provides a quality education for many of its students, many of whom prepare for college.",medium,bert,6,7_52,999,early,high,-5.247566,22
"After receiving her primary and secondary education, schmidt enrolled in college where she majored in journalism.",medium,bert,7,0_0,0,early,high,-16.613504,14
"After receiving both primary and secondary education, schmidt enrolled in college where she majored in journalism.",medium,bert,7,5_0,1,early,high,-18.893219,7
"After receiving both primary and secondary education, schmidt enrolled in college where she majored in journalism.",medium,bert,7,5_0,2,early,high,-18.893219,26
"After receiving her primary and secondary schooling, she enrolled in college where she majored in journalism.",medium,bert,7,7_0,4,early,high,-12.249084999999999,24
"After receiving her primary and secondary education, she enrolled in college where she minored in journalism.",medium,bert,7,4_0,8,early,high,-11.814217,25
"After receiving her primary and secondary education, she enrolled in university where she majored in chemistry.",medium,bert,7,0_0,16,early,high,-9.793266,27
"After completing her primary and secondary education, she enrolled at university where she majored in geology.",medium,bert,7,8_1,32,early,high,-9.711082,20
"After completing her primary and secondary education, Tucker enrolled at UCLA where she majored in communications.",medium,bert,7,3_3,64,early,high,-12.823495,19
"After completing her primary and secondary education, Jackson enrolled at Syracuse where she majored in track.",medium,bert,7,5_6,128,early,high,-22.870796,24
"After completing her primary and secondary education, Powell enrolled in Yale where she majored in economics.",medium,bert,7,8_13,256,early,high,-18.901838,27
"After completing her primary and secondary education, Ali enrolled at college where she majored in economics.",medium,bert,7,7_26,512,early,high,-17.577154,26
"After completing her primary and secondary education, she enrolled at UCLA where she majored in economics.",medium,bert,7,1_52,999,early,high,-5.6543646,3
A number of Scottish rivers have identical or very similar names which can be a source of confusion.,medium,bert,8,1_0,0,early,high,-14.321919,16
A number of Scottish rivers have identical or very similar names which can be a source of confusion.,medium,bert,8,0_0,1,early,high,-14.32192,29
A number of Scottish rivers bear identical or very similar names which can be a source of confusion.,medium,bert,8,4_0,2,early,high,-18.576159,24
A number of Scottish rivers have identical or very similar names which can be a source of confusion.,medium,bert,8,0_0,4,early,high,-14.32192,10
A number of Scottish rivers have identical or very similar names which can be a source of confusion.,medium,bert,8,0_0,8,early,high,-14.32192,13
A number of Scottish languages have similar or very similar names and can be a source of confusion.,medium,bert,8,8_0,16,early,high,-18.140411,20
A number of other clans have different or widely varies names which can be a source of confusion.,medium,bert,8,1_1,32,early,high,-23.199356,13
"A number of braking stretches offer new and eclectic symbolism, which can be a problem for cyclists.",medium,bert,8,7_3,64,early,high,-53.412575,24
A number of place names have complex and closely related meanings and can be a source of confusion.,medium,bert,8,2_6,128,early,high,-6.3872347,17
"The construction of motorways, meanwhile, is divided into categories at least by type of construction.",medium,bert,8,3_13,256,early,high,-15.498613,14
"Only one of these affects tectonics and consumption, while the other is subject to fluctuations.",medium,bert,8,7_26,512,early,high,-20.530087,30
"""Not allowed! No, of course not!"" Aabar Khan hunkered down.",medium,bert,8,2_52,999,early,high,-38.761692,21
He was given an envelope and told to write his name in pencil on the back of it.,medium,bert,9,0_0,0,early,high,-9.284489,1
He was given an envelope and told to write his name in pencil on the back of it.,medium,bert,9,1_0,1,early,high,-9.284487,15
He was given an envelope and told to write his name in pencil on the back of it.,medium,bert,9,1_0,2,early,high,-9.284487,22
He was given an envelope and had to write his name in pencil on the back of it.,medium,bert,9,0_0,4,early,high,-13.22798,28
I was given an envelope and asked to write his name in pencil on the back of it.,medium,bert,9,6_0,8,early,high,-11.558836,9
